osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,junction,geometry,access,width
825480960,False,Via Ettore e Federico Craveri,residential,True,25.668999999999997,,,,,"LINESTRING (7.8535685 44.7003294, 7.8534159 44.7003217, 7.853247 44.7002994)",,
"[991146977, 436487484]",True,Via Barbacana,residential,False,70.248,,,,,"LINESTRING (7.8535685 44.7003294, 7.8535039 44.6998109, 7.8534935 44.6997272, 7.8534902 44.6997001)",,
176522749,False,Via Fratelli Carando,residential,False,82.28999999999999,,SP661,,,"LINESTRING (7.8536845 44.6939788, 7.8536275 44.6940469, 7.8531927 44.6945769, 7.8531633 44.6946193)",,
87408128,False,Piazza Venti Settembre,residential,True,91.86700000000002,,,,,"LINESTRING (7.8583725 44.6958402, 7.8581432 44.6957667, 7.8578522 44.6956733, 7.8575825 44.6955832, 7.857457 44.6955416, 7.8573502 44.6955232, 7.8573064 44.6955157)",,
176426512,True,Strada Montenero,residential,False,106.02700000000002,,,,,"LINESTRING (7.8583725 44.6958402, 7.8586702 44.6959217, 7.8588341 44.6959893, 7.8590239 44.6960675, 7.859138 44.6961556, 7.8591976 44.6962129, 7.8592268 44.6962423, 7.8593959 44.6964134)",,
377338133,False,Strada Montenero,secondary,True,8.007,2,SP134,,,"LINESTRING (7.8598887 44.7018112, 7.8597983 44.7017787)",,
87408128,False,Piazza Venti Settembre,residential,False,91.867,,,,,"LINESTRING (7.8573064 44.6955157, 7.8573502 44.6955232, 7.857457 44.6955416, 7.8575825 44.6955832, 7.8578522 44.6956733, 7.8581432 44.6957667, 7.8583725 44.6958402)",,
87408137,True,,residential,False,10.382000000000001,,,,roundabout,"LINESTRING (7.8573064 44.6955157, 7.8572925 44.6955368, 7.857271 44.6955545, 7.8572437 44.6955674, 7.8572124 44.6955746)",,
87408094,True,,primary,False,11.075,1,SS231,50,roundabout,"LINESTRING (7.8593007 44.6944898, 7.8592776 44.6944626, 7.8592649 44.6944322, 7.8592636 44.6944002, 7.8592634 44.6943961)",,
367928849,True,Via Alba,residential,False,33.224999999999994,,,,,"LINESTRING (7.8593007 44.6944898, 7.8592124 44.6944603, 7.859106 44.6944251, 7.8589155 44.6943705)",,
436487484,True,Via Barbacana,residential,False,126.13600000000002,,,,,"LINESTRING (7.8536704 44.6988321, 7.8537722 44.6986787, 7.8538524 44.6985632, 7.853947 44.6984299, 7.853966 44.6984031, 7.8540877 44.6983017, 7.854332 44.6981646, 7.8544768 44.6980586, 7.8545487 44.6979934, 7.8545832 44.6979461, 7.854595 44.6979299)",,
367928847,True,Via Alba,residential,False,9.195,,,,,"LINESTRING (7.8589155 44.6943705, 7.8590311 44.6943797)",,
87408167,False,Via Alba,residential,True,117.357,,,,,"LINESTRING (7.8589155 44.6943705, 7.858664 44.6943349, 7.8585907 44.6943312, 7.8585192 44.6943391, 7.8584144 44.6943589, 7.858227 44.6944069, 7.8579708 44.6944902, 7.8578552 44.6945387, 7.8577681 44.6945788, 7.8576657 44.6946295, 7.8576234 44.6946386, 7.8575383 44.6946477)",,
87408137,True,,residential,False,10.836000000000002,,,,roundabout,"LINESTRING (7.8570738 44.6955098, 7.8570708 44.6954855, 7.8570775 44.6954616, 7.8570933 44.69544, 7.8571171 44.6954225)",,
"[378173128, 108471079]",False,"['Corso Giuseppe Garibaldi', 'Piazza Venti Settembre']",residential,"[False, True]",270.44100000000003,,,,,"LINESTRING (7.8569509 44.6960441, 7.8566718 44.6962496, 7.8565225 44.6963664, 7.8563173 44.6965269, 7.8562291 44.6965876, 7.8561134 44.6966377, 7.8554874 44.6971299, 7.8554264 44.6971778, 7.8547176 44.6977513, 7.8546629 44.6978211, 7.8546514 44.6978358)",,
135399795,True,Piazza Venti Settembre,residential,False,48.718999999999994,,,,,"LINESTRING (7.8569509 44.6960441, 7.8569438 44.6961185, 7.8569239 44.6961739, 7.8568879 44.696217, 7.856846 44.6962672, 7.8566949 44.6964334)",,
459882200,False,Piazza Venti Settembre,residential,False,57.84499999999999,,,,,"LINESTRING (7.8569509 44.6960441, 7.8570217 44.6959713, 7.8571288 44.6958292, 7.8572006 44.6957339, 7.8572265 44.6956512, 7.8572224 44.6955999, 7.8572124 44.6955746)",,
207288775,True,Via Vittorio Veneto,primary,False,12.825,1,SS231,50,,"LINESTRING (7.859274 44.694369, 7.8591889 44.6942708)",,
87408094,True,,primary,False,12.004999999999999,1,SS231,50,roundabout,"LINESTRING (7.859274 44.694369, 7.8592985 44.6943375, 7.8593347 44.6943124, 7.8593796 44.6942957)",,
176426505,False,Strada Montenero,secondary,True,652.784,,SP134,,,"LINESTRING (7.8594823 44.7017012, 7.8590754 44.7016059, 7.8587645 44.7015346, 7.858571 44.7014802, 7.8583899 44.7014115, 7.8582649 44.7013439, 7.8581289 44.7012506, 7.8579871 44.7011404, 7.857951 44.7010921, 7.8578524 44.7009587, 7.8577747 44.7007792, 7.8577429 44.7007059, 7.857715 44.7005352, 7.8577312 44.7003462, 7.8577831 44.7002086, 7.8578712 44.7000563, 7.8580286 44.6998508, 7.8582592 44.6996444, 7.8586269 44.6993533, 7.8588656 44.6991108, 7.8589781 44.6989012, 7.859015 44.6987844, 7.8590378 44.6986676, 7.8590235 44.6984846, 7.8589914 44.6980752, 7.8590026 44.6979966, 7.8590279 44.6979004, 7.8590924 44.6977532, 7.8593247 44.6974425, 7.8594624 44.6971907, 7.859496 44.6970461, 7.8595127 44.6968796)",,
377338133,False,Strada Montenero,secondary,False,26.424,2,SP134,,,"LINESTRING (7.8594823 44.7017012, 7.8596793 44.7017473, 7.8597983 44.7017787)",,
"[295644648, 87408153]",True,"['Via Vittorio Emanuele II', 'Via Pollenzo']",living_street,False,249.16000000000003,,,,,"LINESTRING (7.8549971 44.6934932, 7.8549265 44.6939825, 7.8548609 44.6943236, 7.854829 44.6944895, 7.854735 44.694703, 7.8545846 44.6949995, 7.8546864 44.6950208, 7.8551162 44.6951086, 7.8553907 44.6951646, 7.8555327 44.6951788)",yes,
87408137,True,,residential,False,14.399999999999999,,,,roundabout,"LINESTRING (7.8572124 44.6955746, 7.857176 44.6955752, 7.857141 44.6955681, 7.8571105 44.6955539, 7.8570874 44.6955338, 7.8570738 44.6955098)",,
459882200,False,Piazza Venti Settembre,residential,True,57.845000000000006,,,,,"LINESTRING (7.8572124 44.6955746, 7.8572224 44.6955999, 7.8572265 44.6956512, 7.8572006 44.6957339, 7.8571288 44.6958292, 7.8570217 44.6959713, 7.8569509 44.6960441)",,
87408146,False,Via Alfredo e Guido Fasola,residential,False,131.22899999999998,,,,,"LINESTRING (7.8545524 44.70117, 7.8538532 44.7009226, 7.8536411 44.7008668, 7.8535782 44.7004047)",,
87408137,True,,residential,False,24.072,,,,roundabout,"LINESTRING (7.8571171 44.6954225, 7.8571505 44.6954094, 7.8571879 44.6954044, 7.8572256 44.695408, 7.85726 44.6954197, 7.8572874 44.6954384, 7.8573053 44.6954623, 7.8573119 44.6954889, 7.8573064 44.6955157)",,
87408139,False,Via Ettore e Federico Craveri,residential,False,18.4,,,,,"LINESTRING (7.8512259 44.701697, 7.8513193 44.7016234, 7.8513818 44.7015741)",,
377043497,False,Corso San Secondo,residential,True,153.157,,,,,"LINESTRING (7.8512259 44.701697, 7.8511575 44.7016993, 7.8492902 44.7017616)",,
367928850,False,Via Vittorio Veneto,primary,False,84.788,2,SS231,50,,"LINESTRING (7.8591141 44.6941609, 7.8587953 44.6938566, 7.8586639 44.6937427, 7.8585228 44.6936494, 7.8584196 44.6935832)",,
367928851,True,Via Vittorio Veneto,primary,False,26.008,1,SS231,50,,"LINESTRING (7.8591141 44.6941609, 7.8592289 44.6942328, 7.8592513 44.6942468, 7.8593388 44.6942851, 7.8593796 44.6942957)",,
176597380,False,Piazza Roma,residential,True,37.799,,,,,"LINESTRING (7.8503899 44.6950121, 7.850082 44.694752)",,
87408156,False,Piazza Roma,residential,False,67.129,,,,,"LINESTRING (7.8503899 44.6950121, 7.8504528 44.694958, 7.8509269 44.6945444)",,
"[517287880, 430081170]",False,Piazza Carlo Alberto,residential,"[False, True]",133.513,,,,,"LINESTRING (7.8503899 44.6950121, 7.8504434 44.6950529, 7.8505858 44.6951468, 7.8512162 44.6955625, 7.8510769 44.6957165, 7.8510483 44.695748, 7.8509151 44.6958952)",,
"[825480961, 982918835, 982918836]",False,Via Ettore e Federico Craveri,residential,False,147.792,,,,,"LINESTRING (7.8519368 44.7010807, 7.8522839 44.7008073, 7.8524833 44.7006271, 7.8526642 44.700452, 7.8528351 44.7002864, 7.8529012 44.7002545, 7.852965 44.7002495, 7.8530761 44.7002692, 7.853117 44.7002764, 7.8532233 44.7002952, 7.853247 44.7002994)",,
825480961,False,Via Ettore e Federico Craveri,residential,True,70.245,,,,,"LINESTRING (7.8519368 44.7010807, 7.8515955 44.7013871, 7.8513818 44.7015741)",,
87408094,True,,primary,False,20.593,1,SS231,50,roundabout,"LINESTRING (7.8595937 44.6944666, 7.8595549 44.6945038, 7.8594995 44.6945282, 7.8594355 44.6945365, 7.8593716 44.6945274)",,
87408122,True,Via Vittorio Veneto,secondary,False,45.458,,SP134,,,"LINESTRING (7.8595937 44.6944666, 7.8596222 44.6945513, 7.859656 44.6946204, 7.8596994 44.6947092, 7.8597417 44.6948608)",,
108349889,True,Piazza Carlo Alberto,residential,False,49.711,,,,,"LINESTRING (7.8509151 44.6958952, 7.8508522 44.6958706, 7.8507919 44.6958476, 7.8504136 44.6956277)",,
108471072,False,Piazza Carlo Alberto,residential,False,24.179,,,,,"LINESTRING (7.8509151 44.6958952, 7.8508578 44.695962, 7.8507517 44.696079)",,
"[517287880, 430081170]",False,Piazza Carlo Alberto,residential,"[False, True]",133.513,,,,,"LINESTRING (7.8509151 44.6958952, 7.8510483 44.695748, 7.8510769 44.6957165, 7.8512162 44.6955625, 7.8505858 44.6951468, 7.8504434 44.6950529, 7.8503899 44.6950121)",,
643147011,True,Via San Rocco,residential,False,67.889,,,,,"LINESTRING (7.8499841 44.6960599, 7.8491258 44.6960372)",,
108471045,True,Piazza Carlo Alberto,residential,False,33.525,,,,,"LINESTRING (7.849497 44.6951234, 7.8496903 44.694925, 7.8497345 44.6948737)",,
108471072,False,Piazza Carlo Alberto,residential,True,24.179,,,,,"LINESTRING (7.8507517 44.696079, 7.8508578 44.695962, 7.8509151 44.6958952)",,
643147011,True,Via San Rocco,residential,False,60.711,,,,,"LINESTRING (7.8507517 44.696079, 7.8503229 44.6960674, 7.8499841 44.6960599)",,
108471053,True,Via Provvidenza,residential,False,134.555,,,,,"LINESTRING (7.8488538 44.6998639, 7.8489122 44.6998888, 7.8495636 44.7001482, 7.8503578 44.70043)",,
421451609,True,Via Vittorio Emanuele II,residential,False,23.445999999999998,,,,,"LINESTRING (7.8488538 44.6998639, 7.8487063 44.6999815, 7.8486603 44.7000236)",,
108471055,True,Via San Germano,living_street,False,141.083,,,,,"LINESTRING (7.857271 44.6950118, 7.8564046 44.6947205, 7.8556349 44.6945066)",,
176426502,True,Via Alba,residential,False,48.18500000000001,,,,,"LINESTRING (7.857271 44.6950118, 7.8571576 44.6951701, 7.857123 44.6952808, 7.8571111 44.6953596, 7.8571141 44.6953969, 7.8571171 44.6954225)",,
421451609,True,Via Vittorio Emanuele II,residential,False,104.064,,,,,"LINESTRING (7.8521437 44.6981771, 7.8509709 44.6986024)",,
108471042,True,Via Beato Sebastiano Valfrè,residential,False,142.094,,,,,"LINESTRING (7.8521437 44.6981771, 7.8521791 44.6982275, 7.8524807 44.6983729, 7.8529079 44.698549, 7.8536704 44.6988321)",,
291968707,False,Via Giuseppe Verdi,residential,True,102.596,,,,,"LINESTRING (7.8521437 44.6981771, 7.85132 44.697796, 7.8512423 44.6977601, 7.851171 44.6977271, 7.8511226 44.6977047, 7.8510544 44.6976754)",,
108471056,False,Via Giardinieri,residential,False,114.394,,,,,"LINESTRING (7.8520512 44.699129, 7.8517458 44.6993121, 7.8515189 44.6994251, 7.851338 44.6995319, 7.8511451 44.699693, 7.8509873 44.6998196)",,
108471076,True,Via Bonino,residential,False,103.717,,,,,"LINESTRING (7.8520512 44.699129, 7.851885 44.699055, 7.8514412 44.6988575, 7.8510255 44.6986419, 7.8509709 44.6986024)",,
108471053,True,Via Provvidenza,residential,False,144.35500000000002,,,,,"LINESTRING (7.8503578 44.70043, 7.8504597 44.700472, 7.8511238 44.7007228, 7.8516124 44.7009276, 7.8519368 44.7010807)",,
377338118,True,Via Giardinieri,residential,False,84.21600000000001,,,,,"LINESTRING (7.8503578 44.70043, 7.8506601 44.7001129, 7.8509873 44.6998196)",,
593348895,False,Via Serra,residential,True,14.222,,,,,"LINESTRING (7.8553161 44.6983094, 7.8554704 44.6983752)",,
135399801,False,Via Serra,residential,True,31.462,,,,,"LINESTRING (7.8553161 44.6983094, 7.8550265 44.6981786, 7.8549801 44.6981577)",,
"[1022689019, 108471061]",True,Via Parpera,residential,False,109.14999999999999,,,,,"LINESTRING (7.8553161 44.6983094, 7.8551116 44.6985459, 7.8549141 44.6987974, 7.8546781 44.6991248, 7.8546472 44.6991676)",,
642616210,False,Vicolo Fossaretto,residential,True,139.50299999999996,,,,,"LINESTRING (7.853247 44.7002994, 7.8532422 44.7003612, 7.8532374 44.7004088, 7.85318 44.7010107, 7.85315 44.7011385, 7.8530925 44.7012166, 7.8530201 44.7013853, 7.8529975 44.7014849, 7.8529912 44.7015314)",,
825480960,False,Via Ettore e Federico Craveri,residential,False,25.668999999999997,,,,,"LINESTRING (7.853247 44.7002994, 7.8534159 44.7003217, 7.8535685 44.7003294)",,
"[825480961, 982918835, 982918836]",False,Via Ettore e Federico Craveri,residential,True,147.79199999999997,,,,,"LINESTRING (7.853247 44.7002994, 7.8532233 44.7002952, 7.853117 44.7002764, 7.8530761 44.7002692, 7.852965 44.7002495, 7.8529012 44.7002545, 7.8528351 44.7002864, 7.8526642 44.700452, 7.8524833 44.7006271, 7.8522839 44.7008073, 7.8519368 44.7010807)",,
108471041,False,Via Vittore Testa,residential,False,112.899,,,,,"LINESTRING (7.8498102 44.6992475, 7.8503581 44.6995498, 7.8509873 44.6998196)",,
421451609,True,Via Vittorio Emanuele II,residential,False,102.175,,,,,"LINESTRING (7.8498102 44.6992475, 7.8495609 44.699437, 7.8488538 44.6998639)",,
365398803,False,Via Santa Maria del Castello,residential,True,27.842,,,,,"LINESTRING (7.8539295 44.7004066, 7.8538174 44.7003974, 7.8535782 44.7004047)",,
841509642,True,Via Santa Maria del Castello,residential,False,125.463,,,,,"LINESTRING (7.8539295 44.7004066, 7.8540095 44.7004291, 7.85406 44.7004448, 7.8541476 44.700466, 7.8542278 44.7004777, 7.8543229 44.7004541, 7.8543782 44.7004186, 7.8545468 44.7003203, 7.8546523 44.7002713, 7.854789 44.7001869, 7.8552962 44.6999998)",,
430081171,True,Via Serra,residential,False,49.941,,,,,"LINESTRING (7.8552962 44.6999998, 7.8553135 44.6998095, 7.8553144 44.6997909, 7.8553511 44.6995525)",,
"[1264849864, 162742154]",False,"['Via Santa Maria del Castello', 'Strada Fey']",residential,False,249.056,,,,,"LINESTRING (7.8552962 44.6999998, 7.8553777 44.700002, 7.855433 44.6999931, 7.8556212 44.6999359, 7.8557112 44.6999114, 7.8557789 44.6999, 7.8558749 44.6998956, 7.856006 44.6998979, 7.856075 44.6999073, 7.8561427 44.699919, 7.8561879 44.6999339, 7.8562218 44.6999538, 7.8562826 44.7000343, 7.8563421 44.7001429, 7.8563524 44.7002008, 7.8563585 44.7003461, 7.856337 44.70048, 7.8563205 44.7007347, 7.8562802 44.7010732, 7.8562397 44.7012703, 7.8561109 44.7014594)",,
87408124,True,Via Veneria,living_street,False,126.06800000000001,,,,,"LINESTRING (7.8556349 44.6945066, 7.8556264 44.6944413, 7.8555988 44.6943628, 7.8555442 44.6942074, 7.85513 44.6935595, 7.8549971 44.6934932)",,
108471041,False,Via Vittore Testa,residential,True,112.899,,,,,"LINESTRING (7.8509873 44.6998196, 7.8503581 44.6995498, 7.8498102 44.6992475)",,
108471056,False,Via Giardinieri,residential,True,114.394,,,,,"LINESTRING (7.8509873 44.6998196, 7.8511451 44.699693, 7.851338 44.6995319, 7.8515189 44.6994251, 7.8517458 44.6993121, 7.8520512 44.699129)",,
108471076,True,Via Bonino,residential,False,130.817,,,,,"LINESTRING (7.8534902 44.6997001, 7.853225 44.6996361, 7.8530648 44.6995751, 7.8528993 44.6995133, 7.8527265 44.6994462, 7.8525178 44.6993505, 7.8520512 44.699129)",,
436487484,True,Via Barbacana,residential,False,98.57300000000001,,,,,"LINESTRING (7.8534902 44.6997001, 7.8534779 44.6994217, 7.8534835 44.6993178, 7.8535712 44.699051, 7.853591 44.6990072, 7.8536704 44.6988321)",,
108349889,True,Piazza Carlo Alberto,residential,False,91.618,,,,,"LINESTRING (7.8504136 44.6956277, 7.8503578 44.6955976, 7.8501965 44.6955087, 7.849497 44.6951234)",,
108349895,True,Via Ambrogio Mathis,residential,False,58.847,,,,,"LINESTRING (7.8504136 44.6956277, 7.8503569 44.6956897, 7.8499841 44.6960599)",,
317777805,True,Via Vittorio Emanuele II,residential,False,26.912,,,,,"LINESTRING (7.8481045 44.7011542, 7.8481 44.7013962)",,
377041083,False,Via Vittorio Emanuele II,residential,False,112.24100000000001,,,,,"LINESTRING (7.8481045 44.7011542, 7.8481337 44.7010486, 7.8482251 44.7007706, 7.8483276 44.7004985, 7.8483791 44.7003803, 7.8484567 44.7002438, 7.8484798 44.7001823)",,
377041083,False,Via Vittorio Emanuele II,residential,True,26.032,,,,,"LINESTRING (7.8481045 44.7011542, 7.8480527 44.7012689, 7.8480212 44.7013249, 7.8479825 44.7013706)",,
653660575,True,Via Vittorio Emanuele II,residential,False,9.713,,,,,"LINESTRING (7.8479825 44.7013706, 7.8481 44.7013962)",,
377041083,False,Via Vittorio Emanuele II,residential,False,26.032,,,,,"LINESTRING (7.8479825 44.7013706, 7.8480212 44.7013249, 7.8480527 44.7012689, 7.8481045 44.7011542)",,
378173134,False,Piazza Caduti per la Libertà,residential,True,22.064,,,,,"LINESTRING (7.8542779 44.6975131, 7.8541298 44.6976813)",,
378173131,True,Piazza Caduti per la Libertà,residential,False,46.989999999999995,,,,,"LINESTRING (7.8542779 44.6975131, 7.8543243 44.697586, 7.8545611 44.6977855, 7.8546514 44.6978358)",,
176915699,True,Via Piumati,tertiary,False,17.032,,,,,"LINESTRING (7.8499995 44.6934008, 7.8500681 44.693546)",,
108471061,True,Via Parpera,residential,False,154.923,,,,,"LINESTRING (7.8546472 44.6991676, 7.8545727 44.6992874, 7.8545413 44.6994225, 7.8545385 44.6996073, 7.8545379 44.6996457, 7.8545271 44.6997652, 7.8544842 44.6998821, 7.8544279 44.6999756, 7.8543555 44.7000652, 7.8541866 44.7002014, 7.8540222 44.7003247, 7.8539295 44.7004066)",,
162741167,True,Via San Francesco,residential,False,65.691,,,,,"LINESTRING (7.8553988 44.6994192, 7.8550946 44.6993267, 7.8546472 44.6991676)",,3
430081171,True,Via Serra,residential,False,116.549,,,,,"LINESTRING (7.8553988 44.6994192, 7.8555449 44.6992949, 7.8557008 44.6991451, 7.8559326 44.6988678, 7.8560191 44.698707, 7.8560303 44.6986667, 7.8560331 44.6986363, 7.8560207 44.6985295, 7.8559958 44.6985099)",,
