osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge,width,junction
364817869,False,Via Alessandro Manzoni,residential,True,41.229,"LINESTRING (9.4774188 45.5361234, 9.4773613 45.5361424, 9.476951 45.5362968)",,,,,,
"[961000140, 75260517]",False,Via Giuseppe Verdi,tertiary,False,99.96300000000001,"LINESTRING (9.4774188 45.5361234, 9.4774828 45.5361915, 9.4776455 45.5363476, 9.4781708 45.5368518)",2,SP180,50,,,
24998784,False,Via Luigi Marchesi,unclassified,False,69.0,"LINESTRING (9.4789739 45.537565, 9.4790166 45.5376126, 9.479037 45.5376484, 9.4790675 45.5377036, 9.4792084 45.537958, 9.479258 45.5380476, 9.4793084 45.5381386)",,,,,,
75260517,False,Via Giuseppe Verdi,tertiary,True,8.779,"LINESTRING (9.4789739 45.537565, 9.4789403 45.5375316, 9.4789081 45.5375009)",2,SP180,50,,,
"[210441536, 210441537, 210441539, 210441540, 690180072]",False,Via Padana Superiore,primary,"[False, True]",500.96399999999994,"LINESTRING (9.4789739 45.537565, 9.478729 45.5376338, 9.4782108 45.5377795, 9.4778786 45.5378754, 9.4777414 45.5379182, 9.4776532 45.537949, 9.4775711 45.5379823, 9.47748 45.5380242, 9.4773912 45.5380662, 9.4773226 45.538104, 9.4772212 45.538162, 9.4771263 45.5382207, 9.4770501 45.5382765, 9.4769209 45.5383769, 9.4767973 45.5384932, 9.4767398 45.5385582, 9.4766611 45.5386625, 9.4766288 45.5387109, 9.4765691 45.5388231, 9.4765451 45.5388754, 9.476449 45.5391382, 9.4764349 45.5391768, 9.4760192 45.5405699, 9.4759819 45.5406635, 9.4759652 45.5407042, 9.4759506 45.5407353, 9.4759153 45.5408038, 9.4758537 45.5409113, 9.4757952 45.5410116, 9.4757569 45.5410659)","['2', '3']",SP ex SS 11,50,yes,,
1217588199,False,Via Padana Superiore,primary,False,62.242000000000004,"LINESTRING (9.4789739 45.537565, 9.4791462 45.5375201, 9.4792204 45.5375006, 9.4794678 45.5374357, 9.4797224 45.5373689)",3,SP ex SS 11,50,,,
24998784,False,Via Luigi Marchesi,unclassified,True,69.0,"LINESTRING (9.4793084 45.5381386, 9.479258 45.5380476, 9.4792084 45.537958, 9.4790675 45.5377036, 9.479037 45.5376484, 9.4790166 45.5376126, 9.4789739 45.537565)",,,,,,
"[725861746, 356236931]",False,"['Via Enrico Fermi', 'Via Martiri della Libertà']",residential,"[False, True]",180.471,"LINESTRING (9.4793084 45.5381386, 9.4793608 45.5381279, 9.4793793 45.5381241, 9.4794177 45.5381162, 9.4794542 45.5381102, 9.4796399 45.5380796, 9.4798198 45.5380611, 9.4799278 45.5380574, 9.4800259 45.5380617, 9.480277 45.5380824, 9.4808332 45.5379768, 9.4809054 45.5379515, 9.4809498 45.5379158, 9.4809617 45.5378744, 9.4808328 45.5375551, 9.4808508 45.5375039)",2,,50,,,
"[695831834, 695831835, 714457100, 714457101]",False,Via Monasterolo,residential,True,247.028,"LINESTRING (9.4793084 45.5381386, 9.4792656 45.5381459, 9.4792428 45.5381498, 9.4792216 45.5381534, 9.4790285 45.5381862, 9.4788814 45.538221, 9.4766577 45.5388694, 9.4764637 45.538924, 9.4763613 45.5389534)",2,,"['50', '30']",,,
"[842709307, 198483612, 198483613]",False,Via Luigi Marchesi,unclassified,False,85.92399999999999,"LINESTRING (9.4793084 45.5381386, 9.4793337 45.5381806, 9.4793478 45.5382035, 9.4793795 45.538258, 9.4793989 45.5382892, 9.4794154 45.5383141, 9.4797944 45.5388319)",2,,"['30', '50']",yes,,
24998991,True,Via Roma,unclassified,False,134.73100000000002,"LINESTRING (9.4804285 45.5398814, 9.4811379 45.5397537, 9.4812893 45.5397348, 9.4813367 45.5397288, 9.4817876 45.5397428, 9.4818789 45.5397316, 9.4820583 45.5396849, 9.4821144 45.5396698)",,,50,,,
229436500,False,Via Pilastrello,unclassified,False,69.94399999999999,"LINESTRING (9.4804285 45.5398814, 9.4804672 45.539995, 9.4805216 45.5401545, 9.4805952 45.5403704, 9.4806262 45.5404472, 9.4806443 45.5404919)",2,,50,,,
"[842709308, 229436502]",False,Via Luigi Marchesi,unclassified,True,127.111,"LINESTRING (9.4804285 45.5398814, 9.4803958 45.539808, 9.4803281 45.5396279, 9.4801312 45.5392968, 9.4798447 45.5389014, 9.4797944 45.5388319)","['1', '2']",,50,,2.60,
229436500,False,Via Pilastrello,unclassified,True,69.944,"LINESTRING (9.4806443 45.5404919, 9.4806262 45.5404472, 9.4805952 45.5403704, 9.4805216 45.5401545, 9.4804672 45.539995, 9.4804285 45.5398814)",2,,50,,,
356237183,True,Via Camillo Benso conte di Cavour,unclassified,False,103.504,"LINESTRING (9.4806443 45.5404919, 9.4804278 45.5405284, 9.4801208 45.5405782, 9.4793414 45.5406735)",2,,50,,,
356237183,True,Via Camillo Benso conte di Cavour,unclassified,False,143.84199999999998,"LINESTRING (9.4793414 45.5406735, 9.4779229 45.5408523, 9.4778036 45.5408673, 9.4776248 45.5409019, 9.4775332 45.5409281)",2,,50,,,
461348219,False,Vicolo Brambilla,residential,False,144.816,"LINESTRING (9.4793414 45.5406735, 9.4795903 45.541467, 9.4796065 45.5419568)",,,,,,
24998821,True,Via Pilastrello,unclassified,False,41.382,"LINESTRING (9.48084 45.5408379, 9.4806443 45.5404919)",,,,,,
461348211,True,Via San Rocco,residential,False,53.26,"LINESTRING (9.48084 45.5408379, 9.4814997 45.5409641)",1,,50,,,
229436893,False,Via Pilastrello,unclassified,False,55.369,"LINESTRING (9.4806978 45.5423977, 9.4807202 45.5428954)",,,,,,
24998821,True,Via Pilastrello,unclassified,False,175.99699999999999,"LINESTRING (9.4806978 45.5423977, 9.4806714 45.5421051, 9.4806203 45.5415392, 9.480629 45.5414059, 9.4806381 45.5413185, 9.4806495 45.5412676, 9.4806749 45.5412046, 9.48084 45.5408379)",,,,,,
229436893,False,Via Pilastrello,unclassified,True,55.369,"LINESTRING (9.4807202 45.5428954, 9.4806978 45.5423977)",,,,,,
461348209,False,Viale Quattro Novembre,unclassified,False,39.045,"LINESTRING (9.4807202 45.5428954, 9.4807345 45.5432464)",,,,,,
85214230,False,Via senatore Giovanni Facheris,unclassified,False,89.533,"LINESTRING (9.4807202 45.5428954, 9.480663 45.5428997, 9.479577 45.5429806)",,,,,,
461348209,False,Viale Quattro Novembre,unclassified,True,39.045,"LINESTRING (9.4807345 45.5432464, 9.4807202 45.5428954)",,,,,,
24998973,False,Via Giuseppe Fritz,residential,True,200.987,"LINESTRING (9.4807345 45.5432464, 9.4808307 45.5432342, 9.4832004 45.5429408, 9.4832758 45.5429314)",,,,,,
461348209,False,Viale Quattro Novembre,unclassified,False,102.278,"LINESTRING (9.4807345 45.5432464, 9.480797 45.5440456, 9.4808094 45.5441647)",,,,,,
316435795,False,Via Giovanni Boccaccio,unclassified,False,147.80900000000003,"LINESTRING (9.4808094 45.5441647, 9.4807035 45.5441793, 9.4801298 45.5442775, 9.4793521 45.5444531, 9.4789833 45.5445238)",,,,,,
461348209,False,Viale Quattro Novembre,unclassified,True,102.278,"LINESTRING (9.4808094 45.5441647, 9.480797 45.5440456, 9.4807345 45.5432464)",,,,,,
1226001981,False,Via Don Luigi Sturzo,unclassified,True,222.945,"LINESTRING (9.4808094 45.5441647, 9.4808953 45.5441524, 9.4823355 45.5439573, 9.4823488 45.5439553, 9.4825455 45.5439257, 9.483479 45.5437289, 9.4835925 45.5437049)",,,,,,
24998943,False,Via Vescovo Garibaldo,residential,False,96.18599999999999,"LINESTRING (9.4832758 45.5429314, 9.4833203 45.542922, 9.4833691 45.5429118, 9.4844586 45.5426824)",,,,,,
24998973,False,Via Giuseppe Fritz,residential,False,200.987,"LINESTRING (9.4832758 45.5429314, 9.4832004 45.5429408, 9.4808307 45.5432342, 9.4807345 45.5432464)",,,,,,
24998985,True,Via Adolfo Fumagalli,residential,False,94.97600000000001,"LINESTRING (9.4832758 45.5429314, 9.4829361 45.5421291, 9.4829302 45.5421123)",1,,30,,,
1226001980,False,Via Monte Grappa,residential,False,89.476,"LINESTRING (9.4832758 45.5429314, 9.4833013 45.5429938, 9.483554 45.5436109, 9.4835767 45.5436662, 9.4835925 45.5437049)",,,,,,
24998943,False,Via Vescovo Garibaldo,residential,False,28.995,"LINESTRING (9.4844586 45.5426824, 9.4848289 45.5426553)",,,,,,
24998943,False,Via Vescovo Garibaldo,residential,True,96.18599999999999,"LINESTRING (9.4844586 45.5426824, 9.4833691 45.5429118, 9.4833203 45.542922, 9.4832758 45.5429314)",,,,,,
24999292,False,Via Monsignor Passoni,residential,True,131.072,"LINESTRING (9.4844586 45.5426824, 9.4842845 45.5418141, 9.4842245 45.5415151)",,,,,,
24998943,False,Via Vescovo Garibaldo,residential,False,57.696,"LINESTRING (9.4853902 45.5426103, 9.4861273 45.5425582)",,,,,,
24998943,False,Via Vescovo Garibaldo,residential,True,43.999,"LINESTRING (9.4853902 45.5426103, 9.4848289 45.5426553)",,,,,,
316435793,False,Via Cristoforo da Inzago,residential,False,132.674,"LINESTRING (9.4853902 45.5426103, 9.4853786 45.542555, 9.4851301 45.5414694, 9.4851213 45.5414321)",,,,,,
24998943,False,Via Vescovo Garibaldo,residential,True,113.694,"LINESTRING (9.4883261 45.5424028, 9.4882228 45.5424101, 9.4868736 45.5425055)",,,,,,
243651030,False,Viale Antonio Gramsci,residential,False,86.13299999999998,"LINESTRING (9.4883261 45.5424028, 9.4884051 45.5430374, 9.4884013 45.5430667, 9.4883813 45.543092, 9.4883106 45.5431539)",2,,50,,,
243651030,False,Viale Antonio Gramsci,residential,True,139.778,"LINESTRING (9.4883261 45.5424028, 9.4882383 45.5417258, 9.4881746 45.5412638, 9.4881653 45.5411966, 9.4881591 45.5411512)",2,,50,,,
24998944,False,Via Monte Grappa,residential,True,18.521,"LINESTRING (9.4838069 45.5442231, 9.4837615 45.5440596)",,,,,,
685489266,False,,residential,False,106.341,"LINESTRING (9.4838069 45.5442231, 9.4829121 45.5443254, 9.4824586 45.5443744)",,,,,,
24998944,False,Via Monte Grappa,residential,False,18.521,"LINESTRING (9.4837615 45.5440596, 9.4838069 45.5442231)",,,,,,
24998944,False,Via Monte Grappa,residential,True,41.582,"LINESTRING (9.4837615 45.5440596, 9.4836354 45.5437885, 9.4836115 45.543742, 9.4835925 45.5437049)",,,,,,
364815140,True,Via Vittorio Veneto,residential,False,49.105,"LINESTRING (9.4837615 45.5440596, 9.4841231 45.5440547, 9.4842572 45.5440566, 9.4843913 45.544066)",,,,,,
24998944,False,Via Monte Grappa,residential,False,41.582,"LINESTRING (9.4835925 45.5437049, 9.4836115 45.543742, 9.4836354 45.5437885, 9.4837615 45.5440596)",,,,,,
24999364,False,Via Don Luigi Sturzo,unclassified,True,149.216,"LINESTRING (9.4835925 45.5437049, 9.4837062 45.5436818, 9.4844169 45.5435372, 9.4845629 45.5435168, 9.4849488 45.5434879, 9.4854674 45.5434561)",,,,,,
1226001980,False,Via Monte Grappa,residential,True,89.476,"LINESTRING (9.4835925 45.5437049, 9.4835767 45.5436662, 9.483554 45.5436109, 9.4833013 45.5429938, 9.4832758 45.5429314)",,,,,,
1226001981,False,Via Don Luigi Sturzo,unclassified,False,222.945,"LINESTRING (9.4835925 45.5437049, 9.483479 45.5437289, 9.4825455 45.5439257, 9.4823488 45.5439553, 9.4823355 45.5439573, 9.4808953 45.5441524, 9.4808094 45.5441647)",,,,,,
229436895,True,Via Adolfo Fumagalli,residential,False,53.152,"LINESTRING (9.4829302 45.5421123, 9.482262 45.5422096)",1,,30,,,
24999326,True,Via Gian Battista Magni,residential,False,126.534,"LINESTRING (9.482262 45.5422096, 9.481822 45.5422906, 9.4815609 45.5423846, 9.4815073 45.5423827, 9.4813454 45.54235, 9.4812861 45.542342, 9.4808376 45.5423859, 9.4807679 45.5423918, 9.4806978 45.5423977)",1,,30,,,
364812756,True,Via Piola,residential,False,155.792,"LINESTRING (9.482262 45.5422096, 9.4821925 45.5421345, 9.4819978 45.5419799, 9.4818693 45.5418426, 9.4816601 45.5415306, 9.4815531 45.5413811, 9.4814636 45.5412086, 9.4814958 45.5409908, 9.4814997 45.5409641)",1,,30,,,
"[198485769, 1163293759]",True,"['Piazza Professor Quintino Di Vona', 'Piazza Piero Gnecchi Ruscone']",residential,False,104.363,"LINESTRING (9.4814997 45.5409641, 9.4815605 45.5409405, 9.4819698 45.5408905, 9.4820248 45.5406246, 9.4823331 45.5405739, 9.4823475 45.5405715, 9.4823931 45.5405658, 9.4824368 45.5405622, 9.4824661 45.5405618, 9.4824864 45.5405623)",1,,50,,,
364951116,False,Via Secco d'Aragona,unclassified,True,116.906,"LINESTRING (9.4840062 45.5393571, 9.4825372 45.5395732)",,,50,,,
"[188795197, 150393275, 660018405]",False,"['Via Roma', 'Via Giacomo Matteotti']",unclassified,True,67.784,"LINESTRING (9.4840062 45.5393571, 9.4839762 45.5389578, 9.4839668 45.538773, 9.4839654 45.5387482)",,,,yes,,
364951116,False,Via Secco d'Aragona,unclassified,False,93.033,"LINESTRING (9.4840062 45.5393571, 9.4840681 45.539348, 9.4850864 45.5391982, 9.4851752 45.5391851)",,,50,,,
364950884,False,Via Secco d'Aragona,unclassified,False,52.16,"LINESTRING (9.4870313 45.5388196, 9.487676 45.5386926)",,,,,,
364950884,False,Via Secco d'Aragona,unclassified,True,59.926,"LINESTRING (9.4870313 45.5388196, 9.4862906 45.5389655)",,,,,,
124066998,False,Via Galileo Galilei,residential,False,214.26000000000002,"LINESTRING (9.4870313 45.5388196, 9.4875217 45.5401176, 9.487568 45.5401561, 9.4882048 45.5402963, 9.4882941 45.5403184)",,,,,,
24999292,False,Via Monsignor Passoni,residential,False,131.072,"LINESTRING (9.4842245 45.5415151, 9.4842845 45.5418141, 9.4844586 45.5426824)",,,,,,
24999293,False,Via Santa Francesca Cabrini,residential,True,25.17,"LINESTRING (9.4842245 45.5415151, 9.4842818 45.5415098, 9.4845449 45.5414854)",,,,,,
24999300,False,Via San Giovanni Bosco,residential,False,98.726,"LINESTRING (9.4842245 45.5415151, 9.4841971 45.54144, 9.484168 45.5413882, 9.4841182 45.541352, 9.4840536 45.5413359, 9.4839915 45.5413357, 9.483175 45.5414154, 9.4831248 45.5414203)",,,,,,
24999300,False,Via San Giovanni Bosco,residential,True,98.726,"LINESTRING (9.4831248 45.5414203, 9.483175 45.5414154, 9.4839915 45.5413357, 9.4840536 45.5413359, 9.4841182 45.541352, 9.484168 45.5413882, 9.4841971 45.54144, 9.4842245 45.5415151)",,,,,,
24999306,True,Via Luigi Besana,residential,False,89.372,"LINESTRING (9.4831248 45.5414203, 9.4831591 45.5416878, 9.4832012 45.5419483, 9.4831813 45.5420148, 9.4831186 45.5420603, 9.4829302 45.5421123)",1,,30,,,
364950884,False,Via Secco d'Aragona,unclassified,False,38.881,"LINESTRING (9.4851752 45.5391851, 9.4856558 45.5390905)",,,,,,
