osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,junction,access
722721052,SP32,Via Cavin di Sala,secondary,30,False,True,32.31,,"LINESTRING (12.1043084 45.4920567, 12.1047167 45.4920066)",,,
83372076,,Via Torino,residential,,False,False,154.535,2,"LINESTRING (12.1043084 45.4920567, 12.1043057 45.4920264, 12.1042844 45.4917868, 12.1041976 45.4908131, 12.1044015 45.490798)",,,
"[722721052, 722721053]",SP32,Via Cavin di Sala,secondary,30,False,False,54.308,,"LINESTRING (12.1043084 45.4920567, 12.1038595 45.4921117, 12.1036198 45.4921293)",,,
85159019,,Via Dante Alighieri,secondary,,False,False,27.345,2,"LINESTRING (12.1160293 45.4914892, 12.1160144 45.4917349)",,,
90033770,,Via Dante,secondary,,True,False,12.855,,"LINESTRING (12.1160293 45.4914892, 12.1160124 45.4913742)",,,
150366384,,Via Villafranca,secondary,,False,False,69.133,2,"LINESTRING (12.1157624 45.4950082, 12.1156132 45.4950754, 12.1154227 45.4951453, 12.1149597 45.4952672)",,,
"[85159019, 722228270]",,Via Dante Alighieri,secondary,,False,True,171.335,2,"LINESTRING (12.1157624 45.4950082, 12.1157742 45.4949334, 12.115789 45.4948576, 12.1158179 45.4945238, 12.1158949 45.4934705)",,,
150366384,,Via Villafranca,secondary,,False,True,187.531,2,"LINESTRING (12.1125226 45.4959561, 12.1126031 45.4959303, 12.1127395 45.4958866, 12.1134 45.4956914, 12.1147521 45.4953229)",,,
171914582,SP35,Via Bastia Fuori,unclassified,,False,False,40.388,,"LINESTRING (12.1125226 45.4959561, 12.1124547 45.4958783, 12.1124104 45.4958223, 12.1122686 45.4956396)",,,
37275396,,Via Dei Pensieri,residential,30,False,False,5.833,2,"LINESTRING (12.1048242 45.4932445, 12.1048206 45.4931921)",,,
37275396,,Via Dei Pensieri,residential,30,False,True,100.68,2,"LINESTRING (12.1048242 45.4932445, 12.1048332 45.4933761, 12.1048859 45.4941489)",,,
83806571,,Via Dei Pensieri,residential,,False,True,181.054,2,"LINESTRING (12.1048242 45.4932445, 12.1054332 45.4932348, 12.1055921 45.493221, 12.1058838 45.4931956, 12.1061796 45.4931698, 12.1061512 45.4930404, 12.1060506 45.492639, 12.1060391 45.4925918, 12.1060334 45.4925684, 12.1060181 45.4925054)",,,
171914588,,Via Belvedere,tertiary,30,True,False,62.948,,"LINESTRING (12.107675 45.4940889, 12.1077145 45.4941498, 12.1077332 45.4941786, 12.1078806 45.4946346)",,,
"[83366944, 171914590]",,Via Castellantico,residential,,False,"[False, True]",133.469,,"LINESTRING (12.107675 45.4940889, 12.107672 45.4940036, 12.1076747 45.4938567, 12.1076744 45.4937322, 12.1076732 45.4936431, 12.1076896 45.4935702, 12.1077268 45.4935157, 12.1078065 45.4934633, 12.1079159 45.4934112, 12.1080182 45.4933847, 12.1085257 45.4932677)",,,
737554326,SP32,Via della Vittoria,secondary,30,False,False,48.675,2,"LINESTRING (12.1104835 45.4913361, 12.109874 45.4914313)",,,
737554327,SP32,Via della Vittoria,secondary,30,False,True,33.364000000000004,2,"LINESTRING (12.1104835 45.4913361, 12.1107568 45.4912922, 12.110901 45.49127)",,,
42274107,,Via Giuseppe Verdi,residential,30,False,True,63.59,,"LINESTRING (12.109773 45.4890228, 12.1089733 45.4891357)",,,
737554324,,Via Giuseppe Verdi,residential,30,False,False,79.691,,"LINESTRING (12.109773 45.4890228, 12.1107756 45.4888828)",,,
737554325,,Via Ermanno Wolf Ferrari,unclassified,,True,False,132.963,,"LINESTRING (12.109773 45.4890228, 12.1101397 45.4901906)",,,
42274107,,Via Giuseppe Verdi,residential,30,False,False,68.76,,"LINESTRING (12.1081126 45.489271, 12.1089733 45.4891357)",,,
643377253,,Via Porara,tertiary,,False,False,87.064,2,"LINESTRING (12.1081126 45.489271, 12.1082965 45.4900433)",,,
643377253,,Via Porara,tertiary,,False,True,102.937,2,"LINESTRING (12.1081126 45.489271, 12.1078868 45.4883589)",,,
37275396,,Via Dei Pensieri,residential,30,False,False,56.102,2,"LINESTRING (12.1047604 45.4925102, 12.1047203 45.4920476, 12.1047167 45.4920066)",,,
37275396,,Via Dei Pensieri,residential,30,False,True,75.96900000000001,2,"LINESTRING (12.1047604 45.4925102, 12.1048159 45.4931385, 12.1048206 45.4931921)",,,
83361564,,Via Dei Pensieri,residential,,False,False,220.001,,"LINESTRING (12.1047604 45.4925102, 12.1041634 45.4925384, 12.103863 45.4925535, 12.103901 45.4932534, 12.1042251 45.4932307, 12.1048206 45.4931921)",,,
83806571,,Via Dei Pensieri,residential,,False,False,181.05399999999997,2,"LINESTRING (12.1060181 45.4925054, 12.1060334 45.4925684, 12.1060391 45.4925918, 12.1060506 45.492639, 12.1061512 45.4930404, 12.1061796 45.4931698, 12.1058838 45.4931956, 12.1055921 45.493221, 12.1054332 45.4932348, 12.1048242 45.4932445)",,,
37275396,,Via Dei Pensieri,residential,30,False,True,5.833,2,"LINESTRING (12.1048206 45.4931921, 12.1048242 45.4932445)",,,
37275396,,Via Dei Pensieri,residential,30,False,False,75.96900000000001,2,"LINESTRING (12.1048206 45.4931921, 12.1048159 45.4931385, 12.1047604 45.4925102)",,,
83361564,,Via Dei Pensieri,residential,,False,True,220.00099999999998,,"LINESTRING (12.1048206 45.4931921, 12.1042251 45.4932307, 12.103901 45.4932534, 12.103863 45.4925535, 12.1041634 45.4925384, 12.1047604 45.4925102)",,,
37275449,,Via Dei Pensieri,residential,,False,False,109.95700000000001,2,"LINESTRING (12.1034978 45.4941954, 12.1037765 45.4942544, 12.1047986 45.4941572, 12.1048859 45.4941489)",,,
235940011,,Via Antonio Gramsci,residential,,True,False,107.363,1,"LINESTRING (12.106666 45.4917721, 12.1066453 45.4916802, 12.1066168 45.491529, 12.1064596 45.4908175)",,,
"[722721052, 235940013]",SP32,Via Cavin di Sala,secondary,30,False,False,62.126,2,"LINESTRING (12.106666 45.4917721, 12.1060131 45.4918467, 12.1059294 45.491858, 12.1058799 45.4918641)",,,
235940013,SP32,Via Cavin di Sala,secondary,30,False,True,8.552,2,"LINESTRING (12.106666 45.4917721, 12.1067334 45.4917652, 12.1067747 45.4917617)",,,
83370116,,Via Firenze,residential,,False,False,84.221,2,"LINESTRING (12.1068167 45.4884632, 12.1078868 45.4883589)",,,
211430463,,Via Firenze,residential,,False,False,151.159,,"LINESTRING (12.1068167 45.4884632, 12.106828 45.4885187, 12.1068396 45.488576, 12.1069377 45.4890591, 12.1069816 45.4892686, 12.1069711 45.4892946, 12.106946 45.4893128, 12.1065794 45.4893479, 12.1063401 45.489371, 12.1062487 45.4893798)",,,
83370116,,Via Firenze,residential,,False,True,84.221,2,"LINESTRING (12.1078868 45.4883589, 12.1068167 45.4884632)",,,
643377253,,Via Porara,tertiary,,False,False,102.937,2,"LINESTRING (12.1078868 45.4883589, 12.1081126 45.489271)",,,
83372069,,Via Antonio Gramsci,residential,,False,False,84.254,2,"LINESTRING (12.1064119 45.4905818, 12.1053445 45.490701)",,,
235940011,,Via Antonio Gramsci,residential,,True,False,79.463,1,"LINESTRING (12.1064119 45.4905818, 12.1062766 45.4898735)",,,
83372069,,Via Antonio Gramsci,residential,,False,False,79.041,2,"LINESTRING (12.1053445 45.490701, 12.1052105 45.4899964)",,,
83372069,,Via Antonio Gramsci,residential,,False,True,84.254,2,"LINESTRING (12.1053445 45.490701, 12.1064119 45.4905818)",,,
83372073,,Via Antonio Gramsci,residential,,False,False,74.294,2,"LINESTRING (12.1053445 45.490701, 12.1044015 45.490798)",,,
83372069,,Via Antonio Gramsci,residential,,False,False,72.06,2,"LINESTRING (12.1052105 45.4899964, 12.1050745 45.4893554)",,,
83372069,,Via Antonio Gramsci,residential,,False,True,79.041,2,"LINESTRING (12.1052105 45.4899964, 12.1053445 45.490701)",,,
83372079,,Via Antonio Gramsci,residential,,False,True,84.22,2,"LINESTRING (12.1052105 45.4899964, 12.1062766 45.4898735)",,,
83372069,,Via Antonio Gramsci,residential,,False,False,63.436,2,"LINESTRING (12.1050745 45.4893554, 12.1049484 45.4887918)",,,
83372069,,Via Antonio Gramsci,residential,,False,True,72.06,2,"LINESTRING (12.1050745 45.4893554, 12.1052105 45.4899964)",,,
83372076,,Via Torino,residential,,False,True,210.141,2,"LINESTRING (12.1050745 45.4893554, 12.1043049 45.4894593, 12.1044015 45.490798)",,,
83372069,,Via Antonio Gramsci,residential,,False,True,63.436,2,"LINESTRING (12.1049484 45.4887918, 12.1050745 45.4893554)",,,
211430462,,Via Egidio Meneghetti,residential,,False,False,21.416,2,"LINESTRING (12.1049484 45.4887918, 12.1046765 45.4888194)",,,
"[83372082, 211430462]",,Via Egidio Meneghetti,residential,,False,"[False, True]",68.39099999999999,2,"LINESTRING (12.1049484 45.4887918, 12.1056486 45.4887173, 12.1058129 45.4886892)",,,
83372073,,Via Antonio Gramsci,residential,,False,True,74.294,2,"LINESTRING (12.1044015 45.490798, 12.1053445 45.490701)",,,
83372076,,Via Torino,residential,,False,False,210.141,2,"LINESTRING (12.1044015 45.490798, 12.1043049 45.4894593, 12.1050745 45.4893554)",,,
83372076,,Via Torino,residential,,False,True,154.535,2,"LINESTRING (12.1044015 45.490798, 12.1041976 45.4908131, 12.1042844 45.4917868, 12.1043057 45.4920264, 12.1043084 45.4920567)",,,
83372079,,Via Antonio Gramsci,residential,,False,False,84.22,2,"LINESTRING (12.1062766 45.4898735, 12.1052105 45.4899964)",,,
235940011,,Via Antonio Gramsci,residential,,True,False,128.586,1,"LINESTRING (12.1062766 45.4898735, 12.1061524 45.4894339, 12.1061393 45.4893833, 12.1060327 45.4891082, 12.1058672 45.488755)",,,
722721052,SP32,Via Cavin di Sala,secondary,30,False,False,92.044,,"LINESTRING (12.1058799 45.4918641, 12.1047167 45.4920066)",,,
83361377,,Via Pensieri,residential,,True,False,72.119,,"LINESTRING (12.1058799 45.4918641, 12.1058906 45.4919136, 12.1060181 45.4925054)",,,
"[722721052, 235940013]",SP32,Via Cavin di Sala,secondary,30,False,True,62.126000000000005,2,"LINESTRING (12.1058799 45.4918641, 12.1059294 45.491858, 12.1060131 45.4918467, 12.106666 45.4917721)",,,
83378303,,Via Bastia Entro,residential,,False,True,132.06700000000004,,"LINESTRING (12.1090015 45.4943693, 12.1090053 45.4942954, 12.1090226 45.4939578, 12.1090215 45.4936688, 12.1090241 45.493586, 12.1090302 45.4935102, 12.1090418 45.4934812, 12.1090792 45.493461, 12.109133 45.4934417, 12.1092316 45.4934227, 12.1092738 45.4934154, 12.1093089 45.493401, 12.1093456 45.4933737, 12.1093923 45.4933302)",,,
"[722721052, 722721053]",SP32,Via Cavin di Sala,secondary,30,False,True,54.308,,"LINESTRING (12.1036198 45.4921293, 12.1038595 45.4921117, 12.1043084 45.4920567)",,,
171914582,SP35,Via Bastia Fuori,unclassified,,False,False,32.325,,"LINESTRING (12.1122686 45.4956396, 12.1120674 45.4953854)",,,
171914582,SP35,Via Bastia Fuori,unclassified,,False,True,40.388,,"LINESTRING (12.1122686 45.4956396, 12.1124104 45.4958223, 12.1124547 45.4958783, 12.1125226 45.4959561)",,,
83379206,,Via Giovanni da Verazzano,residential,,False,False,49.395,,"LINESTRING (12.1141184 45.4943104, 12.114363 45.4947202)",,,
83379206,,Via Giovanni da Verazzano,residential,,False,True,32.611,,"LINESTRING (12.114549 45.4949829, 12.114363 45.4947202)",,,
83379207,,Via Marco Polo,residential,,True,False,192.159,,"LINESTRING (12.114549 45.4949829, 12.1122686 45.4956396)",,,
83379206,,Via Giovanni da Verazzano,residential,,False,False,40.987,,"LINESTRING (12.114549 45.4949829, 12.114723 45.4952742, 12.1147521 45.4953229)",,,
83379450,,Via Villafranca,residential,,False,False,151.87,,"LINESTRING (12.1149597 45.4952672, 12.1157637 45.4965113)",,,
150366384,,Via Villafranca,secondary,,False,False,17.326,2,"LINESTRING (12.1149597 45.4952672, 12.1147723 45.4953175, 12.1147521 45.4953229)",,,
150366384,,Via Villafranca,secondary,,False,True,69.13300000000001,2,"LINESTRING (12.1149597 45.4952672, 12.1154227 45.4951453, 12.1156132 45.4950754, 12.1157624 45.4950082)",,,
83379450,,Via Villafranca,residential,,False,True,151.87,,"LINESTRING (12.1157637 45.4965113, 12.1149597 45.4952672)",,,
83384426,,Via Aldo Moro,residential,,False,False,129.452,2,"LINESTRING (12.1126642 45.4885675, 12.1126853 45.4886353, 12.1128686 45.4892227, 12.1130005 45.4896457, 12.1130411 45.4896991)",,,
737554322,,Via Giuseppe Verdi,residential,,False,True,72.561,2,"LINESTRING (12.1126642 45.4885675, 12.1125576 45.4885853, 12.1122093 45.4886434, 12.1117587 45.4887187)",,,
83384426,,Via Aldo Moro,residential,,False,False,10.551,2,"LINESTRING (12.1130411 45.4896991, 12.1130864 45.4897274, 12.1131582 45.4897418)",,,
83384426,,Via Aldo Moro,residential,,False,True,129.452,2,"LINESTRING (12.1130411 45.4896991, 12.1130005 45.4896457, 12.1128686 45.4892227, 12.1126853 45.4886353, 12.1126642 45.4885675)",,,
83385818,,Via Vincenzo Bellini,residential,,False,False,66.162,2,"LINESTRING (12.1130411 45.4896991, 12.1129613 45.4897301, 12.1123879 45.4898327, 12.1122273 45.4898614)",,,
83384426,,Via Aldo Moro,residential,,False,True,119.351,2,"LINESTRING (12.114622 45.4889975, 12.1147622 45.4894191, 12.1147685 45.489462, 12.114728 45.4894923, 12.1144016 45.4895448, 12.114271 45.4895667, 12.1139562 45.4896194)",,,
83384437,,Via Macello,residential,,True,False,116.192,1,"LINESTRING (12.1130275 45.4919228, 12.1127108 45.4909584, 12.1126831 45.4909066)",,,
"[367301844, 181978461, 181978462]",,"['Via Barche', 'Via Taglio Sinistro']",residential,50,False,False,257.958,2,"LINESTRING (12.1130275 45.4919228, 12.1133516 45.4918385, 12.113456 45.4918225, 12.1134728 45.4918199, 12.1135215 45.4918199, 12.1135576 45.4918199, 12.1136167 45.4918309, 12.1136752 45.4918754, 12.1137714 45.4920001, 12.113829 45.4920149, 12.1138885 45.4920045, 12.1141652 45.4919044, 12.1156063 45.4913563, 12.1157626 45.4912921, 12.1159116 45.4912782)",yes,,
367301844,,Via Barche,residential,50,False,True,145.382,2,"LINESTRING (12.1130275 45.4919228, 12.1123084 45.4921136, 12.1120009 45.4921952, 12.1112806 45.4923808)",,,
238160374,SP32,Via della Vittoria,secondary,30,False,False,11.738,2,"LINESTRING (12.1126831 45.4909066, 12.1125389 45.490937)",,,
238160374,SP32,Via della Vittoria,secondary,30,False,True,57.937999999999995,2,"LINESTRING (12.1126831 45.4909066, 12.1127862 45.4908851, 12.1132632 45.4907986, 12.1133748 45.4907795, 12.1134018 45.490774)",,,
238160374,SP32,Via della Vittoria,secondary,30,False,True,11.738,2,"LINESTRING (12.1125389 45.490937, 12.1126831 45.4909066)",,,
83385201,,Via Antonio Vivaldi,residential,30,False,False,122.093,,"LINESTRING (12.1125389 45.490937, 12.1124222 45.4904986, 12.1123946 45.4904293, 12.1123655 45.4903563, 12.1122273 45.4898614)",,,
238160374,SP32,Via della Vittoria,secondary,30,False,False,84.21,2,"LINESTRING (12.1125389 45.490937, 12.1120516 45.4910454, 12.1119005 45.4910746, 12.111681 45.49112, 12.111505 45.4911563)",,,
83385201,,Via Antonio Vivaldi,residential,30,False,True,133.75,,"LINESTRING (12.1117587 45.4887187, 12.1119649 45.489366, 12.1119943 45.4894583, 12.11216 45.4896203, 12.1122273 45.4898614)",,,
737554322,,Via Giuseppe Verdi,residential,,False,False,72.561,2,"LINESTRING (12.1117587 45.4887187, 12.1122093 45.4886434, 12.1125576 45.4885853, 12.1126642 45.4885675)",,,
737554322,,Via Giuseppe Verdi,residential,,False,True,78.77799999999999,2,"LINESTRING (12.1117587 45.4887187, 12.1113174 45.4887923, 12.1107756 45.4888828)",,,
83385813,,Via Aldo Moro,residential,,False,False,30.931,2,"LINESTRING (12.1139562 45.4896194, 12.1140316 45.4898925)",,,
83384426,,Via Aldo Moro,residential,,False,False,119.35100000000001,2,"LINESTRING (12.1139562 45.4896194, 12.114271 45.4895667, 12.1144016 45.4895448, 12.114728 45.4894923, 12.1147685 45.489462, 12.1147622 45.4894191, 12.114622 45.4889975)",,,
83384426,,Via Aldo Moro,residential,,False,True,63.708,2,"LINESTRING (12.1139562 45.4896194, 12.113249 45.4897336, 12.1131582 45.4897418)",,,
