osmid,name,highway,oneway,reversed,length,junction,geometry,maxspeed,bridge,access
36371537,Viale Dante Alighieri,tertiary,False,True,66.009,,"LINESTRING (8.6423692 45.0127075, 8.6420679 45.0121534)",,,
43559078,,tertiary,True,False,10.765999999999998,roundabout,"LINESTRING (8.6423692 45.0127075, 8.6423958 45.012703, 8.6424231 45.0127044, 8.6424485 45.0127117, 8.6424696 45.012724, 8.6424843 45.0127404)",,,
100294770,Via Carlo Camurati,tertiary,False,True,101.709,,"LINESTRING (8.6423223 45.0127918, 8.6411119 45.013115)",,,
1117173802,,tertiary,True,False,11.202000000000002,roundabout,"LINESTRING (8.6423223 45.0127918, 8.6423147 45.0127724, 8.6423162 45.0127523, 8.6423266 45.0127335, 8.6423449 45.0127181, 8.6423692 45.0127075)",,,
80508943,Via Faiteria,residential,False,False,137.673,,"LINESTRING (8.6403464 45.0167086, 8.6415073 45.0176357)",,,
80508943,Via Faiteria,residential,False,True,88.42,,"LINESTRING (8.6403464 45.0167086, 8.6396889 45.0161836, 8.6396008 45.0161132)",,,
36817017,,tertiary,True,False,16.033,roundabout,"LINESTRING (8.6417394 45.0146722, 8.641737 45.0146483, 8.6417433 45.0146246, 8.6417581 45.014603, 8.6417801 45.0145847, 8.6418081 45.014571, 8.6418401 45.0145629)",,,
43559075,Viale della Repubblica,tertiary,False,False,97.152,,"LINESTRING (8.6417394 45.0146722, 8.6416965 45.014681, 8.6416025 45.0147129, 8.6414838 45.0147617, 8.6408181 45.0152405)",,,
36817041,Corso Giacomo Matteotti,tertiary,False,False,44.683,,"LINESTRING (8.6421083 45.0098823, 8.6423081 45.0102585)",50,,
398221548,Via Trento,residential,False,False,52.285,,"LINESTRING (8.6421083 45.0098823, 8.6427303 45.0097158)",,,
43559080,Via Lega Lombarda,unclassified,False,False,38.106,,"LINESTRING (8.6429866 45.0125792, 8.6434305 45.0124415)",,,
43559080,Via Lega Lombarda,unclassified,False,True,43.364,,"LINESTRING (8.6429866 45.0125792, 8.6424843 45.0127404)",,,
231517820,Via Felice Cavallotti,unclassified,True,False,141.347,,"LINESTRING (8.6429866 45.0125792, 8.6437105 45.0137428)",,,
398366404,Via Giusto Calvi,residential,False,True,69.549,,"LINESTRING (8.6429866 45.0125792, 8.6426658 45.0119963)",,,
