osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,junction,maxspeed,bridge
184989836,Stradale Torino,residential,False,False,83.276,,"LINESTRING (7.8823291 45.1898752, 7.8823366 45.1891263)",,,,
737670412,Stradale Torino,secondary,False,False,17.175,2,"LINESTRING (7.8823291 45.1898752, 7.882547 45.1898918)",,,,
737670412,Stradale Torino,secondary,False,True,46.533,2,"LINESTRING (7.8823291 45.1898752, 7.8819611 45.1898478, 7.8817386 45.1898312)",,,,
28767339,Via Torino,tertiary,True,False,55.374,,"LINESTRING (7.8866492 45.1900378, 7.8864442 45.1900318, 7.8859432 45.1900171)",SP11,,,
184989812,Via Lungo Piazza D'Armi,residential,True,False,93.552,,"LINESTRING (7.8866492 45.1900378, 7.8866237 45.1899586, 7.8866317 45.1897776, 7.886683 45.1891997)",,,,
23105881,Via Orti,residential,False,True,52.609,,"LINESTRING (7.8860121 45.189183, 7.8861104 45.1891854, 7.8862296 45.1891884, 7.8865774 45.1891971, 7.886683 45.1891997)",,,,
60139050,Via Orti,tertiary,True,False,16.317999999999998,,"LINESTRING (7.8860121 45.189183, 7.8860118 45.1891991, 7.8860046 45.1892143, 7.8859911 45.1892273, 7.8859727 45.1892368, 7.8859511 45.1892419, 7.8859313 45.1892425, 7.885912 45.1892393, 7.8858946 45.1892326, 7.8858819 45.1892243, 7.8858722 45.1892141)",,roundabout,,
1217770077,,secondary,True,False,6.473,,"LINESTRING (7.8844046 45.1899529, 7.8843648 45.1899605, 7.8843238 45.1899566)",,roundabout,,
83057861,Via Siccardi,residential,False,True,6.094,,"LINESTRING (7.8866276 45.1925037, 7.8866289 45.1924489)",,,,
184989790,Via Siccardi,residential,True,False,10.355,,"LINESTRING (7.8866276 45.1925037, 7.8866646 45.1925931)",,,,
23106033,Via Giacomo Matteotti,unclassified,True,False,87.732,,"LINESTRING (7.8857711 45.1872037, 7.8859814 45.1872079, 7.88634 45.1873025, 7.8868328 45.1874325)",,,,
60139048,Via Orti,tertiary,True,False,14.902,,"LINESTRING (7.8857711 45.1872037, 7.8857999 45.1872158, 7.8858218 45.1872338, 7.8858344 45.1872557, 7.8858366 45.1872793, 7.8858303 45.1872985, 7.885817 45.1873158)",,roundabout,,
69993937,Via Po,residential,False,False,14.48,,"LINESTRING (7.8895408 45.1881102, 7.8895278 45.1882401)",,,,
69993937,Via Po,residential,False,True,160.763,,"LINESTRING (7.8895408 45.1881102, 7.8895517 45.1880371, 7.8896061 45.1876003, 7.8897116 45.1867543, 7.8897221 45.1866701)",,,,
83292468,Viale Vittorio Veneto,unclassified,True,False,55.97,,"LINESTRING (7.8895408 45.1881102, 7.8896629 45.1881293, 7.8902387 45.1882171)",,,,
23106034,Via Caduti per la Libertà,unclassified,True,False,62.699,,"LINESTRING (7.8867416 45.1881751, 7.8875269 45.1882829)",,,30,
28767333,Via Lungo Piazza D'Armi,residential,False,True,66.707,,"LINESTRING (7.8867416 45.1881751, 7.8867537 45.1879095, 7.8867689 45.1875755)",,,,
23106037,Via Giovanni Pascoli,unclassified,False,False,5.809,,"LINESTRING (7.892528 45.1885708, 7.8925056 45.1886206)",,,,
184989796,Viale Vittorio Veneto,unclassified,True,False,13.34,,"LINESTRING (7.892528 45.1885708, 7.8923608 45.1885933)",,,,
23106035,,unclassified,True,False,24.508,,"LINESTRING (7.892528 45.1885708, 7.8924839 45.1885659, 7.8924428 45.1885534, 7.8924075 45.1885342, 7.89238 45.1885094, 7.892362 45.1884805, 7.8923548 45.1884494, 7.8923586 45.1884181)",,roundabout,,
23106037,Via Giovanni Pascoli,unclassified,False,False,128.903,,"LINESTRING (7.8923106 45.1892333, 7.8921716 45.1903884)",,,,
23106037,Via Giovanni Pascoli,unclassified,False,True,69.822,,"LINESTRING (7.8923106 45.1892333, 7.8925056 45.1886206)",,,,
689628182,Via Caduti per la Libertà,unclassified,True,False,71.778,,"LINESTRING (7.8923106 45.1892333, 7.8931662 45.1893935, 7.8931958 45.1893991)",,,30,
23106037,Via Giovanni Pascoli,unclassified,False,True,128.903,,"LINESTRING (7.8921716 45.1903884, 7.8923106 45.1892333)",,,,
746128207,Via della Misericordia,residential,False,False,67.811,,"LINESTRING (7.8903032 45.1902942, 7.8902847 45.1909039)",,,,
23106050,Via Borla,unclassified,False,False,139.94299999999998,,"LINESTRING (7.891335 45.1903219, 7.8914175 45.1893899, 7.8914462 45.1890658)",,,,
23106050,Via Borla,unclassified,False,False,63.094,,"LINESTRING (7.8914462 45.1890658, 7.8915069 45.1885)",,,,
689628182,Via Caduti per la Libertà,unclassified,True,False,70.254,,"LINESTRING (7.8914462 45.1890658, 7.8923106 45.1892333)",,,30,
23106050,Via Borla,unclassified,False,True,139.94299999999998,,"LINESTRING (7.8914462 45.1890658, 7.8914175 45.1893899, 7.891335 45.1903219)",,,,
1217770076,Stradale Torino,secondary,False,False,17.925,2,"LINESTRING (7.8838416 45.1899468, 7.8840703 45.1899442)",,,,
44368507,Via Brozola,residential,True,False,195.048,,"LINESTRING (7.8838416 45.1899468, 7.883924 45.1891296, 7.8842487 45.1882232)",,,,
"[700675632, 700675633, 183782924]",Via Paleologi,residential,True,False,162.84300000000002,,"LINESTRING (7.8838416 45.1899468, 7.8838457 45.1900136, 7.883898 45.1908564, 7.8839093 45.1908957, 7.8839334 45.1909793, 7.8839806 45.1910617, 7.8840108 45.1911206, 7.8842232 45.1913538)",,,,yes
737670412,Stradale Torino,secondary,False,True,65.597,2,"LINESTRING (7.8838416 45.1899468, 7.8837756 45.1899441, 7.8830059 45.1899132)",,,,
60139051,Via Platis,unclassified,False,False,41.083,,"LINESTRING (7.8857092 45.1914847, 7.8857632 45.1911172)",,,,
60139040,Via Berruti,residential,False,True,117.35400000000001,,"LINESTRING (7.8857092 45.1914847, 7.8854442 45.1914614, 7.8842232 45.1913538)",,,,
"[83057694, 60139047]","['Via Cairoli', 'Via Platis']",unclassified,True,False,131.502,,"LINESTRING (7.8857092 45.1914847, 7.8856743 45.1916397, 7.8855953 45.1919232, 7.8866407 45.191931)",,,,
60139040,Via Berruti,residential,False,False,117.35400000000001,,"LINESTRING (7.8842232 45.1913538, 7.8854442 45.1914614, 7.8857092 45.1914847)",,,,
60139040,Via Berruti,residential,False,True,115.018,,"LINESTRING (7.8842232 45.1913538, 7.8829801 45.1913113, 7.8827608 45.1912821)",,,,
322718713,Via Paleologi,residential,False,False,179.808,,"LINESTRING (7.8842232 45.1913538, 7.8841911 45.1917618, 7.884134 45.1918534, 7.8840703 45.1919555, 7.8835579 45.1927772, 7.8835012 45.1928681)",,,,
60139048,Via Orti,tertiary,True,False,3.9530000000000003,,"LINESTRING (7.8856744 45.1872106, 7.885697 45.1872027, 7.8857216 45.1871988)",,roundabout,,
184802359,,tertiary,True,False,53.545,,"LINESTRING (7.8856744 45.1872106, 7.885623 45.1871283, 7.8856131 45.1869818, 7.8855517 45.1869088, 7.8855097 45.1868848, 7.8853663 45.1868165)",,,,
60139053,Via del Collegio,residential,False,True,88.271,,"LINESTRING (7.8877509 45.1901149, 7.8878409 45.1893236)",,,,
60139047,Via Cairoli,unclassified,True,False,130.315,,"LINESTRING (7.8866407 45.191931, 7.8883019 45.191877)",,,,
83057696,Via Siccardi,unclassified,True,False,86.809,,"LINESTRING (7.8866407 45.191931, 7.8866651 45.1911505)",,,,
