osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,width,junction
28855173,SP36,Via Garibaldi,tertiary,50,False,False,111.095,"LINESTRING (11.9932811 45.8982147, 11.9931526 45.8980986, 11.9930741 45.8980277, 11.9926922 45.8977617, 11.9923496 45.8975461, 11.9922666 45.8975151)",,,,
1148235536,SP36,Via Garibaldi,tertiary,50,True,False,13.027000000000001,"LINESTRING (11.9932811 45.8982147, 11.9933331 45.8982411, 11.9933822 45.8982635, 11.9934254 45.8982729)",,,,
28862569,,Via Garibaldi,tertiary_link,,True,False,22.266,"LINESTRING (11.9954333 45.9010852, 11.9955402 45.901242, 11.9955495 45.9012508, 11.9955684 45.9012595)",,,,
157467120,SP36,Via Garibaldi,tertiary_link,,True,False,21.125,"LINESTRING (11.9954333 45.9010852, 11.9954376 45.9011873, 11.9954383 45.9012565, 11.9954351 45.901275)",,,,
74980657,,Via Ruio d'Arcane,tertiary,,False,True,124.904,"LINESTRING (11.999679 45.8990797, 11.9997651 45.8991032, 12.0002516 45.8992359, 12.0003508 45.899279, 12.0005597 45.8994044, 12.0009934 45.8996992)",,,,
130155360,SP2,Via Giuseppe Mazzini,tertiary,50,False,False,132.282,"LINESTRING (11.999679 45.8990797, 11.999387 45.8996685, 11.9992481 45.8998287, 11.9990095 45.9000012, 11.9988498 45.9000867)",2,,,
130155360,SP2,Via Giuseppe Mazzini,tertiary,50,False,True,153.233,"LINESTRING (11.999679 45.8990797, 11.9998122 45.8987646, 11.9998794 45.8986223, 11.9999812 45.8984068, 12.0002335 45.8979995, 12.0002749 45.8979384, 12.0003742 45.897792)",2,,,
74980640,,Via Roma,tertiary,,False,False,69.092,"LINESTRING (11.9945364 45.9024426, 11.9945968 45.9025164, 11.9946523 45.9026065, 11.994719 45.9026773, 11.9947938 45.9026992, 11.9950236 45.9027202, 11.995219 45.9027188)",,,,
74980668,,Via Roma,tertiary,,False,False,159.303,"LINESTRING (11.9945364 45.9024426, 11.9945012 45.9024254, 11.9943937 45.9023723, 11.9942956 45.9022996, 11.9942719 45.9022341, 11.9942815 45.9021512, 11.9944304 45.9016705, 11.9944508 45.9014757, 11.9944588 45.9012776, 11.9944603 45.9012393, 11.9944506 45.9011323, 11.9944498 45.9011166, 11.9944513 45.9011108, 11.9944543 45.9011029)",,,,
244222948,,Viale Vittoria,tertiary,,False,True,64.443,"LINESTRING (11.9945364 45.9024426, 11.9945731 45.9024188, 11.9946483 45.9023541, 11.9947728 45.9022629, 11.995129 45.9020366)",,,,
74980633,,Via San Martino,residential,,False,True,169.316,"LINESTRING (11.9905039 45.9013648, 11.9909387 45.9014716, 11.9911039 45.9014927, 11.9917735 45.9013861, 11.9918904 45.9013686, 11.9919706 45.9013653, 11.9922004 45.9014046, 11.9924339 45.9014569, 11.9926182 45.9014899)",,,,
"[130155363, 74980631]",,"['Via Gucciardini', 'Via Guicciardini']",residential,,False,False,234.44799999999998,"LINESTRING (11.9905039 45.9013648, 11.990945 45.9012661, 11.9915797 45.9011143, 11.9924223 45.9009447, 11.9928701 45.9008252, 11.9930158 45.9007671, 11.9931011 45.9007127, 11.9931858 45.9006126, 11.9932195 45.900556)",,,,
74980549,,Via Roma,unclassified,,False,False,54.596999999999994,"LINESTRING (11.9932195 45.900556, 11.9932931 45.9005739, 11.9934062 45.9005906, 11.9936466 45.9006352, 11.9938879 45.9007083)",,,,
"[130155363, 74980631]",,"['Via Gucciardini', 'Via Guicciardini']",residential,,False,True,234.448,"LINESTRING (11.9932195 45.900556, 11.9931858 45.9006126, 11.9931011 45.9007127, 11.9930158 45.9007671, 11.9928701 45.9008252, 11.9924223 45.9009447, 11.9915797 45.9011143, 11.990945 45.9012661, 11.9905039 45.9013648)",,,,
144866592,,Via Roma,unclassified,,False,True,231.06600000000003,"LINESTRING (11.9932195 45.900556, 11.9931248 45.9005198, 11.9930527 45.9004828, 11.9927535 45.9003106, 11.9925372 45.9002085, 11.9922477 45.900043, 11.9920636 45.8999349, 11.9917948 45.8997853, 11.9915271 45.8996484, 11.9913471 45.8995657, 11.9911396 45.8995015, 11.9909764 45.8994441, 11.9908231 45.8994071, 11.9907642 45.8994056)",,,,
74980633,,Via San Martino,residential,,False,False,151.311,"LINESTRING (11.9943988 45.9010767, 11.9943734 45.9010947, 11.9942025 45.9011796, 11.9940583 45.9012043, 11.9938415 45.9011733, 11.9936389 45.9011802, 11.9934898 45.9012064, 11.9932576 45.9012948, 11.992905 45.9014619, 11.9928076 45.9014806, 11.9926975 45.901491, 11.9926182 45.9014899)",,,,
244226304,,Via Roma,unclassified,,False,True,5.197,"LINESTRING (11.9943988 45.9010767, 11.9944242 45.9010902, 11.9944543 45.9011029)",,,,
777171791,,Via Roma,unclassified,,False,False,55.36,"LINESTRING (11.9943988 45.9010767, 11.9940468 45.9008267, 11.9939034 45.9007176)",,,,
28855173,SP36,Via Garibaldi,tertiary,50,False,False,102.903,"LINESTRING (11.9907771 45.8974568, 11.9901676 45.8974194, 11.9896081 45.8973799, 11.9894527 45.8973837)",,,,
28855173,SP36,Via Garibaldi,tertiary,50,False,True,115.44800000000001,"LINESTRING (11.9907771 45.8974568, 11.9909698 45.8974643, 11.9922666 45.8975151)",,,,
403721233,,Via della Salute,residential,,False,True,47.563,"LINESTRING (11.9907771 45.8974568, 11.9907752 45.8975668, 11.9907684 45.8978845)",,,,
18322325,,Via Cordana,residential,,False,False,41.153999999999996,"LINESTRING (12.0001131 45.9026398, 12.000116 45.9026084, 12.0001642 45.9025702, 12.0003215 45.9024881, 12.0004198 45.9024351, 12.000462 45.9024255, 12.0005102 45.9024262)",,,,
74980572,,Via San Floriano,tertiary,,False,False,484.9800000000001,"LINESTRING (12.0001131 45.9026398, 12.0003384 45.9026204, 12.0004267 45.9026203, 12.0005198 45.9026388, 12.0006106 45.9026758, 12.0006422 45.9026943, 12.000823 45.9028, 12.000995 45.9029174, 12.0013577 45.9031649, 12.0013837 45.9031971, 12.001397 45.9032317, 12.0013884 45.9032737, 12.0013476 45.9033282, 12.0012755 45.903366, 12.0011659 45.9033849, 12.0009343 45.9033958, 12.0008243 45.9034198, 12.0007297 45.9034764, 12.0002844 45.9038366, 12.0001044 45.9039627, 11.9999674 45.9040443, 11.9993844 45.9042313, 11.9990185 45.904353, 11.9981644 45.904637, 11.9977993 45.9047584, 11.9975491 45.904842)",,,,
74980640,,Via Roma,tertiary,,False,True,254.88299999999998,"LINESTRING (12.0001131 45.9026398, 11.9999286 45.9026617, 11.9989746 45.902688, 11.9989482 45.9026887, 11.9983064 45.9026932, 11.9968243 45.9027428)",,,,
74980662,,Via della Filandeta,residential,,False,True,28.436,"LINESTRING (11.9969378 45.8995452, 11.9972404 45.8994001)",,,,
74980619,SP36,Via Piva,tertiary,,False,False,5.492,"LINESTRING (12.0009187 45.901333, 12.0008483 45.9013393)",,,,
74980548,,Via Molini,tertiary,,True,False,184.88300000000007,"LINESTRING (12.0009187 45.901333, 12.0008992 45.9011292, 12.0008915 45.9010493, 12.0008429 45.9005427, 12.0008379 45.9004654, 12.0008119 45.9000655, 12.0008568 45.8998884, 12.0008776 45.8998453, 12.0008973 45.8998059, 12.0009934 45.8996992)",,,,
74980557,,Via della Filandeta,residential,,False,True,76.386,"LINESTRING (11.9985859 45.8987816, 11.9977555 45.899153)",,,,
74980537,,Via Cal di Zoc,residential,,False,False,232.479,"LINESTRING (11.9904305 45.8994084, 11.9901845 45.8991949, 11.9901233 45.899092, 11.990106 45.8990405, 11.9900416 45.8989584, 11.9899847 45.8988556, 11.9898732 45.8983256, 11.9898333 45.8982629, 11.9897438 45.8981222, 11.9896007 45.8978974, 11.989511 45.8976786, 11.9894498 45.8974652)",,,,
144866592,,Via Roma,unclassified,,False,False,25.843000000000004,"LINESTRING (11.9904305 45.8994084, 11.9906386 45.8994024, 11.9907642 45.8994056)",,,,
18322325,,Via Cordana,residential,,False,True,41.153999999999996,"LINESTRING (12.0005102 45.9024262, 12.000462 45.9024255, 12.0004198 45.9024351, 12.0003215 45.9024881, 12.0001642 45.9025702, 12.000116 45.9026084, 12.0001131 45.9026398)",,,,
130152388,,Via Agordin,residential,,False,True,141.495,"LINESTRING (12.0005102 45.9024262, 12.000566 45.9022779, 12.0006336 45.9022603, 12.0007474 45.9022627, 12.0008601 45.9022387, 12.0009005 45.9021773, 12.0009147 45.9021104, 12.0008862 45.9018329, 12.0008764 45.9016378, 12.0008483 45.9013393)",,permissive,,
28855173,SP36,Via Garibaldi,tertiary,50,False,False,115.44800000000001,"LINESTRING (11.9922666 45.8975151, 11.9909698 45.8974643, 11.9907771 45.8974568)",,,,
28855173,SP36,Via Garibaldi,tertiary,50,False,True,111.095,"LINESTRING (11.9922666 45.8975151, 11.9923496 45.8975461, 11.9926922 45.8977617, 11.9930741 45.8980277, 11.9931526 45.8980986, 11.9932811 45.8982147)",,,,
74980647,,Via San Gregorio,residential,,False,False,71.058,"LINESTRING (11.9922666 45.8975151, 11.9923099 45.8974581, 11.9929953 45.8971378)",,,,
74980537,,Via Cal di Zoc,residential,,False,True,9.065,"LINESTRING (11.9894527 45.8973837, 11.9894498 45.8974652)",,,,
