osmid,highway,oneway,reversed,length,geometry,name,ref,junction
37387827,tertiary,False,False,41.481,"LINESTRING (8.9488811 45.1560008, 8.9490423 45.1560391, 8.9493897 45.1561027)",,,
37387828,residential,True,False,43.904,"LINESTRING (8.9488811 45.1560008, 8.948985 45.1560031, 8.949016 45.1560038, 8.9490937 45.1560023, 8.9492079 45.1559933, 8.9493017 45.1559811, 8.9494324 45.1559523)",Piazza Dante Alighieri,,
"[1215779514, 52441631]",tertiary,False,True,157.12,"LINESTRING (8.9488811 45.1560008, 8.9480478 45.1558086, 8.9471587 45.1555833, 8.9470789 45.1555767, 8.946977 45.1555761)","['Via Roma', 'Piazza Pietro Curti']",,
37387829,tertiary,False,False,33.615,"LINESTRING (8.9501906 45.1559758, 8.9500429 45.1562596)",,,
37387826,tertiary,False,False,85.942,"LINESTRING (8.9501906 45.1559758, 8.9502257 45.1558965, 8.9503893 45.1556222, 8.9505261 45.1553712, 8.9505761 45.155253)",Via Guglielmo Marconi,,
52345852,residential,False,True,239.722,"LINESTRING (8.951828 45.1507295, 8.9519101 45.1507497, 8.9523509 45.1508821, 8.9526205 45.1509757, 8.9529022 45.1510892, 8.9531902 45.1512186, 8.9536026 45.1513627, 8.9539359 45.1514825, 8.9545606 45.1516893)",Via del Chiozzo,,
52441629,tertiary,False,False,35.724000000000004,"LINESTRING (8.951828 45.1507295, 8.9518355 45.1506048, 8.9518209 45.1504086)",Via Caroli,,
52441629,tertiary,False,True,205.651,"LINESTRING (8.951828 45.1507295, 8.9518163 45.1507932, 8.95173 45.1511346, 8.9515196 45.1521063, 8.9514496 45.1525591)",Via Caroli,,
37387829,tertiary,False,True,33.615,"LINESTRING (8.9500429 45.1562596, 8.9501906 45.1559758)",,,
37387827,tertiary,False,True,54.109,"LINESTRING (8.9500429 45.1562596, 8.9498387 45.1562105, 8.9493897 45.1561027)",,,
337452671,tertiary,False,False,238.41400000000002,"LINESTRING (8.9500429 45.1562596, 8.9514013 45.1565708, 8.9519916 45.156706, 8.9527372 45.1569122, 8.952914 45.1569626)",Via Vittorio Veneto,SP19,
338018565,tertiary,False,True,151.12699999999998,"LINESTRING (8.9500429 45.1562596, 8.9500219 45.1562937, 8.9498958 45.1564895, 8.9497504 45.1566842, 8.9494666 45.1570418, 8.9490932 45.1574396)",Via Conte Cesare Bonacossa,,
337255204,residential,False,False,52.503,"LINESTRING (8.9534559 45.1569032, 8.9536275 45.1564468)",Via Gioachino Rossini,,
337452671,tertiary,False,True,15.958,"LINESTRING (8.9534559 45.1569032, 8.953267 45.1569566)",Via Vittorio Veneto,SP19,
337452671,tertiary,False,False,169.822,"LINESTRING (8.9534559 45.1569032, 8.9546618 45.1565517, 8.9548351 45.1564989, 8.9553568 45.1563457, 8.9554575 45.1563202)",Via Vittorio Veneto,SP19,
337452671,tertiary,False,True,12.523,"LINESTRING (8.9555938 45.1562615, 8.9554575 45.1563202)",Via Vittorio Veneto,SP19,
52345824,residential,True,False,265.4,"LINESTRING (8.9555938 45.1562615, 8.9555888 45.1562209, 8.955597 45.1561998, 8.956655 45.1541081, 8.9566838 45.1540533, 8.9567111 45.1540127)",Via Annibale Cerri,,
52345835,residential,False,False,36.019999999999996,"LINESTRING (8.9555938 45.1562615, 8.955401 45.1562133, 8.9551705 45.1561367)",Via Strada Nuova,,
220383016,tertiary,False,False,54.421,"LINESTRING (8.9555938 45.1562615, 8.9557686 45.1562616, 8.9558874 45.1562698, 8.9559532 45.1562784, 8.956277 45.1563331)",Via Vittorio Veneto,SP19,
52345803,residential,False,False,62.559,"LINESTRING (8.9465494 45.1558341, 8.9460329 45.1562629)",Via Roberto Cordara,,
52345779,residential,False,False,25.807000000000002,"LINESTRING (8.9465494 45.1558341, 8.9465064 45.1556693, 8.9465041 45.1556464, 8.9464989 45.155605)",Piazza Pietro Curti,,
52345803,residential,False,True,39.147999999999996,"LINESTRING (8.9465494 45.1558341, 8.9467903 45.155654, 8.946892 45.155578)",Via Roberto Cordara,,
1215779514,tertiary,False,False,19.011,"LINESTRING (8.9464989 45.155605, 8.9467398 45.1555857)",Piazza Pietro Curti,,
52345779,residential,False,True,25.807,"LINESTRING (8.9464989 45.155605, 8.9465041 45.1556464, 8.9465064 45.1556693, 8.9465494 45.1558341)",Piazza Pietro Curti,,
337255207,residential,True,False,68.815,"LINESTRING (8.9528533 45.1543897, 8.9527451 45.1542283, 8.9526192 45.1541167, 8.9523229 45.1539046)",Via Primo Bonacossa,,
1265666936,residential,True,False,41.731,"LINESTRING (8.9516627 45.1539881, 8.9513803 45.1543062)",Piazza San Rocco,,
52441627,residential,False,True,46.498999999999995,"LINESTRING (8.9516627 45.1539881, 8.9513599 45.1540464, 8.9511115 45.1540723, 8.9510842 45.1540767)",,,
337255206,residential,False,False,52.701,"LINESTRING (8.9516627 45.1539881, 8.9522441 45.1539246, 8.9523229 45.1539046)",Via Monsignor Passerini,,
37387825,residential,False,True,85.135,"LINESTRING (8.9489224 45.1509975, 8.9484095 45.1516723)",Via Alcide De Gasperi,,
338018565,tertiary,False,False,123.327,"LINESTRING (8.9480942 45.1587962, 8.9481292 45.1586745, 8.9487995 45.1578104)",Via Conte Cesare Bonacossa,,
338018583,tertiary,True,False,13.644000000000002,"LINESTRING (8.9480942 45.1587962, 8.9481227 45.1587998, 8.9481482 45.1588096, 8.9481678 45.1588246, 8.9481795 45.1588433, 8.9481821 45.1588637, 8.9481752 45.1588836)",,,roundabout
52345801,residential,False,False,24.223,"LINESTRING (8.9502186 45.1579978, 8.9500904 45.158196)",Via De Martini,,
52345801,residential,False,False,33.166,"LINESTRING (8.9500904 45.158196, 8.9497009 45.1580797)",Via De Martini,,
52345801,residential,False,True,24.223,"LINESTRING (8.9500904 45.158196, 8.9502186 45.1579978)",Via De Martini,,
338018594,residential,False,False,116.873,"LINESTRING (8.9500904 45.158196, 8.9494813 45.1591553)",,,
52345801,residential,False,True,76.76,"LINESTRING (8.9487995 45.1578104, 8.9497009 45.1580797)",Via De Martini,,
338018565,tertiary,False,False,47.227,"LINESTRING (8.9487995 45.1578104, 8.9490932 45.1574396)",Via Conte Cesare Bonacossa,,
338018565,tertiary,False,True,123.327,"LINESTRING (8.9487995 45.1578104, 8.9481292 45.1586745, 8.9480942 45.1587962)",Via Conte Cesare Bonacossa,,
37387825,residential,False,True,40.476,"LINESTRING (8.9479132 45.1523221, 8.9476722 45.152644)",Via Alcide De Gasperi,,
37387825,residential,False,False,82.081,"LINESTRING (8.9479132 45.1523221, 8.9482241 45.1519092, 8.948269 45.1518577, 8.9484095 45.1516723)",Via Alcide De Gasperi,,
52345802,residential,False,False,92.711,"LINESTRING (8.9479132 45.1523221, 8.9478553 45.1522939, 8.9475227 45.1521428, 8.9472431 45.1520166, 8.9471915 45.1519929, 8.9469208 45.151869)",Via Luigi Einaudi,,
