osmid,name,highway,oneway,reversed,length,maxspeed,geometry,tunnel,lanes,junction,ref
41162498,Via Karl Marx,unclassified,False,False,36.378,,"LINESTRING (10.7365105 44.590825, 10.7361105 44.5909859)",,,,
"[1178446731, 37371415]","['Via Aldo Moro', 'Via Karl Marx']","['unclassified', 'residential']",False,False,353.33200000000005,50,"LINESTRING (10.7365105 44.590825, 10.7368103 44.5907043, 10.7370086 44.5906258, 10.7374017 44.5904593, 10.7378134 44.5902848, 10.7378429 44.5902671, 10.737865 44.5902399, 10.7378664 44.5902165, 10.7378516 44.5901854, 10.7377698 44.5900942, 10.7377625 44.5900704, 10.7377651 44.5900455, 10.7377759 44.5900307, 10.7377993 44.5900145, 10.7380778 44.5898901, 10.7385973 44.5896568, 10.7386429 44.5896291, 10.7386637 44.5896081, 10.7386677 44.5895809, 10.738657 44.5895498, 10.7384712 44.589345, 10.7384136 44.5892853, 10.7383921 44.5892638, 10.738376 44.5892337, 10.7383767 44.5892027, 10.7383921 44.5891726, 10.7384115 44.5891554, 10.7384504 44.5891287, 10.7386228 44.589026, 10.7386737 44.5889906, 10.7386871 44.5889758, 10.7386963 44.588957, 10.7386905 44.5889429, 10.7386697 44.5889243, 10.7384726 44.5887724)",,,,
37371415,Via Karl Marx,unclassified,False,True,70.203,,"LINESTRING (10.7365105 44.590825, 10.7365958 44.5909395, 10.7367689 44.5911711, 10.7368458 44.591279, 10.7369099 44.5913678, 10.7369261 44.5913823)",,,,
37371412,Via Aldo Moro,residential,False,True,90.691,50,"LINESTRING (10.7364995 44.5872747, 10.7373082 44.5878522)",,,,
37371414,Via Giuseppe Garibaldi,residential,True,False,112.972,50,"LINESTRING (10.7364995 44.5872747, 10.7375528 44.5865895)",,,,
"[37308971, 37371412, 224739221]","['Via Piersanti Mattarella', 'Via Aldo Moro']","['residential', 'unclassified']",False,"[False, True]",400.257,50,"LINESTRING (10.7364995 44.5872747, 10.7362168 44.5870513, 10.7361116 44.5869591, 10.7360439 44.5868894, 10.7355673 44.5863087, 10.7353498 44.5860819, 10.7353176 44.586036, 10.7353056 44.5860011, 10.7353042 44.5859399, 10.7353384 44.5858822, 10.7354048 44.5858211, 10.7356609 44.5856788, 10.7357072 44.5856454, 10.7357615 44.5855995, 10.7357944 44.5855623, 10.7358093 44.5855172, 10.7358371 44.5853356, 10.7358434 44.5852681, 10.735836 44.5852268, 10.7358163 44.5851788, 10.7357799 44.5851269, 10.7351377 44.5842028)",yes,2,,
453377027,Via don Primo Mazzolari,residential,False,True,105.62100000000001,50,"LINESTRING (10.7364995 44.5872747, 10.7364542 44.5873001, 10.7362095 44.587462, 10.7361545 44.587494, 10.7360861 44.5875251, 10.7354008 44.5878049)",,,,
181724607,Via Giuseppe Garibaldi,residential,False,False,66.955,50,"LINESTRING (10.7392415 44.5854908, 10.7398674 44.585086)",,,,
181724607,Via Giuseppe Garibaldi,residential,False,True,61.293,50,"LINESTRING (10.7392415 44.5854908, 10.7386701 44.5858626)",,,,
737619724,Via Camillo Benso Cavour,residential,False,False,167.836,50,"LINESTRING (10.7392415 44.5854908, 10.73782 44.5843713)",,,,
"[181673986, 737619724]","['Via Mario Piccinini', 'Via Camillo Benso Cavour']",residential,False,True,358.226,50,"LINESTRING (10.7392415 44.5854908, 10.739835 44.5859198, 10.7402107 44.5865175, 10.7403073 44.5866786, 10.7403682 44.5867485, 10.7404024 44.5867696, 10.740442 44.5867834, 10.7404836 44.5867906, 10.7405198 44.5867906, 10.7405519 44.5867872, 10.7405768 44.5867796, 10.7406123 44.5867643, 10.7408899 44.5866243, 10.7409755 44.5866038, 10.7410266 44.5865915, 10.7411392 44.5865743, 10.7426664 44.5865401)",,,,
48905971,Via Canale,unclassified,False,True,39.089,50,"LINESTRING (10.7397448 44.5897656, 10.7397667 44.5897261, 10.7397842 44.5896721, 10.7398029 44.5896148, 10.7398291 44.5895637, 10.7398707 44.5895078, 10.739935 44.5894457)",,,,
453039340,Via Botte,unclassified,False,False,17.455,50,"LINESTRING (10.7397448 44.5897656, 10.7396993 44.5898142, 10.7396581 44.5898502, 10.7396053 44.5898863)",,,,
1157504318,Via Canaletto,unclassified,True,False,16.83,50,"LINESTRING (10.7399031 44.5898666, 10.7397448 44.5897656)",,,,
40254106,Via Canaletto,unclassified,False,False,167.293,50,"LINESTRING (10.7399031 44.5898666, 10.7400707 44.5899613, 10.7401342 44.5900064, 10.7401845 44.5900484, 10.7402274 44.5900971, 10.7402656 44.5901563, 10.7403072 44.5902256, 10.7403481 44.5903115, 10.7403823 44.5903812, 10.7404145 44.5904662, 10.7404366 44.5905274, 10.7404621 44.5906095, 10.7404809 44.5907055, 10.7404842 44.590789, 10.7404842 44.5910173, 10.7404781 44.5912437)",,,,
1157504319,,residential,True,False,23.793999999999997,,"LINESTRING (10.7399031 44.5898666, 10.7397553 44.5898679, 10.7396898 44.5898717, 10.7396053 44.5898863)",,,,
40254106,Via Canaletto,unclassified,False,False,98.506,50,"LINESTRING (10.7404781 44.5912437, 10.7404889 44.5918033, 10.7404983 44.5919313, 10.7405198 44.5920554, 10.7405499 44.5921252)",,,,
