osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,junction
179840470,2,Via Trieste,primary,False,True,101.385,"LINESTRING (13.9939779 37.4881548, 13.9935296 37.4879743, 13.993189 37.4878293, 13.9929788 37.4877081)",,
517410465,,,primary,True,False,25.782,"LINESTRING (13.9939779 37.4881548, 13.9941262 37.4881864, 13.9941785 37.4881895, 13.9942647 37.4881882)",,
179015841,2,Via Babbaurra,primary,False,False,50.858000000000004,"LINESTRING (13.9945642 37.4880543, 13.9947695 37.4878693, 13.9949588 37.4877213)",,
517410462,,,primary,True,False,27.113999999999997,"LINESTRING (13.9945642 37.4880543, 13.9944569 37.4881441, 13.9944066 37.488202, 13.9943809 37.4882474)",,
208643381,,Via Senatore Asaro,residential,False,False,53.688,"LINESTRING (13.9929351 37.4946364, 13.9927391 37.4950935)",,
439875710,,Via Mimiani,tertiary,False,False,56.065,"LINESTRING (13.9929351 37.4946364, 13.9928388 37.4946184, 13.9927279 37.4945734, 13.9926398 37.4944862, 13.9925819 37.4943776, 13.9925619 37.4942817)",SP42,
439875710,,Via Mimiani,tertiary,False,True,84.816,"LINESTRING (13.9929351 37.4946364, 13.993039 37.4946417, 13.9938844 37.4945289)",SP42,
208643425,,Via Gaetano Costa,residential,False,False,41.913,"LINESTRING (13.9942338 37.4944882, 13.9943245 37.4948582)",,
439875710,,Via Mimiani,tertiary,False,False,31.156,"LINESTRING (13.9942338 37.4944882, 13.9938844 37.4945289)",SP42,
439875710,,Via Mimiani,tertiary,False,True,132.415,"LINESTRING (13.9942338 37.4944882, 13.9944266 37.4945036, 13.994618 37.4945779, 13.9949198 37.4947794, 13.9954551 37.4951368)",SP42,
208643392,,Via Terranova,residential,False,True,43.467,"LINESTRING (13.9938844 37.4945289, 13.9939766 37.4949129)",,
439875710,,Via Mimiani,tertiary,False,True,31.156,"LINESTRING (13.9938844 37.4945289, 13.9942338 37.4944882)",SP42,
439875710,,Via Mimiani,tertiary,False,False,84.816,"LINESTRING (13.9938844 37.4945289, 13.993039 37.4946417, 13.9929351 37.4946364)",SP42,
246705146,,Via Portella Bifuto,residential,False,True,14.034,"LINESTRING (13.9878646 37.4931841, 13.9878664 37.4933103)",,
179840439,,Viale dei Platani,residential,False,True,85.71,"LINESTRING (13.9878646 37.4931841, 13.9883269 37.4932047, 13.9886041 37.493161, 13.9888121 37.4930912)",,
246705146,,Via Portella Bifuto,residential,False,False,14.034,"LINESTRING (13.9878664 37.4933103, 13.9878646 37.4931841)",,
246705146,,Via Portella Bifuto,residential,False,True,157.343,"LINESTRING (13.9878664 37.4933103, 13.9882084 37.4941415, 13.9883188 37.494675)",,
179840422,,Via Quattro Novembre,residential,True,False,67.455,"LINESTRING (13.9909707 37.4871604, 13.9902808 37.4874218)",,
246705146,,Via Portella Bifuto,residential,False,True,13.402,"LINESTRING (13.9884211 37.4957452, 13.9884508 37.4958634)",,
246705146,,Via Portella Bifuto,residential,False,False,119.39,"LINESTRING (13.9884211 37.4957452, 13.9883596 37.4949315, 13.9883188 37.494675)",,
208651784,,Viale delle Rose,residential,False,False,23.311999999999998,"LINESTRING (13.9880332 37.4920599, 13.9880332 37.4920955, 13.9880758 37.49215, 13.9881468 37.4921876, 13.9881965 37.4922026)",,
208651784,,Viale delle Rose,residential,False,True,68.862,"LINESTRING (13.9880332 37.4920599, 13.9880332 37.4920223, 13.9884166 37.4915265)",,
110919759,,Via Giacomo Matteotti,residential,False,False,80.802,"LINESTRING (13.9915853 37.4910293, 13.9924045 37.4907044)",,
209331096,,Via Indipendenza,residential,False,False,58.254,"LINESTRING (13.9915853 37.4910293, 13.9912988 37.4905573)",,
209331096,,Via Indipendenza,residential,False,True,37.3,"LINESTRING (13.9915853 37.4910293, 13.9917688 37.4913315)",,
110919792,,Via Lambruschini,residential,False,True,103.395,"LINESTRING (13.9892474 37.4921406, 13.9900948 37.4914983)",,
208651788,,Via Montessori,residential,False,False,56.192,"LINESTRING (13.9892474 37.4921406, 13.9896931 37.4925016)",,
208651788,,Via Montessori,residential,False,True,56.139,"LINESTRING (13.9892474 37.4921406, 13.9888119 37.4917725)",,
110919792,,Via Lambruschini,residential,False,False,109.56200000000001,"LINESTRING (13.9892474 37.4921406, 13.9886699 37.4925838, 13.9885989 37.492627, 13.9885089 37.4926646, 13.988419 37.4926965, 13.9882746 37.4927247)",,
209331091,,Via Giuseppe Mazzini,residential,False,True,64.717,"LINESTRING (13.9902317 37.4887718, 13.9896853 37.4891601)",,
209331122,,Via San Gaetano,residential,False,False,99.748,"LINESTRING (13.9902317 37.4887718, 13.9897796 37.4879496)",,
457884754,,Via Indipendenza,residential,False,True,5.09,"LINESTRING (13.9902317 37.4887718, 13.9902525 37.4888145)",,
209331091,,Via Giuseppe Mazzini,residential,False,False,85.064,"LINESTRING (13.9902317 37.4887718, 13.9905232 37.4885384, 13.9907978 37.4882868, 13.9908947 37.4882174)",,
"[110919737, 209331126]",,"['Via Verga', 'Via Capuana']",residential,False,False,203.22899999999998,"LINESTRING (13.9929788 37.4877081, 13.9929602 37.4878437, 13.9930091 37.4880766, 13.9930345 37.4881945, 13.9930267 37.4883125, 13.9929387 37.4888216, 13.9929035 37.4888604, 13.9921671 37.489158)",,
179840470,2,Via Trieste,primary,False,False,101.38499999999999,"LINESTRING (13.9929788 37.4877081, 13.993189 37.4878293, 13.9935296 37.4879743, 13.9939779 37.4881548)",,
179840470,2,Via Trieste,primary,False,True,58.079,"LINESTRING (13.9929788 37.4877081, 13.9927827 37.4875898, 13.9924488 37.4873984)",,
110919780,,Via Rosmini,residential,False,False,81.903,"LINESTRING (13.9912988 37.4905573, 13.9921281 37.4902263)",,
209331096,,Via Indipendenza,residential,False,False,23.562,"LINESTRING (13.9912988 37.4905573, 13.9911829 37.4903664)",,
209331096,,Via Indipendenza,residential,False,True,58.254,"LINESTRING (13.9912988 37.4905573, 13.9915853 37.4910293)",,
203257991,,Via Cesare Balbo,residential,False,True,57.12,"LINESTRING (13.9884166 37.4915265, 13.9878857 37.4912325)",,
208651784,,Viale delle Rose,residential,False,True,104.318,"LINESTRING (13.9884166 37.4915265, 13.9890675 37.4907433)",,
208651784,,Viale delle Rose,residential,False,False,68.862,"LINESTRING (13.9884166 37.4915265, 13.9880332 37.4920223, 13.9880332 37.4920599)",,
208651788,,Via Montessori,residential,False,False,44.434999999999995,"LINESTRING (13.9884166 37.4915265, 13.9885421 37.4915885, 13.9886533 37.4916617, 13.9888119 37.4917725)",,
110919792,,Via Lambruschini,residential,False,False,103.395,"LINESTRING (13.9900948 37.4914983, 13.9892474 37.4921406)",,
110919792,,Via Lambruschini,residential,False,True,87.279,"LINESTRING (13.9900948 37.4914983, 13.9908089 37.4909551)",,
110919832,,Via Vittorino da Feltre,residential,False,False,55.847,"LINESTRING (13.9900948 37.4914983, 13.9896616 37.4911321)",,
110919832,,Via Vittorino da Feltre,residential,False,True,54.235,"LINESTRING (13.9900948 37.4914983, 13.9905232 37.4918481)",,
179840439,,Viale dei Platani,residential,False,False,56.268,"LINESTRING (13.9896853 37.4891601, 13.9900769 37.4895595)",,
209331091,,Via Giuseppe Mazzini,residential,False,False,64.717,"LINESTRING (13.9896853 37.4891601, 13.9902317 37.4887718)",,
209331098,,Via Libertà,residential,False,True,97.404,"LINESTRING (13.9896853 37.4891601, 13.9889364 37.4885165)",,
209331091,,Via Giuseppe Mazzini,residential,False,True,87.28099999999999,"LINESTRING (13.9896853 37.4891601, 13.9895196 37.4892991, 13.9894249 37.489408, 13.9890865 37.4897831)",,
110919804,,Via Segesta,residential,False,False,58.462,"LINESTRING (13.9881965 37.4922026, 13.9882746 37.4927247)",,
208651784,,Viale delle Rose,residential,False,False,73.121,"LINESTRING (13.9881965 37.4922026, 13.9882486 37.4921951, 13.9887693 37.4918138, 13.9888119 37.4917725)",,
208651784,,Viale delle Rose,residential,False,True,23.312,"LINESTRING (13.9881965 37.4922026, 13.9881468 37.4921876, 13.9880758 37.49215, 13.9880332 37.4920955, 13.9880332 37.4920599)",,
209331096,,Via Indipendenza,residential,False,False,21.481,"LINESTRING (13.9918703 37.4915071, 13.9917688 37.4913315)",,
209331129,,Viale Italia,residential,False,True,55.651,"LINESTRING (13.9905639 37.4888123, 13.9911292 37.4885903)",,
110919738,,Via Teocrito,residential,False,False,80.056,"LINESTRING (13.9925915 37.4910278, 13.9917688 37.4913315)",,
110919738,,Via Teocrito,residential,False,True,58.381,"LINESTRING (13.9925915 37.4910278, 13.9931989 37.4908195)",,
745502121,,Viale Italia,residential,False,False,41.773,"LINESTRING (13.9925915 37.4910278, 13.9927852 37.4913706)",,
745502121,,Viale Italia,residential,False,True,39.565,"LINESTRING (13.9925915 37.4910278, 13.9924045 37.4907044)",,
110919770,,Via Napoli,residential,False,True,97.511,"LINESTRING (13.9897796 37.4879496, 13.9889364 37.4885165)",,
209331122,,Via San Gaetano,residential,False,False,4.975,"LINESTRING (13.9897796 37.4879496, 13.9897579 37.4879083)",,
209331122,,Via San Gaetano,residential,False,True,99.748,"LINESTRING (13.9897796 37.4879496, 13.9902317 37.4887718)",,
110919842,,Via Goretti Santa Maria,residential,False,True,90.466,"LINESTRING (13.9890675 37.4907433, 13.9896335 37.4900649)",,
208651784,,Viale delle Rose,residential,False,False,104.318,"LINESTRING (13.9890675 37.4907433, 13.9884166 37.4915265)",,
209331048,,Piazza Cristo Re,residential,False,True,67.945,"LINESTRING (13.9890675 37.4907433, 13.9896616 37.4911321)",,
209331093,,Via Giusti,residential,False,False,56.584,"LINESTRING (13.9890675 37.4907433, 13.988535 37.4904597)",,
110919832,,Via Vittorino da Feltre,residential,False,False,54.235,"LINESTRING (13.9905232 37.4918481, 13.9900948 37.4914983)",,
179840439,,Viale dei Platani,residential,False,False,103.169,"LINESTRING (13.9905232 37.4918481, 13.9896931 37.4925016)",,
179840439,,Viale dei Platani,residential,False,True,113.732,"LINESTRING (13.9905232 37.4918481, 13.9907347 37.4916957, 13.9908182 37.4916228, 13.9908894 37.4915008, 13.9909238 37.4913669, 13.9909262 37.4912503, 13.9908861 37.4911242, 13.9908089 37.4909551)",,
209331070,,Via Carlo Cattaneo,residential,False,True,103.276,"LINESTRING (13.988535 37.4904597, 13.9878857 37.4912325)",,
209331091,,Via Giuseppe Mazzini,residential,False,False,89.598,"LINESTRING (13.988535 37.4904597, 13.9890865 37.4897831)",,
209331093,,Via Giusti,residential,False,True,56.584,"LINESTRING (13.988535 37.4904597, 13.9890675 37.4907433)",,
209331123,,Via Siracusa,residential,False,False,74.937,"LINESTRING (13.988535 37.4904597, 13.9883598 37.4903715, 13.9882651 37.4902963, 13.9881941 37.49021, 13.9881326 37.4900991, 13.9880592 37.4899301)",,
209331085,,Via Fogazzaro,residential,False,False,112.776,"LINESTRING (13.9927259 37.4894669, 13.9932846 37.4903791)",,
209613356,,Via Luigi Pirandello,residential,False,False,28.989,"LINESTRING (13.9927259 37.4894669, 13.9924279 37.4895767)",,
209613356,,Via Luigi Pirandello,residential,False,True,121.799,"LINESTRING (13.9927259 37.4894669, 13.9940945 37.4896103)",,
110919738,,Via Teocrito,residential,False,True,80.056,"LINESTRING (13.9917688 37.4913315, 13.9925915 37.4910278)",,
209331096,,Via Indipendenza,residential,False,False,37.3,"LINESTRING (13.9917688 37.4913315, 13.9915853 37.4910293)",,
209331096,,Via Indipendenza,residential,False,True,21.481,"LINESTRING (13.9917688 37.4913315, 13.9918703 37.4915071)",,
110919852,,Viale Italia,residential,False,True,46.34,"LINESTRING (13.9911292 37.4885903, 13.9908947 37.4882174)",,
209331129,,Viale Italia,residential,False,False,55.651,"LINESTRING (13.9911292 37.4885903, 13.9905639 37.4888123)",,
110919852,,Viale Italia,residential,False,False,98.04799999999999,"LINESTRING (13.9911292 37.4885903, 13.9916175 37.4893663, 13.9916256 37.4893792)",,
110919780,,Via Rosmini,residential,False,True,81.903,"LINESTRING (13.9921281 37.4902263, 13.9912988 37.4905573)",,
745502121,,Viale Italia,residential,False,False,58.489,"LINESTRING (13.9921281 37.4902263, 13.9924045 37.4907044)",,
745502121,,Viale Italia,residential,False,True,104.106,"LINESTRING (13.9921281 37.4902263, 13.9916256 37.4893792)",,
179015832,,Corso Sicilia,tertiary,True,False,51.933,"LINESTRING (13.9924279 37.4895767, 13.9921671 37.489158)",SP42,
209613356,,Via Luigi Pirandello,residential,False,True,28.989,"LINESTRING (13.9924279 37.4895767, 13.9927259 37.4894669)",,
179840439,,Viale dei Platani,residential,False,True,103.169,"LINESTRING (13.9896931 37.4925016, 13.9905232 37.4918481)",,
208651788,,Via Montessori,residential,False,True,56.192,"LINESTRING (13.9896931 37.4925016, 13.9892474 37.4921406)",,
179840439,,Viale dei Platani,residential,False,False,101.98,"LINESTRING (13.9896931 37.4925016, 13.9889185 37.4930477, 13.9888121 37.4930912)",,
110919832,,Via Vittorino da Feltre,residential,False,True,55.847,"LINESTRING (13.9896616 37.4911321, 13.9900948 37.4914983)",,
110919853,,Via Ferrini Contalto,residential,False,True,91.926,"LINESTRING (13.9896616 37.4911321, 13.9904228 37.4905676)",,
208651784,,Viale delle Rose,residential,False,True,103.396,"LINESTRING (13.9896616 37.4911321, 13.9888119 37.4917725)",,
209331048,,Piazza Cristo Re,residential,False,False,67.945,"LINESTRING (13.9896616 37.4911321, 13.9890675 37.4907433)",,
110919738,,Via Teocrito,residential,False,False,58.381,"LINESTRING (13.9931989 37.4908195, 13.9925915 37.4910278)",,
179015832,,Corso Sicilia,tertiary,True,False,40.305,"LINESTRING (13.9931989 37.4908195, 13.9929992 37.4904935)",SP42,
