osmid,name,highway,oneway,reversed,length,geometry,junction,maxspeed,lanes,bridge,ref,tunnel
193084913,Via Giuseppe Mazzini,residential,False,True,101.85300000000001,"LINESTRING (9.7242947 45.7294832, 9.7243216 45.7294993, 9.7244691 45.7295879, 9.7246648 45.7297267, 9.7252324 45.7301234)",,,,,,
198528938,,tertiary,True,False,7.7010000000000005,"LINESTRING (9.7242947 45.7294832, 9.7242611 45.7295098, 9.7242203 45.729528)",roundabout,,,,,
189612696,Via Europa,tertiary,True,False,25.611000000000004,"LINESTRING (9.7241084 45.7319658, 9.7241401 45.7319351, 9.7241742 45.7319057, 9.7242107 45.7318778, 9.7242719 45.7318375, 9.7243364 45.7318007)",,30,,,,
79627400,Via Giorgio Paglia,unclassified,False,False,38.02,"LINESTRING (9.7259364 45.7350067, 9.7262741 45.7348859, 9.7263491 45.7348626, 9.726375 45.7348546)",,,,,,
409154827,Via Belvedere,unclassified,False,False,97.62100000000001,"LINESTRING (9.7259364 45.7350067, 9.7258882 45.7351196, 9.7259676 45.7352713, 9.7256863 45.7358368)",,,,,,
795319754,,tertiary,True,False,12.639,"LINESTRING (9.724111 45.7293667, 9.724143 45.7293559, 9.7241821 45.7293518, 9.7242217 45.7293551, 9.7242629 45.7293721)",roundabout,,,,,
27465585,Via Provinciale,tertiary,False,False,62.907,"LINESTRING (9.7365892 45.7378444, 9.7365034 45.7378446, 9.7363274 45.7378612, 9.7360904 45.7378631, 9.7357827 45.7378359)",,,2,,,
27465585,Via Provinciale,tertiary,False,True,15.623,"LINESTRING (9.7365892 45.7378444, 9.7367196 45.737835, 9.7367894 45.7378297)",,,2,,,
79538381,Via San Giuliano,unclassified,False,False,21.619,"LINESTRING (9.7365892 45.7378444, 9.7365884 45.7377798, 9.7365971 45.7377205, 9.7366133 45.7376512)",,,,,,
27465585,Via Provinciale,tertiary,False,False,232.461,"LINESTRING (9.7352963 45.7377469, 9.7345936 45.7375339, 9.7343016 45.7374454, 9.733889 45.7373203, 9.733372 45.7371636, 9.7330192 45.7370567, 9.7325483 45.7369151)",,,2,,,
27465585,Via Provinciale,tertiary,False,True,39.108,"LINESTRING (9.7352963 45.7377469, 9.7356818 45.737827, 9.7357827 45.7378359)",,,2,,,
27465585,Via Provinciale,tertiary,False,False,48.944,"LINESTRING (9.7325483 45.7369151, 9.7319707 45.7367384)",,,2,,,
27465585,Via Provinciale,tertiary,False,True,232.461,"LINESTRING (9.7325483 45.7369151, 9.7330192 45.7370567, 9.733372 45.7371636, 9.733889 45.7373203, 9.7343016 45.7374454, 9.7345936 45.7375339, 9.7352963 45.7377469)",,,2,,,
27465585,Via Provinciale,tertiary,False,False,65.206,"LINESTRING (9.7273816 45.7352361, 9.7272448 45.7351755, 9.7266724 45.7349217)",,,2,,,
27465585,Via Provinciale,tertiary,False,True,286.728,"LINESTRING (9.7273816 45.7352361, 9.7275044 45.7352958, 9.7275714 45.7353254, 9.7278931 45.7354677, 9.7283002 45.7356138, 9.728792 45.7357795, 9.7291369 45.735885, 9.7295024 45.7360041, 9.7300818 45.7361758, 9.7305735 45.7363173, 9.7307025 45.7363544)",,,2,,,
146478140,Via alle Viti,unclassified,True,False,133.12300000000002,"LINESTRING (9.7273816 45.7352361, 9.7272213 45.7353909, 9.7269288 45.7354142, 9.7266153 45.735458, 9.7263228 45.7355717, 9.7262142 45.7357263, 9.7261724 45.7358955)",,,,,,
27465585,Via Provinciale,tertiary,False,False,15.546,"LINESTRING (9.7266724 45.7349217, 9.7266431 45.7349056, 9.7266154 45.7348903, 9.726541 45.734861, 9.7265042 45.7348465)",,,2,,,
27465585,Via Provinciale,tertiary,False,True,65.206,"LINESTRING (9.7266724 45.7349217, 9.7272448 45.7351755, 9.7273816 45.7352361)",,,2,,,
