osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,access,width
923425916,False,Viale Giuseppe Mazzini,tertiary,False,7.127,"LINESTRING (13.9235756 42.8323706, 13.9236613 42.8323832)",,,,,
923425924,False,Viale Giuseppe Mazzini,tertiary,True,11.07,"LINESTRING (13.9235756 42.8323706, 13.9234429 42.8323496)",,,,,
630340359,True,Via Duca d'Aosta,residential,False,31.589,"LINESTRING (13.9235756 42.8323706, 13.9236206 42.8322539, 13.9237146 42.8321064)",,,,,
94017251,False,Via Giorgio La Pira,residential,False,72.8,"LINESTRING (13.9295169 42.8361053, 13.9296953 42.8354638)",,,,,
62210500,True,Via Cesare Battisti,residential,False,195.80599999999998,"LINESTRING (13.9295169 42.8361053, 13.9272331 42.8357182, 13.9271772 42.8357088)",,,,,
63606767,False,Via dei Mille,residential,False,110.36,"LINESTRING (13.9218756 42.8334966, 13.9232254 42.8335689)",,,,,
334475228,False,,residential,False,37.305,"LINESTRING (13.9218756 42.8334966, 13.921767 42.8338225)",50,,,,
334475228,False,,residential,True,70.401,"LINESTRING (13.9218756 42.8334966, 13.9219921 42.8331416, 13.9220696 42.8328797)",50,,,,
63608308,True,Viale Vittoria,tertiary,False,109.156,"LINESTRING (13.9257384 42.8359047, 13.9270419 42.8361283)",,,,,
94017237,False,Via Fiume,residential,False,45.776,"LINESTRING (13.9257384 42.8359047, 13.925604 42.8363044)",,,,,
94017246,True,Lungomare Guglielmo Marconi,tertiary,False,21.485,"LINESTRING (13.9314647 42.8368137, 13.9314905 42.8368097, 13.9315169 42.8368093, 13.9315566 42.8368159, 13.9315834 42.8368261, 13.9316066 42.8368403, 13.9316229 42.8368553, 13.9316351 42.8368725, 13.9316431 42.8368926, 13.9316454 42.8369134)",,1,roundabout,,
94017248,True,Lungomare Guglielmo Marconi,tertiary,False,29.323,"LINESTRING (13.9314647 42.8368137, 13.9315793 42.8366533, 13.9316232 42.8365772)",,1,,,
63606767,False,Via dei Mille,residential,True,110.36,"LINESTRING (13.9232254 42.8335689, 13.9218756 42.8334966)",,,,,
630340361,False,Via Duca d'Aosta,residential,False,41.047,"LINESTRING (13.9232254 42.8335689, 13.9232736 42.8334277, 13.9233476 42.8332108)",,,,,
630340361,False,Via Duca d'Aosta,residential,True,40.537,"LINESTRING (13.9232254 42.8335689, 13.9232085 42.8336196, 13.9231072 42.833923)",,,,,
94017242,True,Via Cairoli,residential,False,46.848,"LINESTRING (13.9294311 42.8365484, 13.9293072 42.8369598)",,,,,
63608308,True,Viale Vittoria,tertiary,False,164.98299999999998,"LINESTRING (13.9294311 42.8365484, 13.9312234 42.8368464, 13.9312726 42.8368502, 13.9313113 42.8368514, 13.9313425 42.8368496, 13.9314074 42.8368405)",,,,,
207946068,False,,residential,False,43.361,"LINESTRING (13.9240298 42.8356018, 13.9241486 42.8352217)",,,,,
63608308,True,Viale Vittoria,tertiary,False,143.333,"LINESTRING (13.9240298 42.8356018, 13.9243318 42.8356548, 13.9257384 42.8359047)",,,,,
108225235,False,Via Duca d'Aosta,residential,False,50.954,"LINESTRING (13.9227522 42.8349889, 13.922911 42.8345457)",50,,,yes,
93610828,False,Lungomare Guglielmo Marconi,tertiary,True,68.598,"LINESTRING (13.9325369 42.8337175, 13.9327152 42.8331146)",,,,,
93610828,False,Lungomare Guglielmo Marconi,tertiary,False,89.429,"LINESTRING (13.9325369 42.8337175, 13.9323888 42.8342461, 13.9323162 42.8345053)",,,,,
923425923,False,Viale Giuseppe Mazzini,tertiary,True,154.43400000000003,"LINESTRING (13.9325369 42.8337175, 13.9323292 42.8336853, 13.930777 42.8334445, 13.930684 42.8334301)",,,,,
94017234,True,Via Giuseppe Garibaldi,residential,False,172.119,"LINESTRING (13.9217289 42.8360824, 13.9218993 42.8356225, 13.9233118 42.8358961)",,,,,
206249274,True,Via Andrea Bafile,residential,False,23.579,"LINESTRING (13.9233151 42.836763, 13.9230323 42.8367187)",,,,,
94017230,True,Via Andrea Bafile,residential,False,194.89800000000002,"LINESTRING (13.9233151 42.836763, 13.924433 42.8368507, 13.9254047 42.8369238, 13.9254807 42.8367192)",,,,,
94017256,False,Via Francesco Baracca,residential,True,111.981,"LINESTRING (13.9233151 42.836763, 13.9231256 42.8368858, 13.9228796 42.8371324, 13.9229572 42.837335, 13.9233136 42.8374935)",,,,,
125433548,True,Lungomare Guglielmo Marconi,residential,False,38.635999999999996,"LINESTRING (13.9313116 42.83732, 13.9313783 42.8370717, 13.9313833 42.8370545, 13.9314032 42.8369791)",,,,,
94017237,False,Via Fiume,residential,True,47.207,"LINESTRING (13.9254807 42.8367192, 13.925604 42.8363044)",,,,,
94017232,True,Via Cavour,tertiary,False,194.041,"LINESTRING (13.9254807 42.8367192, 13.924326 42.8365688, 13.923168 42.8363193)",50,,,yes,
63608308,True,Viale Vittoria,tertiary,False,200.336,"LINESTRING (13.9270419 42.8361283, 13.9294311 42.8365484)",,,,,
94017238,False,Via Dalmazia,residential,False,45.856,"LINESTRING (13.9270419 42.8361283, 13.9269084 42.8365289)",,,,,
94017238,False,Via Dalmazia,residential,True,47.933,"LINESTRING (13.9270419 42.8361283, 13.9271772 42.8357088)",,,,,
94017246,True,Lungomare Guglielmo Marconi,tertiary,False,16.986,"LINESTRING (13.9314032 42.8369791, 13.9313816 42.8369558, 13.9313697 42.836929, 13.9313681 42.8369008, 13.9313769 42.8368735, 13.9313963 42.8368488, 13.9314074 42.8368405)",,1,roundabout,,
94017246,True,Lungomare Guglielmo Marconi,tertiary,False,5.634,"LINESTRING (13.9316454 42.8369134, 13.9316402 42.8369384, 13.9316268 42.8369618)",,1,roundabout,,
94017246,True,Lungomare Guglielmo Marconi,tertiary,False,21.287000000000003,"LINESTRING (13.9316268 42.8369618, 13.9315966 42.8369884, 13.931556 42.8370061, 13.9315126 42.8370127, 13.9314788 42.8370108, 13.9314466 42.8370029, 13.9314233 42.8369926, 13.9314032 42.8369791)",,1,roundabout,,
"[856999331, 125433550]",True,Lungomare Guglielmo Marconi,tertiary,False,73.007,"LINESTRING (13.9316268 42.8369618, 13.931578 42.8370348, 13.9315654 42.8370634, 13.9315422 42.8371139, 13.931534 42.8371392, 13.9315212 42.8371783, 13.9315043 42.8372342, 13.9314877 42.8372914, 13.9314577 42.8374046, 13.9314337 42.837484, 13.9314064 42.8375763, 13.9313955 42.8375934)",,1,,,3
62210500,True,Via Cesare Battisti,residential,False,178.594,"LINESTRING (13.9316232 42.8365772, 13.9315769 42.8365156, 13.9315675 42.8365041, 13.931555 42.8364934, 13.9315229 42.8364757, 13.9314873 42.8364599, 13.931467 42.8364524, 13.9314446 42.8364464, 13.9296246 42.8361244, 13.9295699 42.8361147)",,,,,
94017248,True,Lungomare Guglielmo Marconi,tertiary,False,54.132000000000005,"LINESTRING (13.9316232 42.8365772, 13.9316826 42.8364799, 13.9317419 42.8363633, 13.9318544 42.8361212)",,1,,,
93610828,False,Lungomare Guglielmo Marconi,tertiary,True,37.268,"LINESTRING (13.9318544 42.8361212, 13.9319013 42.8359295, 13.9319351 42.8357913)",,,,,
125433549,True,Lungomare Guglielmo Marconi,tertiary,False,89.813,"LINESTRING (13.9318544 42.8361212, 13.9318434 42.8361996, 13.9318311 42.8362623, 13.931793 42.8364054, 13.9317577 42.8365427, 13.9317154 42.8366809, 13.931669 42.8368077, 13.9316454 42.8369134)",,1,,,
94017251,False,Via Giorgio La Pira,residential,False,54.632,"LINESTRING (13.9300391 42.8349161, 13.9301836 42.8346804, 13.930295 42.8344623)",,,,,
94017251,False,Via Giorgio La Pira,residential,True,67.044,"LINESTRING (13.9300391 42.8349161, 13.9299104 42.8351212, 13.929827 42.8352541, 13.9297612 42.8353588, 13.9296953 42.8354638)",,,,,
206249277,False,,residential,False,105.095,"LINESTRING (13.9300391 42.8349161, 13.9297624 42.83481, 13.9295968 42.8347763, 13.9288028 42.8346802)",,,,,
94017251,False,Via Giorgio La Pira,residential,True,85.283,"LINESTRING (13.930684 42.8334301, 13.9304246 42.8341731)",,,,,
182262673,False,,residential,False,73.547,"LINESTRING (13.930684 42.8334301, 13.9309364 42.8327951)",50,,,yes,
923425923,False,Viale Giuseppe Mazzini,tertiary,False,154.43400000000003,"LINESTRING (13.930684 42.8334301, 13.930777 42.8334445, 13.9323292 42.8336853, 13.9325369 42.8337175)",,,,,
923425923,False,Viale Giuseppe Mazzini,tertiary,True,133.683,"LINESTRING (13.930684 42.8334301, 13.9305972 42.833417, 13.9293368 42.8332263, 13.9290784 42.8331872)",,,,,
94017251,False,Via Giorgio La Pira,residential,True,72.8,"LINESTRING (13.9296953 42.8354638, 13.9295169 42.8361053)",,,,,
94017252,False,Via Turati,residential,False,69.765,"LINESTRING (13.9296953 42.8354638, 13.9305398 42.8355645)",,,,,
94017251,False,Via Giorgio La Pira,residential,False,67.044,"LINESTRING (13.9296953 42.8354638, 13.9297612 42.8353588, 13.929827 42.8352541, 13.9299104 42.8351212, 13.9300391 42.8349161)",,,,,
93610828,False,Lungomare Guglielmo Marconi,tertiary,False,37.268,"LINESTRING (13.9319351 42.8357913, 13.9319013 42.8359295, 13.9318544 42.8361212)",,,,,
93610828,False,Lungomare Guglielmo Marconi,tertiary,True,146.342,"LINESTRING (13.9319351 42.8357913, 13.9320116 42.8355084, 13.9321875 42.8349293, 13.9322794 42.8346266, 13.9323162 42.8345053)",,,,,
94017252,False,Via Turati,residential,True,116.534,"LINESTRING (13.9319351 42.8357913, 13.9318866 42.8357834, 13.9318112 42.8357711, 13.9305398 42.8355645)",,,,,
93610828,False,Lungomare Guglielmo Marconi,tertiary,False,146.34199999999998,"LINESTRING (13.9323162 42.8345053, 13.9322794 42.8346266, 13.9321875 42.8349293, 13.9320116 42.8355084, 13.9319351 42.8357913)",,,,,
93610828,False,Lungomare Guglielmo Marconi,tertiary,True,89.429,"LINESTRING (13.9323162 42.8345053, 13.9323888 42.8342461, 13.9325369 42.8337175)",,,,,
94017251,False,Via Giorgio La Pira,residential,False,85.283,"LINESTRING (13.9304246 42.8341731, 13.930684 42.8334301)",,,,,
94017251,False,Via Giorgio La Pira,residential,True,33.85,"LINESTRING (13.9304246 42.8341731, 13.930295 42.8344623)",,,,,
94017254,True,Via Pompeo,residential,False,158.606,"LINESTRING (13.9304246 42.8341731, 13.9323162 42.8345053)",,,,,
206249279,True,,residential,False,127.97300000000001,"LINESTRING (13.9304246 42.8341731, 13.9303685 42.8341305, 13.9301332 42.8340032, 13.9300055 42.8339608, 13.9289748 42.8337921)",,,,,
94017238,False,Via Dalmazia,residential,False,47.933,"LINESTRING (13.9271772 42.8357088, 13.9270419 42.8361283)",,,,,
62210500,True,Via Cesare Battisti,residential,False,252.865,"LINESTRING (13.9271772 42.8357088, 13.9258369 42.8354729, 13.9246519 42.8352933, 13.9242551 42.8352375, 13.9241486 42.8352217)",,,,,
206249274,True,Via Andrea Bafile,residential,False,131.943,"LINESTRING (13.9230323 42.8367187, 13.9224126 42.8365919, 13.9217289 42.8360824)",,,,,
63608308,True,Viale Vittoria,tertiary,False,48.906,"LINESTRING (13.9234467 42.8354988, 13.9240298 42.8356018)",,,,,
94017259,True,Via Fratelli Bandiera,residential,False,45.527,"LINESTRING (13.9234467 42.8354988, 13.9233118 42.8358961)",50,,,yes,
94017264,False,Via Guglielmo Oberdan,residential,True,82.441,"LINESTRING (13.9252573 42.8348573, 13.9242635 42.834721)",,,,,
94017265,True,Via Mameli,residential,False,69.532,"LINESTRING (13.9258761 42.8327038, 13.9257017 42.8333159)",,,,,
108225230,False,Via Fiesole,residential,True,83.07,"LINESTRING (13.9258761 42.8327038, 13.9260862 42.8319728)",,,,,
