osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,tunnel
912470304,2,SS553,Viale Del Risorgimento,primary,40,False,True,57.256,"LINESTRING (13.9808166 42.5781664, 13.9807507 42.5781644, 13.9805415 42.5781643, 13.9801177 42.5781765)",,,
995199178,,SS553,,primary,40,True,False,12.444,"LINESTRING (13.9808166 42.5781664, 13.9808257 42.5781541, 13.9808395 42.5781445, 13.9808566 42.5781384, 13.9808754 42.5781364, 13.9808941 42.5781388, 13.980911 42.5781452, 13.9809244 42.5781551, 13.980933 42.5781676)",roundabout,,
912470304,2,SS553,Viale Del Risorgimento,primary,40,False,False,57.25599999999999,"LINESTRING (13.9801177 42.5781765, 13.9805415 42.5781643, 13.9807507 42.5781644, 13.9808166 42.5781664)",,,
912470304,2,SS553,Viale Del Risorgimento,primary,40,False,True,83.588,"LINESTRING (13.9801177 42.5781765, 13.9800547 42.5781976, 13.9796145 42.5783518, 13.9792577 42.5784768, 13.9791953 42.5784986)",,,
1068578024,2,SS553,Viale Del Risorgimento,primary,,False,False,30.278,"LINESTRING (13.9788704 42.5786285, 13.9789729 42.5785844, 13.9791953 42.5784986)",,,
1068578024,2,SS553,Viale Del Risorgimento,primary,,False,True,70.48100000000001,"LINESTRING (13.9788704 42.5786285, 13.9788386 42.5786542, 13.9788214 42.578685, 13.9788082 42.5787311, 13.9788117 42.5787774, 13.9788229 42.5788004, 13.9788741 42.57886, 13.9789286 42.5788976, 13.9789877 42.5789215, 13.9791012 42.5789626, 13.9791231 42.5789746, 13.9791372 42.5789912, 13.9791519 42.5790329, 13.9791541 42.5790556, 13.9791471 42.5790783, 13.9791247 42.5791263)",,,
72363840,2,,Viale Giovanni Verna,residential,,False,False,136.918,"LINESTRING (13.9791247 42.5791263, 13.9800814 42.5794056, 13.980616 42.5796688)",,,
912875822,2,SS553,Viale Ennio Santucci,primary,,False,True,87.22200000000001,"LINESTRING (13.9791247 42.5791263, 13.9788333 42.5790562, 13.9787425 42.5790332, 13.9782729 42.5789206, 13.9781122 42.5788825)",,,
1068578024,2,SS553,Viale Del Risorgimento,primary,,False,False,70.481,"LINESTRING (13.9791247 42.5791263, 13.9791471 42.5790783, 13.9791541 42.5790556, 13.9791519 42.5790329, 13.9791372 42.5789912, 13.9791231 42.5789746, 13.9791012 42.5789626, 13.9789877 42.5789215, 13.9789286 42.5788976, 13.9788741 42.57886, 13.9788229 42.5788004, 13.9788117 42.5787774, 13.9788082 42.5787311, 13.9788214 42.578685, 13.9788386 42.5786542, 13.9788704 42.5786285)",,,
72368529,1,,Via Sant'Ilario,residential,,True,False,67.21,"LINESTRING (13.9795774 42.5787885, 13.9801463 42.5785736, 13.9802935 42.5785575, 13.9803258 42.578554)",,,
912470302,2,SP28,Via Antonio Finocchi,secondary,50,False,False,62.718999999999994,"LINESTRING (13.9795774 42.5787885, 13.9801131 42.578967, 13.9802756 42.5790205)",,,
912470302,2,SP28,Via Antonio Finocchi,secondary,50,False,True,45.635999999999996,"LINESTRING (13.9795774 42.5787885, 13.9795295 42.5787684, 13.9794935 42.5787534, 13.9794167 42.5787117, 13.9793479 42.5786568, 13.9793151 42.5786281, 13.9792642 42.5785769, 13.9792309 42.5785435, 13.9791953 42.5784986)",,,
466749364,1,,Via Luca D'Atri,residential,,True,False,78.10400000000001,"LINESTRING (13.9800498 42.5801684, 13.9800317 42.5801835, 13.979906 42.5807279, 13.9798741 42.5807986, 13.9798455 42.58085)",,,
"[1068414440, 72363834]",1,,"['Via Andrea de Litio', 'Corso Elio Adriano']",residential,,True,False,136.752,"LINESTRING (13.9800498 42.5801684, 13.9797202 42.5801515, 13.9796878 42.5801501, 13.9796849 42.580151, 13.9794245 42.5801474, 13.9790463 42.5801432, 13.9787251 42.580127, 13.978688 42.5801256, 13.9785867 42.5801155, 13.9783925 42.580069)",,,
72363834,1,,Corso Elio Adriano,residential,,True,False,56.903999999999996,"LINESTRING (13.9781572 42.5800097, 13.9776837 42.5799399, 13.9774756 42.5799097)",,,
466749351,1,,Via Sant'Agostino,residential,,False,False,99.356,"LINESTRING (13.9781572 42.5800097, 13.9782483 42.5797447, 13.9782874 42.5794881, 13.9782776 42.5794162, 13.9779064 42.5793202)",,,
1068414440,1,,Via Andrea de Litio,residential,,True,False,7.309,"LINESTRING (13.9804054 42.5801849, 13.9803163 42.5801808)",,,
72365536,,,Via Rodolfo Cherubini,residential,,True,False,266.302,"LINESTRING (13.9804054 42.5801849, 13.9803813 42.5799259, 13.9802364 42.5796059, 13.9798809 42.5795146, 13.9796454 42.5794523, 13.9794438 42.5794247, 13.979232 42.5793957, 13.9791934 42.5793883, 13.9790785 42.5793615, 13.9790392 42.5793441, 13.9790202 42.5793178, 13.9789848 42.5791793, 13.9784865 42.5790513, 13.9780693 42.5789787)",,,
72363840,2,,Viale Giovanni Verna,residential,,False,True,136.918,"LINESTRING (13.980616 42.5796688, 13.9800814 42.5794056, 13.9791247 42.5791263)",,,
72363834,1,,Corso Elio Adriano,residential,,True,False,6.977,"LINESTRING (13.9770582 42.5798515, 13.9769741 42.5798414)",,,
891518910,1,,Piazza Francesco Martella,residential,,True,False,33.458,"LINESTRING (13.9770582 42.5798515, 13.9770348 42.5798241, 13.9771171 42.5795625)",,,
72363834,1,,Corso Elio Adriano,residential,,True,False,32.413,"LINESTRING (13.9774472 42.5799056, 13.9770582 42.5798515)",,,
891518912,1,,Via Gustavo de Laurentis,residential,,False,False,31.816,"LINESTRING (13.9774472 42.5799056, 13.9774898 42.5796212)",,,
225092335,1,,Via Picena,residential,,True,False,113.393,"LINESTRING (13.9738916 42.5804123, 13.9736594 42.5803905, 13.9736148 42.5803861, 13.9735372 42.5803696, 13.9734115 42.5803342, 13.9732948 42.5803014, 13.9731379 42.5802662, 13.9730309 42.5802367, 13.972962 42.5802137, 13.9728254 42.5801563, 13.9726426 42.5800784, 13.9726052 42.5800625)",,,
891542279,2,,Via Picena,residential,,False,False,16.404,"LINESTRING (13.9724062 42.5800454, 13.9726052 42.5800625)",,,
"[146225881, 891542279]",2,,"['Via Picena', 'Largo Santo Spirito']",residential,,False,True,67.447,"LINESTRING (13.9724062 42.5800454, 13.9722749 42.5800393, 13.9721879 42.5800352, 13.9720694 42.5800401, 13.971641 42.5800902, 13.9715891 42.5800963)",,,
"[466749352, 1068538071]",1,,"['Vico Rivoletto', 'Largo Forosetto']",residential,,False,True,95.47900000000001,"LINESTRING (13.9724062 42.5800454, 13.9724588 42.579726, 13.972788 42.5797452, 13.9729952 42.5797663, 13.9730066 42.5798245, 13.9730224 42.5799046)",,,
"[225092337, 1068256830]",,,Via San Domenico,residential,,True,False,112.02499999999999,"LINESTRING (13.975912 42.5822104, 13.976264 42.5820594, 13.9764359 42.5819843, 13.9765593 42.5818539, 13.9764171 42.5817157, 13.9765338 42.5815045)",,,
1069336860,1,,Viale Delle Clarisse,tertiary,50,True,False,68.926,"LINESTRING (13.975912 42.5822104, 13.9757742 42.5820998, 13.9753557 42.5817452)",,,
"[891542280, 11982555, 1069336861]",1,,"['Viale Domenico Martella', 'Via delle Clarisse']",tertiary,50,True,False,215.13100000000003,"LINESTRING (13.9739785 42.5807963, 13.9737235 42.5807608, 13.9734211 42.5807031, 13.97336 42.5806903, 13.9729776 42.5806098, 13.9729646 42.5806071, 13.9727799 42.5805748, 13.9724053 42.5805093, 13.9721542 42.5804394, 13.9720461 42.5804034, 13.97185 42.5802797, 13.9715891 42.5800963)",,,
1068256813,2,,Via Fonte Canale,tertiary,50,False,True,27.504,"LINESTRING (13.978298 42.5831232, 13.9779649 42.5831553)",,,
