osmid,oneway,name,highway,reversed,length,maxspeed,geometry,access,junction
1224911198,True,Via Giuseppe Garibaldi,tertiary,False,5.984,,"LINESTRING (11.2688363 44.5586935, 11.2689051 44.5586713)",,
44153529,False,Via Bazzane,unclassified,True,87.815,70,"LINESTRING (11.2669285 44.5674972, 11.2677121 44.5672086, 11.2679132 44.5671345)",,
242476387,False,Via della Mimosa,residential,False,97.781,50,"LINESTRING (11.2669285 44.5674972, 11.2669073 44.5674639, 11.2664179 44.5666966)",,
252523651,False,Via Aldo Moro,residential,True,106.928,,"LINESTRING (11.2701989 44.5666017, 11.2697457 44.5656959)",,
44153529,False,Via Bazzane,unclassified,False,125.436,70,"LINESTRING (11.2701989 44.5666017, 11.2696023 44.5667151, 11.268669 44.5668925)",,
"[44153529, 458172141, 458172142]",False,Via Bazzane,unclassified,True,189.99699999999999,70,"LINESTRING (11.2701989 44.5666017, 11.2714449 44.566368, 11.2719906 44.5662746, 11.2722126 44.5662366, 11.2725241 44.5661833)",,
44153529,False,Via Bazzane,unclassified,False,16.353,70,"LINESTRING (11.2680966 44.567067, 11.2679132 44.5671345)",,
44153529,False,Via Bazzane,unclassified,True,49.397,70,"LINESTRING (11.2680966 44.567067, 11.2685907 44.5669074, 11.268669 44.5668925)",,
404291498,False,Via Roma,residential,False,51.09,,"LINESTRING (11.2725241 44.5661833, 11.2725131 44.5666427)",,
458172252,False,Via Roma,residential,True,5.806,,"LINESTRING (11.2725241 44.5661833, 11.2725224 44.5661311)",,
"[44153529, 458172141, 458172142]",False,Via Bazzane,unclassified,False,189.997,70,"LINESTRING (11.2725241 44.5661833, 11.2722126 44.5662366, 11.2719906 44.5662746, 11.2714449 44.566368, 11.2701989 44.5666017)",,
404291498,False,Via Roma,residential,False,35.159,,"LINESTRING (11.2725198 44.5671232, 11.2725091 44.5674393)",,
78393739,False,Via Umberto Armaroli,residential,False,147.51,,"LINESTRING (11.2725198 44.5671232, 11.273605 44.5667755, 11.2737403 44.5667321, 11.2742179 44.5665789)",,
404291498,False,Via Roma,residential,True,53.432,,"LINESTRING (11.2725198 44.5671232, 11.2725189 44.5670565, 11.2725146 44.5667511, 11.2725131 44.5666427)",,
78393747,False,Via Aldo Moro,residential,False,133.75,,"LINESTRING (11.2687589 44.5637238, 11.2693258 44.5648568)",,
78393756,False,Via Filippo Turati,residential,False,188.727,,"LINESTRING (11.2687589 44.5637238, 11.2695713 44.5634611, 11.2709082 44.5630232, 11.2709254 44.5630181)",,
78393756,False,Via Filippo Turati,residential,True,106.71400000000001,,"LINESTRING (11.2687589 44.5637238, 11.2683262 44.5638667, 11.2679453 44.5639925, 11.2675368 44.5641274)",,
252523652,False,Via dello Sport,residential,False,91.964,,"LINESTRING (11.2704159 44.5645725, 11.2693258 44.5648568)",,
252523652,False,Via dello Sport,residential,True,59.28,,"LINESTRING (11.2704159 44.5645725, 11.2711186 44.5643893)",,
78393751,False,Via Giuseppe Di Vittorio,residential,False,75.82,,"LINESTRING (11.2716112 44.5642607, 11.2725091 44.5640247)",,
209435674,False,Via Roma,residential,False,220.15,30,"LINESTRING (11.2716112 44.5642607, 11.2718721 44.5647962, 11.2720041 44.5650671, 11.2720248 44.5651097, 11.272058 44.5651777, 11.2722447 44.565561, 11.2725224 44.5661311)",destination,
209435674,False,Via Roma,residential,True,95.197,30,"LINESTRING (11.2716112 44.5642607, 11.2714274 44.5638832, 11.2712172 44.5634519)",destination,
404294331,True,Via dello Sport,residential,False,41.563,,"LINESTRING (11.2716112 44.5642607, 11.2715387 44.5642789, 11.2711186 44.5643893)",,
78393749,True,Via Roma,residential,False,195.17700000000002,,"LINESTRING (11.2712172 44.5634519, 11.2711396 44.5634722, 11.2700241 44.5637734, 11.2704159 44.5645725)",,
209435674,False,Via Roma,residential,False,95.197,30,"LINESTRING (11.2712172 44.5634519, 11.2714274 44.5638832, 11.2716112 44.5642607)",destination,
209435674,False,Via Roma,residential,True,35.016999999999996,30,"LINESTRING (11.2712172 44.5634519, 11.2710859 44.5631641, 11.2710806 44.5631524)",destination,
78393750,False,Via primo Maggio,residential,False,163.97899999999998,,"LINESTRING (11.2722828 44.5625041, 11.2724446 44.5628104, 11.2725895 44.5630847, 11.2730118 44.5638843)",,
209435673,False,Via Giacomo Matteotti,residential,False,59.345,,"LINESTRING (11.2722828 44.5625041, 11.2725619 44.5624197, 11.2727772 44.5623547, 11.2729724 44.5622957)",,
209435673,False,Via Giacomo Matteotti,residential,True,85.22500000000001,,"LINESTRING (11.2722828 44.5625041, 11.2719792 44.562597, 11.2718232 44.5626447, 11.2717984 44.5626534, 11.2715641 44.5627205, 11.2715136 44.5627394, 11.2713988 44.5627745, 11.2713346 44.5627965, 11.2712974 44.5628107)",,
741607562,False,Via Giuseppe Di Vittorio,residential,True,39.458,,"LINESTRING (11.2730118 44.5638843, 11.2725477 44.5640131)",,
78393750,False,Via primo Maggio,residential,True,163.979,,"LINESTRING (11.2730118 44.5638843, 11.2725895 44.5630847, 11.2724446 44.5628104, 11.2722828 44.5625041)",,
"[252523653, 252523654]",False,"['Via Giuseppe Di Vittorio', 'Via Bruno Buozzi']",residential,False,292.45,,"LINESTRING (11.2730118 44.5638843, 11.2743054 44.5635469, 11.275647 44.5632065, 11.2761397 44.5630855, 11.2763441 44.5630379, 11.2764409 44.5630117, 11.2764625 44.5630028, 11.2764804 44.5629903)",,
209435673,False,Via Giacomo Matteotti,residential,False,7.062,,"LINESTRING (11.2756128 44.5614671, 11.2756491 44.5614237, 11.2756573 44.5614121)",,
