osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,tunnel,bridge
40861349,True,Via Gioacchino Rossini,residential,False,71.462,"LINESTRING (13.2383708 43.5239892, 13.2387123 43.5244009, 13.2388445 43.5245318)",,,,,
40861345,False,Via Antonio Gramsci,tertiary,False,186.118,"LINESTRING (13.2394944 43.5250381, 13.2394323 43.5250838, 13.2389828 43.5254359, 13.2386395 43.5257533, 13.2381846 43.5264006)",,,,,
40861345,False,Via Antonio Gramsci,tertiary,True,204.338,"LINESTRING (13.2394944 43.5250381, 13.2395502 43.5250118, 13.240193 43.5245958, 13.2410685 43.5240295, 13.2414032 43.5238303)",,,,,
40861349,True,Via Gioacchino Rossini,residential,False,47.518,"LINESTRING (13.2394944 43.5250381, 13.239553 43.5250877, 13.2398779 43.5253626)",,,,,
40861349,True,Via Gioacchino Rossini,residential,False,76.917,"LINESTRING (13.2388445 43.5245318, 13.2394288 43.5249826, 13.2394944 43.5250381)",,,,,
22762848,True,Via San Pietro Martire,tertiary,False,82.629,"LINESTRING (13.2406643 43.5257917, 13.2403647 43.5258965, 13.2397038 43.5260458)",,,,,
23913521,True,Via Mura Occidentali,tertiary,False,438.02,"LINESTRING (13.2428893 43.5229083, 13.2424042 43.5225112, 13.2423071 43.522434, 13.2415852 43.5218356, 13.2414525 43.5217381, 13.2414245 43.5217197, 13.2412475 43.5216062, 13.2408786 43.5213994, 13.2401547 43.5211261, 13.2397752 43.5210132, 13.2397453 43.5210033, 13.2395504 43.5209236, 13.2392185 43.5207754, 13.2387204 43.5204632)",,,,,
40861345,False,Via Antonio Gramsci,tertiary,True,186.118,"LINESTRING (13.2381846 43.5264006, 13.2386395 43.5257533, 13.2389828 43.5254359, 13.2394323 43.5250838, 13.2394944 43.5250381)",,,,,
22762848,True,Via San Pietro Martire,tertiary,False,31.114,"LINESTRING (13.2428023 43.5248945, 13.2424341 43.5249783)",,,,,
22763186,False,Via San Marco,residential,False,179.373,"LINESTRING (13.2424341 43.5249783, 13.2437745 43.5262658)",,,,,
22762848,True,Via San Pietro Martire,tertiary,False,100.084,"LINESTRING (13.2424341 43.5249783, 13.2419182 43.5252119, 13.2417208 43.5253737, 13.2414633 43.5255293)",,,,,
22763172,False,Via Sant'Antonio da Padova,residential,True,64.66,"LINESTRING (13.2414633 43.5255293, 13.2420041 43.5259587)",,,,,
22762848,True,Via San Pietro Martire,tertiary,False,70.72200000000001,"LINESTRING (13.2414633 43.5255293, 13.241017 43.5256724, 13.2406643 43.5257917)",,,,,
31870577,False,,residential,True,57.346999999999994,"LINESTRING (13.2398779 43.5253626, 13.2395493 43.5256289, 13.2393948 43.5255169)",,,,,
40861349,True,Via Gioacchino Rossini,residential,False,79.352,"LINESTRING (13.2398779 43.5253626, 13.2403179 43.525605, 13.2406643 43.5257917)",,,,,
22762869,True,Via Rinaldi,tertiary,False,45.515,"LINESTRING (13.2414977 43.5237743, 13.2411028 43.5234818)",,,,,
40861345,False,Via Antonio Gramsci,tertiary,False,9.84,"LINESTRING (13.2414977 43.5237743, 13.2414032 43.5238303)",,,,,
22762871,True,Via Rinaldi,residential,False,163.92399999999998,"LINESTRING (13.2414977 43.5237743, 13.2417414 43.5239748, 13.2421284 43.5242388, 13.2424128 43.5244511, 13.2426012 43.5246646, 13.2428023 43.5248945)",,,,,
22762806,False,Viale Papa Giovanni XXIII,tertiary,True,81.52,"LINESTRING (13.2411028 43.5234818, 13.2414268 43.5232089, 13.2417551 43.5229217)",,,,,
22762806,False,Viale Papa Giovanni XXIII,tertiary,False,81.52,"LINESTRING (13.2417551 43.5229217, 13.2414268 43.5232089, 13.2411028 43.5234818)",,,,,
40861357,False,Viale della Vittoria,secondary,True,329.039,"LINESTRING (13.2417551 43.5229217, 13.2421145 43.5231284, 13.2422018 43.5231786, 13.2422555 43.5232146, 13.2424183 43.5233497, 13.2425362 43.5234445, 13.2428452 43.5237619, 13.2429161 43.523841, 13.2432866 43.5242546, 13.2434975 43.52449, 13.2435769 43.5245748, 13.243628 43.5246293, 13.2438065 43.5248198, 13.2440125 43.5250314, 13.2440766 43.5251053, 13.2441584 43.5251995, 13.2442099 43.5252617)",,,,,
187756346,False,Viale della Vittoria,secondary,False,115.088,"LINESTRING (13.2417551 43.5229217, 13.2412213 43.5225686, 13.2406725 43.5222479)",2,,,,
22762865,True,Via Rinaldi,tertiary,False,20.763,"LINESTRING (13.2442099 43.5252617, 13.2439543 43.5252389)",1,,,,
40861357,False,Viale della Vittoria,secondary,False,329.03900000000004,"LINESTRING (13.2442099 43.5252617, 13.2441584 43.5251995, 13.2440766 43.5251053, 13.2440125 43.5250314, 13.2438065 43.5248198, 13.243628 43.5246293, 13.2435769 43.5245748, 13.2434975 43.52449, 13.2432866 43.5242546, 13.2429161 43.523841, 13.2428452 43.5237619, 13.2425362 43.5234445, 13.2424183 43.5233497, 13.2422555 43.5232146, 13.2422018 43.5231786, 13.2421145 43.5231284, 13.2417551 43.5229217)",,,,,
243977621,True,Via Mura Occidentali,tertiary,False,26.486,"LINESTRING (13.2384188 43.519774, 13.2383783 43.5196993, 13.2383471 43.519645, 13.2383283 43.5196067, 13.2383435 43.5195493)",1,,,,
187756346,False,Viale della Vittoria,secondary,True,75.931,"LINESTRING (13.2387336 43.5210868, 13.2394554 43.5215254)",2,,,,
22763137,True,Via Giacomo Leopardi,residential,False,96.783,"LINESTRING (13.2389819 43.5219063, 13.2398965 43.52247)",,,,,
22763143,False,Via Dante Alighieri,residential,False,45.951,"LINESTRING (13.2389819 43.5219063, 13.2386148 43.5222224)",,,,,
276156781,True,Viale Papa Giovanni XXIII,tertiary,False,3.854,"LINESTRING (13.241055 43.5234813, 13.2411028 43.5234818)",,,,,
22763143,False,Via Dante Alighieri,residential,True,45.951,"LINESTRING (13.2386148 43.5222224, 13.2389819 43.5219063)",,,,,
22763143,False,Via Dante Alighieri,residential,False,117.832,"LINESTRING (13.2386148 43.5222224, 13.2383204 43.5224659, 13.2383231 43.5225584, 13.2385419 43.5227161, 13.2389776 43.5229923)",,,,,
31870647,True,Via Edmondo De Amicis,residential,False,138.316,"LINESTRING (13.2386148 43.5222224, 13.2395836 43.5227536, 13.2398965 43.52247)",,,,,
