osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction,bridge
27569160,Via Giacomo Leopardi,residential,False,True,34.331,"LINESTRING (12.6828489 45.729583, 12.6828884 45.7296198, 12.6829366 45.7296423, 12.6830252 45.7296386, 12.6832539 45.7296238)",,,,
29722805,Via Trieste,primary,False,False,105.132,"LINESTRING (12.6828489 45.729583, 12.6826872 45.7296245, 12.6825266 45.7296535, 12.6822768 45.7296779, 12.682014 45.7296847, 12.6817739 45.7296928, 12.6816706 45.7297022, 12.681598 45.7297125, 12.6815209 45.7297329)",2,SP61,,
684189979,Via Trieste,primary,False,True,42.255,"LINESTRING (12.6828489 45.729583, 12.6830211 45.7295253, 12.6832142 45.729456, 12.6833315 45.7294076)",2,SP61,,
684104102,Via Giacomo Matteotti,primary,False,False,6.121,"LINESTRING (12.6824936 45.7320131, 12.6825459 45.7320543)",2,SP61,,
691903921,Via Giacomo Matteotti,primary,False,True,41.497,"LINESTRING (12.6824936 45.7320131, 12.6822482 45.7318054, 12.6821489 45.7317279)",2,SP61,,
"[691903922, 37037078]",Via Ippolito Nievo,tertiary,False,True,209.505,"LINESTRING (12.6824936 45.7320131, 12.6824521 45.7320419, 12.6824351 45.7320559, 12.682333 45.7321398, 12.682189 45.7322227, 12.6820381 45.7323, 12.681731 45.7324563, 12.6815432 45.732578, 12.6814279 45.7326716, 12.6810498 45.7331221, 12.6807781 45.733433)",2,SP61,,
253071343,Via Giacomo Matteotti,primary,False,True,3.963,"LINESTRING (12.6833622 45.7328398, 12.6833128 45.7328308)",2,SP61,,
4761690,Via Fosson,primary,False,False,32.024,"LINESTRING (12.6833622 45.7328398, 12.6834905 45.7328466, 12.6835768 45.7328456, 12.6837706 45.7328186)",2,SP61,,
40929923,Riviera S. Trentin,tertiary,True,False,22.362000000000002,"LINESTRING (12.6833622 45.7328398, 12.6833752 45.7329094, 12.6833698 45.732974, 12.6833297 45.733034)",,,,
47460522,,unclassified,True,False,31.689999999999998,"LINESTRING (12.686357 45.732752, 12.686393 45.7326825, 12.6864019 45.7326028, 12.6863741 45.7324731)",,,,
177480292,Via Cedrugno,secondary,False,True,56.371,"LINESTRING (12.6862991 45.7336295, 12.6861039 45.7341178)",2,,,
40927438,Via Cedrugno,secondary,True,False,32.454,"LINESTRING (12.6862991 45.7336295, 12.686313 45.7335195, 12.6863054 45.7334484, 12.6862859 45.7333391)",,,,
27202791,Via Papa Giovanni XXIII,residential,False,True,66.86,"LINESTRING (12.6762762 45.7295422, 12.6762891 45.7295298, 12.6763133 45.7295007, 12.6763554 45.7294407, 12.6764248 45.7293857, 12.6768456 45.7290965)",,,,
691903916,Via del Popolo,residential,False,False,200.428,"LINESTRING (12.6762762 45.7295422, 12.6767769 45.7296744, 12.6786008 45.7301862, 12.6786626 45.7302229)",,,,
"[691903916, 855333325]","['Via del Popolo', 'Piazzale Santo Stefano']",residential,False,True,35.256,"LINESTRING (12.6762762 45.7295422, 12.6760817 45.7294989, 12.6758447 45.7294432)",,,,
33532983,Via Enrico Fermi,residential,True,False,143.23000000000002,"LINESTRING (12.6793934 45.7344558, 12.6794572 45.7341212, 12.6795099 45.7338399, 12.6795583 45.7334794, 12.6796182 45.7331775)",,,,
37037078,Via Ippolito Nievo,tertiary,False,False,158.88,"LINESTRING (12.6793934 45.7344558, 12.679554 45.7343993, 12.6800072 45.7341553, 12.6805332 45.7337232, 12.6807781 45.733433)",2,SP61,,
131582443,Via Giuseppe Ungaretti,residential,False,True,156.034,"LINESTRING (12.6837949 45.7295693, 12.6840796 45.7309584)",,,,
27569160,Via Giacomo Leopardi,residential,False,False,42.427,"LINESTRING (12.6837949 45.7295693, 12.6832951 45.7296197, 12.6832539 45.7296238)",,,,
27569160,Via Giacomo Leopardi,residential,False,True,76.749,"LINESTRING (12.6837949 45.7295693, 12.6843893 45.7295155, 12.6847753 45.7294796)",,,,
27569160,Via Giacomo Leopardi,residential,False,False,2.803,"LINESTRING (12.6848111 45.7294763, 12.6847753 45.7294796)",,,,
27569160,Via Giacomo Leopardi,residential,False,True,83.887,"LINESTRING (12.6848111 45.7294763, 12.6849489 45.7294667, 12.6850542 45.7294583, 12.685195 45.7294526, 12.6858902 45.7294479)",,,,
141515197,Via Gioachino Rossini,residential,False,True,172.889,"LINESTRING (12.6848111 45.7294763, 12.6850137 45.7304419, 12.6851285 45.7309729, 12.6851529 45.7310112)",,,,
27647783,Via Giuseppe Verdi,residential,False,False,106.234,"LINESTRING (12.6858902 45.7294479, 12.6851956 45.7286247)",,,,
27569160,Via Giacomo Leopardi,residential,False,False,83.887,"LINESTRING (12.6858902 45.7294479, 12.685195 45.7294526, 12.6850542 45.7294583, 12.6849489 45.7294667, 12.6848111 45.7294763)",,,,
27647783,Via Giuseppe Verdi,residential,False,True,106.234,"LINESTRING (12.6851956 45.7286247, 12.6858902 45.7294479)",,,,
684189979,Via Trieste,primary,False,False,74.303,"LINESTRING (12.6851956 45.7286247, 12.6848588 45.7287642, 12.6845688 45.7288843, 12.6845145 45.728903, 12.6843891 45.7289578, 12.6843722 45.7289652)",2,SP61,,
"[684189981, 35134391]",Via Fratelli Kennedy,residential,False,True,135.87900000000002,"LINESTRING (12.6851956 45.7286247, 12.6851275 45.7285503, 12.6851016 45.72852, 12.6850763 45.7284914, 12.6850203 45.7284247, 12.6847169 45.7280661, 12.684279 45.7275838)",,,,
177480277,Via Stazione,tertiary,False,False,146.709,"LINESTRING (12.6810588 45.7288837, 12.6810377 45.7288346, 12.6808754 45.7285339, 12.6807144 45.7282362, 12.6806366 45.7281051, 12.6805642 45.7279441, 12.6804485 45.7276366)",2,,,
177480277,Via Stazione,tertiary,False,True,92.16499999999999,"LINESTRING (12.6810588 45.7288837, 12.681088 45.7289502, 12.6812436 45.7293038, 12.6813187 45.7295772, 12.6813555 45.7296852)",2,,,
