osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge,tunnel
34822042,2,Via Stoza,tertiary,False,False,26.025,,"LINESTRING (12.9099469 41.6397451, 12.9100619 41.6395274)",,
179977111,,Via Stoza,tertiary,False,False,33.077,,"LINESTRING (12.9099469 41.6397451, 12.9102911 41.6395957)",,
34822042,2,Via Stoza,tertiary,False,True,26.025,,"LINESTRING (12.9100619 41.6395274, 12.9099469 41.6397451)",,
176879998,,Via Madonna delle Grazie,tertiary,False,False,20.505,SP11,"LINESTRING (12.9100619 41.6395274, 12.9102911 41.6395957)",,
36007434,,Via Madonna delle Grazie,residential,False,False,58.17,,"LINESTRING (12.9144004 41.6396875, 12.9148202 41.6396596, 12.915055 41.6396489, 12.915097 41.639641)",,
176879998,,Via Madonna delle Grazie,tertiary,False,True,351.72,SP11,"LINESTRING (12.9144004 41.6396875, 12.9141172 41.6397512, 12.9140178 41.6397729, 12.9139312 41.639791, 12.9138216 41.6398128, 12.9137039 41.6398356, 12.9132095 41.6399293, 12.9131131 41.6399467, 12.9130147 41.6399639, 12.9129122 41.639981, 12.912885 41.639985, 12.9128525 41.6399887, 12.9128101 41.639993, 12.9127674 41.6399966, 12.912726 41.6399993, 12.9126779 41.64, 12.9126312 41.6399997, 12.9125909 41.6399985, 12.9125389 41.6399954, 12.9125119 41.6399928, 12.9121422 41.6399503, 12.9118098 41.6399149, 12.9117442 41.6399077, 12.9116471 41.6398951, 12.9115367 41.6398796, 12.9114447 41.6398647, 12.9113394 41.6398468, 12.9112857 41.6398366, 12.911127 41.6398044, 12.9110457 41.6397872, 12.9109764 41.6397721, 12.910881 41.6397493, 12.9107977 41.6397285, 12.9106271 41.6396849, 12.9102911 41.6395957)",,
36007434,,Via Madonna delle Grazie,residential,False,True,58.17,,"LINESTRING (12.915097 41.639641, 12.915055 41.6396489, 12.9148202 41.6396596, 12.9144004 41.6396875)",,
405337623,,Via Fuori Porta Ninfina,residential,False,True,50.696999999999996,,"LINESTRING (12.915097 41.639641, 12.9151974 41.6397201, 12.9152594 41.6400639)",,
"[36007436, 405337621]",,Via Fuori Porta Ninfina,residential,False,False,21.267,,"LINESTRING (12.9152021 41.6402503, 12.915216 41.640205, 12.9152594 41.6400639)",yes,
36007448,,Via Sotto le Mura,residential,False,False,320.15799999999996,,"LINESTRING (12.9152021 41.6402503, 12.915386 41.6402618, 12.9156833 41.6404114, 12.9160967 41.6406567, 12.9163071 41.640792, 12.9164204 41.640834, 12.9165153 41.6408486, 12.9169586 41.6409166, 12.9172805 41.6409676, 12.9174762 41.6410941, 12.9177829 41.6413634, 12.917957 41.6414881, 12.9183407 41.6417573)",,
405327758,,Piazza Ninfina,residential,False,True,63.769000000000005,,"LINESTRING (12.9152021 41.6402503, 12.9150445 41.6402914, 12.9147589 41.6403109, 12.9146462 41.6403446, 12.9145512 41.6403894, 12.9144836 41.6404213)",,
"[53826841, 158607659, 158607660]",,Via delle Case,unclassified,False,False,585.9119999999999,,"LINESTRING (12.9152594 41.6400639, 12.9156581 41.6399907, 12.9158522 41.6399413, 12.9159156 41.6399187, 12.9161585 41.6398016, 12.9162957 41.6397239, 12.9164863 41.6397252, 12.9168929 41.6397317, 12.9170974 41.6397144, 12.9172059 41.639695, 12.9172656 41.6396786, 12.9173116 41.6396574, 12.9173645 41.6396338, 12.9174215 41.6395992, 12.9175261 41.6395189, 12.9178471 41.639566, 12.9183825 41.6400395, 12.9190994 41.6402149, 12.9208058 41.6405983, 12.9208945 41.6406306, 12.9209495 41.6406793, 12.9210492 41.6408189, 12.9215027 41.6409724)",,building_passage
"[36007436, 405337621]",,Via Fuori Porta Ninfina,residential,False,True,21.267,,"LINESTRING (12.9152594 41.6400639, 12.915216 41.640205, 12.9152021 41.6402503)",yes,
405337623,,Via Fuori Porta Ninfina,residential,False,False,50.696999999999996,,"LINESTRING (12.9152594 41.6400639, 12.9151974 41.6397201, 12.915097 41.639641)",,
36007444,,Via Ninfina,residential,False,False,250.88899999999998,,"LINESTRING (12.9120275 41.6416866, 12.9121335 41.6416596, 12.9123129 41.6415849, 12.9124745 41.6415, 12.9127207 41.6413471, 12.9129343 41.6411944, 12.9130869 41.6410893, 12.9132215 41.6410344, 12.9136491 41.6407459, 12.9138119 41.6406389, 12.9139783 41.6405707, 12.9141686 41.6405036, 12.9142673 41.6404785, 12.9143683 41.6404598, 12.9144836 41.6404213)",,
405334404,,Via Pelasga,residential,False,False,121.95899999999999,,"LINESTRING (12.9120275 41.6416866, 12.911886 41.6417842, 12.9118219 41.6418812, 12.9117837 41.641939, 12.9117357 41.6420336, 12.9117036 41.6420969, 12.911717 41.6421911, 12.9117546 41.6424256, 12.9117331 41.6425459, 12.9118565 41.6426361, 12.9118967 41.6426381)",,
"[36007443, 405334900]",,"['Via Alessandro Accrocca', 'Piazza Romana']",residential,False,True,128.425,,"LINESTRING (12.9120275 41.6416866, 12.911704 41.6416724, 12.9115663 41.6416664, 12.9114457 41.6417033, 12.9112726 41.6417802, 12.9111832 41.64182, 12.9111073 41.6418805, 12.9110353 41.6419379, 12.9108788 41.6420862, 12.9107534 41.6421814)",,
36007443,,Via Alessandro Accrocca,residential,False,False,22.259,,"LINESTRING (12.9105654 41.642324, 12.9107534 41.6421814)",,
405335428,,Via delle Rimesse,residential,False,True,221.51500000000001,,"LINESTRING (12.9105654 41.642324, 12.9103621 41.6420412, 12.9105637 41.6417802, 12.9109763 41.6415361, 12.9111131 41.641482, 12.9114676 41.6413833, 12.9115065 41.6413805, 12.9116043 41.6413733, 12.9122046 41.6412158)",,
36007444,,Via Ninfina,residential,False,True,250.889,,"LINESTRING (12.9144836 41.6404213, 12.9143683 41.6404598, 12.9142673 41.6404785, 12.9141686 41.6405036, 12.9139783 41.6405707, 12.9138119 41.6406389, 12.9136491 41.6407459, 12.9132215 41.6410344, 12.9130869 41.6410893, 12.9129343 41.6411944, 12.9127207 41.6413471, 12.9124745 41.6415, 12.9123129 41.6415849, 12.9121335 41.6416596, 12.9120275 41.6416866)",,
405327758,,Piazza Ninfina,residential,False,False,63.769000000000005,,"LINESTRING (12.9144836 41.6404213, 12.9145512 41.6403894, 12.9146462 41.6403446, 12.9147589 41.6403109, 12.9150445 41.6402914, 12.9152021 41.6402503)",,
405329888,,Via Virgilio Laurienti,residential,False,True,86.34100000000001,,"LINESTRING (12.9144836 41.6404213, 12.9143804 41.6405175, 12.9143 41.6405876, 12.9142174 41.6406807, 12.9141471 41.64076, 12.914072 41.6408662, 12.9140103 41.6409224, 12.914013 41.6410045, 12.9140328 41.6410822)",,
125535714,,,residential,False,True,324.03,,"LINESTRING (12.9138145 41.6443875, 12.913942 41.6444723, 12.9141082 41.6444886, 12.9144597 41.6444988, 12.9147294 41.644456, 12.9150699 41.6443685, 12.9154867 41.6442768, 12.9155247 41.6442747, 12.9158137 41.6442585, 12.9161678 41.6442728, 12.9165955 41.6444641, 12.9166909 41.644572, 12.916868 41.6446718, 12.917245 41.6449846)",,
404389881,2,Via Giacomo Matteotti,tertiary,False,False,249.44,,"LINESTRING (12.9138145 41.6443875, 12.9138753 41.6443372, 12.913865 41.6442625, 12.9137416 41.6441302, 12.913616 41.6438541, 12.9135491 41.6434289, 12.9135242 41.6431781, 12.9136011 41.6429571, 12.9138028 41.6426178, 12.9138222 41.6425861, 12.9139058 41.6424393, 12.9140104 41.6423812, 12.9140843 41.6423283)",,
"[36007456, 404389881, 404389879]",2,"['Piazza Papa Leone XIII', 'Via Giacomo Matteotti', 'Via Don Giovanni Minzoni']",tertiary,False,"[False, True]",383.401,,"LINESTRING (12.9138145 41.6443875, 12.9137136 41.6443742, 12.9136665 41.6443235, 12.9136519 41.6443065, 12.9136384 41.6442886, 12.9136249 41.6442697, 12.9136142 41.6442483, 12.9136036 41.6442259, 12.9135957 41.6442072, 12.9135534 41.6440905, 12.9135325 41.6440275, 12.9135131 41.6439676, 12.9134946 41.6439054, 12.9134776 41.6438462, 12.9134296 41.6436577, 12.9133437 41.6433263, 12.9132422 41.6429426, 12.9132395 41.642927, 12.9132338 41.6429057, 12.9132248 41.6428693, 12.9132184 41.6428319, 12.9132119 41.6427859, 12.9132085 41.6427437, 12.9132098 41.6427194, 12.9132136 41.6426877, 12.9132187 41.6426579, 12.9132291 41.6426124, 12.9132408 41.6425689, 12.9132561 41.6425211, 12.9132746 41.6424797, 12.9132901 41.6424496, 12.9133072 41.6424207, 12.9133283 41.6423898, 12.9133474 41.6423656, 12.9133706 41.6423394, 12.9133957 41.6423139, 12.9134308 41.6422808, 12.9135122 41.6422091, 12.9135466 41.6421803, 12.9135934 41.6421436, 12.9136443 41.6421069, 12.9136871 41.6420788, 12.913734 41.6420506, 12.9137749 41.6420281, 12.9138494 41.6419894, 12.9139017 41.6419687, 12.9139601 41.6419421, 12.9140074 41.6419231, 12.9140431 41.6419088, 12.9140758 41.6418974, 12.9141072 41.6418843, 12.9141353 41.6418731, 12.9143223 41.6418188, 12.9145455 41.6417476, 12.9145895 41.6417337, 12.9146392 41.6417183, 12.9146616 41.6417045, 12.9146825 41.6416829, 12.9146896 41.6416645, 12.914692 41.6416476, 12.914681 41.6416268)",,
36007445,,Via Guglielmo Marconi,residential,False,False,325.22599999999994,,"LINESTRING (12.9183407 41.6417573, 12.918174 41.6417237, 12.9180145 41.6417196, 12.9174901 41.6414502, 12.917309 41.6413732, 12.9171495 41.6413664, 12.916987 41.64138, 12.9168113 41.6414063, 12.9166141 41.6413919, 12.9164437 41.6413572, 12.9161947 41.6413031, 12.9159716 41.6412855, 12.9158329 41.6413486, 12.9157095 41.6413993, 12.9155162 41.6414449, 12.9148888 41.641586, 12.914681 41.6416268)",,
36007448,,Via Sotto le Mura,residential,False,True,320.15799999999996,,"LINESTRING (12.9183407 41.6417573, 12.917957 41.6414881, 12.9177829 41.6413634, 12.9174762 41.6410941, 12.9172805 41.6409676, 12.9169586 41.6409166, 12.9165153 41.6408486, 12.9164204 41.640834, 12.9163071 41.640792, 12.9160967 41.6406567, 12.9156833 41.6404114, 12.915386 41.6402618, 12.9152021 41.6402503)",,
