osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,width,tunnel,access,junction
149523446,False,,Via Callisto Cosulich,residential,False,11.321,"LINESTRING (13.5277605 45.8037052, 13.5277289 45.8036058)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,11.384,"LINESTRING (13.5277605 45.8037052, 13.527781 45.8037642, 13.5277951 45.8038047)",,,,,,
56180941,True,,Via Giovanni Bonavia,residential,False,11.251,"LINESTRING (13.5311346 45.8023178, 13.5312354 45.802245)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,True,68.005,"LINESTRING (13.5311346 45.8023178, 13.5310479 45.8024385, 13.5305612 45.8027732)",,,,,,
149393368,True,,Viale Oscar Cosulich,primary,False,118.96599999999998,"LINESTRING (13.5311346 45.8023178, 13.5310646 45.8022255, 13.5305219 45.8015099, 13.5304909 45.801477, 13.5304565 45.8014478, 13.5304153 45.8014215, 13.5303677 45.8013993)",,,,,,
83056316,False,,Via Aulo Manlio,tertiary,True,56.604,"LINESTRING (13.5269568 45.8008842, 13.5273632 45.8006243, 13.5274949 45.8005401)",,,,,,
28831446,False,,Via dei Lussini,residential,False,222.595,"LINESTRING (13.5274949 45.8005401, 13.5294998 45.8019732)",,,,,,
83056316,False,,Via Aulo Manlio,tertiary,False,56.604,"LINESTRING (13.5274949 45.8005401, 13.5273632 45.8006243, 13.5269568 45.8008842)",,,,,,
28831446,False,,Via dei Lussini,residential,True,222.595,"LINESTRING (13.5294998 45.8019732, 13.5274949 45.8005401)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,11.632,"LINESTRING (13.5294998 45.8019732, 13.5294003 45.8020515)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,False,70.078,"LINESTRING (13.5294998 45.8019732, 13.5299603 45.8015958, 13.5300818 45.801491)",,,,,,
28831456,False,,Via Padova,residential,True,110.097,"LINESTRING (13.528826 45.8025067, 13.529894 45.8031594)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,False,67.408,"LINESTRING (13.528826 45.8025067, 13.5294003 45.8020515)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,66.177,"LINESTRING (13.528826 45.8025067, 13.528265 45.8029553)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,False,15.49,"LINESTRING (13.5281374 45.8030625, 13.528265 45.8029553)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,69.839,"LINESTRING (13.5281374 45.8030625, 13.5278629 45.8032882, 13.527766 45.8034703, 13.5277289 45.8036058)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,True,49.899,"LINESTRING (13.5295353 45.8034197, 13.5292314 45.8038153)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,False,40.135999999999996,"LINESTRING (13.5295353 45.8034197, 13.529784 45.8032393, 13.529894 45.8031594)",,,,,,
28831452,False,,Via Trento,residential,True,39.345,"LINESTRING (13.5295353 45.8034197, 13.5293858 45.8034246, 13.5290529 45.8035162)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,False,49.899,"LINESTRING (13.5292314 45.8038153, 13.5295353 45.8034197)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,True,135.077,"LINESTRING (13.5292314 45.8038153, 13.5285478 45.8049327)",,,,,,
28831450,False,,Via Bologna,residential,True,36.022,"LINESTRING (13.5292314 45.8038153, 13.5290529 45.8035162)",,,,,,
28831454,True,,Via Brindisi,residential,False,180.779,"LINESTRING (13.5292314 45.8038153, 13.5307751 45.8041696, 13.5314466 45.8043237)",,,,,,
28831449,True,,Via Bari,residential,False,215.053,"LINESTRING (13.5312922 45.8046493, 13.5285478 45.8049327)",,,,,,
801051273,False,,Via Gioachino Rossini,residential,False,38.191,"LINESTRING (13.5312922 45.8046493, 13.5313618 45.8044723, 13.5314466 45.8043237)",,,,,,
801051273,False,,Via Gioachino Rossini,residential,True,263.233,"LINESTRING (13.5312922 45.8046493, 13.5312488 45.8048304, 13.5312154 45.8049145, 13.531141 45.8049969, 13.5310626 45.8050408, 13.5309843 45.8050846, 13.5303131 45.8053907, 13.5287781 45.8061287)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,False,66.177,"LINESTRING (13.528265 45.8029553, 13.528826 45.8025067)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,15.49,"LINESTRING (13.528265 45.8029553, 13.5281374 45.8030625)",,,,,,
28831450,False,,Via Bologna,residential,False,87.688,"LINESTRING (13.528265 45.8029553, 13.5288938 45.803357, 13.5290012 45.8034645, 13.5290529 45.8035162)",,,,,,
28831450,False,,Via Bologna,residential,False,36.022,"LINESTRING (13.5290529 45.8035162, 13.5292314 45.8038153)",,,,,,
28831450,False,,Via Bologna,residential,True,87.688,"LINESTRING (13.5290529 45.8035162, 13.5290012 45.8034645, 13.5288938 45.803357, 13.528265 45.8029553)",,,,,,
28831452,False,,Via Trento,residential,False,39.345,"LINESTRING (13.5290529 45.8035162, 13.5293858 45.8034246, 13.5295353 45.8034197)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,False,77.517,"LINESTRING (13.5282603 45.8044218, 13.5277951 45.8038047)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,61.024,"LINESTRING (13.5282603 45.8044218, 13.5285478 45.8049327)",,,,,,
28831451,True,,Via Trento,residential,False,121.223,"LINESTRING (13.5282603 45.8044218, 13.5287973 45.8036223, 13.5290529 45.8035162)",,,,,,
28831455,True,,Via Perugia,residential,False,165.433,"LINESTRING (13.5316872 45.8040603, 13.5311992 45.8037877, 13.5301373 45.8031945, 13.5300207 45.8031309)",,,,,,
801051273,False,,Via Gioachino Rossini,residential,False,52.407,"LINESTRING (13.5316872 45.8040603, 13.5318937 45.8039517, 13.5320888 45.8038695, 13.5321371 45.8038492, 13.5322523 45.8038028)",,,,,,
801051273,False,,Via Gioachino Rossini,residential,True,34.766999999999996,"LINESTRING (13.5316872 45.8040603, 13.5315492 45.8041968, 13.5314466 45.8043237)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,False,57.771,"LINESTRING (13.5300207 45.8031309, 13.5305612 45.8027732)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,True,10.32,"LINESTRING (13.5300207 45.8031309, 13.529894 45.8031594)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,False,10.32,"LINESTRING (13.529894 45.8031594, 13.5300207 45.8031309)",,,,,,
28831456,False,,Via Padova,residential,False,110.097,"LINESTRING (13.529894 45.8031594, 13.528826 45.8025067)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,True,40.135999999999996,"LINESTRING (13.529894 45.8031594, 13.529784 45.8032393, 13.5295353 45.8034197)",,,,,,
28831457,True,,Via Milano,residential,False,120.575,"LINESTRING (13.5294003 45.8020515, 13.5305612 45.8027732)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,False,11.632,"LINESTRING (13.5294003 45.8020515, 13.5294998 45.8019732)",,,,,,
149523446,False,,Via Callisto Cosulich,residential,True,67.408,"LINESTRING (13.5294003 45.8020515, 13.528826 45.8025067)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,True,57.771,"LINESTRING (13.5305612 45.8027732, 13.5300207 45.8031309)",,,,,,
28630490,False,,Via Giovanni Bonavia,residential,False,68.005,"LINESTRING (13.5305612 45.8027732, 13.5310479 45.8024385, 13.5311346 45.8023178)",,,,,,
28912424,False,,Vicolo dei Rettori,residential,True,11.869,"LINESTRING (13.5341993 45.8082447, 13.5343084 45.8081698)",,,,,,
"[28912425, 28912422]",True,,"['Vicolo dei Rettori', 'Via della Pietà']",residential,False,104.67099999999999,"LINESTRING (13.5341993 45.8082447, 13.5340013 45.8084203, 13.5334084 45.8081406, 13.5332495 45.8081948, 13.5331356 45.8081415)",,,,,,
28912424,False,,Vicolo dei Rettori,residential,False,11.869,"LINESTRING (13.5343084 45.8081698, 13.5341993 45.8082447)",,,,,,
205061418,True,,Via Giuseppe Garibaldi,tertiary,False,58.97,"LINESTRING (13.5273557 45.8087089, 13.5279706 45.8083966)",,,,,,
29980838,False,,Androna Pietro Zorutti,residential,False,76.72,"LINESTRING (13.527619 45.8091433, 13.5283415 45.8086717)",,,,,destination,
29980838,False,,Androna Pietro Zorutti,residential,True,76.72,"LINESTRING (13.5283415 45.8086717, 13.527619 45.8091433)",,,,,destination,
29980839,True,,Via del Rosario,residential,False,98.863,"LINESTRING (13.5296691 45.8088774, 13.53037 45.8085009, 13.5307185 45.8083779)",,,,,destination,
"[149523452, 803438229]",True,,"['Via Roma', 'Piazza Dante Alighieri']",residential,False,121.593,"LINESTRING (13.5296691 45.8088774, 13.5289141 45.8081692, 13.5287823 45.8080456, 13.5287334 45.8079997)",,,,,,
29980841,True,,Via Emilio Ceriani,residential,False,51.723,"LINESTRING (13.5311886 45.8081986, 13.531745 45.8079418)",,,,,destination,
149523444,True,,Via Nove Giugno,residential,False,81.142,"LINESTRING (13.5311886 45.8081986, 13.5317102 45.8088313)",,,,,,
29980839,True,,Via del Rosario,residential,False,41.535,"LINESTRING (13.5307185 45.8083779, 13.5311886 45.8081986)",,,,,destination,
29980844,False,,Vicolo Emilio Ceriani,residential,False,66.621,"LINESTRING (13.5313861 45.8073974, 13.531745 45.8079418)",,,,,destination,
29980841,True,,Via Emilio Ceriani,residential,False,58.955,"LINESTRING (13.531745 45.8079418, 13.532379 45.8076489)",,,,,destination,
29980844,False,,Vicolo Emilio Ceriani,residential,True,66.621,"LINESTRING (13.531745 45.8079418, 13.5313861 45.8073974)",,,,,destination,
149393362,True,,Via Marziale,residential,False,129.849,"LINESTRING (13.5378539 45.8077999, 13.537585 45.8074436, 13.5375325 45.807374, 13.5370798 45.8067643)",,,,,,
72881556,True,,Via dei Cipressi,primary,False,24.296,"LINESTRING (13.5302346 45.8011293, 13.5302688 45.8010379, 13.5303017 45.800916)",,,,,,
1215536292,True,1,Via Callisto Cosulich,primary,False,15.110999999999999,"LINESTRING (13.5302346 45.8011293, 13.5302883 45.8011038, 13.5303503 45.8010903, 13.5304153 45.8010897)",,,,,,roundabout
72881557,True,,Via Callisto Cosulich,tertiary,False,20.969,"LINESTRING (13.5306966 45.8010058, 13.5305883 45.8011786)",,,,,,
1215533030,True,1,Via Callisto Cosulich,primary,False,5.549,"LINESTRING (13.5304153 45.8010897, 13.5304838 45.8011042)",,,,,,roundabout
230750097,True,1,Via Callisto Cosulich,primary,False,21.889,"LINESTRING (13.5301835 45.8013105, 13.5301643 45.8012654, 13.5301652 45.8012183, 13.5301892 45.8011698, 13.5302346 45.8011293)",,,,,,roundabout
72881546,True,,Via Callisto Cosulich,unclassified,False,20.984,"LINESTRING (13.5303112 45.8013909, 13.5301869 45.8014426, 13.5300818 45.801491)",,,,,,
230750097,True,1,Via Callisto Cosulich,primary,False,13.652,"LINESTRING (13.5303112 45.8013909, 13.5302589 45.8013723, 13.5302153 45.8013449, 13.5301835 45.8013105)",,,,,,roundabout
586198647,True,,Viale Oscar Cosulich,primary,False,189.851,"LINESTRING (13.5312354 45.802245, 13.5313714 45.8024292, 13.5319382 45.8031972, 13.5322536 45.8036246, 13.5323559 45.8037632)",,,,,,
586198647,True,,Viale Oscar Cosulich,primary,False,114.959,"LINESTRING (13.5305753 45.8013262, 13.5305983 45.8014219, 13.5306243 45.8014838, 13.5311766 45.8021717, 13.5312354 45.802245)",,,,,,
1008903258,True,1,Via Callisto Cosulich,primary,False,18.904,"LINESTRING (13.5305753 45.8013262, 13.5305356 45.8013594, 13.5304842 45.8013838, 13.5304253 45.8013973, 13.5303677 45.8013993)",,,,,,roundabout
72881548,True,,Via Callisto Cosulich,tertiary,False,19.795,"LINESTRING (13.5304838 45.8011042, 13.5306966 45.8010058)",,,,,,
1008903259,True,1,Via Callisto Cosulich,primary,False,11.747,"LINESTRING (13.5304838 45.8011042, 13.5305452 45.8011352, 13.5305883 45.8011786)",,,,,,roundabout
72881552,True,,Via dei Cipressi,primary,False,21.34,"LINESTRING (13.5303017 45.800916, 13.530353 45.801018, 13.5304153 45.8010897)",,,,,,
801051273,False,,Via Gioachino Rossini,residential,True,9.159,"LINESTRING (13.5323559 45.8037632, 13.5322523 45.8038028)",,,,,,
586198647,True,,Viale Oscar Cosulich,primary,False,138.728,"LINESTRING (13.5323559 45.8037632, 13.5326262 45.804125, 13.5331425 45.804809, 13.5331837 45.8048348, 13.5332199 45.8048473)",,,,,,
1008903254,True,1,Via Callisto Cosulich,primary,False,17.054,"LINESTRING (13.5305883 45.8011786, 13.5306077 45.8012279, 13.5306032 45.801279, 13.5305753 45.8013262)",,,,,,roundabout
205061418,True,,Via Giuseppe Garibaldi,tertiary,False,149.026,"LINESTRING (13.5287334 45.8079997, 13.5289493 45.8078898, 13.529661 45.8075272, 13.5301686 45.8072687, 13.5302858 45.807209)",,,,,,
"[803438229, 803438230]",True,,"['Via Roma', 'Piazza Dante Alighieri']",residential,False,132.528,"LINESTRING (13.5287334 45.8079997, 13.5285769 45.8078522, 13.5277116 45.8070441)",,,,,,
"[204041088, 27991929, 27991904]",False,,Salita Tommaso Mocenigo,residential,True,95.13399999999999,"LINESTRING (13.5387337 45.8091376, 13.5386691 45.8090741, 13.5386047 45.8089896, 13.5385514 45.8088902, 13.5385179 45.8088584, 13.5384482 45.8088481, 13.5377541 45.8089018)",,,,yes,,
28912151,True,,Via San Vincenzo de Paoli,residential,False,108.418,"LINESTRING (13.5308339 45.8093496, 13.5307185 45.8083779)",,,,,destination,
40096437,True,2,Via Duca d'Aosta,tertiary,False,56.129000000000005,"LINESTRING (13.5308339 45.8093496, 13.5306524 45.8093587, 13.5303131 45.8093705, 13.5301113 45.8093821)",50,,,,,
230750097,True,1,Via Callisto Cosulich,primary,False,4.478,"LINESTRING (13.5303677 45.8013993, 13.5303112 45.8013909)",,,,,,roundabout
40096436,True,2,Via Fratelli Rosselli,tertiary,False,41.935,"LINESTRING (13.5331356 45.8081415, 13.5328461 45.8084601)",50,,,,,
461017074,False,,Androna del Forno,residential,False,23.887,"LINESTRING (13.5317102 45.8088313, 13.5314428 45.8089381)",,,,,,
149523444,True,,Via Nove Giugno,residential,False,53.888,"LINESTRING (13.5317102 45.8088313, 13.5319256 45.8090925, 13.5320553 45.809252)",,,,,,
461017074,False,,Androna del Forno,residential,True,23.887,"LINESTRING (13.5314428 45.8089381, 13.5317102 45.8088313)",,,,,,
9345932,False,2,Viale Giuseppe Verdi,primary,False,95.4,"LINESTRING (13.5328966 45.805019, 13.5327568 45.8050584, 13.5325984 45.8050912, 13.5319963 45.8052134, 13.5317199 45.8052688)",,,,,,
1188899241,True,2,Viale Giuseppe Verdi,primary,False,17.408,"LINESTRING (13.5328966 45.805019, 13.5329824 45.8049433, 13.5330477 45.8049041)",,,,,,
1188899239,True,2,Via Arrigo Boito,primary,False,22.405,"LINESTRING (13.5332199 45.8048473, 13.5332922 45.8048539, 13.5333614 45.8048527, 13.5335081 45.8048581)",,,,,,
1188899242,True,,,primary,False,13.653,"LINESTRING (13.5332199 45.8048473, 13.5332573 45.8048635, 13.5332847 45.8048876, 13.5332989 45.8049166, 13.5332983 45.8049473)",,,,,,
1188899245,True,,,primary,False,3.147,"LINESTRING (13.5331334 45.805017, 13.5330969 45.8050046)",,,,,,
1188899245,True,,,primary,False,12.573,"LINESTRING (13.5330969 45.8050046, 13.5330678 45.8049849, 13.5330488 45.8049599, 13.5330419 45.8049321, 13.5330477 45.8049041)",,,,,,
1239961149,True,2,Viale Giuseppe Verdi,primary,False,15.82,"LINESTRING (13.5330969 45.8050046, 13.5330412 45.8050005, 13.5329831 45.8050018, 13.5328966 45.805019)",,,,,,
149393368,True,,Viale Oscar Cosulich,primary,False,137.947,"LINESTRING (13.5330477 45.8049041, 13.5330504 45.804879, 13.5330471 45.8048364, 13.5325266 45.8041643, 13.5322523 45.8038028)",,,,,,
1188899238,True,,,primary,False,16.529,"LINESTRING (13.5330477 45.8049041, 13.5330656 45.8048787, 13.533094 45.8048585, 13.5331332 45.8048446, 13.5331769 45.8048407, 13.5332199 45.8048473)",,,,,,
1215536291,True,,,primary,False,3.415,"LINESTRING (13.5332983 45.8049473, 13.533283 45.8049761)",,,,,,
1188899243,True,,Viale San Marco,tertiary,False,19.520000000000003,"LINESTRING (13.533283 45.8049761, 13.5333005 45.8050491, 13.5333137 45.8050964, 13.5333396 45.8051466)",,,,,,
1188899244,True,,,primary,False,13.379000000000001,"LINESTRING (13.533283 45.8049761, 13.5332548 45.8049996, 13.5332168 45.8050152, 13.5331736 45.8050209, 13.5331334 45.805017)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,True,71.214,"LINESTRING (13.5335081 45.8048581, 13.5337856 45.8047918, 13.5343452 45.8045972)",,,,,,
1215533031,True,2,Via Arrigo Boito,primary,False,19.258000000000003,"LINESTRING (13.5335081 45.8048581, 13.533384 45.804896, 13.5332983 45.8049473)",,,,,,
778331627,False,,Viale San Marco,tertiary,True,39.169,"LINESTRING (13.5333396 45.8051466, 13.5335777 45.8054573)",,,,,,
1188899240,True,,Viale San Marco,tertiary,False,21.592,"LINESTRING (13.5333396 45.8051466, 13.5332829 45.805104, 13.5332416 45.8050745, 13.5331334 45.805017)",,,,,,
