osmid,lanes,highway,width,oneway,reversed,length,geometry
472503077,2,secondary,6,False,True,618.445,"LINESTRING (48.2786208 14.4579737, 48.2794576 14.4577036, 48.2814961 14.4562283, 48.2831698 14.4569763, 48.2836381 14.4569097)"
472503080,2,residential,,False,False,962.211,"LINESTRING (48.2786208 14.4579737, 48.2793289 14.4604255, 48.2802301 14.4605294, 48.2819038 14.4598645, 48.2836419 14.4574127, 48.2836381 14.4569097)"
472503077,2,secondary,6,False,False,618.445,"LINESTRING (48.2836381 14.4569097, 48.2831698 14.4569763, 48.2814961 14.4562283, 48.2794576 14.4577036, 48.2786208 14.4579737)"
472503080,2,residential,,False,True,962.211,"LINESTRING (48.2836381 14.4569097, 48.2836419 14.4574127, 48.2819038 14.4598645, 48.2802301 14.4605294, 48.2793289 14.4604255, 48.2786208 14.4579737)"
