osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,tunnel
7358951,Vrije Nesse,tertiary,30,False,False,20.719,"LINESTRING (4.7466724 52.0791587, 4.7463806 52.0792093)",,,
"[7358878, 7358951]",Vrije Nesse,tertiary,"['30', '50']",False,True,66.19,"LINESTRING (4.7466724 52.0791587, 4.7468198 52.0791424, 4.7469499 52.0791224, 4.7472896 52.0790406, 4.7473281 52.0790313, 4.7474062 52.0790125, 4.7475777 52.078956)",,,
7358951,Vrije Nesse,tertiary,30,False,False,47.496,"LINESTRING (4.7463806 52.0792093, 4.7457107 52.0793231)",,,
7358951,Vrije Nesse,tertiary,30,False,True,20.719,"LINESTRING (4.7463806 52.0792093, 4.7466724 52.0791587)",,,
7358961,Schoutendreef,residential,,False,True,67.291,"LINESTRING (4.7463806 52.0792093, 4.7464698 52.0793349, 4.7466309 52.0795332, 4.7467864 52.0797604)",,,
7358951,Vrije Nesse,tertiary,30,False,True,5.5,"LINESTRING (4.745635 52.0793399, 4.7457107 52.0793231)",,,
7358951,Vrije Nesse,tertiary,30,False,False,73.4,"LINESTRING (4.745635 52.0793399, 4.7451417 52.0794782, 4.7447308 52.0795936, 4.7446579 52.079614)",,,
7358961,Schoutendreef,residential,,False,False,75.714,"LINESTRING (4.745635 52.0793399, 4.7457942 52.0795291, 4.7458862 52.0796488, 4.7459187 52.0796911, 4.7461193 52.0799522)",,,
7358951,Vrije Nesse,tertiary,30,False,False,5.5,"LINESTRING (4.7457107 52.0793231, 4.745635 52.0793399)",,,
7358951,Vrije Nesse,tertiary,30,False,True,47.496,"LINESTRING (4.7457107 52.0793231, 4.7463806 52.0792093)",,,
265911029,Goudseweg,residential,50,False,False,45.204,"LINESTRING (4.7477319 52.0793451, 4.7479514 52.0796112, 4.748031 52.0797077)",,,
7358884,Ambachtshof,residential,,False,False,62.852000000000004,"LINESTRING (4.7446579 52.079614, 4.7448907 52.0799276, 4.745031 52.0801306)",,,
7358951,Vrije Nesse,tertiary,30,False,False,39.722,"LINESTRING (4.7446579 52.079614, 4.7442545 52.0797171, 4.7441107 52.079725)",,,
7358951,Vrije Nesse,tertiary,30,False,True,73.4,"LINESTRING (4.7446579 52.079614, 4.7447308 52.0795936, 4.7451417 52.0794782, 4.745635 52.0793399)",,,
7358951,Vrije Nesse,tertiary,30,False,True,9.32,"LINESTRING (4.7439749 52.0797327, 4.7441107 52.079725)",,,
7358884,Ambachtshof,residential,,False,True,72.35499999999999,"LINESTRING (4.7439749 52.0797327, 4.7439711 52.0798627, 4.7440808 52.0800127, 4.7443294 52.0803345)",,,
7358951,Vrije Nesse,tertiary,30,False,False,9.32,"LINESTRING (4.7441107 52.079725, 4.7439749 52.0797327)",,,
7358951,Vrije Nesse,tertiary,30,False,True,39.722,"LINESTRING (4.7441107 52.079725, 4.7442545 52.0797171, 4.7446579 52.079614)",,,
7358883,Schoutendreef,residential,,False,False,50.329,"LINESTRING (4.7467864 52.0797604, 4.7461193 52.0799522)",,,
7358961,Schoutendreef,residential,,False,True,316.817,"LINESTRING (4.7467864 52.0797604, 4.7469604 52.0799123, 4.7470606 52.0799522, 4.7472258 52.0801613, 4.7472889 52.0801697, 4.7473065 52.0801924, 4.7477185 52.0807235, 4.7476912 52.0807611, 4.7469706 52.080968, 4.746887 52.0809711, 4.7467861 52.0808478, 4.746728 52.0807782, 4.7464728 52.080434, 4.7461193 52.0799522)",,,
7358961,Schoutendreef,residential,,False,False,67.291,"LINESTRING (4.7467864 52.0797604, 4.7466309 52.0795332, 4.7464698 52.0793349, 4.7463806 52.0792093)",,,
7357873,De Werf,residential,,False,False,131.173,"LINESTRING (4.758342 52.0797775, 4.7582195 52.0797842, 4.7581031 52.0798017, 4.7573261 52.0799504, 4.7565072 52.0801176)",,,
7358174,De Bleek,residential,,False,False,175.955,"LINESTRING (4.758342 52.0797775, 4.7584498 52.0802715, 4.7583669 52.0802939, 4.7582816 52.0803141, 4.7577305 52.0804138, 4.7576157 52.0804938, 4.7568239 52.0806544)",,,
7358883,Schoutendreef,residential,,False,True,50.329,"LINESTRING (4.7461193 52.0799522, 4.7467864 52.0797604)",,,
7358961,Schoutendreef,residential,,False,False,316.817,"LINESTRING (4.7461193 52.0799522, 4.7464728 52.080434, 4.746728 52.0807782, 4.7467861 52.0808478, 4.746887 52.0809711, 4.7469706 52.080968, 4.7476912 52.0807611, 4.7477185 52.0807235, 4.7473065 52.0801924, 4.7472889 52.0801697, 4.7472258 52.0801613, 4.7470606 52.0799522, 4.7469604 52.0799123, 4.7467864 52.0797604)",,,
7358961,Schoutendreef,residential,,False,True,75.714,"LINESTRING (4.7461193 52.0799522, 4.7459187 52.0796911, 4.7458862 52.0796488, 4.7457942 52.0795291, 4.745635 52.0793399)",,,
7357812,De Deel,unclassified,,False,False,27.909,"LINESTRING (4.7558096 52.0810491, 4.7559383 52.0812873)",,,
7358170,De Werf,residential,30,False,True,21.737,"LINESTRING (4.7562041 52.0801769, 4.7565072 52.0801176)",,,
260614416,De Werf,residential,,False,False,30.829,"LINESTRING (4.7562041 52.0801769, 4.7557721 52.0802568)",,,
341618682,Landlust,residential,30,False,False,111.719,"LINESTRING (4.7562041 52.0801769, 4.7566916 52.0811359)",,,
7357836,Landlust,residential,30,False,False,63.492,"LINESTRING (4.7565072 52.0801176, 4.7568239 52.0806544)",,,
7358170,De Werf,residential,30,False,False,21.737,"LINESTRING (4.7565072 52.0801176, 4.7562041 52.0801769)",,,
7357873,De Werf,residential,,False,True,131.173,"LINESTRING (4.7565072 52.0801176, 4.7573261 52.0799504, 4.7581031 52.0798017, 4.7582195 52.0797842, 4.758342 52.0797775)",,,
7357833,Kapberg,residential,,False,False,6.82,"LINESTRING (4.7542224 52.0805547, 4.7543182 52.0805375)",,,
7357833,Kapberg,residential,,False,True,135.49599999999998,"LINESTRING (4.7542224 52.0805547, 4.7534057 52.0807088, 4.7526432 52.0808673, 4.7523367 52.080931)",,,
1125825385,Spoorlaan,residential,30,False,False,71.72,"LINESTRING (4.7512308 52.0806084, 4.7502331 52.0808086)",,,
7357804,Prins Bernhardstraat,residential,30,True,False,188.71499999999997,"LINESTRING (4.7512308 52.0806084, 4.7515992 52.081156, 4.7518246 52.0814917, 4.7523107 52.0821703)",,,
"[7357841, 7358118]",Prinses Beatrixstraat,residential,30,False,"[False, True]",107.321,"LINESTRING (4.7512308 52.0806084, 4.7519971 52.0804973, 4.7523367 52.080931)",,,
7357836,Landlust,residential,30,False,True,63.492,"LINESTRING (4.7568239 52.0806544, 4.7565072 52.0801176)",,,
7358084,Landlust,residential,,False,False,48.373,"LINESTRING (4.7568239 52.0806544, 4.7570331 52.08107)",,,
7358174,De Bleek,residential,,False,True,175.955,"LINESTRING (4.7568239 52.0806544, 4.7576157 52.0804938, 4.7577305 52.0804138, 4.7582816 52.0803141, 4.7583669 52.0802939, 4.7584498 52.0802715, 4.758342 52.0797775)",,,
1125825385,Spoorlaan,residential,30,False,True,71.72,"LINESTRING (4.7502331 52.0808086, 4.7512308 52.0806084)",,,
7358078,Prinsenstraat,residential,30,True,False,294.941,"LINESTRING (4.7502331 52.0808086, 4.75106 52.0819108, 4.7519749 52.0831646, 4.752018 52.0832236)",,,
"[1125825385, 824697314]",Spoorlaan,residential,30,False,False,74.988,"LINESTRING (4.7502331 52.0808086, 4.7495149 52.0809596, 4.7494207 52.0809865, 4.7493834 52.0809972, 4.7493415 52.08101, 4.7492102 52.0810499)",,,
7357833,Kapberg,residential,,False,False,135.496,"LINESTRING (4.7523367 52.080931, 4.7526432 52.0808673, 4.7534057 52.0807088, 4.7542224 52.0805547)",,,
7358118,Prinses Beatrixstraat,residential,30,False,False,74.215,"LINESTRING (4.7523367 52.080931, 4.7523598 52.0809649, 4.7525866 52.0812972, 4.7527567 52.0815465)",,,
"[7357841, 7358118]",Prinses Beatrixstraat,residential,30,False,"[False, True]",107.321,"LINESTRING (4.7523367 52.080931, 4.7519971 52.0804973, 4.7512308 52.0806084)",,,
7357982,Zomerhuis,residential,,False,False,24.46,"LINESTRING (4.7570331 52.08107, 4.7566916 52.0811359)",,,
7358084,Landlust,residential,,False,True,48.373,"LINESTRING (4.7570331 52.08107, 4.7568239 52.0806544)",,,
7358137,Landlust,residential,,False,False,63.179,"LINESTRING (4.7570331 52.08107, 4.757199 52.0814134, 4.7573926 52.0815864)",,,
7358023,De Deel,unclassified,,False,False,30.115,"LINESTRING (4.7554836 52.0810936, 4.7556108 52.0813529)",,,
7357982,Zomerhuis,residential,,False,False,54.159,"LINESTRING (4.7566916 52.0811359, 4.7559383 52.0812873)",,,
7357982,Zomerhuis,residential,,False,True,24.46,"LINESTRING (4.7566916 52.0811359, 4.7570331 52.08107)",,,
341618682,Landlust,residential,30,False,True,111.719,"LINESTRING (4.7566916 52.0811359, 4.7562041 52.0801769)",,,
7357895,Nieuwstraat,living_street,15,True,False,290.136,"LINESTRING (4.7482566 52.0812537, 4.7482939 52.0812981, 4.7483065 52.0813131, 4.7488018 52.0819044, 4.748901 52.0820227, 4.7490008 52.0821419, 4.7502003 52.0835735)",,,
615696102,Spoorlaan,tertiary,50,False,False,70.196,"LINESTRING (4.7482566 52.0812537, 4.7481127 52.0812827, 4.7472805 52.0814504)",,,
"[1125825384, 7358225]",Spoorlaan,tertiary,50,False,True,69.282,"LINESTRING (4.7482566 52.0812537, 4.7483935 52.0812277, 4.7487709 52.0811627, 4.7491076 52.0810905, 4.7492102 52.0810499)",,,
7357982,Zomerhuis,residential,,False,False,56.141,"LINESTRING (4.7556108 52.0813529, 4.7548275 52.0815052)",,,
7358023,De Deel,unclassified,,False,True,30.115,"LINESTRING (4.7556108 52.0813529, 4.7554836 52.0810936)",,,
7357982,Zomerhuis,residential,,False,True,23.54,"LINESTRING (4.7556108 52.0813529, 4.7557938 52.0813151, 4.7559383 52.0812873)",,,
7357812,De Deel,unclassified,,False,True,27.909,"LINESTRING (4.7559383 52.0812873, 4.7558096 52.0810491)",,,
7357982,Zomerhuis,residential,,False,True,54.159,"LINESTRING (4.7559383 52.0812873, 4.7566916 52.0811359)",,,
7357982,Zomerhuis,residential,,False,False,23.54,"LINESTRING (4.7559383 52.0812873, 4.7557938 52.0813151, 4.7556108 52.0813529)",,,
7358821,Spoorstraat,residential,30,True,False,197.734,"LINESTRING (4.7472805 52.0814504, 4.7479517 52.0821831, 4.7483449 52.0826124, 4.7484726 52.0827518, 4.7487 52.083)",,,
615696102,Spoorlaan,tertiary,50,False,True,70.196,"LINESTRING (4.7472805 52.0814504, 4.7481127 52.0812827, 4.7482566 52.0812537)",,,
"[7358913, 1117412710, 7358911]",Stationsplein,tertiary,"['50', '30']",False,False,86.013,"LINESTRING (4.7472805 52.0814504, 4.7472335 52.0814629, 4.7471523 52.0814844, 4.747053 52.0815359, 4.7469714 52.0816076, 4.7469055 52.0816889, 4.7468502 52.0817749, 4.7468017 52.0818193, 4.7467445 52.0818472, 4.7464893 52.0818953, 4.7464517 52.0819024, 4.7463731 52.0819172)",,,
7357820,Zonneweide,residential,,False,True,128.11700000000002,"LINESTRING (4.7527567 52.0815465, 4.7529657 52.0815066, 4.753 52.0815, 4.7537373 52.0813476, 4.7545418 52.0811945)",,,
7358118,Prinses Beatrixstraat,residential,30,False,False,102.323,"LINESTRING (4.7527567 52.0815465, 4.7530258 52.0819335, 4.7528086 52.0820123, 4.7523107 52.0821703)",,,
7358118,Prinses Beatrixstraat,residential,30,False,True,74.215,"LINESTRING (4.7527567 52.0815465, 4.7525866 52.0812972, 4.7523598 52.0809649, 4.7523367 52.080931)",,,
7357776,Zomerhuis,unclassified,,False,False,23.113,"LINESTRING (4.7547417 52.0815036, 4.7546942 52.0817094)",,,
7357982,Zomerhuis,residential,,False,True,5.866,"LINESTRING (4.7547417 52.0815036, 4.7548275 52.0815052)",,,
7357822,Koetshuis,residential,,True,False,37.356,"LINESTRING (4.7547417 52.0815036, 4.7546876 52.0814653, 4.7545418 52.0811945)",,,
