osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,width,bridge,access
"[7126442, 1164504450]",True,"['Maasboulevard', 'Maasmolendijk']",secondary,50,False,104.424,"LINESTRING (5.6935036 50.8556709, 5.6935086 50.8556033, 5.6935135 50.8555962, 5.6935267 50.8555771, 5.6935884 50.8554879, 5.69369 50.8553105, 5.6937684 50.8551535, 5.693795 50.8550738, 5.6938549 50.8547653)",,,,,
"[7126916, 7126910]",True,"['Hondstraat', 'Bredestraat']",tertiary,30,False,283.829,"LINESTRING (5.6917651 50.8468374, 5.6916218 50.8471016, 5.6915489 50.8472342, 5.6915105 50.8473084, 5.69147 50.8473818, 5.6914478 50.8474288, 5.6914257 50.8474826, 5.6913933 50.847579, 5.6913589 50.8476976, 5.6913331 50.8478135, 5.6909793 50.847876, 5.6907952 50.8479125, 5.6906514 50.8479451, 5.6905134 50.8479848, 5.6903714 50.8480314, 5.6902644 50.8480715, 5.6902082 50.8481056, 5.6901425 50.8481404, 5.6900645 50.8481739, 5.6899769 50.8482063, 5.6899053 50.8482325, 5.6898207 50.8482593, 5.6896863 50.8482971, 5.689563 50.8483333, 5.6894957 50.8483504, 5.6894188 50.8483675, 5.6892486 50.8484017, 5.689123 50.8484257)",,,,,
40565729,True,Kapoenstraat,residential,30,False,49.540000000000006,"LINESTRING (5.690017 50.8469739, 5.689956 50.8470379, 5.6898642 50.8471496, 5.6897619 50.8473024, 5.6897097 50.8473743)",,,,,
"[7126908, 7126706, 7126699, 7126708]",False,"['Onze Lieve Vrouweplein', 'Graanmarkt']",residential,30,"[False, True]",165.924,"LINESTRING (5.6948244 50.8471319, 5.694671 50.8471216, 5.6943054 50.8471061, 5.6941293 50.8471025, 5.6940814 50.8471032, 5.6939859 50.8471032, 5.6935093 50.8470958, 5.6934416 50.8470949, 5.6933679 50.8470971, 5.6932995 50.8471032, 5.693229 50.8471113, 5.6930922 50.8471356, 5.6929591 50.8471717, 5.6928901 50.8471944, 5.6928729 50.8472095, 5.6928601 50.8472273, 5.69285 50.8472482, 5.6928441 50.8472657, 5.6928117 50.8474387)",,,,,
647247870,True,Het Bat,residential,30,False,96.262,"LINESTRING (5.6948244 50.8471319, 5.6948342 50.847208, 5.6948493 50.8473109, 5.69488 50.84742, 5.6949779 50.8477317, 5.6949958 50.8477957, 5.6950083 50.8478542, 5.6950194 50.8479211, 5.6950231 50.8479872)",,,,,
"[647247873, 1061011974]",True,Graanmarkt,residential,30,False,36.495,"LINESTRING (5.6948244 50.8471319, 5.6949444 50.8471173, 5.6950065 50.8471255, 5.6952067 50.8471533, 5.6953327 50.8471713)",,,,,
7127010,True,Graanmarkt,residential,50,False,13.481,"LINESTRING (5.6953327 50.8471713, 5.6954707 50.8472556)",,,,,
871373595,True,Graanmarkt,residential,50,False,11.212,"LINESTRING (5.6954707 50.8472556, 5.6953139 50.8472365)",,,,,
"[1227028000, 61225408, 647247876, 7127018, 1227027979, 1227028202, 1227027985, 1149007730, 1227027987, 1227027995, 1227027998]",True,Maasboulevard,secondary,50,False,760.5099999999999,"LINESTRING (5.6954707 50.8472556, 5.6954473 50.8473282, 5.6953652 50.8475834, 5.6952499 50.8479532, 5.695214 50.8480474, 5.695173 50.8481684, 5.6951072 50.8483406, 5.6950136 50.848539, 5.6949124 50.8487525, 5.6947509 50.8490699, 5.6946315 50.8493084, 5.6945655 50.8494499, 5.6944405 50.8497741, 5.6942972 50.850208, 5.694183 50.850626, 5.694133 50.8508243, 5.6940741 50.8511489, 5.6940392 50.8513659, 5.6940132 50.8515586, 5.6940029 50.8516681, 5.6939821 50.851948, 5.6939642 50.8523059, 5.6939585 50.8525107, 5.6939604 50.8528347, 5.6939595 50.8530306, 5.6939576 50.8532265, 5.6939585 50.8533736, 5.6939585 50.8534879, 5.6939623 50.8537553, 5.6939585 50.8538241, 5.6939583 50.8538485, 5.693958 50.8538797, 5.6939598 50.8539871)","['1', '2']",yes,,,
347976791,True,Kapoenstraat,residential,30,False,22.731,"LINESTRING (5.6897097 50.8473743, 5.689558 50.8475549)",,,,,
