osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge,width,tunnel
"[6489713, 6489651]","['Zaailand', 'Westerkade']",unclassified,30,True,False,168.76299999999998,"LINESTRING (5.7892842 53.1988592, 5.789215 53.1988668, 5.7891558 53.198879, 5.7890969 53.198897, 5.7890534 53.1989148, 5.7890105 53.1989377, 5.7889737 53.1989602, 5.7889388 53.1989845, 5.7889101 53.1990127, 5.7888889 53.1990426, 5.7888702 53.1990757, 5.7888591 53.1991024, 5.7888514 53.1991289, 5.7888452 53.1991554, 5.788847 53.1991853, 5.7888908 53.1994186, 5.7889595 53.1998253, 5.7889729 53.1998599, 5.7889916 53.199881, 5.7890218 53.1998916, 5.7890977 53.1998883, 5.789566 53.1998236)",,,,,
"[1043815714, 6489711]",Arendsstraat,residential,30,True,False,108.963,"LINESTRING (5.7892842 53.1988592, 5.7893522 53.1992029, 5.7894338 53.1994529, 5.7894543 53.1995115, 5.7894613 53.1995315, 5.7895484 53.1997804, 5.789566 53.1998236)",,,,,
593483610,Westersingel,secondary,50,False,False,177.52799999999996,"LINESTRING (5.7879044 53.1988788, 5.7879449 53.1990025, 5.788001 53.1992079, 5.7880793 53.1994939, 5.7880869 53.1995226, 5.7881152 53.1996331, 5.7881296 53.19973, 5.7881315 53.1997871, 5.7881298 53.1998827, 5.7881165 53.2000801, 5.7880906 53.2004639)",,,,,
593483610,Westersingel,secondary,50,False,True,44.62,"LINESTRING (5.7879044 53.1988788, 5.7878517 53.1987506, 5.7877887 53.1986325, 5.7877813 53.1986186, 5.7877027 53.1984967)",,,,,
6488583,Romkeslaan,residential,30,False,True,96.31,"LINESTRING (5.7989724 53.1990439, 5.7989895 53.1989925, 5.7989976 53.1989648, 5.7992585 53.1981949)",,,,,
"[6490060, 6490052]","['Beursplein', 'Willemskade']",unclassified,30,False,"[False, True]",154.50900000000001,"LINESTRING (5.7959886 53.1991907, 5.7958831 53.1985566, 5.7958009 53.1984229, 5.7947898 53.1984936)",,,,,
"[6490049, 6490051, 1044588086, 1044588087]","['Zuiderstraat', 'Zaailand']",unclassified,30,False,False,163.738,"LINESTRING (5.7959886 53.1991907, 5.7958129 53.1992063, 5.7957545 53.1992697, 5.7956676 53.1992758, 5.7950498 53.1993188, 5.7950263 53.1992236, 5.7950063 53.1991299, 5.7949417 53.1988145, 5.7948524 53.1987944, 5.7947898 53.1984936)",,,,,
395308876,Zaailand,unclassified,30,False,True,46.668000000000006,"LINESTRING (5.7959886 53.1991907, 5.7965709 53.1991344, 5.7966294 53.1991295, 5.7966806 53.1991252)",,,,,
530844851,Nieuweweg,secondary_link,30,True,False,17.344,"LINESTRING (5.7974118 53.1990961, 5.7973668 53.1990915, 5.7973187 53.1990883, 5.7972584 53.1990917, 5.7971527 53.1990896)",,,,,
902000883,Wirdumerpoortsdwinger,secondary,50,True,False,17.695,"LINESTRING (5.7974118 53.1990961, 5.7973328 53.1990318, 5.7972533 53.1989684)",1,,,,
1228210865,Weaze,unclassified,30,False,True,6.46,"LINESTRING (5.7980732 53.1993311, 5.7980474 53.1993871)",,,,,
32080600,Nieuweweg,secondary,50,True,False,51.614000000000004,"LINESTRING (5.7980732 53.1993311, 5.797914 53.1992916, 5.7977651 53.1992439, 5.7976089 53.199192, 5.7976013 53.1991889, 5.7974922 53.1991438, 5.7974506 53.1991217, 5.7974118 53.1990961)",1,,,,
6489713,Zaailand,unclassified,30,True,False,129.652,"LINESTRING (5.7904596 53.1997002, 5.7907774 53.1996564, 5.7908817 53.1996417, 5.7914555 53.1995676, 5.7915533 53.1995558, 5.7921254 53.199487, 5.7923634 53.1994577)",,,,,
"[6489699, 6489742]",Weaze,"['residential', 'unclassified']",30,True,False,89.07000000000001,"LINESTRING (5.7980835 53.1997415, 5.7980639 53.1997978, 5.798029 53.199982, 5.7980291 53.1999881, 5.7980305 53.2000434, 5.7980919 53.2003108, 5.7981351 53.2004803, 5.7982261 53.2004898)",,,,,
6489713,Zaailand,unclassified,30,True,False,61.083,"LINESTRING (5.789566 53.1998236, 5.7904596 53.1997002)",,,,,
755690716,Ossekop,unclassified,30,True,False,38.281,"LINESTRING (5.7990859 53.2001964, 5.7988449 53.2004595, 5.7987995 53.2004943)",,,,,
755690717,Zwitserswaltje,residential,30,False,True,57.629999999999995,"LINESTRING (5.7990859 53.2001964, 5.798834 53.2001603, 5.7985942 53.2001227, 5.7982466 53.2000706)",,,,,
593483610,Westersingel,secondary,50,False,False,163.15200000000004,"LINESTRING (5.7880906 53.2004639, 5.7880837 53.2005448, 5.7880727 53.2005975, 5.7880524 53.2006503, 5.7880307 53.2006918, 5.788009 53.2007294, 5.7879756 53.2007719, 5.7879362 53.2008147, 5.7878949 53.200851, 5.7878525 53.2008863, 5.7877669 53.2009396, 5.7876748 53.2009901, 5.7874985 53.2010789, 5.7873621 53.2011502, 5.7872009 53.2012353, 5.7870331 53.2013196, 5.7869644 53.2013638, 5.78689 53.2014234, 5.7868456 53.2014672, 5.7868069 53.2015174, 5.7867779 53.2015604, 5.786753 53.2016068, 5.7867435 53.2016269)",,,,,
593483610,Westersingel,secondary,50,False,True,177.528,"LINESTRING (5.7880906 53.2004639, 5.7881165 53.2000801, 5.7881298 53.1998827, 5.7881315 53.1997871, 5.7881296 53.19973, 5.7881152 53.1996331, 5.7880869 53.1995226, 5.7880793 53.1994939, 5.788001 53.1992079, 5.7879449 53.1990025, 5.7879044 53.1988788)",,,,,
1094266883,Fonteinstraat,tertiary,30,False,False,20.745,"LINESTRING (5.7880906 53.2004639, 5.7879486 53.2004657, 5.787877 53.2004663, 5.78778 53.2004738)",,,,,
1094266884,Elizabethstraat,residential,30,False,False,5.124,"LINESTRING (5.78778 53.2004738, 5.7877433 53.2004333)",,,,,
1094266883,Fonteinstraat,tertiary,30,False,True,20.745,"LINESTRING (5.78778 53.2004738, 5.787877 53.2004663, 5.7879486 53.2004657, 5.7880906 53.2004639)",,,,,
"[6489970, 1075381990, 6489871]",Groot Schavernek,residential,30,True,False,124.95400000000001,"LINESTRING (5.7892385 53.2005577, 5.7893173 53.2006089, 5.7893451 53.2006377, 5.7893685 53.2006715, 5.7894624 53.200848, 5.7898295 53.2015466, 5.7898468 53.2015744, 5.7898684 53.201609)",,,,,
"[6490156, 6490165, 6490164]","['Westerplantage', 'Ruiterskwartier']",unclassified,30,False,True,86.64399999999999,"LINESTRING (5.7892385 53.2005577, 5.7893167 53.2005133, 5.7894375 53.2004437, 5.78957 53.200379, 5.7896342 53.2003511, 5.789772 53.2003089, 5.7898552 53.2002893, 5.7900073 53.2002518, 5.7900761 53.2002377, 5.7901521 53.2002261, 5.7902488 53.2002154, 5.7903643 53.200204)",,,,,
"[743305984, 32910641]",Westerplantage,unclassified,30,False,False,25.054000000000002,"LINESTRING (5.7892385 53.2005577, 5.7891718 53.2006075, 5.7891199 53.2006451, 5.7891066 53.2006565, 5.7890645 53.2006979, 5.7890263 53.2007427)",,,,,
6488449,Uniabuurt,unclassified,30,True,False,38.196,"LINESTRING (5.7987995 53.2004943, 5.7982261 53.2004898)",,,,,
6488987,Ossekop,unclassified,30,False,False,37.239000000000004,"LINESTRING (5.7987995 53.2004943, 5.7987477 53.2005603, 5.7987072 53.2006431, 5.7986533 53.2008158)",,,,,
302577626,Berlikumermarkt,unclassified,30,True,False,43.301,"LINESTRING (5.7982261 53.2004898, 5.7982269 53.2005715, 5.798248 53.200837, 5.7982469 53.2008789)",,,,,
"[1075565960, 6489710]",Wirdumerdijk,residential,30,True,False,175.046,"LINESTRING (5.7968717 53.2007459, 5.7968929 53.2006928, 5.7969147 53.2006529, 5.7969327 53.2006054, 5.7969462 53.2005646, 5.7969533 53.2005247, 5.796966 53.2004115, 5.7969628 53.2002968, 5.7969432 53.200156, 5.7968927 53.1998122, 5.7968463 53.1994736, 5.7968149 53.1992457, 5.7968002 53.1991821)",,,,,
6488987,Ossekop,unclassified,30,False,True,37.239000000000004,"LINESTRING (5.7986533 53.2008158, 5.7987072 53.2006431, 5.7987477 53.2005603, 5.7987995 53.2004943)",,,,,
46612964,,unclassified,30,False,False,17.811,"LINESTRING (5.7979801 53.2008896, 5.7982469 53.2008789)",,,,,
"[6490045, 6489999]",Weaze,unclassified,30,True,False,169.76600000000002,"LINESTRING (5.7979801 53.2008896, 5.7979769 53.200851, 5.7979568 53.2006273, 5.7979398 53.2005513, 5.797898 53.2004293, 5.7978564 53.2003075, 5.7978294 53.2002191, 5.7978177 53.200136, 5.7978144 53.2000611, 5.7978189 53.1999802, 5.7978428 53.1998798, 5.7978733 53.1997793, 5.7979844 53.1995244, 5.7980474 53.1993871)",,,,,
46612964,,unclassified,30,False,True,17.811,"LINESTRING (5.7982469 53.2008789, 5.7979801 53.2008896)",,,,,
"[6489989, 621785822]",Groentemarkt,residential,30,True,False,46.515,"LINESTRING (5.7982469 53.2008789, 5.7982458 53.2009203, 5.7982423 53.201116, 5.7982386 53.2012093, 5.7982522 53.2012968)",,,,,
"[1075381985, 6489891]",Nieuwestad,residential,30,True,False,172.813,"LINESTRING (5.7929456 53.2009265, 5.79308 53.2008885, 5.7934218 53.2007976, 5.7937808 53.2007121, 5.794125 53.2006401, 5.7943825 53.2005965, 5.7946455 53.2005547, 5.7947329 53.2005448, 5.7948277 53.2005355, 5.7949267 53.2005301, 5.7950217 53.200529, 5.795103 53.2005315, 5.7952104 53.2005387, 5.7953148 53.2005495, 5.7954188 53.2005631)",,,,,
"[32910613, 6489958]","['Nieuwesteeg', 'Nieuwepijp']","['unclassified', 'residential']",30,False,False,112.962,"LINESTRING (5.7929456 53.2009265, 5.7929615 53.2009474, 5.7929848 53.2009791, 5.7930184 53.2010215, 5.7930616 53.2010761, 5.7931058 53.2011318, 5.7931145 53.2011509, 5.7931306 53.2011859, 5.7932364 53.2013372, 5.7933476 53.2015287, 5.7935548 53.2018734)",,,,,
805137657,Wirdumerdijk,residential,30,True,False,7.278,"LINESTRING (5.7967509 53.2011132, 5.7967663 53.2010484)",,,,,
1075271879,Nieuwestad,unclassified,30,False,False,5.418,"LINESTRING (5.7967509 53.2011132, 5.7966725 53.2011002)",,,,,
"[1075271880, 1075565953]",Naauw,unclassified,30,False,True,5.989000000000001,"LINESTRING (5.7967509 53.2011132, 5.796804 53.2011222, 5.7968374 53.2011279)",,,,,
6489941,De Brol,unclassified,30,False,False,22.047,"LINESTRING (5.7982522 53.2012968, 5.7979221 53.2013115)",,,,,
6489935,Over de Kelders,residential,30,True,False,90.613,"LINESTRING (5.7982522 53.2012968, 5.7982737 53.2013513, 5.7983171 53.2014186, 5.7983892 53.2014939, 5.7987938 53.2018199, 5.7988377 53.2018743, 5.7988589 53.2019306, 5.7988999 53.2020021)",,,,,
6489941,De Brol,unclassified,30,False,True,22.047,"LINESTRING (5.7979221 53.2013115, 5.7982522 53.2012968)",,,,,
32897568,,unclassified,30,True,False,9.949,"LINESTRING (5.7979221 53.2013115, 5.7977861 53.2013485)",,,,,
"[6489939, 82766795]",Groentemarkt,unclassified,30,True,False,47.117,"LINESTRING (5.7979221 53.2013115, 5.79793 53.2012274, 5.7979771 53.200962, 5.7979828 53.2009282, 5.7979801 53.2008896)",,,,,
82766788,Naauw,unclassified,30,False,True,17.755,"LINESTRING (5.7979221 53.2013115, 5.7978159 53.201253, 5.7977029 53.201225)",,,,,
1217845093,Kelders,unclassified,30,False,True,22.607999999999997,"LINESTRING (5.7979221 53.2013115, 5.7979262 53.2013783, 5.7979286 53.2014401, 5.7979347 53.2014697, 5.7979638 53.201511)",,,,,
1075381977,Naauw,unclassified,30,False,False,10.87,"LINESTRING (5.7977861 53.2013485, 5.7976363 53.2013097)",,,,,
6489924,Grote Hoogstraat,residential,30,True,False,58.094,"LINESTRING (5.7977861 53.2013485, 5.7976668 53.2014957, 5.7975555 53.2016504, 5.797514 53.201746, 5.7974848 53.2018359)",,,,,
6489891,Nieuwestad,residential,30,True,False,117.881,"LINESTRING (5.7913402 53.2013702, 5.7914752 53.2013436, 5.7917056 53.20129, 5.7928213 53.2009634, 5.7929456 53.2009265)",,,,,
"[82775964, 6489886, 428064607]","['Duco Martenapijp', 'Nieuwestad']",residential,30,True,False,59.195,"LINESTRING (5.7913402 53.2013702, 5.7913716 53.2014457, 5.7913822 53.2014901, 5.7912985 53.2015137, 5.7911811 53.2015461, 5.790909 53.2016231, 5.7907589 53.2016584)",,,,,
"[6489923, 6489957]","['Raadhuisplein', 'Weerd']",residential,30,False,False,28.968999999999998,"LINESTRING (5.7949972 53.2016331, 5.7950092 53.2017146, 5.7950344 53.2017983, 5.7950576 53.2018441, 5.7950719 53.2018591, 5.795106 53.201879)",,,,,
910931148,Bagijnestraat,residential,30,False,True,25.533,"LINESTRING (5.7945103 53.2016471, 5.7948932 53.2016361)",,,,,
6489920,Bagijnestraat,residential,30,True,False,68.93799999999999,"LINESTRING (5.7945103 53.2016471, 5.7944402 53.2016475, 5.7943745 53.2016541, 5.7942539 53.2016798, 5.7940823 53.201724, 5.7938854 53.2017785, 5.7935548 53.2018734)",,,,,
"[1075381988, 6489886]",Nieuwestad,residential,30,True,False,64.269,"LINESTRING (5.7907589 53.2016584, 5.7906322 53.2016824, 5.7905092 53.2016998, 5.7903534 53.2017155, 5.7901288 53.20173, 5.7900053 53.2017336, 5.7899248 53.2017284, 5.7898228 53.2016939)",,,,,
"[1075381987, 6489948]",Burmaniastraat,unclassified,30,True,False,73.945,"LINESTRING (5.7907589 53.2016584, 5.7907822 53.2016894, 5.7907922 53.2017027, 5.7910632 53.2019262, 5.7910847 53.2019439, 5.7911135 53.2019635, 5.7911481 53.2019798, 5.7912185 53.2020046, 5.7912454 53.202012, 5.7912962 53.2020261, 5.7913596 53.2020404, 5.7914883 53.202057, 5.7915233 53.2020598, 5.7915651 53.2020604)",,,,,
6489927,Nieuwestad,residential,30,False,False,13.005,"LINESTRING (5.7898228 53.2016939, 5.7896349 53.2017257)",,,,,
525155925,Nieuwestad,residential,30,False,True,9.917,"LINESTRING (5.7898228 53.2016939, 5.7898684 53.201609)",,,,,
6489927,Nieuwestad,residential,30,False,True,13.005,"LINESTRING (5.7896349 53.2017257, 5.7898228 53.2016939)",,,,,
6489966,Nieuwestad,residential,30,False,False,26.986,"LINESTRING (5.7896349 53.2017257, 5.7895284 53.2017399, 5.7892394 53.2017784)",,,,,
"[6489972, 1075381996]",Torenstraat,residential,30,True,False,102.86099999999999,"LINESTRING (5.7896349 53.2017257, 5.7896477 53.2017751, 5.789642 53.2018095, 5.7895762 53.2022081, 5.7895545 53.2023282, 5.7895389 53.2024472, 5.7895188 53.2026466)",,,,,
"[6489967, 1075382007]",Klein Schavernek,residential,30,True,False,118.53399999999999,"LINESTRING (5.7896349 53.2017257, 5.7896031 53.2016707, 5.789569 53.2016119, 5.7894517 53.2013996, 5.7893361 53.2011882, 5.7892374 53.2009773, 5.7891817 53.2008594, 5.7891521 53.2007966, 5.789088 53.2007691, 5.7890263 53.2007427)",,,,,
6489957,Raadhuisplein,residential,30,False,False,30.482,"LINESTRING (5.795106 53.201879, 5.7955569 53.2019259)",,,,,
6489896,Raadhuisplein,residential,30,False,False,40.754999999999995,"LINESTRING (5.795106 53.201879, 5.7953148 53.2021334, 5.795448 53.2021564)",,,,,
"[6489923, 6489957]","['Raadhuisplein', 'Weerd']",residential,30,False,True,28.969,"LINESTRING (5.795106 53.201879, 5.7950719 53.2018591, 5.7950576 53.2018441, 5.7950344 53.2017983, 5.7950092 53.2017146, 5.7949972 53.2016331)",,,,,
6489924,Grote Hoogstraat,residential,30,True,False,104.11100000000002,"LINESTRING (5.7974848 53.2018359, 5.7974745 53.2018809, 5.7974168 53.201968, 5.7973489 53.2020539, 5.7971782 53.2022302, 5.7971249 53.2022833, 5.7968309 53.2025847, 5.7967593 53.2026607)",,,,,
264473946,Klokstraat,residential,30,False,True,31.79,"LINESTRING (5.7974848 53.2018359, 5.7972706 53.2017957, 5.7970291 53.2017509)",,,,,
6489953,Bagijnestraat,residential,30,True,False,28.723,"LINESTRING (5.7935548 53.2018734, 5.79317 53.20199)",,,,,
"[32910613, 6489958]","['Nieuwesteeg', 'Nieuwepijp']","['residential', 'unclassified']",30,False,True,112.96199999999999,"LINESTRING (5.7935548 53.2018734, 5.7933476 53.2015287, 5.7932364 53.2013372, 5.7931306 53.2011859, 5.7931145 53.2011509, 5.7931058 53.2011318, 5.7930616 53.2010761, 5.7930184 53.2010215, 5.7929848 53.2009791, 5.7929615 53.2009474, 5.7929456 53.2009265)",,,,,
6489956,Herenwaltje,residential,30,False,True,2.766,"LINESTRING (5.7955569 53.2019259, 5.7955678 53.2019019)",,,,,
6489957,Raadhuisplein,residential,30,False,True,30.482,"LINESTRING (5.7955569 53.2019259, 5.795106 53.201879)",,,,,
523426198,Raadhuisplein,residential,30,False,True,26.65,"LINESTRING (5.7955569 53.2019259, 5.7954991 53.2020619, 5.795448 53.2021564)",,,,,
1035398265,Molenstraat,unclassified,30,False,False,5.035,"LINESTRING (5.7867168 53.201961, 5.7866418 53.2019667)",,,,,
1035398291,Westersingel,secondary,50,True,False,27.205,"LINESTRING (5.7867168 53.201961, 5.7867192 53.2020339, 5.7867266 53.2020798, 5.7867641 53.2022034)",,,,,
6488865,Over de Kelders,residential,30,False,False,11.788,"LINESTRING (5.7988999 53.2020021, 5.7989929 53.2020923)",,,,,
1217845092,Over de Kelders,residential,30,False,False,14.215,"LINESTRING (5.7988999 53.2020021, 5.7987232 53.2019304)",,,,,
6489953,Bagijnestraat,residential,30,True,False,111.99000000000001,"LINESTRING (5.79317 53.20199, 5.7927125 53.2021093, 5.792374 53.2021864, 5.7916114 53.2023674)",,,,,
