osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes
6803512,Portlandweg,residential,30,False,False,206.12200000000004,"LINESTRING (6.4679685 52.3550652, 6.4688941 52.355123, 6.4695039 52.3551611, 6.470564 52.3552272, 6.470806 52.3552423, 6.4709878 52.3552537)",,
6803512,Portlandweg,residential,30,False,True,85.225,"LINESTRING (6.4679685 52.3550652, 6.4673517 52.3550156, 6.4672917 52.3550256, 6.4672517 52.3550556, 6.4670759 52.3553462)",,
6803520,Nicolaas Beetsstraat,residential,30,False,False,131.833,"LINESTRING (6.4679685 52.3550652, 6.4677963 52.3560127, 6.4677689 52.3561976, 6.4677586 52.3562438)",,
6804081,Noetselerbergweg,residential,30,False,False,187.071,"LINESTRING (6.4620222 52.3552403, 6.4618329 52.3552342, 6.4615487 52.3552283, 6.4614184 52.3552256, 6.4613356 52.3552239, 6.4607213 52.3552476, 6.459285 52.3553771)",,
6804081,Noetselerbergweg,residential,30,False,True,162.487,"LINESTRING (6.4620222 52.3552403, 6.4620884 52.3552464, 6.4622292 52.3552583, 6.4624652 52.3552816, 6.4637846 52.3554999, 6.4643442 52.3555869)",,
6803512,Portlandweg,residential,30,False,False,182.507,"LINESTRING (6.4709878 52.3552537, 6.4722079 52.3553443, 6.4736557 52.3554507)",,
6803512,Portlandweg,residential,30,False,True,206.12199999999999,"LINESTRING (6.4709878 52.3552537, 6.470806 52.3552423, 6.470564 52.3552272, 6.4695039 52.3551611, 6.4688941 52.355123, 6.4679685 52.3550652)",,
6803512,Portlandweg,residential,30,False,False,85.225,"LINESTRING (6.4670759 52.3553462, 6.4672517 52.3550556, 6.4672917 52.3550256, 6.4673517 52.3550156, 6.4679685 52.3550652)",,
6804081,Noetselerbergweg,residential,30,False,True,187.071,"LINESTRING (6.459285 52.3553771, 6.4607213 52.3552476, 6.4613356 52.3552239, 6.4614184 52.3552256, 6.4615487 52.3552283, 6.4618329 52.3552342, 6.4620222 52.3552403)",,
6804082,Ericaweg,residential,80,False,False,181.28699999999998,"LINESTRING (6.459285 52.3553771, 6.4596699 52.3564927, 6.4596775 52.3565067, 6.4596896 52.3565289, 6.4597544 52.3566475, 6.4598443 52.3567498, 6.460013 52.3569339)",,
6803512,Portlandweg,residential,30,False,True,182.507,"LINESTRING (6.4736557 52.3554507, 6.4722079 52.3553443, 6.4709878 52.3552537)",,
6803564,Samuelstraat,residential,,False,False,133.55100000000002,"LINESTRING (6.4643442 52.3555869, 6.46431 52.35568, 6.4643013 52.3557212, 6.4642981 52.3557617, 6.4643201 52.3559704, 6.4643201 52.3560902, 6.4642973 52.356139, 6.4639961 52.3563299, 6.4639642 52.3563759, 6.4639665 52.3567047)",,
6804081,Noetselerbergweg,residential,30,False,False,162.48699999999997,"LINESTRING (6.4643442 52.3555869, 6.4637846 52.3554999, 6.4624652 52.3552816, 6.4622292 52.3552583, 6.4620884 52.3552464, 6.4620222 52.3552403)",,
6804081,Noetselerbergweg,residential,30,False,True,44.89,"LINESTRING (6.4643442 52.3555869, 6.464858 52.3556725, 6.4649802 52.3556966)",,
6803765,,secondary,50,True,False,19.996000000000002,"LINESTRING (6.4652363 52.3556193, 6.4652766 52.3556317, 6.4653029 52.3556443, 6.4653361 52.355669, 6.4653578 52.3556988, 6.4653656 52.3557328, 6.4653578 52.3557654)",roundabout,
