osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge,junction,tunnel
6890266,Mathaak,residential,False,False,23.669,,"LINESTRING (5.7657803 51.854243, 5.7659566 51.8544259)",,,,
6890266,Mathaak,residential,False,False,73.327,,"LINESTRING (5.7659566 51.8544259, 5.7650735 51.8547965)",,,,
6890266,Mathaak,residential,False,True,23.669,,"LINESTRING (5.7659566 51.8544259, 5.7657803 51.854243)",,,,
221824651,Mathaak,residential,False,False,20.721,,"LINESTRING (5.7659566 51.8544259, 5.7661325 51.8545773)",,,,
6890589,Wilhelminalaan,tertiary,False,False,66.701,50,"LINESTRING (5.7639131 51.8544253, 5.7641991 51.8547722, 5.7643666 51.8549556)",,,,
6890266,Mathaak,residential,False,False,29.562,,"LINESTRING (5.7650735 51.8547965, 5.76533 51.85501)",,,,
6890266,Mathaak,residential,False,True,73.327,,"LINESTRING (5.7650735 51.8547965, 5.7659566 51.8544259)",,,,
221824585,,residential,False,False,30.548,,"LINESTRING (5.7650735 51.8547965, 5.764831 51.8545662)",,,,
6890589,Wilhelminalaan,tertiary,False,False,45.211,50,"LINESTRING (5.7643666 51.8549556, 5.7647303 51.8552945)",,,,
6890479,Krommehoekstraat,residential,False,False,240.57899999999998,30,"LINESTRING (5.7643666 51.8549556, 5.7642899 51.8549733, 5.76347 51.85524, 5.7631433 51.855387, 5.7619695 51.8560142, 5.76175 51.85613, 5.7616788 51.8561543, 5.7615172 51.8561829)",,,,
6890589,Wilhelminalaan,tertiary,False,True,66.701,50,"LINESTRING (5.7643666 51.8549556, 5.7641991 51.8547722, 5.7639131 51.8544253)",,,,
6890266,Mathaak,residential,False,True,29.562,,"LINESTRING (5.76533 51.85501, 5.7650735 51.8547965)",,,,
6890346,Haspel,residential,False,False,51.457,,"LINESTRING (5.76533 51.85501, 5.76578 51.85538)",,,,
6890266,Mathaak,residential,False,False,51.939,,"LINESTRING (5.76533 51.85501, 5.7648135 51.8552521, 5.7647303 51.8552945)",,,,
6890282,Aker,residential,False,False,72.16,,"LINESTRING (5.7666383 51.8550057, 5.76578 51.85538)",,,,
6890284,Wanmolen,residential,False,False,64.226,,"LINESTRING (5.7666383 51.8550057, 5.7672 51.8554675)",,,,
6890284,Wanmolen,residential,False,True,54.31999999999999,,"LINESTRING (5.7666383 51.8550057, 5.766267 51.8547184, 5.7662972 51.8547068, 5.7661995 51.8546284)",,,,
6890430,Augustuslaan,residential,False,True,73.66300000000001,30,"LINESTRING (5.7601147 51.8550423, 5.7604828 51.8552953, 5.7607863 51.8555575)",,,,
6890589,Wilhelminalaan,tertiary,False,False,84.565,50,"LINESTRING (5.7647303 51.8552945, 5.7654281 51.8559211)",,,,
6890589,Wilhelminalaan,tertiary,False,True,45.211,50,"LINESTRING (5.7647303 51.8552945, 5.7643666 51.8549556)",,,,
6890266,Mathaak,residential,False,True,51.939,,"LINESTRING (5.7647303 51.8552945, 5.7648135 51.8552521, 5.76533 51.85501)",,,,
6890282,Aker,residential,False,True,72.16,,"LINESTRING (5.76578 51.85538, 5.7666383 51.8550057)",,,,
6890346,Haspel,residential,False,False,77.668,,"LINESTRING (5.76578 51.85538, 5.7664211 51.8559554)",,,,
6890346,Haspel,residential,False,True,51.457,,"LINESTRING (5.76578 51.85538, 5.76533 51.85501)",,,,
6890284,Wanmolen,residential,False,False,8.178,,"LINESTRING (5.7672 51.8554675, 5.76722 51.85554)",,,,
6890284,Wanmolen,residential,False,True,64.226,,"LINESTRING (5.7672 51.8554675, 5.7666383 51.8550057)",,,,
6890286,Strekel,residential,False,False,36.451,,"LINESTRING (5.7672 51.8554675, 5.7673791 51.8553894, 5.767442 51.8553938, 5.7675859 51.8555187)",,,,
6890330,Kuiper,residential,False,False,54.302,,"LINESTRING (5.76327 51.85551, 5.7637364 51.855842, 5.7637358 51.8558908)",,,,
6890285,Strekel,residential,False,False,22.154,,"LINESTRING (5.7675859 51.8555187, 5.76733 51.85564)",,,,
"[6890274, 6890285]","['Strekel', 'Schaarweide']",residential,False,True,153.067,,"LINESTRING (5.7675859 51.8555187, 5.768097 51.855298, 5.76814 51.85524, 5.7681307 51.8552095, 5.7676613 51.8547911, 5.7676228 51.8546944, 5.7673578 51.8544575)",,,,
6890286,Strekel,residential,False,True,36.451,,"LINESTRING (5.7675859 51.8555187, 5.767442 51.8553938, 5.7673791 51.8553894, 5.7672 51.8554675)",,,,
6890337,Emmastraat,residential,True,False,96.70800000000001,30,"LINESTRING (5.7607863 51.8555575, 5.7604587 51.8555689, 5.7599583 51.855208, 5.7600621 51.8550927, 5.7601147 51.8550423)",,,,
6890430,Augustuslaan,residential,False,False,73.66300000000001,30,"LINESTRING (5.7607863 51.8555575, 5.7604828 51.8552953, 5.7601147 51.8550423)",,,,
6890430,Augustuslaan,residential,False,True,30.978,30,"LINESTRING (5.7607863 51.8555575, 5.7609025 51.8557098, 5.7609568 51.8558148)",,,,
6890284,Wanmolen,residential,False,True,8.178,,"LINESTRING (5.76722 51.85554, 5.7672 51.8554675)",,,,
