osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,tunnel,bridge
"[7224416, 181724784]",True,Markendaalseweg,tertiary,False,82.318,"LINESTRING (4.7744533 51.5850631, 4.7744243 51.5853966, 4.774415 51.5854949, 4.7744238 51.5858027)",50,,,
641185546,False,Bleekstraat,residential,False,29.633,"LINESTRING (4.7744533 51.5850631, 4.774794 51.5850774, 4.7748801 51.585068)",,,,
7224219,False,Bleekstraat,residential,False,123.86,"LINESTRING (4.7748801 51.585068, 4.7766427 51.5852713)",,,,
7224222,False,Bleekstraat,residential,True,91.19,"LINESTRING (4.7748801 51.585068, 4.7750374 51.5849009, 4.7751903 51.5848073, 4.7758468 51.5845302)",,,,
641185546,False,Bleekstraat,residential,True,29.633,"LINESTRING (4.7748801 51.585068, 4.774794 51.5850774, 4.7744533 51.5850631)",,,,
7224219,False,Bleekstraat,residential,True,123.86,"LINESTRING (4.7766427 51.5852713, 4.7748801 51.585068)",,,,
7224443,False,Keizerstraat,tertiary,False,38.229,"LINESTRING (4.7790861 51.5853435, 4.7791011 51.5854222, 4.7791127 51.5855157, 4.7791205 51.5856864)",50,,,
7224217,True,Achter de Lange Stallen,residential,False,21.569,"LINESTRING (4.778784 51.5853924, 4.7790861 51.5853435)",,,,
641185550,True,Achter de Lange Stallen,residential,False,32.406,"LINESTRING (4.778784 51.5853924, 4.7789072 51.5856736)",,,,
7224119,False,Akkerstraat,unclassified,False,56.316,"LINESTRING (4.7780959 51.5856247, 4.7789072 51.5856736)",,,,
"[946977626, 7224131]",True,Kerkstraat,residential,False,85.01599999999999,"LINESTRING (4.7780959 51.5856247, 4.7779372 51.5861261, 4.7778982 51.5862492, 4.7779234 51.5862815, 4.7779514 51.5863174, 4.7780314 51.5863337)",,,,
641185551,False,Akkerstraat,unclassified,True,52.411,"LINESTRING (4.7780959 51.5856247, 4.7780224 51.5856184, 4.7777071 51.5855795, 4.7775769 51.5855608, 4.777355 51.5855249)",,,,
7224119,False,Akkerstraat,unclassified,True,56.316,"LINESTRING (4.7789072 51.5856736, 4.7780959 51.5856247)",,,,
7224117,True,Akkerstraat,unclassified,False,14.806,"LINESTRING (4.7791205 51.5856864, 4.7789072 51.5856736)",,,,
7224116,False,Nonnenveld,unclassified,False,71.371,"LINESTRING (4.7791205 51.5856864, 4.7796715 51.5857372, 4.7801248 51.5858274)",,,,
"[7224397, 7224415]",True,Keizerstraat,tertiary,False,106.597,"LINESTRING (4.7791205 51.5856864, 4.7791433 51.5858149, 4.7791288 51.5860042, 4.779061 51.5863331, 4.7790286 51.5864864, 4.7790217 51.5865182, 4.7789947 51.5866386)","['50', '30']",,,
7224443,False,Keizerstraat,tertiary,True,38.229,"LINESTRING (4.7791205 51.5856864, 4.7791127 51.5855157, 4.7791011 51.5854222, 4.7790861 51.5853435)",50,,,
7225382,False,Oede van Hoornestraat,residential,True,53.596,"LINESTRING (4.7716222 51.585784, 4.77085 51.58583)",,,,
"[7225216, 7225382]",False,"['Jan van Polanenkade', 'Oede van Hoornestraat']",residential,False,132.638,"LINESTRING (4.7716222 51.585784, 4.7721165 51.5857546, 4.7721855 51.5857505, 4.7721986 51.5857497, 4.7722056 51.5857735, 4.7722979 51.5860894, 4.7723282 51.5861715, 4.7723508 51.5862238, 4.7723607 51.5862466, 4.7724054 51.5863161, 4.7724606 51.5863922, 4.7725124 51.5864528, 4.7725525 51.5864886, 4.7726116 51.5865299)",,,,
7225382,False,Oede van Hoornestraat,residential,False,53.596,"LINESTRING (4.77085 51.58583, 4.7716222 51.585784)",,,,
7225379,True,Oede van Hoornestraat,residential,False,64.63,"LINESTRING (4.77085 51.58583, 4.77039 51.58592, 4.770267 51.5859371, 4.7699612 51.5858649)",,,,
7225181,True,Reinierstraat,residential,False,134.57299999999998,"LINESTRING (4.7699612 51.5858649, 4.7693137 51.5849482, 4.769217 51.584812, 4.7691803 51.5847562)",30,,,
7224116,False,Nonnenveld,unclassified,True,71.371,"LINESTRING (4.7801248 51.5858274, 4.7796715 51.5857372, 4.7791205 51.5856864)",,,,
7224204,False,Nonnenveld,unclassified,False,130.357,"LINESTRING (4.7801248 51.5858274, 4.7802051 51.5859654, 4.7803978 51.5863028, 4.7804425 51.5863779, 4.7803495 51.586466, 4.7799165 51.5868661)",,,,
7225374,True,Ruwaardstraat,residential,False,73.154,"LINESTRING (4.7687985 51.5858626, 4.7688321 51.5858775, 4.7688966 51.5858982, 4.7689866 51.58592, 4.7694395 51.586026, 4.7697805 51.5861058)",,,,
611623155,True,Markendaalseweg,tertiary,False,5.56,"LINESTRING (4.7743764 51.5859474, 4.7744542 51.5859346)",50,,,
7224108,True,Waterstraat,residential,False,108.367,"LINESTRING (4.7743764 51.5859474, 4.7743805 51.5860321, 4.7743825 51.586073, 4.7743866 51.5861582, 4.7743909 51.5862477, 4.7745283 51.5865324, 4.7746686 51.5868568, 4.7746753 51.5868976)",30,,,
"[7225493, 7224447]",True,Markendaalseweg,tertiary,False,99.49600000000001,"LINESTRING (4.7743764 51.5859474, 4.7743603 51.5859313, 4.7743462 51.5859159, 4.7743355 51.5858975, 4.7743278 51.5858809, 4.7743269 51.5858476, 4.7743266 51.585834, 4.7743193 51.5854971, 4.7743277 51.5853933, 4.7743543 51.5850602)",50,,,
"[7225474, 163989284]",False,Markendaalseweg,tertiary,True,139.499,"LINESTRING (4.7743764 51.5859474, 4.7743681 51.5859524, 4.774358 51.5859571, 4.7743462 51.5859616, 4.7742826 51.5859777, 4.7740561 51.5860349, 4.7732469 51.5862467, 4.7731309 51.5862802, 4.7730181 51.5863186, 4.7729087 51.5863623, 4.7728056 51.5864099, 4.7727005 51.5864644, 4.7726116 51.5865299)","['50', '30']",,,
7225225,False,Oranje Nassauplein,residential,False,9.543,"LINESTRING (4.7697805 51.5861058, 4.7697305 51.5861858)",,,,
7225373,True,Wassenaarstraat,residential,False,29.553,"LINESTRING (4.7697805 51.5861058, 4.7699612 51.5858649)",,,,
7225225,False,Oranje Nassauplein,residential,True,9.543,"LINESTRING (4.7697305 51.5861858, 4.7697805 51.5861058)",,,,
"[7225214, 7225222]",False,"['Odilia van Salmstraat', 'Oranje Nassauplein']",residential,False,114.126,"LINESTRING (4.7697305 51.5861858, 4.7701206 51.5862767, 4.7704525 51.5863517, 4.7705078 51.5863642, 4.7712292 51.5866106)",,,,
7225392,False,Wassenaarstraat,residential,False,56.976,"LINESTRING (4.7697305 51.5861858, 4.7695662 51.5864181, 4.7693838 51.5866506)",,,,
7224127,False,Oude Vest,unclassified,False,24.547,"LINESTRING (4.7776444 51.5863601, 4.7778382 51.5864, 4.7779818 51.5864293)",50,2,,
"[7225216, 7225382]",False,"['Jan van Polanenkade', 'Oede van Hoornestraat']",residential,True,132.638,"LINESTRING (4.7726116 51.5865299, 4.7725525 51.5864886, 4.7725124 51.5864528, 4.7724606 51.5863922, 4.7724054 51.5863161, 4.7723607 51.5862466, 4.7723508 51.5862238, 4.7723282 51.5861715, 4.7722979 51.5860894, 4.7722056 51.5857735, 4.7721986 51.5857497, 4.7721855 51.5857505, 4.7721165 51.5857546, 4.7716222 51.585784)",,,,
"[7225474, 163989284]",False,Markendaalseweg,tertiary,False,139.49900000000002,"LINESTRING (4.7726116 51.5865299, 4.7727005 51.5864644, 4.7728056 51.5864099, 4.7729087 51.5863623, 4.7730181 51.5863186, 4.7731309 51.5862802, 4.7732469 51.5862467, 4.7740561 51.5860349, 4.7742826 51.5859777, 4.7743462 51.5859616, 4.774358 51.5859571, 4.7743681 51.5859524, 4.7743764 51.5859474)","['30', '50']",,,
7225474,False,Markendaalseweg,tertiary,True,44.577,"LINESTRING (4.7726116 51.5865299, 4.7725345 51.5865937, 4.7724671 51.5866665, 4.7723566 51.5868121, 4.7723058 51.5868814)",30,,,
7224126,False,Oude Vest,unclassified,False,18.593,"LINESTRING (4.7788947 51.5866128, 4.7786377 51.5865632)",50,,,
48560621,False,Oude Vest,tertiary,False,7.481,"LINESTRING (4.7788947 51.5866128, 4.7789947 51.5866386)",30,,,
"[735206532, 41768021]",True,Keizerstraat,tertiary,False,104.40499999999999,"LINESTRING (4.7788947 51.5866128, 4.7788999 51.5864937, 4.7789072 51.5864622, 4.7789748 51.5861849, 4.7790386 51.5858858, 4.7791205 51.5856864)","['30', '50']",,,
7225391,False,Stadhouderstraat,residential,False,22.495,"LINESTRING (4.7712292 51.5866106, 4.7711004 51.5867964)",,,,
7225214,False,Odilia van Salmstraat,residential,False,80.256,"LINESTRING (4.7712292 51.5866106, 4.7714002 51.5866585, 4.7723058 51.5868814)",,,,
"[7225222, 7225214]",False,"['Odilia van Salmstraat', 'Oranje Nassauplein']",residential,True,114.126,"LINESTRING (4.7712292 51.5866106, 4.7705078 51.5863642, 4.7704525 51.5863517, 4.7701206 51.5862767, 4.7697305 51.5861858)",,,,
7225390,False,Wassenaarstraat,residential,False,21.804,"LINESTRING (4.7693838 51.5866506, 4.7692386 51.5868247)",,,,
7225392,False,Wassenaarstraat,residential,True,56.976,"LINESTRING (4.7693838 51.5866506, 4.7695662 51.5864181, 4.7697305 51.5861858)",,,,
48560621,False,Oude Vest,tertiary,True,7.481,"LINESTRING (4.7789947 51.5866386, 4.7788947 51.5866128)",30,,,
"[552023736, 7224419, 1233817252, 467753677]",False,Oude Vest,tertiary,False,109.68799999999999,"LINESTRING (4.7789947 51.5866386, 4.779053 51.5866555, 4.7791094 51.5866797, 4.7791629 51.5867061, 4.779214 51.5867324, 4.7792164 51.5867337, 4.7792627 51.5867596, 4.779343 51.5868154, 4.7795987 51.5870051, 4.7797025 51.5870822, 4.7800199 51.5873178, 4.7800711 51.5873557)",30,2,,
7225391,False,Stadhouderstraat,residential,True,22.495,"LINESTRING (4.7711004 51.5867964, 4.7712292 51.5866106)",,,,
7225390,False,Wassenaarstraat,residential,True,21.804,"LINESTRING (4.7692386 51.5868247, 4.7693838 51.5866506)",,,,
7225267,False,Gravenstraat,residential,False,175.38100000000003,"LINESTRING (4.7692386 51.5868247, 4.7695286 51.5869317, 4.7696413 51.5869972, 4.7699954 51.587306, 4.7700408 51.5873458, 4.7700952 51.5873717, 4.77017 51.58741, 4.7706329 51.5875419, 4.7706553 51.5875483, 4.7708427 51.587602, 4.7712543 51.5877187)",,,,
7224181,False,Nieuwstraat,residential,False,84.05000000000001,"LINESTRING (4.7746753 51.5868976, 4.7748978 51.5869091, 4.7750425 51.5869231, 4.775181 51.5869409, 4.7754026 51.5869765, 4.7758582 51.5870633)",,,,
7224202,True,Nieuwstraat,residential,False,111.18400000000001,"LINESTRING (4.7746753 51.5868976, 4.7744688 51.5868906, 4.7738855 51.5869515, 4.7737594 51.5869823, 4.7734214 51.5872064, 4.773316 51.587298)",,,,
7224181,False,Nieuwstraat,residential,True,84.05,"LINESTRING (4.7758582 51.5870633, 4.7754026 51.5869765, 4.775181 51.5869409, 4.7750425 51.5869231, 4.7748978 51.5869091, 4.7746753 51.5868976)",,,,
7225294,False,Stadhouderstraat,residential,False,23.115,"LINESTRING (4.7708563 51.5871581, 4.770717 51.5873471)",,,,
7225474,False,Markendaalseweg,tertiary,False,41.633,"LINESTRING (4.7720631 51.5872241, 4.7723058 51.5868814)",30,,,
7225294,False,Stadhouderstraat,residential,True,23.115,"LINESTRING (4.770717 51.5873471, 4.7708563 51.5871581)",,,,
7225284,True,Achterom,residential,False,124.709,"LINESTRING (4.770717 51.5873471, 4.7702685 51.5872037, 4.769872 51.5868073, 4.7694717 51.5866788, 4.7693838 51.5866506)",,,,
946977625,True,Oude Vest,tertiary,False,10.481,"LINESTRING (4.7800711 51.5873557, 4.7801835 51.587419)",50,,,
"[552023736, 7224419, 1233817252, 467753677]",False,Oude Vest,tertiary,True,109.68800000000002,"LINESTRING (4.7800711 51.5873557, 4.7800199 51.5873178, 4.7797025 51.5870822, 4.7795987 51.5870051, 4.779343 51.5868154, 4.7792627 51.5867596, 4.7792164 51.5867337, 4.779214 51.5867324, 4.7791629 51.5867061, 4.7791094 51.5866797, 4.779053 51.5866555, 4.7789947 51.5866386)",30,2,,
270510860,False,Achter de Blauwe Hand,residential,False,40.594,"LINESTRING (4.7689748 51.5874691, 4.7693526 51.5871895)",,,,
7225289,True,Haagdijk,unclassified,False,124.742,"LINESTRING (4.7689748 51.5874691, 4.7690313 51.5875, 4.769061 51.5875171, 4.7690974 51.5875379, 4.7692414 51.587623, 4.7693156 51.5876712, 4.7693879 51.5877211, 4.7694759 51.5877893, 4.7695504 51.5878571, 4.7699988 51.5882894, 4.7700349 51.5883216, 4.7700721 51.5883528)",30,,,
7225280,False,Rozemarijnstraat,residential,False,19.014,"LINESTRING (4.771389 51.5875709, 4.7713099 51.5876377, 4.7712543 51.5877187)",,,,
7225284,True,Achterom,residential,False,53.164,"LINESTRING (4.771389 51.5875709, 4.7711904 51.5875026, 4.7711382 51.5874639, 4.7707836 51.5873657, 4.770717 51.5873471)",,,,
7225267,False,Gravenstraat,residential,True,175.38100000000003,"LINESTRING (4.7712543 51.5877187, 4.7708427 51.587602, 4.7706553 51.5875483, 4.7706329 51.5875419, 4.77017 51.58741, 4.7700952 51.5873717, 4.7700408 51.5873458, 4.7699954 51.587306, 4.7696413 51.5869972, 4.7695286 51.5869317, 4.7692386 51.5868247)",,,,
7225280,False,Rozemarijnstraat,residential,False,29.724000000000004,"LINESTRING (4.7712543 51.5877187, 4.7711526 51.5879166, 4.771148 51.5879472, 4.7711504 51.587976)",,,,
7225280,False,Rozemarijnstraat,residential,True,19.014,"LINESTRING (4.7712543 51.5877187, 4.7713099 51.5876377, 4.771389 51.5875709)",,,,
7224376,False,Kloosterplein,tertiary_link,False,10.047,"LINESTRING (4.780747 51.5877496, 4.7806671 51.5878251)",50,,,
7224379,True,Kloosterplein,tertiary,False,16.926,"LINESTRING (4.780747 51.5877496, 4.7808388 51.5877808, 4.7809665 51.587817)",50,,,
7224376,False,Kloosterplein,tertiary_link,True,10.047,"LINESTRING (4.7806671 51.5878251, 4.780747 51.5877496)",50,,,
"[946977624, 7224377]",True,Kloosterplein,tertiary,False,58.791,"LINESTRING (4.7806671 51.5878251, 4.7805863 51.5878015, 4.7805258 51.5877826, 4.7804729 51.5877602, 4.7804242 51.5877364, 4.7803271 51.5876843, 4.7802543 51.5876413, 4.780229 51.5876162, 4.7802111 51.5875893, 4.7801253 51.5874469)",50,,,
7224392,False,Claudius Prinsenlaan,tertiary_link,True,11.085,"LINESTRING (4.7822955 51.5879633, 4.7822517 51.5878674)",50,,,
7224300,False,Kloosterlaan,unclassified,False,122.88300000000001,"LINESTRING (4.7822955 51.5879633, 4.7823 51.5879823, 4.7823127 51.588036, 4.7823187 51.5880612, 4.7823333 51.5881031, 4.7823437 51.5881273, 4.7823606 51.5881642, 4.7823742 51.5881843, 4.7823913 51.5882044, 4.7824272 51.5882447, 4.78282 51.58863, 4.78312 51.58893)",50,,,
7224393,True,Kloosterplein,tertiary,False,84.211,"LINESTRING (4.7822955 51.5879633, 4.7820886 51.587976, 4.7818984 51.5879828, 4.7818013 51.5879827, 4.7817032 51.5879788, 4.7815872 51.5879685, 4.7814792 51.5879582, 4.781366 51.587948, 4.7812561 51.5879349, 4.7811773 51.5879228, 4.78113 51.5879148, 4.7810895 51.5879075)",50,,,
7225251,True,Rozemarijnstraat,residential,False,86.08800000000001,"LINESTRING (4.7711504 51.587976, 4.7708471 51.5880654, 4.7708025 51.5880845, 4.7707733 51.5881005, 4.7707482 51.5881189, 4.7707328 51.5881327, 4.7706768 51.5881595, 4.7706249 51.5881793, 4.7705628 51.5881984, 4.7703235 51.5882653, 4.7700721 51.5883528)",,,,
7225280,False,Rozemarijnstraat,residential,False,11.733,"LINESTRING (4.7711504 51.587976, 4.7711614 51.5880009, 4.7711821 51.5880263, 4.7712442 51.58806)",,,,
7225280,False,Rozemarijnstraat,residential,True,29.724,"LINESTRING (4.7711504 51.587976, 4.771148 51.5879472, 4.7711526 51.5879166, 4.7712543 51.5877187)",,,,
7224395,True,Kloosterplein,tertiary,False,30.607,"LINESTRING (4.7810895 51.5879075, 4.7810079 51.5878908, 4.7809547 51.5878823, 4.7809017 51.5878734, 4.7808077 51.5878568, 4.7806671 51.5878251)",50,,,
"[733835720, 733835723, 7224429]",True,Vlaszak,tertiary,False,106.898,"LINESTRING (4.7810895 51.5879075, 4.7810774 51.5879465, 4.7810677 51.5879784, 4.7810459 51.5880356, 4.7808053 51.588652, 4.7807181 51.5888405)",50,,,
7225289,True,Haagdijk,unclassified,False,8.440999999999999,"LINESTRING (4.7700721 51.5883528, 4.7701073 51.5883753, 4.7701336 51.5883901, 4.770161 51.5884048)",30,,,
7225417,False,Prinsenkade,tertiary,False,199.70999999999998,"LINESTRING (4.7712433 51.5884005, 4.7712632 51.5884406, 4.7713632 51.5885976, 4.7714709 51.5887505, 4.7715911 51.5889267, 4.7716321 51.5889808, 4.7716778 51.589034, 4.7717263 51.589087, 4.7717749 51.5891401, 4.7723481 51.58971, 4.7724008 51.5897718, 4.7724416 51.5898287, 4.7724596 51.5898589, 4.7724742 51.5898901, 4.7724943 51.5899426, 4.7725174 51.5900028)",30,,,
"[473995075, 473995076, 473995077, 473995078, 267777464]",False,Adriaan van Bergenstraat,residential,False,209.43200000000002,"LINESTRING (4.76969 51.58889, 4.7698483 51.5889313, 4.7699947 51.588959, 4.7701445 51.5889943, 4.7707534 51.589138, 4.7709004 51.5891883, 4.7709298 51.5892019, 4.7709407 51.5892086, 4.7709526 51.5892159, 4.7709703 51.5892301, 4.7710531 51.5893227, 4.7711571 51.5894388, 4.7712625 51.5895565, 4.771368 51.5896743, 4.7715347 51.5898605, 4.7715863 51.5899318, 4.7716171 51.5899901, 4.7716489 51.5900481, 4.7716928 51.5901343)",30,,building_passage,
7224269,False,Pasbaan,unclassified,False,81.021,"LINESTRING (4.78312 51.58893, 4.7826089 51.5891218, 4.7821485 51.5893365)",50,,,
7224300,False,Kloosterlaan,unclassified,True,122.88300000000001,"LINESTRING (4.78312 51.58893, 4.78282 51.58863, 4.7824272 51.5882447, 4.7823913 51.5882044, 4.7823742 51.5881843, 4.7823606 51.5881642, 4.7823437 51.5881273, 4.7823333 51.5881031, 4.7823187 51.5880612, 4.7823127 51.588036, 4.7823 51.5879823, 4.7822955 51.5879633)",50,,,
126447042,True,Vlaszak,busway,False,85.756,"LINESTRING (4.7807181 51.5888405, 4.7807007 51.5890647, 4.7805761 51.58931, 4.7805481 51.589365, 4.7805177 51.5894248, 4.780339 51.5895524)",50,,,
383763326,True,Vlaszak,tertiary,False,83.45599999999999,"LINESTRING (4.7807181 51.5888405, 4.7804514 51.5893809, 4.7804378 51.5894084, 4.780339 51.5895524)",50,,,
7224188,True,Vismarktstraat,unclassified,False,6.673,"LINESTRING (4.7744337 51.589367, 4.7744629 51.5893098)",,,,
"[7224187, 675872693]",True,Reigerstraat,unclassified,False,120.50500000000001,"LINESTRING (4.7744337 51.589367, 4.7744468 51.5893624, 4.7744608 51.5893589, 4.7744792 51.5893547, 4.7744975 51.5893515, 4.7745162 51.5893499, 4.7745342 51.589349, 4.7745546 51.5893489, 4.7756473 51.5893992, 4.7757468 51.5894057, 4.7758055 51.5894114, 4.7758622 51.5894184, 4.7761596 51.5894611)",30,,,
7224381,False,Boschstraat,residential,True,8.678,"LINESTRING (4.7802894 51.5894807, 4.780339 51.5895524)",50,,,
7224382,True,Vlaszak,tertiary,False,188.73700000000002,"LINESTRING (4.7802894 51.5894807, 4.780342 51.5893886, 4.7805352 51.5890063, 4.7805513 51.5889629, 4.7805662 51.5888987, 4.7805652 51.5887688, 4.7805641 51.5886194, 4.7805537 51.5883459, 4.780548 51.5881322, 4.7805443 51.5880456, 4.7805553 51.5879813, 4.7805788 51.5879327, 4.78061 51.5878898, 4.7806671 51.5878251)",50,,,
7224381,False,Boschstraat,residential,False,8.678,"LINESTRING (4.780339 51.5895524, 4.7802894 51.5894807)",50,,,
7224438,True,John F. Kennedylaan,tertiary,False,194.53600000000006,"LINESTRING (4.780339 51.5895524, 4.7802726 51.5896335, 4.7801848 51.5897406, 4.7801563 51.5897871, 4.780135 51.5898331, 4.7801221 51.5898655, 4.7801147 51.5899002, 4.7801146 51.58993, 4.7801206 51.5899568, 4.7801323 51.5899823, 4.7801481 51.5900066, 4.7801659 51.5900296, 4.7801863 51.5900528, 4.7802101 51.5900712, 4.7802364 51.5900894, 4.7805927 51.5902972, 4.7807179 51.5903787, 4.7808401 51.5904609, 4.7809217 51.5905228, 4.7809851 51.5905848, 4.7810484 51.5906617, 4.7810813 51.5907071, 4.7811095 51.5907524, 4.7811451 51.5908138, 4.7811801 51.5908754, 4.7812627 51.591033)",50,,,
"[7224272, 7224275, 7224271]",True,"['Catharinastraat', 'Gasthuispoort']","['unclassified', 'residential']",False,187.385,"LINESTRING (4.7777348 51.5896323, 4.7781489 51.5896493, 4.7784226 51.5896565, 4.7786723 51.5896614, 4.7790405 51.5896605, 4.7791436 51.5896593, 4.7792322 51.5896555, 4.779332 51.5896418, 4.7794487 51.5895968, 4.779775 51.5894205, 4.7797987 51.5894102, 4.7798255 51.5894046, 4.7798539 51.5894025, 4.7798867 51.5894013, 4.7799211 51.5894049, 4.7801686 51.589456, 4.7802091 51.5894643, 4.7802894 51.5894807)",,,,
7224273,True,Catharinastraat,unclassified,False,110.602,"LINESTRING (4.7777348 51.5896323, 4.7773218 51.5896052, 4.7769087 51.5895643, 4.7765523 51.5895178, 4.7761953 51.5894662, 4.7761596 51.5894611)",,,,
7225309,False,Vismarktstraat,unclassified,False,6.653,"LINESTRING (4.7732811 51.5898202, 4.7731884 51.5898364)",30,,,
"[375089698, 7225268]",False,"['Haven', 'Tolbrugstraat']",unclassified,True,216.34900000000002,"LINESTRING (4.7732811 51.5898202, 4.7730433 51.5895874, 4.7730337 51.5895779, 4.7730272 51.5895713, 4.7729723 51.5895155, 4.7729101 51.5894526, 4.7728487 51.5893924, 4.7727847 51.5893317, 4.7727153 51.5892641, 4.7726407 51.5891956, 4.7725671 51.5891294, 4.7724919 51.5890627, 4.7724348 51.5890138, 4.7723763 51.5889648, 4.7723353 51.5889307, 4.772257 51.5888671, 4.7721767 51.5888036, 4.7720957 51.5887441, 4.7720206 51.5886871, 4.7719437 51.5886301, 4.7718956 51.588593, 4.77184 51.5885457, 4.7717914 51.5884969, 4.7717659 51.5884684, 4.7717427 51.5884413, 4.7717223 51.5884114, 4.771705 51.588383, 4.7716862 51.5883443, 4.7716628 51.5882943, 4.7716159 51.5883074, 4.7714954 51.5883299)",,,,
"[947525002, 7224268]",True,Vismarktstraat,unclassified,False,94.70499999999997,"LINESTRING (4.7732811 51.5898202, 4.7732901 51.5898186, 4.7734812 51.589748, 4.7735628 51.5897234, 4.7738875 51.5896224, 4.7739651 51.5895968, 4.7740409 51.5895654, 4.7741741 51.5894993, 4.7744005 51.5893816, 4.7744171 51.589374, 4.7744337 51.589367)",30,,,
7225309,False,Vismarktstraat,unclassified,True,6.653,"LINESTRING (4.7731884 51.5898364, 4.7732811 51.5898202)",30,,,
"[36192733, 558848764, 624437559, 7225303]",False,"['Vismarktstraat', 'Prinsenkade']",unclassified,"[False, True]",50.108000000000004,"LINESTRING (4.7731884 51.5898364, 4.7730551 51.5898596, 4.7728566 51.589913, 4.772634 51.5899837, 4.7725174 51.5900028)",30,1,,yes
7225397,False,Kraanstraat,unclassified,False,40.325,"LINESTRING (4.7731884 51.5898364, 4.7733503 51.5900172, 4.773356 51.5900236, 4.7734722 51.5901533)",30,,,
7225398,False,Adriaan van Bergenstraat,residential,False,58.813,"LINESTRING (4.7725174 51.5900028, 4.7716928 51.5901343)",30,,,
7225417,False,Prinsenkade,tertiary,True,199.71,"LINESTRING (4.7725174 51.5900028, 4.7724943 51.5899426, 4.7724742 51.5898901, 4.7724596 51.5898589, 4.7724416 51.5898287, 4.7724008 51.5897718, 4.7723481 51.58971, 4.7717749 51.5891401, 4.7717263 51.589087, 4.7716778 51.589034, 4.7716321 51.5889808, 4.7715911 51.5889267, 4.7714709 51.5887505, 4.7713632 51.5885976, 4.7712632 51.5884406, 4.7712433 51.5884005)",30,,,
7225418,False,Nieuwe Prinsenkade,tertiary,False,178.714,"LINESTRING (4.7725174 51.5900028, 4.7725421 51.5900671, 4.7725518 51.5900926, 4.7725721 51.5901644, 4.7725851 51.5902641, 4.7725905 51.5903152, 4.7725881 51.5903663, 4.7725811 51.5904169, 4.7725671 51.5904675, 4.7725412 51.5905185, 4.7725045 51.5905686, 4.7722779 51.5907982, 4.7716972 51.5913288, 4.7715764 51.5914199)",50,,,
"[7225303, 558848764, 36192733, 624437559]",False,"['Vismarktstraat', 'Prinsenkade']",unclassified,"[False, True]",50.108000000000004,"LINESTRING (4.7725174 51.5900028, 4.772634 51.5899837, 4.7728566 51.589913, 4.7730551 51.5898596, 4.7731884 51.5898364)",30,1,,yes
7225398,False,Adriaan van Bergenstraat,residential,True,58.813,"LINESTRING (4.7716928 51.5901343, 4.7725174 51.5900028)",30,,,
"[473995075, 473995076, 473995077, 473995078, 267777464]",False,Adriaan van Bergenstraat,residential,True,209.432,"LINESTRING (4.7716928 51.5901343, 4.7716489 51.5900481, 4.7716171 51.5899901, 4.7715863 51.5899318, 4.7715347 51.5898605, 4.771368 51.5896743, 4.7712625 51.5895565, 4.7711571 51.5894388, 4.7710531 51.5893227, 4.7709703 51.5892301, 4.7709526 51.5892159, 4.7709407 51.5892086, 4.7709298 51.5892019, 4.7709004 51.5891883, 4.7707534 51.589138, 4.7701445 51.5889943, 4.7699947 51.588959, 4.7698483 51.5889313, 4.76969 51.58889)",30,,building_passage,
7225347,False,Kraanstraat,unclassified,False,31.597,"LINESTRING (4.7734722 51.5901533, 4.7735164 51.5902045, 4.77353 51.5902199, 4.773692 51.5904025)",30,,,
