osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,tunnel,junction
"[7072168, 7072177, 374298411, 7072173]","['Bottensteinbrug', 'Bottensteinweg']",residential,30,False,False,129.368,yes,"LINESTRING (5.01252 52.10303, 5.0130257 52.1032462, 5.01347 52.10344, 5.0136551 52.1035185, 5.0137264 52.1035541, 5.01385 52.10364, 5.0139803 52.1037561)",,,
7072668,Stationsstraat,tertiary,30,False,False,96.871,,"LINESTRING (5.01252 52.10303, 5.0122017 52.1033229, 5.012018 52.1034934, 5.0119508 52.1035456, 5.0118843 52.1035838, 5.0118014 52.1036168, 5.0116047 52.1036685)",,,
7072183,John F Kennedylaan,residential,30,False,False,106.953,,"LINESTRING (5.0075682 52.1033926, 5.0075732 52.1036958, 5.0075842 52.1043544)",,,
"[271100665, 7072124]","['Professor Titus Brandsmalaan', 'Odenveltlaan']",residential,30,False,False,244.26200000000003,,"LINESTRING (5.0075682 52.1033926, 5.007696 52.1033861, 5.0085377 52.1033217, 5.009428 52.1032537, 5.0099452 52.1032141, 5.0102202 52.1038174, 5.0103116 52.1038992)",,,
"[7063272, 374298414]",Pastoor Ohllaan,residential,30,False,False,37.388,,"LINESTRING (5.0147765 52.1035867, 5.0149884 52.1035557, 5.0151897 52.103536, 5.0153154 52.1035379)",,,
7072295,Pastoor Ohllaan,residential,30,False,False,28.93,,"LINESTRING (5.0147765 52.1035867, 5.01465 52.10361, 5.0143767 52.1036723)",,,
134238793,Alenveltpark,residential,30,False,True,232.303,,"LINESTRING (5.0147765 52.1035867, 5.0153011 52.10413, 5.015344 52.1041744, 5.0159394 52.1047377, 5.0165922 52.1053528)",,,
7072668,Stationsstraat,tertiary,30,False,True,96.87100000000001,,"LINESTRING (5.0116047 52.1036685, 5.0118014 52.1036168, 5.0118843 52.1035838, 5.0119508 52.1035456, 5.012018 52.1034934, 5.0122017 52.1033229, 5.01252 52.10303)",,,
"[271100666, 7072723]",Burgemeester van der Heidelaan,tertiary,30,False,False,92.32900000000001,,"LINESTRING (5.0116047 52.1036685, 5.0108837 52.1037888, 5.0103916 52.1038655, 5.0103116 52.1038992)",,,
7072295,Pastoor Ohllaan,residential,30,False,True,28.633,,"LINESTRING (5.0139803 52.1037561, 5.0143767 52.1036723)",,,
"[7072168, 7072177, 374298411, 7072173]","['Bottensteinbrug', 'Bottensteinweg']",residential,30,False,True,129.368,yes,"LINESTRING (5.0139803 52.1037561, 5.01385 52.10364, 5.0137264 52.1035541, 5.0136551 52.1035185, 5.01347 52.10344, 5.0130257 52.1032462, 5.01252 52.10303)",,,
390250627,Pastoor Ohllaan,residential,30,False,True,30.71,,"LINESTRING (5.0139803 52.1037561, 5.0138018 52.1038334, 5.0136305 52.1039288)",,,
"[271100665, 7072124]","['Odenveltlaan', 'Professor Titus Brandsmalaan']",residential,30,False,True,244.262,,"LINESTRING (5.0103116 52.1038992, 5.0102202 52.1038174, 5.0099452 52.1032141, 5.009428 52.1032537, 5.0085377 52.1033217, 5.007696 52.1033861, 5.0075682 52.1033926)",,,
7072646,Odenveltlaan,tertiary,30,False,False,68.256,,"LINESTRING (5.0103116 52.1038992, 5.0102874 52.1039581, 5.0103353 52.1040598, 5.0105354 52.1044898)",,,
"[271100666, 7072723]",Burgemeester van der Heidelaan,tertiary,30,False,True,92.32900000000001,,"LINESTRING (5.0103116 52.1038992, 5.0103916 52.1038655, 5.0108837 52.1037888, 5.0116047 52.1036685)",,,
7072182,Burgemeester van der Heidelaan,residential,30,False,False,89.708,,"LINESTRING (5.0088481 52.1041349, 5.008363 52.1042191, 5.0080055 52.1042812, 5.0077426 52.1043269, 5.0076343 52.104346, 5.0075842 52.1043544)",,,
7072182,Burgemeester van der Heidelaan,residential,30,False,True,87.518,,"LINESTRING (5.0088481 52.1041349, 5.0088998 52.1041259, 5.0097612 52.1039757, 5.0100808 52.10392)",,,
7072188,Valkenierslaan,residential,30,False,False,68.372,,"LINESTRING (5.0088481 52.1041349, 5.0089787 52.1044434, 5.0091 52.10473)",,,
7072183,John F Kennedylaan,residential,30,False,False,70.682,,"LINESTRING (5.0075842 52.1043544, 5.00757 52.10499)",,,
7072182,Burgemeester van der Heidelaan,residential,30,False,True,89.708,,"LINESTRING (5.0075842 52.1043544, 5.0076343 52.104346, 5.0077426 52.1043269, 5.0080055 52.1042812, 5.008363 52.1042191, 5.0088481 52.1041349)",,,
7072183,John F Kennedylaan,residential,30,False,True,106.953,,"LINESTRING (5.0075842 52.1043544, 5.0075732 52.1036958, 5.0075682 52.1033926)",,,
7072646,Odenveltlaan,tertiary,30,False,False,69.662,,"LINESTRING (5.0105354 52.1044898, 5.0108149 52.1050923)",,,
7072189,Secretaris Versteeglaan,residential,30,False,False,101.60900000000001,,"LINESTRING (5.0105354 52.1044898, 5.0100361 52.1045734, 5.0091 52.10473)",,,
7072646,Odenveltlaan,tertiary,30,False,True,68.256,,"LINESTRING (5.0105354 52.1044898, 5.0103353 52.1040598, 5.0102874 52.1039581, 5.0103116 52.1038992)",,,
7072188,Valkenierslaan,residential,30,False,False,69.202,,"LINESTRING (5.0091 52.10473, 5.0092616 52.1050389, 5.00941 52.1053225)",,,
7072188,Valkenierslaan,residential,30,False,True,68.372,,"LINESTRING (5.0091 52.10473, 5.0089787 52.1044434, 5.0088481 52.1041349)",,,
7072189,Secretaris Versteeglaan,residential,30,False,False,108.422,,"LINESTRING (5.0091 52.10473, 5.0086386 52.1048098, 5.0082735 52.1048729, 5.0080185 52.1049153, 5.007908 52.1049337, 5.00757 52.10499)",,,
7072189,Secretaris Versteeglaan,residential,30,False,True,101.60900000000001,,"LINESTRING (5.0091 52.10473, 5.0100361 52.1045734, 5.0105354 52.1044898)",,,
7063525,Hindersteinlaan,tertiary,30,False,False,84.741,,"LINESTRING (5.0187559 52.104768, 5.0176624 52.1051281)",,,
"[162258721, 374298414]",Pastoor Ohllaan,residential,30,False,True,255.94900000000004,,"LINESTRING (5.0187559 52.104768, 5.018706 52.1046991, 5.01866 52.10466, 5.0185556 52.1045962, 5.0184792 52.1045654, 5.0184144 52.104545, 5.0183147 52.1045215, 5.0181419 52.1044955, 5.0180354 52.1044786, 5.0179472 52.1044513, 5.0177078 52.1043315, 5.017161 52.1040293, 5.0168558 52.1038606, 5.0166793 52.1037802, 5.01648 52.10372, 5.01623 52.10365, 5.0158985 52.1035839, 5.0156813 52.1035583)",,,
7063421,Alenveltpark,unclassified,30,False,False,36.841,,"LINESTRING (5.0179633 52.1047684, 5.0174883 52.1049254)",,,
7063274,,unclassified,30,False,False,25.483,,"LINESTRING (5.0174883 52.1049254, 5.0176624 52.1051281)",,,
7063421,Alenveltpark,unclassified,30,False,False,40.714,,"LINESTRING (5.0174883 52.1049254, 5.016969 52.1051052)",,,
7063421,Alenveltpark,unclassified,30,False,True,36.841,,"LINESTRING (5.0174883 52.1049254, 5.0179633 52.1047684)",,,
7072183,John F Kennedylaan,residential,30,False,False,73.417,,"LINESTRING (5.00757 52.10499, 5.0076 52.10565)",,,
7072183,John F Kennedylaan,residential,30,False,True,70.682,,"LINESTRING (5.00757 52.10499, 5.0075842 52.1043544)",,,
7072189,Secretaris Versteeglaan,residential,30,False,True,108.422,,"LINESTRING (5.00757 52.10499, 5.007908 52.1049337, 5.0080185 52.1049153, 5.0082735 52.1048729, 5.0086386 52.1048098, 5.0091 52.10473)",,,
7072646,Odenveltlaan,tertiary,30,False,True,69.662,,"LINESTRING (5.0108149 52.1050923, 5.0105354 52.1044898)",,,
7072460,Broederschaplaan,residential,30,False,True,99.307,,"LINESTRING (5.0108149 52.1050923, 5.0103124 52.1051747, 5.0095029 52.1053073, 5.00941 52.1053225)",,,
7072646,Odenveltlaan,tertiary,30,False,False,60.743,,"LINESTRING (5.0108149 52.1050923, 5.0108446 52.1051411, 5.0109054 52.1052409, 5.01104 52.10539, 5.0112389 52.1055695)",,,
7063421,Alenveltpark,unclassified,30,False,True,40.714,,"LINESTRING (5.016969 52.1051052, 5.0174883 52.1049254)",,,
7063274,,unclassified,30,False,True,25.483,,"LINESTRING (5.0176624 52.1051281, 5.0174883 52.1049254)",,,
7063525,Hindersteinlaan,tertiary,30,False,True,84.741,,"LINESTRING (5.0176624 52.1051281, 5.0187559 52.104768)",,,
"[320192897, 7063525]",Hindersteinlaan,tertiary,30,False,False,81.762,,"LINESTRING (5.0176624 52.1051281, 5.0173089 52.1052424, 5.0168249 52.1053995, 5.0166883 52.1054471, 5.0166073 52.1054754)",,,
7072188,Valkenierslaan,residential,30,False,True,69.202,,"LINESTRING (5.00941 52.1053225, 5.0092616 52.1050389, 5.0091 52.10473)",,,
7072460,Broederschaplaan,residential,30,False,False,99.307,,"LINESTRING (5.00941 52.1053225, 5.0095029 52.1053073, 5.0103124 52.1051747, 5.0108149 52.1050923)",,,
