osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,lanes,junction
7099017,Archangel,residential,30,False,True,42.866,"LINESTRING (5.0963049 51.8902812, 5.0963051 51.890239, 5.0963111 51.8902032, 5.0963385 51.8901633, 5.0963805 51.8901316, 5.0964338 51.89011, 5.0964989 51.8901003, 5.0967281 51.8900844)",,,,
7099163,Skönvik,residential,30,False,True,69.072,"LINESTRING (5.0996714 51.8902932, 5.0996608 51.8902389, 5.0996225 51.890036, 5.0996798 51.8899935, 5.0996778 51.8899744, 5.0996567 51.8897695, 5.0996482 51.8896872)",,,,
7100464,Groote Steiger,residential,30,False,True,38.476,"LINESTRING (5.0936124 51.8904113, 5.0937526 51.890139, 5.0937826 51.8900816)",,,,
7100509,Hoogstraat,residential,30,True,False,132.841,"LINESTRING (5.0936124 51.8904113, 5.09456 51.8906232, 5.0948309 51.8906843, 5.095287 51.890798, 5.0954223 51.8908343)",,,,
7099041,Skönvik,residential,,False,True,42.756,"LINESTRING (5.0985165 51.8904036, 5.0984692 51.8900744, 5.0984597 51.8900207)",,,,
7099830,Tiendweg,tertiary,50,False,False,163.102,"LINESTRING (5.0852037 51.8904318, 5.0856163 51.8907592, 5.0858024 51.8909215, 5.0863217 51.8914195, 5.0863957 51.8914776, 5.0865667 51.8916321)",,,,
"[7100561, 7100509]","['Hoogstraat', 'Huisgracht']",residential,30,True,False,139.421,"LINESTRING (5.0920987 51.8904553, 5.092427 51.8900615, 5.0927142 51.8901421, 5.093132 51.8902682, 5.0936124 51.8904113)",,,,
"[7100576, 7100563, 7099720]",Kerkstraat,residential,30,True,False,256.382,"LINESTRING (5.0920987 51.8904553, 5.0927991 51.8907076, 5.0933601 51.8909067, 5.0934885 51.890958, 5.0939378 51.8910741, 5.0943831 51.8911635, 5.094711 51.8912183, 5.0948455 51.8912365, 5.0949733 51.8912478, 5.095252 51.8912684, 5.0955324 51.8912887)",,,,
7100454,Singel,residential,30,False,True,108.90800000000002,"LINESTRING (5.0901507 51.8904882, 5.0903898 51.8902, 5.0904647 51.8901454, 5.090516 51.8901181, 5.0905773 51.8900942, 5.090642 51.8900724, 5.0906961 51.8900599, 5.0907463 51.8900513, 5.090765 51.8900482, 5.0907959 51.8900452, 5.0908362 51.8900414, 5.0908977 51.8900523, 5.0909637 51.8900757, 5.0910269 51.8901002, 5.0910902 51.8901289, 5.0910994 51.8901326, 5.0912901 51.8902085)",,,,
7100470,Oranjeplein,residential,30,False,False,70.818,"LINESTRING (5.0908199 51.8905817, 5.0908323 51.8906109, 5.0908318 51.8906409, 5.0907974 51.8906996, 5.0904757 51.8910203, 5.0906693 51.8910875)",,,,
7100470,Oranjeplein,residential,30,False,True,45.764,"LINESTRING (5.0908199 51.8905817, 5.0907622 51.8905796, 5.0907084 51.8905825, 5.0905534 51.8907425, 5.0905232 51.8907553, 5.090493 51.8907617, 5.0904508 51.8908063, 5.0904 51.89086)",,,,
212473120,Oranjeplein,residential,30,False,False,54.327,"LINESTRING (5.0908199 51.8905817, 5.091123 51.8902765, 5.0911905 51.8902248, 5.0912335 51.8902132, 5.0912901 51.8902085)",,,,
7100587,,residential,30,False,False,27.816,"LINESTRING (5.0900477 51.8907363, 5.0904 51.89086)",,,,
7099194,Hoogstraat,unclassified,30,False,False,35.855,"LINESTRING (5.0962934 51.8908058, 5.0968093 51.8907548)",,,,
"[7099214, 7099039]",Hoogstraat,unclassified,30,False,"[False, True]",59.919999999999995,"LINESTRING (5.0962934 51.8908058, 5.0959339 51.8908089, 5.0957145 51.890815, 5.0955426 51.8908237, 5.0954223 51.8908343)",,,,
7099194,Hoogstraat,unclassified,30,False,True,35.855,"LINESTRING (5.0968093 51.8907548, 5.0962934 51.8908058)",,,,
7099063,Archangel,residential,30,False,True,68.36,"LINESTRING (5.0968093 51.8907548, 5.0967871 51.8902522, 5.0967483 51.8901428)",,,,
7099698,Oranje Nassaulaan,residential,50,False,False,71.69200000000001,"LINESTRING (5.0968093 51.8907548, 5.096846 51.8910498, 5.0968499 51.8910811, 5.0969203 51.8913353, 5.0969349 51.8913942)",,,,
7100587,,residential,30,False,True,27.816,"LINESTRING (5.0904 51.89086, 5.0900477 51.8907363)",,,,
7099823,Oranjeplein,residential,30,False,False,58.336999999999996,"LINESTRING (5.0904 51.89086, 5.0902618 51.8909973, 5.0899563 51.8913075)",,,,
7100470,Oranjeplein,residential,30,False,False,45.763999999999996,"LINESTRING (5.0904 51.89086, 5.0904508 51.8908063, 5.090493 51.8907617, 5.0905232 51.8907553, 5.0905534 51.8907425, 5.0907084 51.8905825, 5.0907622 51.8905796, 5.0908199 51.8905817)",,,,
"[7099214, 7099039]",Hoogstraat,unclassified,30,False,"[False, True]",59.92,"LINESTRING (5.0954223 51.8908343, 5.0955426 51.8908237, 5.0957145 51.890815, 5.0959339 51.8908089, 5.0962934 51.8908058)",,,,
7099231,Hoogenhoek,residential,30,False,False,51.363,"LINESTRING (5.0954223 51.8908343, 5.0955007 51.8912505, 5.0955324 51.8912887)",,,,
7100306,Westwal,residential,30,False,False,7.652,"LINESTRING (5.0906693 51.8910875, 5.0906432 51.8911544)",,,,
7100306,Westwal,residential,30,False,True,103.33,"LINESTRING (5.0906693 51.8910875, 5.09104 51.8906864, 5.0914153 51.8902803)",,,,
7100470,Oranjeplein,residential,30,False,True,70.818,"LINESTRING (5.0906693 51.8910875, 5.0904757 51.8910203, 5.0907974 51.8906996, 5.0908318 51.8906409, 5.0908323 51.8906109, 5.0908199 51.8905817)",,,,
7099823,Oranjeplein,residential,30,False,True,58.336999999999996,"LINESTRING (5.0899563 51.8913075, 5.0902618 51.8909973, 5.0904 51.89086)",,,,
7100306,Westwal,residential,30,False,False,42.808,"LINESTRING (5.0906432 51.8911544, 5.0903419 51.8914915)",,,,
7100306,Westwal,residential,30,False,True,7.652,"LINESTRING (5.0906432 51.8911544, 5.0906693 51.8910875)",,,,
1105452238,Nieuwstraat,residential,30,False,False,47.269,"LINESTRING (5.0906432 51.8911544, 5.0913014 51.8912797)",,,,
7099231,Hoogenhoek,residential,30,False,True,51.363,"LINESTRING (5.0955324 51.8912887, 5.0955007 51.8912505, 5.0954223 51.8908343)",,,,
7099649,Vlietskant,residential,30,True,False,100.761,"LINESTRING (5.0955324 51.8912887, 5.0955775 51.8913477, 5.0955935 51.8914199, 5.0956247 51.8915722, 5.0957646 51.8921105, 5.0957441 51.8921787)",,,,
7099122,Jan van Arkelstraat,residential,30,False,False,152.063,"LINESTRING (5.0988233 51.8912692, 5.0989739 51.891749, 5.0992403 51.8926123)",,,,
"[7099434, 7099717]","['Prins Bernhardstraat', 'J.C. Rijsdijkstraat']",residential,30,False,False,211.877,"LINESTRING (5.0988233 51.8912692, 5.0979597 51.891367, 5.0981769 51.8920505, 5.0983789 51.8927058)",,,,
7100390,Markthof,residential,30,False,False,43.352,"LINESTRING (5.091862 51.8914021, 5.0916619 51.8917719)",,,,
1105452239,Nieuwstraat,residential,30,False,False,16.661,"LINESTRING (5.091862 51.8914021, 5.0920916 51.8914508)",,,,
7099383,Oranje Nassaulaan,residential,30,False,False,51.330999999999996,"LINESTRING (5.0969349 51.8913942, 5.0968632 51.8914021, 5.096738 51.8914172, 5.0965019 51.8914449, 5.0964292 51.8914535, 5.0963016 51.8914684, 5.0962 51.8914802)",,,,
"[7099698, 7099436]",Oranje Nassaulaan,residential,50,False,False,160.494,"LINESTRING (5.0969349 51.8913942, 5.0969596 51.8914698, 5.0970264 51.8916739, 5.0971255 51.8920266, 5.0972066 51.8923056, 5.0972604 51.8924694, 5.0972999 51.8925618, 5.0973895 51.8928096)",,,,
7099698,Oranje Nassaulaan,residential,50,False,True,71.69200000000001,"LINESTRING (5.0969349 51.8913942, 5.0969203 51.8913353, 5.0968499 51.8910811, 5.096846 51.8910498, 5.0968093 51.8907548)",,,,
7100306,Westwal,residential,30,False,False,42.804,"LINESTRING (5.0903419 51.8914915, 5.0900128 51.8918185)",,,,
7100306,Westwal,residential,30,False,True,42.808,"LINESTRING (5.0903419 51.8914915, 5.0906432 51.8911544)",,,,
7099383,Oranje Nassaulaan,residential,30,False,True,51.331,"LINESTRING (5.0962 51.8914802, 5.0963016 51.8914684, 5.0964292 51.8914535, 5.0965019 51.8914449, 5.096738 51.8914172, 5.0968632 51.8914021, 5.0969349 51.8913942)",,,,
7099729,Oostwal,residential,30,True,False,77.185,"LINESTRING (5.0962 51.8914802, 5.0961811 51.8912872, 5.0961521 51.8912188, 5.096144 51.8911997, 5.0961481 51.8911539, 5.0961879 51.8910911, 5.0962321 51.8910427, 5.0962624 51.8909962, 5.0962934 51.8908058)",,,,
7100298,Poorterij,unclassified,30,False,False,32.036,"LINESTRING (5.0942882 51.8916003, 5.094222 51.8916404, 5.0941565 51.8916747, 5.0941138 51.8916886, 5.0940551 51.8918034, 5.0940521 51.891831)",,,,
7099830,Tiendweg,tertiary,50,False,True,163.102,"LINESTRING (5.0865667 51.8916321, 5.0863957 51.8914776, 5.0863217 51.8914195, 5.0858024 51.8909215, 5.0856163 51.8907592, 5.0852037 51.8904318)",,,,
7100313,Tiendweg,tertiary,50,False,False,46.742999999999995,"LINESTRING (5.0865667 51.8916321, 5.0867861 51.891815, 5.0869869 51.8919627)",,,,
7100386,Burgemeester Meesplein,residential,50,False,True,37.732,"LINESTRING (5.0865667 51.8916321, 5.0862549 51.8917716, 5.0861832 51.8917964, 5.0861063 51.8918149)",,,,
7100300,Bergstraat,residential,30,False,False,17.47,"LINESTRING (5.0916619 51.8917719, 5.0919059 51.8918167)",,,,
7100390,Markthof,residential,30,False,True,43.352,"LINESTRING (5.0916619 51.8917719, 5.091862 51.8914021)",,,,
7100389,Bergstraat,residential,30,True,False,95.87900000000002,"LINESTRING (5.0916619 51.8917719, 5.0909706 51.8916377, 5.0906209 51.8915658, 5.0903419 51.8914915)",,,,
7100306,Westwal,residential,30,False,True,42.804,"LINESTRING (5.0900128 51.8918185, 5.0903419 51.8914915)",,,,
7100303,Noordwal,residential,30,False,False,70.28399999999999,"LINESTRING (5.0900128 51.8918185, 5.0901185 51.8918446, 5.090278 51.8918629, 5.0904375 51.8918875, 5.0909894 51.8920048)",,,,
"[7100306, 1106035243, 1106035242]",Westwal,residential,30,False,False,52.972,"LINESTRING (5.0900128 51.8918185, 5.0898955 51.8919441, 5.0898056 51.8920378, 5.0897061 51.8921218, 5.0896274 51.8921896, 5.0895952 51.8922185)",yes,,,
7099353,Bergstraat,residential,30,True,False,131.77100000000002,"LINESTRING (5.0921131 51.8918555, 5.0930756 51.8920212, 5.0939226 51.8922109, 5.0939413 51.8922151)",,,,
"[7100299, 1105452239]","['Markthof', 'Nieuwstraat']",residential,30,False,True,57.160999999999994,"LINESTRING (5.0921131 51.8918555, 5.092302 51.8914982, 5.0920916 51.8914508)",,,,
7100300,Bergstraat,residential,30,False,True,14.86,"LINESTRING (5.0921131 51.8918555, 5.0919818 51.8918318, 5.0919059 51.8918167)",,,,
7100298,Poorterij,unclassified,30,False,True,32.036,"LINESTRING (5.0940521 51.891831, 5.0940551 51.8918034, 5.0941138 51.8916886, 5.0941565 51.8916747, 5.094222 51.8916404, 5.0942882 51.8916003)",,,,
7100422,Schavet,residential,30,False,False,43.405,"LINESTRING (5.0940521 51.891831, 5.0940447 51.8918809, 5.0939413 51.8922151)",,,,
7100313,Tiendweg,tertiary,50,False,False,16.962,"LINESTRING (5.0869869 51.8919627, 5.0871561 51.8920739)",,,,
7100313,Tiendweg,tertiary,50,False,True,46.742999999999995,"LINESTRING (5.0869869 51.8919627, 5.0867861 51.891815, 5.0865667 51.8916321)",,,,
"[137731506, 1116491518]",Tiendweg,residential,50,False,True,271.362,"LINESTRING (5.0869869 51.8919627, 5.0870602 51.8919244, 5.0871761 51.8918624, 5.0871897 51.8918507, 5.0872585 51.8917916, 5.0872667 51.8917822, 5.0873723 51.8916615, 5.087484 51.8915371, 5.087628 51.8913816, 5.087697 51.8913071, 5.0877301 51.8912683, 5.087743 51.8912321, 5.0877407 51.8911939, 5.087704 51.8911579, 5.0875278 51.8909831, 5.0874335 51.8909434, 5.0872422 51.8908778, 5.0870926 51.8908185, 5.0870273 51.89078, 5.0869709 51.8907391, 5.0869555 51.8907179, 5.086949 51.8906939, 5.0869526 51.8906699, 5.0869636 51.8906449, 5.0872971 51.8902988, 5.0874475 51.8901569, 5.0875559 51.890077, 5.0876338 51.8900155)",,destination,,
7100313,Tiendweg,tertiary,50,False,True,16.962,"LINESTRING (5.0871561 51.8920739, 5.0869869 51.8919627)",,,,
7100271,Jeekelstraat,residential,30,False,False,40.409,"LINESTRING (5.0871561 51.8920739, 5.0870725 51.89212, 5.086868 51.8922379, 5.0867427 51.892308, 5.0867221 51.8923195)",,,,
"[7100313, 956116036]",Tiendweg,tertiary,50,False,False,103.067,"LINESTRING (5.0871561 51.8920739, 5.0871844 51.892093, 5.0874072 51.8922405, 5.0876744 51.8923975, 5.0877 51.8924125, 5.0877248 51.8924265, 5.0882656 51.8926963)",,,,
7100271,Jeekelstraat,residential,30,False,False,117.32900000000001,"LINESTRING (5.0867221 51.8923195, 5.0862358 51.8927157, 5.0861617 51.8927792, 5.0859336 51.8929748, 5.0857075 51.8931687)",,,,
7100271,Jeekelstraat,residential,30,False,True,40.409,"LINESTRING (5.0867221 51.8923195, 5.0867427 51.892308, 5.086868 51.8922379, 5.0870725 51.89212, 5.0871561 51.8920739)",,,,
7100287,Laman Tripstraat,living_street,15,False,False,139.269,"LINESTRING (5.0867221 51.8923195, 5.0867705 51.8923557, 5.0869882 51.8925126, 5.0872196 51.8926794, 5.0874143 51.892796, 5.087169 51.8929903, 5.0872684 51.8930366, 5.0873314 51.8930659, 5.0876398 51.8932123)",,,,
32399870,Meentplein,primary,50,True,False,8.129,"LINESTRING (5.089213 51.8921726, 5.0891712 51.892241)",,,1,
1019866200,Meent,residential,50,True,False,26.722,"LINESTRING (5.089213 51.8921726, 5.0893452 51.8921871, 5.0893976 51.8921937, 5.0895952 51.8922185)",,,1,
7099649,Vlietskant,residential,30,True,False,42.943,"LINESTRING (5.0957441 51.8921787, 5.0958444 51.8925599)",,,,
7099356,Nieuwstraat,residential,30,True,False,122.59299999999999,"LINESTRING (5.0957441 51.8921787, 5.0955944 51.892166, 5.0953921 51.8921277, 5.0951898 51.8920869, 5.0940521 51.891831)",,,,
1019866207,Westwal,residential,30,True,False,8.453999999999999,"LINESTRING (5.0895952 51.8922185, 5.0895774 51.8922395, 5.0895543 51.8922558, 5.0895117 51.8922716)",,,,
"[1106035242, 1106035243, 7100306]",Westwal,residential,30,False,True,52.97200000000001,"LINESTRING (5.0895952 51.8922185, 5.0896274 51.8921896, 5.0897061 51.8921218, 5.0898056 51.8920378, 5.0898955 51.8919441, 5.0900128 51.8918185)",yes,,,
7099353,Bergstraat,residential,30,True,False,136.318,"LINESTRING (5.0939413 51.8922151, 5.0948276 51.8923985, 5.0954162 51.8925036, 5.0957119 51.8925516, 5.0958444 51.8925599)",,,,
7100422,Schavet,residential,30,False,True,43.405,"LINESTRING (5.0939413 51.8922151, 5.0940447 51.8918809, 5.0940521 51.891831)",,,,
7099945,Meent,residential,30,True,False,6.607,"LINESTRING (5.089835 51.8923076, 5.0897432 51.8922897)",,,,
202935866,Blokhuisstraat,residential,30,True,False,51.160000000000004,"LINESTRING (5.089835 51.8923076, 5.0896629 51.8925105, 5.089554 51.8926389, 5.0895389 51.8926733, 5.0895479 51.8927235)",,,,
850379089,Meent,residential,30,False,False,52.518,"LINESTRING (5.0920256 51.8925716, 5.0927529 51.8927186)",,destination,,
7099649,Vlietskant,residential,30,True,False,46.475,"LINESTRING (5.0958444 51.8925599, 5.0958958 51.8926314, 5.0959772 51.8929674)",,,,
"[7100313, 956116036]",Tiendweg,tertiary,50,False,True,103.067,"LINESTRING (5.0882656 51.8926963, 5.0877248 51.8924265, 5.0877 51.8924125, 5.0876744 51.8923975, 5.0874072 51.8922405, 5.0871844 51.892093, 5.0871561 51.8920739)",,,,
956116038,Tiendweg,tertiary,50,True,False,31.646,"LINESTRING (5.0882656 51.8926963, 5.0883935 51.892722, 5.0884943 51.8927605, 5.0885281 51.8927731, 5.0886748 51.8928244)",,,2,
7099945,Meent,residential,30,True,False,69.321,"LINESTRING (5.0915724 51.892701, 5.0907812 51.8925269, 5.09062 51.8924932)",,,,
7099437,Generaal Pironstraat,residential,30,False,False,60.019,"LINESTRING (5.0992403 51.8926123, 5.0983789 51.8927058)",,,,
7099122,Jan van Arkelstraat,residential,30,False,True,152.063,"LINESTRING (5.0992403 51.8926123, 5.0989739 51.891749, 5.0988233 51.8912692)",,,,
1019866179,Tiendweg,tertiary,50,True,False,10.286,"LINESTRING (5.0887814 51.8928907, 5.0886329 51.8928781)",,,,
961295862,Zuid-Hollandweg,primary,50,True,False,146.826,"LINESTRING (5.0887814 51.8928907, 5.0886767 51.8930166, 5.0881043 51.8935207, 5.0877691 51.8938315, 5.0877326 51.8938657, 5.0875908 51.8939864)",,,1,
7099945,Meent,residential,30,True,False,26.048,"LINESTRING (5.0919351 51.8927701, 5.0915724 51.892701)",,,,
7100286,Julianastraat,residential,30,False,False,125.08,"LINESTRING (5.0919351 51.8927701, 5.0917414 51.893146, 5.0917029 51.8932208, 5.0915023 51.8936102, 5.091438 51.893735, 5.0913804 51.8938416)",,,,
7099944,Meent,residential,,False,False,72.249,"LINESTRING (5.0927529 51.8927186, 5.0937541 51.8929196)",,,,
850379089,Meent,residential,30,False,True,52.518,"LINESTRING (5.0927529 51.8927186, 5.0920256 51.8925716)",,destination,,
"[1106035241, 7099947]",Fonteinstraat,residential,30,False,False,22.505,"LINESTRING (5.0927529 51.8927186, 5.0926689 51.8928768, 5.0926511 51.892911)",yes,,,
7099437,Generaal Pironstraat,residential,30,False,True,60.019,"LINESTRING (5.0983789 51.8927058, 5.0992403 51.8926123)",,,,
"[7099434, 7099717]","['Prins Bernhardstraat', 'J.C. Rijsdijkstraat']",residential,30,False,True,211.87699999999998,"LINESTRING (5.0983789 51.8927058, 5.0981769 51.8920505, 5.0979597 51.891367, 5.0988233 51.8912692)",,,,
7099437,Generaal Pironstraat,residential,30,False,False,68.869,"LINESTRING (5.0983789 51.8927058, 5.0974765 51.8928005, 5.0973895 51.8928096)",,,,
"[866272433, 7099436]",Oranje Nassaulaan,residential,50,False,False,77.57399999999998,"LINESTRING (5.0973895 51.8928096, 5.097458 51.8930557, 5.0974288 51.8934385, 5.0974186 51.8935029)",,,,
"[7099698, 7099436]",Oranje Nassaulaan,residential,50,False,True,160.49399999999997,"LINESTRING (5.0973895 51.8928096, 5.0972999 51.8925618, 5.0972604 51.8924694, 5.0972066 51.8923056, 5.0971255 51.8920266, 5.0970264 51.8916739, 5.0969596 51.8914698, 5.0969349 51.8913942)",,,,
7099437,Generaal Pironstraat,residential,30,False,True,68.869,"LINESTRING (5.0973895 51.8928096, 5.0974765 51.8928005, 5.0983789 51.8927058)",,,,
7099693,Dr. C. Voogdplein,residential,30,False,True,68.266,"LINESTRING (5.0973895 51.8928096, 5.0967764 51.8928849, 5.0965278 51.8929154, 5.096414 51.89293)",,,,
7099945,Meent,residential,30,True,False,51.571,"LINESTRING (5.0926511 51.892911, 5.0922405 51.8928302, 5.0919351 51.8927701)",,,,
"[1106035241, 7099947]",Fonteinstraat,residential,30,False,True,22.505,"LINESTRING (5.0926511 51.892911, 5.0926689 51.8928768, 5.0927529 51.8927186)",yes,,,
7099944,Meent,residential,,False,True,72.249,"LINESTRING (5.0937541 51.8929196, 5.0927529 51.8927186)",,,,
7099693,Dr. C. Voogdplein,residential,30,False,False,7.322,"LINESTRING (5.0959772 51.8929674, 5.0960776 51.8929897)",,,,
7099693,Dr. C. Voogdplein,residential,30,False,False,68.26599999999999,"LINESTRING (5.096414 51.89293, 5.0965278 51.8929154, 5.0967764 51.8928849, 5.0973895 51.8928096)",,,,
7099693,Dr. C. Voogdplein,residential,30,False,True,24.635,"LINESTRING (5.096414 51.89293, 5.0963187 51.8929535, 5.0962647 51.8929734, 5.0962048 51.892988, 5.096139 51.8929956, 5.0960776 51.8929897)",,,,
7099729,Oostwal,residential,30,True,False,161.888,"LINESTRING (5.096414 51.89293, 5.0963698 51.8925558, 5.0962 51.8914802)",,,,
7099693,Dr. C. Voogdplein,residential,30,False,True,7.322,"LINESTRING (5.0960776 51.8929897, 5.0959772 51.8929674)",,,,
"[7099688, 7099354]","['Meent', 'Dr. C. Voogdplein']",residential,30,True,False,157.52100000000002,"LINESTRING (5.0960776 51.8929897, 5.0960877 51.893211, 5.0960769 51.8932974, 5.0960728 51.8933307, 5.0960314 51.8934341, 5.0958576 51.8935987, 5.0955 51.8935, 5.0946989 51.8933077)",,,,
7099693,Dr. C. Voogdplein,residential,30,False,False,24.634999999999998,"LINESTRING (5.0960776 51.8929897, 5.096139 51.8929956, 5.0962048 51.892988, 5.0962647 51.8929734, 5.0963187 51.8929535, 5.096414 51.89293)",,,,
7100271,Jeekelstraat,residential,30,False,True,117.32900000000001,"LINESTRING (5.0857075 51.8931687, 5.0859336 51.8929748, 5.0861617 51.8927792, 5.0862358 51.8927157, 5.0867221 51.8923195)",,,,
"[7100343, 7100279]",Groen van Prinstererstraat,living_street,15,False,False,105.27799999999999,"LINESTRING (5.0857075 51.8931687, 5.0859951 51.8933068, 5.0861816 51.8933963, 5.0862627 51.8934442, 5.0862931 51.8934589, 5.086327 51.8934743, 5.086349 51.8934843, 5.0863956 51.8935058, 5.0866249 51.893612, 5.0866552 51.893626, 5.0869227 51.8937458)",,,,
7100288,Patrimoniumstraat,living_street,15,False,True,42.031,"LINESTRING (5.0876398 51.8932123, 5.0879996 51.8929064)",,,,
7100287,Laman Tripstraat,living_street,15,False,True,139.269,"LINESTRING (5.0876398 51.8932123, 5.0873314 51.8930659, 5.0872684 51.8930366, 5.087169 51.8929903, 5.0874143 51.892796, 5.0872196 51.8926794, 5.0869882 51.8925126, 5.0867705 51.8923557, 5.0867221 51.8923195)",,,,
7100288,Patrimoniumstraat,living_street,15,False,False,78.973,"LINESTRING (5.0876398 51.8932123, 5.087257 51.8935391, 5.0870285 51.8937341, 5.0869227 51.8937458)",,,,
