osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,access
7368341,Den Uyllaan,residential,30,False,False,49.349000000000004,"LINESTRING (4.820056 52.2418398, 4.8199129 52.2419597, 4.8196283 52.2421981)",,,
7368388,Prinses Christinalaan,unclassified,30,False,True,23.053,"LINESTRING (4.8254357 52.236834, 4.8252303 52.2369988)",,,
"[697324328, 7368394, 7368396]",Karel Doormanlaan,unclassified,30,False,False,247.95499999999998,"LINESTRING (4.8254357 52.236834, 4.8250256 52.2366591, 4.8247788 52.2365538, 4.8247027 52.2365413, 4.8246225 52.2365506, 4.8245922 52.2365692, 4.8241961 52.2368116, 4.8241897 52.2368155, 4.8234295 52.2372765, 4.823301 52.2373286, 4.8232502 52.2373407, 4.8230825 52.2374261, 4.8227341 52.2377038)",,,
7367970,Admiraal van Ghentlaan,unclassified,30,False,False,126.835,"LINESTRING (4.8267825 52.2368423, 4.8273278 52.2370726, 4.8277982 52.2372712, 4.8283159 52.2374898)",,,
7367922,Johan de Wittlaan,unclassified,30,False,False,69.783,"LINESTRING (4.8252303 52.2369988, 4.8260738 52.2373552)",,,
7368388,Prinses Christinalaan,unclassified,30,False,False,23.053,"LINESTRING (4.8252303 52.2369988, 4.8254357 52.236834)",,,
"[7368496, 7368483]",Prinses Christinalaan,unclassified,30,False,True,162.526,"LINESTRING (4.8252303 52.2369988, 4.824933 52.2372324, 4.8242759 52.2377488, 4.8237607 52.2381505)",,,
7367922,Johan de Wittlaan,unclassified,30,False,True,69.783,"LINESTRING (4.8260738 52.2373552, 4.8252303 52.2369988)",,,
7367969,Jan van Galenlaan,unclassified,30,False,False,58.063,"LINESTRING (4.8260738 52.2373552, 4.8255493 52.2377669)",,,
7367922,Johan de Wittlaan,unclassified,30,False,False,179.663,"LINESTRING (4.8260738 52.2373552, 4.8261836 52.2374044, 4.8264028 52.2375027, 4.8266698 52.2376335, 4.8267639 52.2376864, 4.8269223 52.2377837, 4.8271613 52.2379381, 4.8274062 52.2380962, 4.8276457 52.2382509, 4.8278861 52.2384061, 4.8279796 52.2384666)",,,
7367970,Admiraal van Ghentlaan,unclassified,30,False,True,126.835,"LINESTRING (4.8283159 52.2374898, 4.8277982 52.2372712, 4.8273278 52.2370726, 4.8267825 52.2368423)",,,
7368148,Admiraal van Ghentlaan,unclassified,30,False,False,63.75,"LINESTRING (4.8283159 52.2374898, 4.8289805 52.2377661, 4.8290906 52.2378117)",,,
"[697315868, 7368391]",Karel Doormanlaan,unclassified,30,False,False,168.599,"LINESTRING (4.8227341 52.2377038, 4.8219935 52.2383515, 4.8219967 52.2384163, 4.8225866 52.2386646, 4.8228841 52.2387921)",,,
7368393,De Savornin Lohmanlaan,unclassified,30,False,False,85.755,"LINESTRING (4.8227341 52.2377038, 4.8233587 52.2379756, 4.8237607 52.2381505)",,,
"[697324328, 7368394, 7368396]",Karel Doormanlaan,unclassified,30,False,True,247.95500000000004,"LINESTRING (4.8227341 52.2377038, 4.8230825 52.2374261, 4.8232502 52.2373407, 4.823301 52.2373286, 4.8234295 52.2372765, 4.8241897 52.2368155, 4.8241961 52.2368116, 4.8245922 52.2365692, 4.8246225 52.2365506, 4.8247027 52.2365413, 4.8247788 52.2365538, 4.8250256 52.2366591, 4.8254357 52.236834)",,,
7367969,Jan van Galenlaan,unclassified,30,False,True,58.063,"LINESTRING (4.8255493 52.2377669, 4.8260738 52.2373552)",,,
7368285,Jan van Galenlaan,unclassified,30,False,False,60.397999999999996,"LINESTRING (4.8255493 52.2377669, 4.8252819 52.2379782, 4.8250059 52.2381962)",,,
7368097,Admiraal de Ruyterlaan,unclassified,30,False,False,105.006,"LINESTRING (4.8290906 52.2378117, 4.8285396 52.2381351, 4.8279796 52.2384666)",,,
7368148,Admiraal van Ghentlaan,unclassified,30,False,True,63.75,"LINESTRING (4.8290906 52.2378117, 4.8289805 52.2377661, 4.8283159 52.2374898)",,,
7368483,Prinses Christinalaan,unclassified,30,False,True,7.31,"LINESTRING (4.8237607 52.2381505, 4.8236946 52.2382023)",,,
7368393,De Savornin Lohmanlaan,unclassified,30,False,True,85.755,"LINESTRING (4.8237607 52.2381505, 4.8233587 52.2379756, 4.8227341 52.2377038)",,,
