osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,tunnel,junction
7392980,Rozenhof,residential,False,False,58.096,"LINESTRING (4.7541553 52.2626329, 4.7541915 52.2626454, 4.7543821 52.262711, 4.7544097 52.2627329, 4.7544752 52.262785, 4.754526 52.2628254, 4.7546064 52.2628522, 4.7547219 52.2628907, 4.75484 52.26293)",,,,,
7392982,Rozenhof,residential,False,False,29.613000000000003,"LINESTRING (4.7550424 52.2626945, 4.7549433 52.2628033, 4.7548868 52.2628654, 4.75484 52.26293)",,,,,
7393186,Rozenhof,residential,False,False,68.952,"LINESTRING (4.7550424 52.2626945, 4.7551874 52.2627343, 4.7553484 52.2627786, 4.75539 52.26279, 4.7557877 52.2629583, 4.75591 52.26301)",,,,,
7393201,Hadleystraat,unclassified,False,False,135.199,"LINESTRING (4.7527257 52.2628253, 4.7529469 52.2629041, 4.7531007 52.2629588, 4.7535572 52.2631275, 4.75443 52.26345)",30,,,,
7393284,Stommeerweg,secondary,False,False,170.294,"LINESTRING (4.7527257 52.2628253, 4.7526598 52.2628939, 4.7522907 52.263278, 4.75214 52.2634354, 4.7521056 52.2634717, 4.7519822 52.263602, 4.7518762 52.263714, 4.751761 52.2638356, 4.75159 52.2640162, 4.751465 52.2641482)",50,,,,
7392980,Rozenhof,residential,False,True,58.096000000000004,"LINESTRING (4.75484 52.26293, 4.7547219 52.2628907, 4.7546064 52.2628522, 4.754526 52.2628254, 4.7544752 52.262785, 4.7544097 52.2627329, 4.7543821 52.262711, 4.7541915 52.2626454, 4.7541553 52.2626329)",,,,,
7392982,Rozenhof,residential,False,True,29.613,"LINESTRING (4.75484 52.26293, 4.7548868 52.2628654, 4.7549433 52.2628033, 4.7550424 52.2626945)",,,,,
7393248,Rozenhof,residential,False,False,65.40799999999999,"LINESTRING (4.75484 52.26293, 4.75484 52.26302, 4.7546 52.26329, 4.75443 52.26345)",,,,,
7393063,Rozenhof,unclassified,False,False,53.18,"LINESTRING (4.75651 52.26298, 4.75635 52.26313, 4.75628 52.26313, 4.7562695 52.2631266, 4.7562007 52.2631043, 4.7560938 52.2630696, 4.75591 52.26301)",,,,,
7393063,Rozenhof,unclassified,False,True,53.18000000000001,"LINESTRING (4.75591 52.26301, 4.7560938 52.2630696, 4.7562007 52.2631043, 4.7562695 52.2631266, 4.75628 52.26313, 4.75635 52.26313, 4.75651 52.26298)",,,,,
7393183,Rozenhof,unclassified,False,False,48.116,"LINESTRING (4.75591 52.26301, 4.75573 52.26319, 4.7557207 52.2632116, 4.7557 52.26326, 4.7556269 52.2633392, 4.75558 52.26339)",,,,,
7393186,Rozenhof,residential,False,True,68.952,"LINESTRING (4.75591 52.26301, 4.7557877 52.2629583, 4.75539 52.26279, 4.7553484 52.2627786, 4.7551874 52.2627343, 4.7550424 52.2626945)",,,,,
7393183,Rozenhof,unclassified,False,True,48.116,"LINESTRING (4.75558 52.26339, 4.7556269 52.2633392, 4.7557 52.26326, 4.7557207 52.2632116, 4.75573 52.26319, 4.75591 52.26301)",,,,,
7393201,Hadleystraat,unclassified,False,False,140.10100000000003,"LINESTRING (4.75443 52.26345, 4.7546175 52.2635164, 4.7560168 52.264012, 4.7560708 52.2640311, 4.7562192 52.2640723)",30,,,,
7393201,Hadleystraat,unclassified,False,True,135.19899999999998,"LINESTRING (4.75443 52.26345, 4.7535572 52.2631275, 4.7531007 52.2629588, 4.7529469 52.2629041, 4.7527257 52.2628253)",30,,,,
7393248,Rozenhof,residential,False,True,65.408,"LINESTRING (4.75443 52.26345, 4.7546 52.26329, 4.75484 52.26302, 4.75484 52.26293)",,,,,
7393201,Hadleystraat,unclassified,False,False,26.164,"LINESTRING (4.7562192 52.2640723, 4.7565521 52.26419)",30,,,,
7393201,Hadleystraat,unclassified,False,True,140.101,"LINESTRING (4.7562192 52.2640723, 4.7560708 52.2640311, 4.7560168 52.264012, 4.7546175 52.2635164, 4.75443 52.26345)",30,,,,
7393073,Gerberastraat,unclassified,False,False,87.967,"LINESTRING (4.751465 52.2641482, 4.75163 52.2642, 4.75167 52.2642136, 4.7521 52.26436, 4.7525155 52.2645229, 4.7525794 52.264548)",30,,,,
7393284,Stommeerweg,secondary,False,False,73.398,"LINESTRING (4.751465 52.2641482, 4.7509734 52.2646282, 4.7509446 52.2646563, 4.7508922 52.2647075)",50,,,,
7393284,Stommeerweg,secondary,False,True,170.29399999999998,"LINESTRING (4.751465 52.2641482, 4.75159 52.2640162, 4.751761 52.2638356, 4.7518762 52.263714, 4.7519822 52.263602, 4.7521056 52.2634717, 4.75214 52.2634354, 4.7522907 52.263278, 4.7526598 52.2628939, 4.7527257 52.2628253)",50,,,,
7393201,Hadleystraat,unclassified,False,True,26.164,"LINESTRING (4.7565521 52.26419, 4.7562192 52.2640723)",30,,,,
184013733,Clematisstraat,residential,False,False,38.039,"LINESTRING (4.7563321 52.2644517, 4.7562673 52.2645049, 4.756166 52.2645821, 4.75609 52.26464, 4.75601 52.26473)",30,,,,
7393065,Perronzijde,residential,False,False,38.339999999999996,"LINESTRING (4.7525794 52.264548, 4.7525295 52.2645984, 4.7522872 52.2648428)",15,1,,,
7393073,Gerberastraat,unclassified,False,False,120.186,"LINESTRING (4.7525794 52.264548, 4.7529436 52.2646725, 4.7536708 52.2649228, 4.75375 52.26495, 4.7538542 52.26496, 4.75393 52.2649672, 4.7541687 52.26499)",30,,,,
7393073,Gerberastraat,unclassified,False,True,87.96700000000001,"LINESTRING (4.7525794 52.264548, 4.7525155 52.2645229, 4.7521 52.26436, 4.75167 52.2642136, 4.75163 52.2642, 4.751465 52.2641482)",30,,,,
7393220,Gerberastraat,unclassified,False,False,65.413,"LINESTRING (4.7554145 52.2645184, 4.7549949 52.2649708, 4.75494 52.26503)",30,,,,
"[184013498, 7393243]",Clematisstraat,unclassified,False,"[False, True]",46.966,"LINESTRING (4.7554145 52.2645184, 4.7554574 52.2645298, 4.755573 52.2645606, 4.75601 52.26473)",30,,,,
"[184012625, 1265538789]",Baccarastraat,"['unclassified', 'living_street']",False,True,240.32600000000002,"LINESTRING (4.7554145 52.2645184, 4.7551053 52.2644064, 4.7547518 52.2642784, 4.7544075 52.2641545, 4.7543921 52.264125, 4.7543504 52.264045, 4.7540385 52.2639272, 4.7534212 52.2636942, 4.7532158 52.2636166, 4.7531168 52.2635813, 4.7529579 52.2635246, 4.7528152 52.2634737, 4.7527304 52.2634434, 4.7524892 52.2633574)","['15', '30']",,,,
1051364856,Perronzijde,residential,False,False,3.901,"LINESTRING (4.7516998 52.2646704, 4.7516863 52.2647045)",,,,,
1051364857,Perronzijde,residential,False,False,3.883,"LINESTRING (4.7516998 52.2646704, 4.7517273 52.2646398)",,,,,
7393223,Perronzijde,residential,False,False,38.298,"LINESTRING (4.7516998 52.2646704, 4.7518837 52.2647392, 4.7520733 52.2648101, 4.75218 52.26485)",15,1,,,
"[184013498, 7393243]",Clematisstraat,unclassified,False,"[False, True]",46.966,"LINESTRING (4.75601 52.26473, 4.755573 52.2645606, 4.7554574 52.2645298, 4.7554145 52.2645184)",30,,,,
184013733,Clematisstraat,residential,False,True,38.039,"LINESTRING (4.75601 52.26473, 4.75609 52.26464, 4.756166 52.2645821, 4.7562673 52.2645049, 4.7563321 52.2644517)",30,,,,
933561802,Stommeerweg,secondary,False,True,7.089,"LINESTRING (4.7508398 52.2647626, 4.7508922 52.2647075)",50,,,,
"[7393157, 933561789, 933561790, 7393247]",Stommeerkade,unclassified,False,False,516.476,"LINESTRING (4.7508398 52.2647626, 4.7508918 52.2648362, 4.7511771 52.2652398, 4.7512195 52.2653003, 4.7514376 52.2656113, 4.751779 52.2660983, 4.75218 52.2666701, 4.7528599 52.2676294, 4.7531496 52.2680254, 4.7534372 52.2682861, 4.7540553 52.2685906, 4.754464 52.2687349)",,,,,
"[7393280, 163474763, 163474764]",Stationsweg,secondary,False,False,119.58800000000001,"LINESTRING (4.7508398 52.2647626, 4.7507761 52.2648166, 4.7506478 52.2649396, 4.7502757 52.2653421, 4.7502074 52.2654176, 4.7501388 52.2654935, 4.7501299 52.2655034, 4.7500696 52.26557, 4.7499588 52.2656925)",50,,yes,,
7393190,Perronzijde,residential,False,False,7.339,"LINESTRING (4.7522872 52.2648428, 4.75218 52.26485)",15,1,,,
7393065,Perronzijde,residential,False,True,38.339999999999996,"LINESTRING (4.7522872 52.2648428, 4.7525295 52.2645984, 4.7525794 52.264548)",15,1,,,
7393160,Perronzijde,residential,False,False,54.32900000000001,"LINESTRING (4.7522872 52.2648428, 4.7523585 52.2648769, 4.75251 52.2649493, 4.7529585 52.265105)",15,1,,,
7393190,Perronzijde,residential,False,True,7.339,"LINESTRING (4.75218 52.26485, 4.7522872 52.2648428)",15,1,,,
"[1051364855, 7393159]",Perronzijde,residential,False,False,53.363,"LINESTRING (4.75218 52.26485, 4.7519366 52.2651268, 4.751819 52.265252, 4.7518502 52.2652611)",15,1,,,
7393223,Perronzijde,residential,False,True,38.298,"LINESTRING (4.75218 52.26485, 4.7520733 52.2648101, 4.7518837 52.2647392, 4.7516998 52.2646704)",15,1,,,
7393073,Gerberastraat,unclassified,False,False,53.034000000000006,"LINESTRING (4.7541687 52.26499, 4.7543436 52.2649934, 4.7547677 52.2649996, 4.75479 52.265, 4.75494 52.26503)",30,,,,
7393073,Gerberastraat,unclassified,False,True,120.18599999999999,"LINESTRING (4.7541687 52.26499, 4.75393 52.2649672, 4.7538542 52.26496, 4.75375 52.26495, 4.7536708 52.2649228, 4.7529436 52.2646725, 4.7525794 52.264548)",30,,,,
