osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction
7236701,Beiaard,tertiary,50,False,False,101.694,"LINESTRING (4.6309844 51.564722, 4.63089 51.5651125, 4.6308658 51.5652001, 4.6308179 51.5653561, 4.6307322 51.5656228)",,
7235462,Waldhoornlaan,residential,30,False,False,344.389,"LINESTRING (4.6370777 51.5648833, 4.6370189 51.5649192, 4.6361374 51.565467, 4.6360876 51.5654963, 4.6360649 51.5655074, 4.6360313 51.5655143, 4.6359952 51.5655203, 4.6359512 51.5655166, 4.6353782 51.565401, 4.6353343 51.5653929, 4.6352873 51.5653984, 4.6352387 51.5654138, 4.6352115 51.5654429, 4.6351299 51.5655574, 4.6347098 51.5661898, 4.6345426 51.5665096, 4.6342981 51.5669773)",,
7235533,Beiaard,tertiary,50,False,False,39.407,"LINESTRING (4.6370777 51.5648833, 4.6371908 51.5649373, 4.6375047 51.5651177)",,
7235533,Beiaard,tertiary,50,False,True,39.407,"LINESTRING (4.6375047 51.5651177, 4.6371908 51.5649373, 4.6370777 51.5648833)",,
142029159,Beiaard,tertiary,50,True,False,28.956,"LINESTRING (4.6375047 51.5651177, 4.6377412 51.5652188, 4.6378393 51.5652736)",1,
7235456,Banakkerstraat,residential,,False,True,22.583,"LINESTRING (4.6415212 51.5650672, 4.6417797 51.564943)",,
7235491,Rodenbachstraat,residential,,True,False,66.836,"LINESTRING (4.6415212 51.5650672, 4.6421164 51.5655409)",,
7235486,Felix Timmermansstraat,residential,,False,True,41.242,"LINESTRING (4.6432666 51.5651706, 4.6428079 51.5654078)",,
142029139,Bisschopsmolenstraat,unclassified,50,True,False,18.229,"LINESTRING (4.6379818 51.5652762, 4.6380641 51.5652437, 4.6382043 51.5651882)",1,
385679166,,tertiary,50,True,False,6.118,"LINESTRING (4.6379818 51.5652762, 4.6380159 51.5652937, 4.63804 51.5653168)",1,roundabout
"[245160386, 385679166]",,tertiary,50,True,False,5.125,"LINESTRING (4.63804 51.5653168, 4.638048 51.5653308, 4.6380523 51.5653455, 4.6380524 51.5653618)",1,roundabout
7235527,,tertiary,50,True,False,9.615,"LINESTRING (4.6380524 51.5653618, 4.6380474 51.5653788, 4.6380374 51.565395, 4.6380226 51.5654096, 4.6380036 51.5654222, 4.6379811 51.5654324)",1,roundabout
142029171,Rode Poort,tertiary,50,True,False,32.998000000000005,"LINESTRING (4.6380524 51.5653618, 4.6381717 51.5654401, 4.6382349 51.5654764, 4.6383676 51.5655838)",1,
7235486,Felix Timmermansstraat,residential,,False,False,41.242,"LINESTRING (4.6428079 51.5654078, 4.6432666 51.5651706)",,
7235500,Felix Timmermansstraat,residential,,True,False,47.361,"LINESTRING (4.6428079 51.5654078, 4.6427755 51.5654086, 4.6427465 51.5654151, 4.6422371 51.5656369)",,
7235503,Bisschopsmolenstraat,unclassified,,False,False,74.383,"LINESTRING (4.6376221 51.5655238, 4.6368411 51.565984)",,
142029140,Bisschopsmolenstraat,unclassified,,True,False,17.948,"LINESTRING (4.6376221 51.5655238, 4.6377227 51.5654379, 4.6377749 51.5653933)",1,
7235491,Rodenbachstraat,residential,,True,False,13.548,"LINESTRING (4.6421164 51.5655409, 4.6422371 51.5656369)",,
7235372,Ruusbroecstraat,residential,,True,False,174.741,"LINESTRING (4.6421164 51.5655409, 4.6401693 51.5664777, 4.6401199 51.5665048)",,
7235496,Cimbaalhof,residential,30,False,False,341.43799999999993,"LINESTRING (4.6307322 51.5656228, 4.6307855 51.5656314, 4.630879 51.5656464, 4.6309144 51.5656527, 4.6312993 51.5657279, 4.6317643 51.5658188, 4.6322552 51.5659148, 4.6324321 51.5659493, 4.6328191 51.5660218, 4.6328618 51.5660333, 4.6329059 51.5660571, 4.632934 51.5660863, 4.6329448 51.5661159, 4.6329441 51.5661458, 4.6328169 51.5664075, 4.6327343 51.5665774, 4.6327255 51.5666132, 4.6327356 51.5666479, 4.6327704 51.566674, 4.6328267 51.5666924, 4.6329236 51.5667111, 4.6336936 51.5668597, 4.6341816 51.566954, 4.6342981 51.5669773)",,
