osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,bridge,junction
6506577,Rietkamp,residential,30,False,True,54.052,"LINESTRING (6.0548213 52.4728525, 6.0556193 52.4728501)",,,,
6506636,Gaedsberghweg,residential,30,False,False,26.573999999999998,"LINESTRING (6.0548213 52.4728525, 6.054824 52.4730323, 6.0548495 52.4730894)",,,,
6506577,Rietkamp,residential,30,False,False,54.052,"LINESTRING (6.0556193 52.4728501, 6.0548213 52.4728525)",,,,
6506577,Rietkamp,residential,30,False,True,11.636,"LINESTRING (6.0556193 52.4728501, 6.0557909 52.472855)",,,,
6506615,Rietkamp,residential,30,False,False,39.831,"LINESTRING (6.0556193 52.4728501, 6.0556049 52.4732082)",,,,
6506577,Rietkamp,residential,30,False,False,11.636,"LINESTRING (6.0557909 52.472855, 6.0556193 52.4728501)",,,,
6506577,Rietkamp,residential,30,False,True,56.233,"LINESTRING (6.0557909 52.472855, 6.0566211 52.4728574)",,,,
6506577,Rietkamp,residential,30,False,False,56.233,"LINESTRING (6.0566211 52.4728574, 6.0557909 52.472855)",,,,
6506577,Rietkamp,residential,30,False,True,13.992,"LINESTRING (6.0566211 52.4728574, 6.0568276 52.4728607)",,,,
6506618,Rietkamp,residential,30,False,False,40.089,"LINESTRING (6.0566211 52.4728574, 6.0566136 52.4732179)",,,,
6506577,Rietkamp,residential,30,False,False,13.992,"LINESTRING (6.0568276 52.4728607, 6.0566211 52.4728574)",,,,
6506616,Rietkamp,residential,30,False,True,53.536,"LINESTRING (6.0568276 52.4728607, 6.0568143 52.4732198, 6.0566136 52.4732179)",,,,
150992626,Roggekamp,residential,30,False,True,32.197,"LINESTRING (6.0548495 52.4730894, 6.0543743 52.4730967)",,,,
6506636,Gaedsberghweg,residential,30,False,False,51.205,"LINESTRING (6.0548495 52.4730894, 6.0548736 52.4731311, 6.0548843 52.4732226, 6.0549259 52.4733141, 6.054938 52.4735436)",,,,
6506636,Gaedsberghweg,residential,30,False,True,26.573999999999998,"LINESTRING (6.0548495 52.4730894, 6.054824 52.4730323, 6.0548213 52.4728525)",,,,
150992626,Roggekamp,residential,30,False,False,32.197,"LINESTRING (6.0543743 52.4730967, 6.0548495 52.4730894)",,,,
150992626,Roggekamp,residential,30,False,False,67.242,"LINESTRING (6.0543743 52.4730967, 6.0543745 52.4732501, 6.0543227 52.473277, 6.0540439 52.4732735, 6.0540039 52.4732436, 6.0540032 52.4730867, 6.0540545 52.473055)",,,,
150992626,Roggekamp,residential,30,False,True,23.621000000000002,"LINESTRING (6.0543743 52.4730967, 6.054307 52.4730548, 6.0540545 52.473055)",,,,
6506616,Rietkamp,residential,30,False,False,22.395,"LINESTRING (6.0552743 52.4732051, 6.0556049 52.4732082)",,,,
6506615,Rietkamp,residential,30,False,True,39.831,"LINESTRING (6.0556049 52.4732082, 6.0556193 52.4728501)",,,,
6506616,Rietkamp,residential,30,False,False,68.33,"LINESTRING (6.0556049 52.4732082, 6.0566136 52.4732179)",,,,
6506616,Rietkamp,residential,30,False,True,22.395,"LINESTRING (6.0556049 52.4732082, 6.0552743 52.4732051)",,,,
6506616,Rietkamp,residential,30,False,True,68.33,"LINESTRING (6.0566136 52.4732179, 6.0556049 52.4732082)",,,,
