osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,access,junction
"[6523848, 6523833]","['Ratelaar', 'Zegge']","['unclassified', 'residential']",False,False,138.15699999999998,"LINESTRING (5.9045408 52.5515519, 5.9045688 52.5516028, 5.9046157 52.5516502, 5.9053591 52.5520074, 5.90591 52.55223, 5.90603 52.55224, 5.90616 52.55222)",,,,
6523824,Zegge,residential,False,False,114.155,"LINESTRING (5.90632 52.55169, 5.90642 52.55163, 5.9063727 52.5515827, 5.90672 52.55174, 5.90675 52.55177, 5.90674 52.55181, 5.90626 52.55219, 5.90616 52.55222)",,,,
"[6523979, 1119402532]",Rolklaver,tertiary,False,False,35.3,"LINESTRING (5.9022607 52.5517013, 5.9023041 52.5517225, 5.9023617 52.5517524, 5.9023881 52.5517656, 5.9024296 52.5517965, 5.9024588 52.55182, 5.9024852 52.5518502, 5.9025046 52.5518803, 5.9025206 52.5519135, 5.9025338 52.5519591)",30,,,
6523812,Wollegras,residential,False,False,47.169000000000004,"LINESTRING (5.9027974 52.551929, 5.9029033 52.5519941, 5.903331 52.5522015)",30,,,
6523978,Wederiklaan,tertiary,False,False,18.297,"LINESTRING (5.9027974 52.551929, 5.9027663 52.5519389, 5.9027154 52.5519477, 5.9026616 52.551952, 5.9025338 52.5519591)",30,,,
6523976,Wederiklaan,tertiary,False,False,82.71000000000001,"LINESTRING (5.9025338 52.5519591, 5.9025338 52.5519907, 5.9025267 52.5520274, 5.9025164 52.5520621, 5.9024956 52.5520991, 5.9024612 52.5521389, 5.9024197 52.5521702, 5.9023829 52.5521948, 5.9023381 52.5522192, 5.9022754 52.5522404, 5.9019806 52.5523328, 5.901874 52.5523692, 5.9018273 52.5523927, 5.9017797 52.5524268, 5.9017429 52.5524655)",30,,,
6523978,Wederiklaan,tertiary,False,True,18.297,"LINESTRING (5.9025338 52.5519591, 5.9026616 52.551952, 5.9027154 52.5519477, 5.9027663 52.5519389, 5.9027974 52.551929)",30,,,
"[6523979, 1119402532]",Rolklaver,tertiary,False,True,35.300000000000004,"LINESTRING (5.9025338 52.5519591, 5.9025206 52.5519135, 5.9025046 52.5518803, 5.9024852 52.5518502, 5.9024588 52.55182, 5.9024296 52.5517965, 5.9023881 52.5517656, 5.9023617 52.5517524, 5.9023041 52.5517225, 5.9022607 52.5517013)",30,,,
6523828,Zegge,residential,False,False,71.48,"LINESTRING (5.90616 52.55222, 5.9069561 52.552643)",,,,
6523824,Zegge,residential,False,True,114.155,"LINESTRING (5.90616 52.55222, 5.90626 52.55219, 5.90674 52.55181, 5.90675 52.55177, 5.90672 52.55174, 5.9063727 52.5515827, 5.90642 52.55163, 5.90632 52.55169)",,,,
"[6523848, 6523833]","['Ratelaar', 'Zegge']","['residential', 'unclassified']",False,True,138.15699999999998,"LINESTRING (5.90616 52.55222, 5.90603 52.55224, 5.90591 52.55223, 5.9053591 52.5520074, 5.9046157 52.5516502, 5.9045688 52.5516028, 5.9045408 52.5515519)",,,,
6524195,Bereklauw,residential,False,False,32.312,"LINESTRING (5.8970655 52.5521143, 5.8967869 52.5523504)",30,,,
6524195,Bereklauw,residential,False,True,32.312,"LINESTRING (5.8967869 52.5523504, 5.8970655 52.5521143)",30,,,
140770718,Bereklauw,residential,False,True,54.376,"LINESTRING (5.8967869 52.5523504, 5.8961374 52.552062)",30,,,
6524010,Bereklauw,residential,False,False,36.461,"LINESTRING (5.8967869 52.5523504, 5.8968184 52.5524051, 5.8968187 52.552464, 5.896778 52.5525084, 5.8967066 52.5525764, 5.8967188 52.5526556)",30,,,
6523815,Kalmoessingel,residential,False,False,37.034,"LINESTRING (5.9017429 52.5524655, 5.9017189 52.5525686, 5.9017699 52.5526837, 5.9018864 52.5527675)",30,,,
6523976,Wederiklaan,tertiary,False,True,82.71,"LINESTRING (5.9017429 52.5524655, 5.9017797 52.5524268, 5.9018273 52.5523927, 5.901874 52.5523692, 5.9019806 52.5523328, 5.9022754 52.5522404, 5.9023381 52.5522192, 5.9023829 52.5521948, 5.9024197 52.5521702, 5.9024612 52.5521389, 5.9024956 52.5520991, 5.9025164 52.5520621, 5.9025267 52.5520274, 5.9025338 52.5519907, 5.9025338 52.5519591)",30,,,
6524242,Wederiklaan,tertiary,False,False,182.85700000000003,"LINESTRING (5.9017429 52.5524655, 5.9016203 52.5524392, 5.9015675 52.5524283, 5.9015146 52.5524245, 5.9014444 52.5524283, 5.9013834 52.5524356, 5.9012563 52.5524509, 5.9003187 52.5525919, 5.89998 52.5526817, 5.8999096 52.5527144, 5.8996821 52.55282, 5.899347 52.55304)",30,,,
6524046,Bereklauw,unclassified,False,False,59.516,"LINESTRING (5.8977 52.55244, 5.8971662 52.5528656)",,,,
6523812,Wollegras,residential,False,True,85.51400000000001,"LINESTRING (5.9028327 52.552425, 5.9031765 52.5525901, 5.9033434 52.5524737, 5.9035003 52.5523354, 5.9034874 52.5522773, 5.903331 52.5522015)",30,,,
6524058,Silene,residential,False,False,12.951,"LINESTRING (5.8985198 52.5526202, 5.8984339 52.5527243)",30,,,
6524057,Bereklauw,unclassified,False,False,53.895,"LINESTRING (5.8967188 52.5526556, 5.8962215 52.5530344)",,,,
6524003,Bereklauw,unclassified,False,False,38.327999999999996,"LINESTRING (5.8967188 52.5526556, 5.896754 52.5526821, 5.8971662 52.5528656)",,,,
6524010,Bereklauw,residential,False,True,36.461000000000006,"LINESTRING (5.8967188 52.5526556, 5.8967066 52.5525764, 5.896778 52.5525084, 5.8968187 52.552464, 5.8968184 52.5524051, 5.8967869 52.5523504)",30,,,
6523828,Zegge,residential,False,True,71.48,"LINESTRING (5.9069561 52.552643, 5.90616 52.55222)",,,,
6523874,Jan Ligthartstraat,residential,False,False,117.253,"LINESTRING (5.9069561 52.552643, 5.9068147 52.5527589, 5.9067317 52.5528564, 5.9061789 52.553267, 5.906045 52.5533393, 5.9058811 52.5534656)",30,1,,
6523811,Penningkruid,residential,False,False,77.979,"LINESTRING (5.9018864 52.5527675, 5.90184 52.55281, 5.9017913 52.5528631, 5.90173 52.55293, 5.90168 52.55296, 5.9015567 52.5529712, 5.90146 52.55298, 5.9013384 52.5530065, 5.9010756 52.553207)",30,,,
6523815,Kalmoessingel,residential,False,False,128.335,"LINESTRING (5.9018864 52.5527675, 5.9031969 52.5533929, 5.9033742 52.5534841)",30,,,
