osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,ref,junction,width
6587780,Cornelis Dirkszoonlaan,residential,False,True,21.168,"LINESTRING (5.0442652 52.4526859, 5.0445543 52.4526138)",,,,,,
6587801,Cornelis Dirkszoonlaan,residential,False,False,18.073,"LINESTRING (5.0442652 52.4526859, 5.04435 52.45284)",,,,,,
6587780,Cornelis Dirkszoonlaan,residential,False,False,92.875,"LINESTRING (5.0442652 52.4526859, 5.0441577 52.452702, 5.0440818 52.4526943, 5.0439757 52.4526336, 5.0439252 52.4526124, 5.0438696 52.4526075, 5.0434318 52.4527043, 5.0433568 52.4527208, 5.0431155 52.4527742, 5.0430055 52.4527998)",,,,,,
6587780,Cornelis Dirkszoonlaan,residential,False,True,92.87500000000001,"LINESTRING (5.0430055 52.4527998, 5.0431155 52.4527742, 5.0433568 52.4527208, 5.0434318 52.4527043, 5.0438696 52.4526075, 5.0439252 52.4526124, 5.0439757 52.4526336, 5.0440818 52.4526943, 5.0441577 52.452702, 5.0442652 52.4526859)",,,,,,
6587790,Cornelis Dirkszoonlaan,tertiary,False,False,73.43599999999999,"LINESTRING (5.0430055 52.4527998, 5.0430008 52.4528615, 5.0433366 52.4534241)",,,,,,
6587801,Cornelis Dirkszoonlaan,residential,False,True,18.073,"LINESTRING (5.04435 52.45284, 5.0442652 52.4526859)",,,,,,
6587456,Graaf Willemlaan,residential,False,False,74.852,"LINESTRING (5.0401159 52.4530045, 5.0401278 52.4532702, 5.0401462 52.4536774)",,,,,,
6587752,Graaf Willemlaan,residential,False,True,96.40900000000002,"LINESTRING (5.0401159 52.4530045, 5.039211 52.4530187, 5.0391619 52.4530369, 5.0391496 52.4530696, 5.0391298 52.4531455, 5.0390468 52.4532052, 5.0390205 52.4532058, 5.0388964 52.4532086)",,,,,,
6587752,Graaf Willemlaan,residential,False,False,19.512,"LINESTRING (5.0386085 52.4532115, 5.0388964 52.4532086)",,,,,,
6587718,Graaf Willemlaan,residential,False,False,21.583,"LINESTRING (5.0388964 52.4532086, 5.0389068 52.4534026)",,,,,,
6587752,Graaf Willemlaan,residential,False,True,19.512,"LINESTRING (5.0388964 52.4532086, 5.0386085 52.4532115)",,,,,,
6587752,Graaf Willemlaan,residential,False,False,96.409,"LINESTRING (5.0388964 52.4532086, 5.0390205 52.4532058, 5.0390468 52.4532052, 5.0391298 52.4531455, 5.0391496 52.4530696, 5.0391619 52.4530369, 5.039211 52.4530187, 5.0401159 52.4530045)",,,,,,
6587714,Cornelis Dirkszoonlaan,residential,False,False,74.5,"LINESTRING (5.0446222 52.453307, 5.0447524 52.453553, 5.0447449 52.4535829, 5.0447166 52.4536036, 5.0441827 52.4537439)",,,,,,
6587721,Cornelis Dirkszoonlaan,residential,False,False,94.328,"LINESTRING (5.0446222 52.453307, 5.0445166 52.4533254, 5.0444449 52.4533128, 5.044328 52.4532461, 5.044245 52.4532323, 5.0438014 52.453326, 5.04348 52.4533938, 5.0433366 52.4534241)",,,,,,
6587718,Graaf Willemlaan,residential,False,True,21.583,"LINESTRING (5.0389068 52.4534026, 5.0388964 52.4532086)",,,,,,
6587790,Cornelis Dirkszoonlaan,tertiary,False,False,96.859,"LINESTRING (5.0433366 52.4534241, 5.0438133 52.4542453)",,,,,,
6587721,Cornelis Dirkszoonlaan,residential,False,True,94.328,"LINESTRING (5.0433366 52.4534241, 5.04348 52.4533938, 5.0438014 52.453326, 5.044245 52.4532323, 5.044328 52.4532461, 5.0444449 52.4533128, 5.0445166 52.4533254, 5.0446222 52.453307)",,,,,,
6587790,Cornelis Dirkszoonlaan,tertiary,False,True,73.43599999999999,"LINESTRING (5.0433366 52.4534241, 5.0430008 52.4528615, 5.0430055 52.4527998)",,,,,,
6587626,Julianalaan,residential,True,False,73.403,"LINESTRING (5.0346268 52.4534983, 5.0347532 52.4535167, 5.0355908 52.4536352, 5.0356785 52.4536548)",,,,,,
6587684,Julianalaan,residential,False,False,100.709,"LINESTRING (5.0346268 52.4534983, 5.0338273 52.4533879, 5.0337638 52.4533869, 5.0337089 52.4534099, 5.0333704 52.4536634)",,,,,,
6587664,Beatrixlaan,residential,False,False,164.803,"LINESTRING (5.0333704 52.4536634, 5.0334619 52.4537307, 5.0334723 52.4537628, 5.0334594 52.453988, 5.0334188 52.4544117, 5.0333738 52.454882, 5.0333529 52.4551228)",,,,,,
6587684,Julianalaan,residential,False,False,62.025,"LINESTRING (5.0333704 52.4536634, 5.033278 52.4536824, 5.0325027 52.453841)",,,,,,
