osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge
6925853,De Parken,residential,30,False,True,8.327,"LINESTRING (5.6046437 51.8817594, 5.6045915 51.8816918)",,,
6925853,De Parken,residential,30,False,False,40.71,"LINESTRING (5.6046437 51.8817594, 5.6049118 51.8820271, 5.6049586 51.8820696)",,,
6926044,Corterhoven,residential,30,False,False,33.263,"LINESTRING (5.6046437 51.8817594, 5.6042353 51.8818933, 5.6042157 51.8818997)",,,
6925868,Corterhoven,residential,30,False,False,77.743,"LINESTRING (5.6042157 51.8818997, 5.6041712 51.8818768, 5.6041318 51.8818671, 5.6040903 51.8818731, 5.6034938 51.8820539, 5.6034506 51.8820858, 5.6034464 51.8821016, 5.6034407 51.882123, 5.603507 51.8822373)",,,
6925868,Corterhoven,residential,30,False,True,65.937,"LINESTRING (5.6042157 51.8818997, 5.6042291 51.8819422, 5.6042212 51.8819739, 5.6041956 51.8820008, 5.603507 51.8822373)",,,
6926044,Corterhoven,residential,30,False,True,33.263,"LINESTRING (5.6042157 51.8818997, 5.6042353 51.8818933, 5.6046437 51.8817594)",,,
6926188,Overrijkskamp,tertiary,50,False,False,194.569,"LINESTRING (5.6025167 51.8820585, 5.6025387 51.882184, 5.6025371 51.8823353, 5.6024948 51.8825067, 5.60234 51.88303, 5.6023052 51.8831732, 5.6023175 51.8833151, 5.6023578 51.8835244, 5.6024019 51.8836774, 5.6024342 51.8837895)",2,,
6926193,Overrijkskamp,tertiary,50,True,False,33.120000000000005,"LINESTRING (5.6025167 51.8820585, 5.6024526 51.8819797, 5.6023891 51.8818554, 5.6023427 51.8817814)",,,
"[918307728, 6925220]",Het Haagje,residential,30,False,False,71.093,"LINESTRING (5.6063465 51.8820585, 5.6065156 51.8826619, 5.606523 51.8826885)",,,
275436086,Leigraaf,living_street,15,False,True,17.809,"LINESTRING (5.6009177 51.8823028, 5.6008633 51.8821462)",,,
275436086,Leigraaf,living_street,15,False,False,63.698,"LINESTRING (5.6009177 51.8823028, 5.6009401 51.8823946, 5.6009934 51.8826128, 5.6010597 51.8828689)",,,
6925853,De Parken,residential,30,False,False,28.086,"LINESTRING (5.6052532 51.8823376, 5.6055105 51.882534)",,,
6925853,De Parken,residential,30,False,True,36.013,"LINESTRING (5.6052532 51.8823376, 5.6049586 51.8820696)",,,
275441287,Mariahof,residential,30,False,False,34.757,"LINESTRING (5.6052532 51.8823376, 5.6048545 51.8824939, 5.6048271 51.8825064)",,,
6925490,Scharenburg,tertiary,50,True,False,50.644,"LINESTRING (5.6088 51.88253, 5.608682 51.8826844, 5.60858 51.88284, 5.608539 51.8829541)",,,
275441287,Mariahof,residential,30,False,False,203.958,"LINESTRING (5.6048271 51.8825064, 5.6047589 51.8824629, 5.604705 51.8824559, 5.60466 51.882465, 5.6043619 51.8825915, 5.6037805 51.8828383, 5.6037376 51.8828631, 5.6037215 51.8828913, 5.6037296 51.8829178, 5.603776 51.882965, 5.6038074 51.8829906, 5.6038503 51.8830072, 5.6039146 51.8830055, 5.6039871 51.8829774, 5.6045305 51.8827488, 5.604807 51.8826325, 5.6048427 51.8825999, 5.6048491 51.8825547, 5.6048271 51.8825064)",,,
275441287,Mariahof,residential,30,False,True,203.95799999999997,"LINESTRING (5.6048271 51.8825064, 5.6048491 51.8825547, 5.6048427 51.8825999, 5.604807 51.8826325, 5.6045305 51.8827488, 5.6039871 51.8829774, 5.6039146 51.8830055, 5.6038503 51.8830072, 5.6038074 51.8829906, 5.603776 51.882965, 5.6037296 51.8829178, 5.6037215 51.8828913, 5.6037376 51.8828631, 5.6037805 51.8828383, 5.6043619 51.8825915, 5.60466 51.882465, 5.604705 51.8824559, 5.6047589 51.8824629, 5.6048271 51.8825064)",,,
275441287,Mariahof,residential,30,False,True,34.757,"LINESTRING (5.6048271 51.8825064, 5.6048545 51.8824939, 5.6052532 51.8823376)",,,
6925220,Het Haagje,residential,30,False,False,40.353,"LINESTRING (5.606523 51.8826885, 5.6066222 51.8830462)",,,
"[918307728, 6925220]",Het Haagje,residential,30,False,True,71.093,"LINESTRING (5.606523 51.8826885, 5.6065156 51.8826619, 5.6063465 51.8820585)",,,
6925810,Coorninglaan,residential,30,False,True,46.644999999999996,"LINESTRING (5.606523 51.8826885, 5.6060047 51.8827754, 5.6058755 51.8828125)",,,
6925853,De Parken,residential,30,False,True,39.833,"LINESTRING (5.6058755 51.8828125, 5.6055105 51.882534)",,,
6925810,Coorninglaan,residential,30,False,False,46.644999999999996,"LINESTRING (5.6058755 51.8828125, 5.6060047 51.8827754, 5.606523 51.8826885)",,,
6925853,De Parken,residential,30,False,False,117.477,"LINESTRING (5.6058755 51.8828125, 5.6066579 51.883256, 5.607033 51.8834781, 5.6071253 51.8835342)",,,
6926113,Corterhoven,residential,30,False,False,141.02200000000002,"LINESTRING (5.6058755 51.8828125, 5.6055136 51.8830076, 5.605313 51.8831089, 5.6043764 51.8835873, 5.604281 51.8836042)",,,
6925942,Leigraaf,living_street,15,False,True,24.62,"LINESTRING (5.6010597 51.8828689, 5.6007243 51.8829474)",,,
6925942,Leigraaf,living_street,15,False,False,145.158,"LINESTRING (5.6010597 51.8828689, 5.6012645 51.8828604, 5.6013535 51.8828754, 5.6014235 51.8829422, 5.6014703 51.8831064, 5.6014945 51.8831914, 5.6015444 51.8833738, 5.6015645 51.8834472, 5.6010766 51.883502, 5.6008426 51.8835283, 5.6008179 51.8835643, 5.6007854 51.8835963)",,,
275436086,Leigraaf,living_street,15,False,True,63.698,"LINESTRING (5.6010597 51.8828689, 5.6009934 51.8826128, 5.6009401 51.8823946, 5.6009177 51.8823028)",,,
6925942,Leigraaf,living_street,15,False,False,24.62,"LINESTRING (5.6007243 51.8829474, 5.6010597 51.8828689)",,,
275435598,Leigraaf,living_street,15,False,False,27.948,"LINESTRING (5.6007243 51.8829474, 5.6008145 51.8831925)",,,
6925942,Leigraaf,living_street,15,False,True,159.37499999999997,"LINESTRING (5.6007243 51.8829474, 5.6006868 51.8828979, 5.6002974 51.8829564, 5.6001822 51.8829623, 5.6000178 51.8829946, 5.5998971 51.8830109, 5.5998005 51.883024, 5.59953 51.8830605, 5.5995173 51.8830622, 5.5994454 51.8830928, 5.5994136 51.8831426, 5.5994222 51.8831727, 5.5994721 51.8833474, 5.5994838 51.8833883, 5.5994934 51.8834165, 5.5995744 51.8836532, 5.5995776 51.8836625)",,,
923410612,,tertiary,50,True,False,22.336000000000002,"LINESTRING (5.6082839 51.8830974, 5.608277 51.8830796, 5.6082747 51.8830614, 5.608277 51.8830432, 5.6082839 51.8830254, 5.6082951 51.8830086, 5.6083105 51.882993, 5.6083297 51.882979, 5.6083521 51.8829671, 5.6083772 51.8829575, 5.6084045 51.8829504, 5.6084332 51.8829461)",,roundabout,
275435598,Leigraaf,living_street,15,False,True,27.948,"LINESTRING (5.6008145 51.8831925, 5.6007243 51.8829474)",,,
139857684,Koningstraat,unclassified,50,False,False,69.124,"LINESTRING (5.6092 51.88326, 5.6094062 51.8832678, 5.6102067 51.8832712)",,,
923410609,Koningstraat,unclassified,50,True,False,33.482,"LINESTRING (5.6092 51.88326, 5.6089272 51.8832218, 5.6087354 51.883172)",,,
6925341,Klepperheide,unclassified,30,False,False,72.744,"LINESTRING (5.6102067 51.8832712, 5.6101923 51.8838408, 5.610159 51.8839228)",,,
139857684,Koningstraat,unclassified,50,False,True,69.124,"LINESTRING (5.6102067 51.8832712, 5.6094062 51.8832678, 5.6092 51.88326)",,,
6925868,Corterhoven,residential,30,False,False,274.434,"LINESTRING (5.604281 51.8836042, 5.6034897 51.8835473, 5.6033246 51.8835337, 5.6032682 51.8835436, 5.6032065 51.883575, 5.6031207 51.8835734, 5.6029464 51.8835353, 5.6027801 51.8834674, 5.6026998 51.8834223, 5.6026292 51.8833369, 5.6025947 51.883287, 5.6025837 51.8832092, 5.6026165 51.8831082, 5.602646 51.8830635, 5.602715 51.883024, 5.6029474 51.8824596, 5.603066 51.8824125, 5.603507 51.8822373)",,,
6926113,Corterhoven,residential,30,False,True,141.022,"LINESTRING (5.604281 51.8836042, 5.6043764 51.8835873, 5.605313 51.8831089, 5.6055136 51.8830076, 5.6058755 51.8828125)",,,
"[1190826540, 6925759]",Corterhoven,residential,"['30', '50']",False,False,20.561999999999998,"LINESTRING (5.604281 51.8836042, 5.6042305 51.8836823, 5.6042149 51.8837065, 5.604211 51.8837126, 5.6041645 51.8837745)",,,
"[6925853, 923415319]",De Parken,residential,"['30', '50']",False,False,19.419,"LINESTRING (5.6071253 51.8835342, 5.6071973 51.8835839, 5.6073167 51.8836628)",,,
6925853,De Parken,residential,30,False,True,117.477,"LINESTRING (5.6071253 51.8835342, 5.607033 51.8834781, 5.6066579 51.883256, 5.6058755 51.8828125)",,,
6925481,Scharenburg,tertiary,50,True,False,91.941,"LINESTRING (5.6073167 51.8836628, 5.6076784 51.8834729, 5.6078293 51.883376, 5.6079594 51.8832645, 5.6081125 51.8831702, 5.6082839 51.8830974)",,,
"[6925853, 923415319]",De Parken,residential,"['50', '30']",False,True,19.419,"LINESTRING (5.6073167 51.8836628, 5.6071973 51.8835839, 5.6071253 51.8835342)",,,
6926055,Leigraaf,living_street,15,False,False,41.542,"LINESTRING (5.6007854 51.8835963, 5.6008952 51.8839637)",,,
6925942,Leigraaf,living_street,15,False,False,87.86000000000001,"LINESTRING (5.6007854 51.8835963, 5.6006678 51.8836092, 5.6003436 51.8836448, 5.6002129 51.8836606, 5.5997835 51.8837175, 5.5997254 51.8837254, 5.5996549 51.8837236, 5.5996145 51.8837059, 5.5995776 51.8836625)",,,
