osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,junction
"[7263500, 7263501]",True,Europaweg,tertiary,50,False,200.57100000000003,"LINESTRING (4.8681579 51.6278077, 4.8679867 51.6278368, 4.8673705 51.6279194, 4.8669372 51.6279673, 4.8662025 51.6280772, 4.8656261 51.6281552, 4.8655877 51.6281612, 4.8653235 51.6282025)",,,
7263508,False,Meerstoel,unclassified,50,False,10.235,"LINESTRING (4.8652857 51.6281135, 4.8653235 51.6282025)",,,
7263508,False,Meerstoel,unclassified,50,True,10.235,"LINESTRING (4.8653235 51.6282025, 4.8652857 51.6281135)",,,
"[7263483, 7266740]",True,Europaweg,tertiary,50,False,265.824,"LINESTRING (4.8653235 51.6282025, 4.8650078 51.6282458, 4.8638813 51.6284332, 4.8631201 51.6285351, 4.8628041 51.6285983, 4.8619448 51.6287391, 4.8618511 51.6287516, 4.8615947 51.6287962)",,,
7263508,False,Meerstoel,unclassified,50,False,31.63,"LINESTRING (4.8653235 51.6282025, 4.8653584 51.6283143, 4.8654195 51.6284806)",,,
"[7266375, 7266455]",False,"['Zuiderhout', 'Bloemenhof']",unclassified,30,False,115.267,"LINESTRING (4.8575704 51.6282565, 4.8576327 51.628315, 4.857729 51.6284001, 4.8578573 51.6285199, 4.85807 51.62874, 4.85819 51.62882, 4.85826 51.62884, 4.85875 51.62886)",,,
32764457,False,Zuiderhout,unclassified,30,False,21.602,"LINESTRING (4.8575704 51.6282565, 4.8575082 51.6282855, 4.8573419 51.628315, 4.8572898 51.6283361)",,,
"[7263424, 505777953]",False,Meerstoel,unclassified,30,False,77.965,"LINESTRING (4.8665431 51.6284906, 4.8666464 51.6287488, 4.86663 51.62885, 4.8665055 51.6289849, 4.86645 51.6290451, 4.8664195 51.629152)",,,
7266768,False,Eikdijk,unclassified,50,False,7.347,"LINESTRING (4.8615689 51.6287321, 4.8615947 51.6287962)",,,
7263481,True,Europaweg,tertiary,50,False,265.621,"LINESTRING (4.8615689 51.6287321, 4.8618223 51.6286856, 4.8636959 51.6283765, 4.8649692 51.6281648, 4.8652857 51.6281135)",,,
"[7266455, 7266375]",False,"['Zuiderhout', 'Bloemenhof']",unclassified,30,True,115.267,"LINESTRING (4.85875 51.62886, 4.85826 51.62884, 4.85819 51.62882, 4.85807 51.62874, 4.8578573 51.6285199, 4.857729 51.6284001, 4.8576327 51.628315, 4.8575704 51.6282565)",,,
7266768,False,Eikdijk,unclassified,50,True,7.347,"LINESTRING (4.8615947 51.6287962, 4.8615689 51.6287321)",,,
7266740,True,Europaweg,tertiary,50,False,240.42,"LINESTRING (4.8615947 51.6287962, 4.8613096 51.6288605, 4.8607394 51.6289924, 4.8586057 51.6293447, 4.8585083 51.6293612, 4.8584477 51.6293715, 4.8582541 51.6294016)",,,
"[7266514, 1079674111]",False,Eikdijk,unclassified,,False,80.801,"LINESTRING (4.8615947 51.6287962, 4.8616353 51.6288858, 4.8616608 51.6289422, 4.8617032 51.6290372, 4.8619077 51.6294964)",,,
359399756,False,Paterserf,unclassified,,False,25.014,"LINESTRING (4.856145 51.6288445, 4.8563514 51.6290294)",,,
359399756,False,Paterserf,unclassified,,False,44.332,"LINESTRING (4.8563514 51.6290294, 4.8567172 51.6293571)",,,
"[7266388, 7266399]",False,Paterserf,residential,,False,83.419,"LINESTRING (4.8563514 51.6290294, 4.85657 51.62892, 4.8569322 51.6292718, 4.8567172 51.6293571)",,,
359399756,False,Paterserf,unclassified,,True,25.014,"LINESTRING (4.8563514 51.6290294, 4.856145 51.6288445)",,,
