osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry
6996789,True,N415,Luitenant Generaal van Heutszlaan,primary,80,False,18.228,"LINESTRING (5.2745243 52.2029849, 5.2747404 52.2030815)"
52034965,True,N221,Amsterdamsestraatweg,primary,80,False,13.61,"LINESTRING (5.2747404 52.2030815, 5.2746525 52.2031914)"
6996782,True,,Luitenant Generaal van Heutszlaan,secondary,50,False,89.35900000000001,"LINESTRING (5.2747404 52.2030815, 5.2748682 52.2031594, 5.2754149 52.2034747, 5.2755424 52.2035742, 5.2756498 52.203658)"
6996787,True,N221,Amsterdamsestraatweg,primary,80,False,195.683,"LINESTRING (5.2734061 52.2047377, 5.2735709 52.204414, 5.2742381 52.2033865, 5.2742878 52.2033071, 5.2744434 52.203098)"
"[160617432, 901222130]",True,N415,Hilversumsestraatweg,primary,"['50', '80']",False,141.184,"LINESTRING (5.2725613 52.2026245, 5.2730558 52.2026541, 5.2732962 52.2026876, 5.2735652 52.2027218, 5.273889 52.2027917, 5.2742427 52.2028902, 5.2743556 52.2029215, 5.2745243 52.2029849)"
160617430,True,N221,Amsterdamsestraatweg,primary,80,False,13.732,"LINESTRING (5.2744434 52.203098, 5.2745243 52.2029849)"
160617433,True,N415,Hilversumsestraatweg,primary,80,False,139.84199999999998,"LINESTRING (5.2744434 52.203098, 5.274276 52.2030279, 5.2740693 52.2029479, 5.2738328 52.2028731, 5.2735134 52.2027889, 5.2732715 52.2027305, 5.273038 52.2026973, 5.2725613 52.2026245)"
160617436,True,N415,Hilversumsestraatweg,primary,80,False,17.633,"LINESTRING (5.2746525 52.2031914, 5.2744434 52.203098)"
160617431,True,N221,Amsterdamsestraatweg,primary,80,False,191.858,"LINESTRING (5.2746525 52.2031914, 5.27451 52.2033702, 5.2736813 52.2044411, 5.2734061 52.2047377)"
"[952092476, 952092477]",True,,Luitenant Generaal van Heutszlaan,secondary,"['50', '80']",False,85.525,"LINESTRING (5.2756498 52.203658, 5.2753498 52.2035224, 5.2749011 52.2033031, 5.2747885 52.2032551, 5.2746525 52.2031914)"
