osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
"[7094591, 7094687]","['Oosterwal', 'St. Janskerkstraat']",residential,30,False,False,364.724,"LINESTRING (5.228976 51.952868, 5.2296608 51.9531148, 5.2297008 51.9531491, 5.229707 51.9531892, 5.22947 51.95367, 5.2293 51.95397, 5.2285803 51.9549887, 5.2281598 51.9548599, 5.2280566 51.9548424, 5.2279767 51.9548487, 5.2275354 51.9551029)",,
7094714,Zandstraat,residential,30,False,False,89.208,"LINESTRING (5.228976 51.952868, 5.2284904 51.9535714, 5.2284353 51.9535881)",,
7094649,Westerwal,residential,30,True,False,67.537,"LINESTRING (5.2240647 51.9530158, 5.2234336 51.9534823)",,
7094580,Nieuwstraat,residential,30,True,False,18.375,"LINESTRING (5.2275035 51.9531227, 5.2275524 51.953171, 5.2275731 51.9532146, 5.2275673 51.9532774)",,
7094685,Burgemeester Keestrasingel,residential,30,False,False,268.55699999999996,"LINESTRING (5.2230446 51.9531692, 5.2229151 51.9532275, 5.2227252 51.9533502, 5.2223061 51.9536583, 5.2222434 51.9537669, 5.2222741 51.9538703, 5.2223316 51.9539329, 5.2238762 51.9550299)",,
7094710,Prijssestraat,residential,30,False,False,44.332,"LINESTRING (5.2230446 51.9531692, 5.2230584 51.9532045, 5.2231056 51.9532541, 5.22333 51.9534113, 5.2234336 51.9534823)",,
7094709,Oostersingel,tertiary,50,False,False,10.648,"LINESTRING (5.2312193 51.9532273, 5.2311588 51.9533155)",,
7094739,Boerenstraat,residential,30,False,False,131.05700000000002,"LINESTRING (5.2275673 51.9532774, 5.2274897 51.9532899, 5.2274445 51.9533157, 5.2273018 51.9534253, 5.2267946 51.953832, 5.2266415 51.9539316, 5.2263068 51.9541502)",,
7094739,Boerenstraat,residential,30,False,True,69.29899999999999,"LINESTRING (5.2275673 51.9532774, 5.2276445 51.9532916, 5.2283641 51.9535798, 5.2284353 51.9535881)",,
7094709,Oostersingel,tertiary,50,False,True,10.648,"LINESTRING (5.2311588 51.9533155, 5.2312193 51.9532273)",,
