osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,tunnel,junction
7154345,True,Bogardeind,residential,50,False,29.761,"LINESTRING (5.5577691 51.4184612, 5.5578525 51.4185474, 5.5579752 51.4186958)",,,,
"[278880491, 7154326]",True,Laarstraat,residential,"['30', '50']",False,27.554000000000002,"LINESTRING (5.5572987 51.4183921, 5.5574639 51.4184091, 5.557614 51.4184367, 5.557684 51.4184505)",,,,
"[7154347, 7154342]",False,Bogardeind,residential,50,False,91.38,"LINESTRING (5.5579752 51.4186958, 5.5582119 51.4188511, 5.5582471 51.4188793, 5.5583041 51.4189233, 5.5583739 51.4189759, 5.5588489 51.4193106)",,,,
278880479,True,Bogardeind,residential,50,False,22.826,"LINESTRING (5.5579752 51.4186958, 5.5578181 51.4186064, 5.5577837 51.4185734, 5.5577546 51.4185455)",,,,
7154264,False,Slachthuisstraat,residential,30,True,159.33599999999998,"LINESTRING (5.5588489 51.4193106, 5.5588977 51.4192763, 5.5590793 51.4191811, 5.55945 51.41906, 5.5596384 51.4189667, 5.5598963 51.4188203, 5.5602188 51.418633, 5.560311 51.418559, 5.5603521 51.4185, 5.56041 51.41839, 5.5604089 51.418328)",,,,
"[278880481, 7154347, 7154349]",False,"['Langstraat', 'Bogardeind']",residential,"['50', '30']",False,316.243,"LINESTRING (5.5588489 51.4193106, 5.5589699 51.4194058, 5.55906 51.41949, 5.5591269 51.4195751, 5.5591592 51.4196579, 5.5591745 51.4197607, 5.5591705 51.419806, 5.5591643 51.4198763, 5.5591286 51.419958, 5.5589848 51.4202195, 5.5587365 51.4205678, 5.5586786 51.4206656, 5.5586794 51.4207033, 5.5586956 51.4207421, 5.5587764 51.4207801, 5.559395 51.4209755, 5.5598422 51.4211558, 5.5601085 51.421305, 5.5604093 51.4214659)",,,,
"[7154347, 7154342]",False,Bogardeind,residential,50,True,91.38,"LINESTRING (5.5588489 51.4193106, 5.5583739 51.4189759, 5.5583041 51.4189233, 5.5582471 51.4188793, 5.5582119 51.4188511, 5.5579752 51.4186958)",,,,
147374551,False,Vestingwal,residential,30,False,38.952,"LINESTRING (5.5630617 51.4194578, 5.5630584 51.4191075)",,,,
7154275,False,De Burght,residential,30,False,33.792,"LINESTRING (5.5630617 51.4194578, 5.563205 51.419474, 5.5634746 51.4196049)",,,,
7154275,False,De Burght,residential,30,True,49.915,"LINESTRING (5.5630617 51.4194578, 5.5626709 51.4198148, 5.5626675 51.4198195, 5.56266 51.41983)",,,,
7154266,False,De Burght,residential,30,False,65.513,"LINESTRING (5.56266 51.41983, 5.56342 51.42018)",,,,
7154269,False,De Burght,residential,30,False,47.726,"LINESTRING (5.56266 51.41983, 5.56231 51.42013, 5.56223 51.42016)",,,,
7154275,False,De Burght,residential,30,False,49.915,"LINESTRING (5.56266 51.41983, 5.5626675 51.4198195, 5.5626709 51.4198148, 5.5630617 51.4194578)",,,,
535044655,True,Dommeldalseweg,secondary,50,False,8.674,"LINESTRING (5.5649895 51.4200168, 5.5649406 51.419945)",1,,,
7154343,True,Dommeldalseweg,unclassified,50,False,29.950000000000003,"LINESTRING (5.5649895 51.4200168, 5.564865 51.4200591, 5.5647691 51.4200967, 5.564729 51.4201171, 5.5646151 51.4201494)",1,,,
7154275,False,De Burght,residential,30,True,65.865,"LINESTRING (5.5642563 51.4199414, 5.5634746 51.4196049)",,,,
7154260,False,De Burght,residential,30,False,117.583,"LINESTRING (5.5642563 51.4199414, 5.5642274 51.4199658, 5.5638559 51.4202817, 5.5638128 51.42031, 5.5636469 51.4203724, 5.5636243 51.4203809, 5.56341 51.42045, 5.56308 51.42068)",,,,
7154254,False,De Burght,residential,30,False,64.641,"LINESTRING (5.56203 51.4201, 5.5614937 51.4205755)",,,,
7154268,False,De Burght,residential,30,False,15.911,"LINESTRING (5.56203 51.4201, 5.56213 51.42015, 5.56223 51.42016)",,,,
7154273,False,De Burght,residential,30,True,37.624,"LINESTRING (5.56203 51.4201, 5.56165 51.41992, 5.5615848 51.4199169)",,,,
7154255,False,De Burght,residential,30,False,80.104,"LINESTRING (5.56055 51.42016, 5.5614937 51.4205755)",,,,
"[7154273, 7154270]",False,De Burght,"['unclassified', 'residential']",30,"[False, True]",13.149000000000001,"LINESTRING (5.56055 51.42016, 5.56063 51.42009, 5.5606704 51.4200698)",,,,
"[7154257, 392158058, 449171193]",False,"['De Burght', 'Vincentiusstraat']",residential,30,False,185.288,"LINESTRING (5.56055 51.42016, 5.5603667 51.4203223, 5.5602 51.42047, 5.56018 51.42051, 5.56022 51.42059, 5.561 51.42094, 5.56173 51.42127)",,,,
7154252,False,De Burght,residential,30,False,68.941,"LINESTRING (5.56223 51.42016, 5.56224 51.42025, 5.5623 51.4203, 5.5629 51.42058)",,,,
7154268,False,De Burght,residential,30,True,15.911,"LINESTRING (5.56223 51.42016, 5.56213 51.42015, 5.56203 51.4201)",,,,
7154269,False,De Burght,residential,30,True,47.726,"LINESTRING (5.56223 51.42016, 5.56231 51.42013, 5.56266 51.41983)",,,,
7154266,False,De Burght,residential,30,True,65.513,"LINESTRING (5.56342 51.42018, 5.56266 51.41983)",,,,
7154229,False,Heggestraat,residential,30,False,78.62,"LINESTRING (5.55623 51.42023, 5.5563314 51.42033, 5.5568362 51.4208275)",,,,
7154393,False,Johan Peijnenburgweg,secondary,50,False,63.77799999999999,"LINESTRING (5.565483 51.4205328, 5.5654932 51.4205602, 5.5655116 51.4206216, 5.56553 51.42076, 5.56552 51.42091, 5.565464 51.4211008)",3,,,
277820490,True,Goorstraat,tertiary,50,False,96.422,"LINESTRING (5.565483 51.4205328, 5.5655423 51.4204857, 5.5655726 51.4204767, 5.5656754 51.4204509, 5.5659904 51.4204028, 5.5661456 51.4203948, 5.5662508 51.4203996, 5.5664825 51.4204271, 5.5666394 51.420459, 5.5667963 51.4204882)",1,,,
"[278036448, 278036449, 278036450]",True,Johan Peijnenburgweg,secondary,50,False,66.90400000000001,"LINESTRING (5.565483 51.4205328, 5.5654061 51.4204651, 5.5653619 51.4204276, 5.565291 51.4203551, 5.5651082 51.4201605, 5.5650887 51.4201393, 5.5650501 51.4200956, 5.5649895 51.4200168)",1,yes,,
7154327,False,De Raadstraat,residential,50,True,6.765,"LINESTRING (5.5667877 51.4205488, 5.5667963 51.4204882)",,,,
7154315,True,Goorstraat,tertiary,50,False,92.88800000000002,"LINESTRING (5.5667877 51.4205488, 5.5666075 51.4205182, 5.5664614 51.420483, 5.5662388 51.4204586, 5.5660192 51.4204649, 5.5657048 51.4205157, 5.565585 51.4205345, 5.565483 51.4205328)",1,,,
"[7154188, 7154327]",False,De Raadstraat,residential,"['50', '30']",False,162.345,"LINESTRING (5.5667877 51.4205488, 5.5667836 51.4206723, 5.5667598 51.4208606, 5.5667324 51.4212273, 5.5667268 51.421316, 5.5666463 51.4220059)",,,,
7154254,False,De Burght,residential,30,True,64.641,"LINESTRING (5.5614937 51.4205755, 5.56203 51.4201)",,,,
7154255,False,De Burght,residential,30,False,33.64,"LINESTRING (5.5614937 51.4205755, 5.56189 51.42075)",,,,
7154255,False,De Burght,residential,30,True,80.104,"LINESTRING (5.5614937 51.4205755, 5.56055 51.42016)",,,,
7154244,False,De Burght,residential,30,False,114.76500000000001,"LINESTRING (5.5629 51.42058, 5.56287 51.42065, 5.56275 51.42075, 5.56222 51.42093, 5.56212 51.42098, 5.56173 51.42127)",,,,
