osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,lanes
382457189,Van Gimbornstraat,residential,30,False,False,28.668,"LINESTRING (6.0727877 51.9236367, 6.0728262 51.9237002, 6.0728315 51.9237581, 6.0728443 51.9238899)",,,
"[382457189, 382457191]",Van Gimbornstraat,residential,"['30', '50']",False,True,15.963999999999999,"LINESTRING (6.0727877 51.9236367, 6.0727412 51.9235599, 6.0727201 51.923525, 6.0727063 51.9235022)",,,
6859625,Stationsstraat,residential,30,False,False,66.327,"LINESTRING (6.0713624 51.9237806, 6.0712774 51.923774, 6.0711649 51.9237748, 6.0704464 51.9239439)",,,
"[1221428209, 6859627]",Oranjelaan,tertiary,50,False,False,53.874,"LINESTRING (6.0713624 51.9237806, 6.071356 51.9238668, 6.0714072 51.9240239, 6.0714791 51.9242577)",,,
"[628530607, 382457199, 6859663]",Stationsplein,residential,30,True,False,138.455,"LINESTRING (6.0747273 51.9237848, 6.0746471 51.9237835, 6.07403 51.9237732, 6.073789 51.9237582, 6.0736039 51.9237131, 6.0733023 51.9235916, 6.073236 51.9235948, 6.0731366 51.9236032, 6.0730638 51.9236094, 6.0730435 51.9236111, 6.0729132 51.9236231, 6.0727877 51.9236367)",,,
1131194285,Kerkstraat,residential,30,False,True,132.154,"LINESTRING (6.0747273 51.9237848, 6.0747319 51.9238074, 6.074735 51.9238225, 6.0748472 51.9244009, 6.0749189 51.9248606, 6.0749328 51.9249664)",,,
6859625,Stationsstraat,residential,30,False,True,66.327,"LINESTRING (6.0704464 51.9239439, 6.0711649 51.9237748, 6.0712774 51.923774, 6.0713624 51.9237806)",,,
6859692,Van de Loostraat,residential,30,False,False,215.23200000000003,"LINESTRING (6.0704464 51.9239439, 6.070549 51.9242588, 6.0706027 51.9244539, 6.0704953 51.9258689)",,,
382457189,Van Gimbornstraat,residential,30,False,True,28.668000000000003,"LINESTRING (6.0728443 51.9238899, 6.0728315 51.9237581, 6.0728262 51.9237002, 6.0727877 51.9236367)",,,
6859627,Oranjelaan,tertiary,50,False,False,180.438,"LINESTRING (6.0714791 51.9242577, 6.0714764 51.9243307, 6.071452 51.9246656, 6.0713374 51.925878)",,,
"[1221428209, 6859627]",Oranjelaan,tertiary,50,False,True,53.873999999999995,"LINESTRING (6.0714791 51.9242577, 6.0714072 51.9240239, 6.071356 51.9238668, 6.0713624 51.9237806)",,,
"[6859705, 1271016567]",Van Munsterstraat,residential,"['50', '30']",False,False,13.33,"LINESTRING (6.0714791 51.9242577, 6.0716381 51.9242548, 6.0716734 51.9242542)",,,
"[6859658, 6859700]","['Oranjelaan', 'Romei']",residential,30,False,"[False, True]",290.153,"LINESTRING (6.0716734 51.9242542, 6.0715354 51.9261408, 6.0727009 51.9260852)",,,
6859720,Van Munsterstraat,residential,30,True,False,64.473,"LINESTRING (6.0716734 51.9242542, 6.0720648 51.9243034, 6.0725918 51.9243781)",,,
"[6859705, 1271016567]",Van Munsterstraat,residential,"['30', '50']",False,True,13.33,"LINESTRING (6.0716734 51.9242542, 6.0716381 51.9242548, 6.0714791 51.9242577)",,,
6859720,Van Munsterstraat,residential,30,True,False,16.642,"LINESTRING (6.0725918 51.9243781, 6.0728287 51.9244106)",,,
172976098,Van Gimbornstraat,residential,30,True,False,57.909,"LINESTRING (6.0728287 51.9244106, 6.0728443 51.9238899)",,,
6859720,Van Munsterstraat,residential,30,True,False,48.099999999999994,"LINESTRING (6.0728287 51.9244106, 6.0733742 51.9244895, 6.0735147 51.9244977)",,,
183357970,Enghuizen,residential,30,False,False,57.137,"LINESTRING (6.0743413 51.9244331, 6.0735147 51.9244977)",,,
6859720,Van Munsterstraat,residential,30,True,False,112.7,"LINESTRING (6.0735147 51.9244977, 6.0736354 51.9255085)",,,
183357970,Enghuizen,residential,30,False,True,57.137,"LINESTRING (6.0735147 51.9244977, 6.0743413 51.9244331)",,,
930205974,Sluitzegel,residential,30,False,True,143.648,"LINESTRING (6.0749328 51.9249664, 6.0755764 51.9249254, 6.0756912 51.9249642, 6.0760897 51.9249435, 6.077003 51.924893)",,,
