osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge,tunnel,junction
554013741,Kempenaar,residential,30,4.5,False,True,33.59,"LINESTRING (5.3304448 51.9707461, 5.3304745 51.9707786, 5.3305275 51.9708113, 5.3305802 51.9708365, 5.3306451 51.9708575, 5.3307373 51.9708728, 5.3308546 51.9708862)",,,,
6933433,Kempenaar,residential,30,,False,False,59.575,"LINESTRING (5.3317019 51.9707658, 5.33158 51.97078, 5.3309386 51.9708739, 5.3308546 51.9708862)",,,,
"[6933210, 783459643]",Kempenaar,residential,30,,False,True,81.496,"LINESTRING (5.3308546 51.9708862, 5.3310353 51.9711813, 5.3312363 51.9714368, 5.3312633 51.9714734, 5.3313188 51.9715603)",,,,
6933433,Kempenaar,residential,30,,False,True,59.575,"LINESTRING (5.3308546 51.9708862, 5.3309386 51.9708739, 5.33158 51.97078, 5.3317019 51.9707658)",,,,
554013741,Kempenaar,residential,30,4.5,False,False,33.589999999999996,"LINESTRING (5.3308546 51.9708862, 5.3307373 51.9708728, 5.3306451 51.9708575, 5.3305802 51.9708365, 5.3305275 51.9708113, 5.3304745 51.9707786, 5.3304448 51.9707461)",,,,
6932515,Doctor Cuypersstraat,residential,30,,False,True,34.822,"LINESTRING (5.3367896 51.9713344, 5.3372979 51.9713382)",2,,,
6932516,Agricolastraat,residential,30,,False,False,247.803,"LINESTRING (5.3367896 51.9713344, 5.3367464 51.9713173, 5.3366725 51.9712547, 5.3366721 51.9709207, 5.3366771 51.9706803, 5.3366937 51.9706531, 5.3367371 51.9706299, 5.3380003 51.9706398, 5.3380218 51.9706671, 5.3380165 51.9713391)",2,,,
6933179,Dirk Fockstraat,residential,30,,False,True,103.90700000000001,"LINESTRING (5.3367896 51.9713344, 5.3368173 51.9716514, 5.33683 51.9717132, 5.33686 51.97186, 5.336871 51.9718861, 5.3369374 51.9720443, 5.3372824 51.9720037)",2,,,
6932515,Doctor Cuypersstraat,residential,30,,False,False,34.822,"LINESTRING (5.3372979 51.9713382, 5.3367896 51.9713344)",2,,,
6932515,Doctor Cuypersstraat,residential,30,,False,True,49.226,"LINESTRING (5.3372979 51.9713382, 5.3380165 51.9713391)",2,,,
6933179,Dirk Fockstraat,residential,30,,False,False,74.00999999999999,"LINESTRING (5.3372979 51.9713382, 5.3372955 51.9715956, 5.3372824 51.9720037)",2,,,
6932515,Doctor Cuypersstraat,residential,30,,False,False,49.226,"LINESTRING (5.3380165 51.9713391, 5.3372979 51.9713382)",2,,,
6932515,Doctor Cuypersstraat,residential,30,,False,True,16.838,"LINESTRING (5.3380165 51.9713391, 5.3382623 51.9713389)",2,,,
6932516,Agricolastraat,residential,30,,False,True,247.80300000000003,"LINESTRING (5.3380165 51.9713391, 5.3380218 51.9706671, 5.3380003 51.9706398, 5.3367371 51.9706299, 5.3366937 51.9706531, 5.3366771 51.9706803, 5.3366721 51.9709207, 5.3366725 51.9712547, 5.3367464 51.9713173, 5.3367896 51.9713344)",2,,,
