osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge,access,width
7530017,True,Emmastraat,residential,30,False,139.38,"LINESTRING (4.4364269 52.0156793, 4.4363346 52.0158928, 4.4360164 52.0166283, 4.4359532 52.0168295, 4.4359125 52.0168911)",,,,,
7529481,False,Anna van Burenstraat,residential,30,False,167.53599999999994,"LINESTRING (4.4378683 52.0159956, 4.4375196 52.0159176, 4.4374856 52.0159195, 4.4374577 52.0159247, 4.4374315 52.0159442, 4.43732 52.0161181, 4.4373085 52.0161382, 4.4373037 52.0161748, 4.4373 52.0162, 4.4371862 52.0163863, 4.4371497 52.0164461, 4.4370117 52.0166722, 4.4369993 52.0166868, 4.4369629 52.0167182, 4.4369368 52.0167454, 4.4369144 52.0167793, 4.4367211 52.0170722)",,,,,
7529617,False,Charlotte de Bourbonstraat,residential,30,False,169.45799999999997,"LINESTRING (4.4378683 52.0159956, 4.4382703 52.0160934, 4.4381165 52.0163276, 4.4380907 52.016346, 4.4380535 52.0163777, 4.4380404 52.0163936, 4.4379037 52.0166193, 4.4377511 52.0168711, 4.4377448 52.0168886, 4.4377482 52.0169329, 4.4377451 52.0169532, 4.4377358 52.0169691, 4.4375615 52.0172652)",,,,,
7529522,True,Kerkweg,residential,30,False,121.242,"LINESTRING (4.4318495 52.0158923, 4.4312023 52.0169073)",,,,,
7529555,False,Willem de Zwijgerlaan,residential,30,False,92.676,"LINESTRING (4.4318495 52.0158923, 4.4330955 52.0162188)",,,,,
7529555,False,Willem de Zwijgerlaan,residential,30,True,92.676,"LINESTRING (4.4330955 52.0162188, 4.4318495 52.0158923)",,,,,
7529614,False,Julianalaan,residential,,True,19.278,"LINESTRING (4.4330955 52.0162188, 4.4331941 52.0160564)",,,,,
7529657,False,Julianalaan,residential,30,False,13.936,"LINESTRING (4.4330955 52.0162188, 4.4330292 52.0163373)",,,,,
150207993,False,Willem de Zwijgerlaan,residential,30,False,65.116,"LINESTRING (4.4330955 52.0162188, 4.4339854 52.0164261)",,,,,
150207993,False,Willem de Zwijgerlaan,residential,30,False,68.718,"LINESTRING (4.4339854 52.0164261, 4.4349221 52.0166488)",,,,,
150207993,False,Willem de Zwijgerlaan,residential,30,True,65.116,"LINESTRING (4.4339854 52.0164261, 4.4330955 52.0162188)",,,,,
"[7529386, 7529546]",False,"['Prins Hendrikstraat', 'Sophiastraat']",living_street,15,"[False, True]",197.892,"LINESTRING (4.4339854 52.0164261, 4.4337857 52.0167171, 4.4337268 52.0168029, 4.4336911 52.0169296, 4.4355534 52.0174083)",,,,,
150207993,False,Willem de Zwijgerlaan,residential,30,True,68.718,"LINESTRING (4.4349221 52.0166488, 4.4339854 52.0164261)",,,,,
150207993,False,Willem de Zwijgerlaan,residential,30,False,72.934,"LINESTRING (4.4349221 52.0166488, 4.4355065 52.0167918, 4.4359125 52.0168911)",,,,,
150207974,True,Emmastraat,residential,30,False,62.54,"LINESTRING (4.4359125 52.0168911, 4.4355534 52.0174083)",,,,,
150207992,False,Willem de Zwijgerlaan,residential,30,False,58.885,"LINESTRING (4.4359125 52.0168911, 4.4362977 52.016977, 4.4367211 52.0170722)",,,,,
