osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes
5367948,unclassified,50,False,True,8.12,,"LINESTRING (5.2330356 51.373465, 5.2331346 51.3734261)",
7189533,unclassified,30,False,True,139.547,Hofstad,"LINESTRING (5.2295343 51.3723194, 5.2292325 51.3722341, 5.22905 51.3722, 5.22849 51.37221, 5.2275662 51.3722672)",
"[7189541, 726069630]",unclassified,"['30', '50']",False,False,145.733,Hoendernesten,"LINESTRING (5.2295343 51.3723194, 5.22974 51.3724, 5.2303287 51.3726282, 5.2305538 51.372719, 5.23068 51.3728, 5.2307824 51.3729195, 5.2308264 51.3730048, 5.2308714 51.3731088, 5.2309004 51.3732206)",
1122774424,residential,30,False,True,138.52300000000002,Tuinstraat,"LINESTRING (5.2295343 51.3723194, 5.2296841 51.3721548, 5.2299848 51.3718245, 5.2300419 51.3717618, 5.2301309 51.3716324, 5.23033 51.3712561, 5.2303638 51.3711922)",
5367578,residential,30,False,False,36.079,Vierschaar,"LINESTRING (5.2280314 51.3710844, 5.2281093 51.3707636)",
7189505,residential,30,False,True,125.47599999999998,Schepenstraat,"LINESTRING (5.2280314 51.3710844, 5.228191 51.3710968, 5.2283026 51.3711087, 5.2284517 51.3711342, 5.2288149 51.3712081, 5.2289133 51.3712281, 5.2289674 51.3712255, 5.2289986 51.371224, 5.2290313 51.371188, 5.2291017 51.3710714, 5.229264 51.3708028, 5.229293 51.3707548)",
454923184,residential,30,False,False,144.195,Schepenstraat,"LINESTRING (5.2280314 51.3710844, 5.2279411 51.3710818, 5.2279043 51.3710921, 5.2278696 51.3711124, 5.2276348 51.3715498, 5.2275936 51.3716267, 5.2275479 51.3718394, 5.2275377 51.371969, 5.2275622 51.3722257, 5.2275662 51.3722672)",
5367578,residential,30,False,True,36.079,Vierschaar,"LINESTRING (5.2281093 51.3707636, 5.2280314 51.3710844)",
7189368,unclassified,50,False,False,32.276,Heeleind,"LINESTRING (5.2278121 51.3670646, 5.2281354 51.3672732)",
7189368,unclassified,50,False,True,32.276,Heeleind,"LINESTRING (5.2281354 51.3672732, 5.2278121 51.3670646)",
7189368,unclassified,50,False,False,194.44600000000003,Heeleind,"LINESTRING (5.2281354 51.3672732, 5.2283176 51.3674075, 5.2284227 51.367501, 5.2284517 51.3675278, 5.228534 51.3676038, 5.2285714 51.3676603, 5.228934 51.3680218, 5.2290483 51.3681128, 5.22915 51.3682175, 5.2292609 51.3683325, 5.2293389 51.3684133, 5.2294257 51.368518, 5.2296452 51.3687415)",
1027782366,residential,30,False,False,133.448,Het Hofveld,"LINESTRING (5.2301152 51.3673419, 5.2301755 51.3674336, 5.2307619 51.3680194, 5.2307724 51.3680475, 5.2307511 51.3681033, 5.2304827 51.3683806)",
7189387,residential,30,False,False,70.771,Het Hofveld,"LINESTRING (5.2304827 51.3683806, 5.2304256 51.3684178, 5.2296452 51.3687415)",
1027782366,residential,30,False,False,117.34300000000002,Het Hofveld,"LINESTRING (5.2304827 51.3683806, 5.2305544 51.3684117, 5.2309131 51.3687558, 5.2309285 51.3688443, 5.23085 51.36902, 5.2308587 51.3690582, 5.2312417 51.3691335, 5.231289 51.3691333)",
1027782366,residential,30,False,True,133.448,Het Hofveld,"LINESTRING (5.2304827 51.3683806, 5.2307511 51.3681033, 5.2307724 51.3680475, 5.2307619 51.3680194, 5.2301755 51.3674336, 5.2301152 51.3673419)",
7189368,unclassified,50,False,False,61.981,Heeleind,"LINESTRING (5.2296452 51.3687415, 5.2297358 51.3688348, 5.2297941 51.3689, 5.229833 51.3689485, 5.2298524 51.3690198, 5.2298549 51.3690683, 5.2298421 51.3691137, 5.2297429 51.369253)",
7189368,unclassified,50,False,True,194.44599999999997,Heeleind,"LINESTRING (5.2296452 51.3687415, 5.2294257 51.368518, 5.2293389 51.3684133, 5.2292609 51.3683325, 5.22915 51.3682175, 5.2290483 51.3681128, 5.228934 51.3680218, 5.2285714 51.3676603, 5.228534 51.3676038, 5.2284517 51.3675278, 5.2284227 51.367501, 5.2283176 51.3674075, 5.2281354 51.3672732)",
7189387,residential,30,False,True,70.771,Het Hofveld,"LINESTRING (5.2296452 51.3687415, 5.2304256 51.3684178, 5.2304827 51.3683806)",
7189581,residential,30,False,False,58.962999999999994,Het Hofveld,"LINESTRING (5.231289 51.3691333, 5.231312 51.36911, 5.2313458 51.3690925, 5.2313867 51.3690826, 5.2314305 51.3690814, 5.2314727 51.369089, 5.2315088 51.3691046, 5.231535 51.3691265, 5.2315487 51.3691526, 5.2315484 51.3691799, 5.2315341 51.3692058, 5.2315073 51.3692275, 5.2314708 51.3692428, 5.2314262 51.3692501, 5.2313802 51.3692476, 5.2313382 51.3692357, 5.231305 51.3692158, 5.2312844 51.36919, 5.2312789 51.3691614, 5.231289 51.3691333)",
7189581,residential,30,False,True,58.963,Het Hofveld,"LINESTRING (5.231289 51.3691333, 5.2312789 51.3691614, 5.2312844 51.36919, 5.231305 51.3692158, 5.2313382 51.3692357, 5.2313802 51.3692476, 5.2314262 51.3692501, 5.2314708 51.3692428, 5.2315073 51.3692275, 5.2315341 51.3692058, 5.2315484 51.3691799, 5.2315487 51.3691526, 5.231535 51.3691265, 5.2315088 51.3691046, 5.2314727 51.369089, 5.2314305 51.3690814, 5.2313867 51.3690826, 5.2313458 51.3690925, 5.231312 51.36911, 5.231289 51.3691333)",
