osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,junction,bridge
"[6973672, 6973682]",True,Westsingel,primary,50,False,51.759,1,"LINESTRING (5.3671114 52.2407435, 5.3671395 52.2408277, 5.3671566 52.2408595, 5.3671712 52.240887, 5.3672995 52.2410758, 5.3673336 52.2411865)",,
527512549,True,,primary,50,False,10.562000000000001,,"LINESTRING (5.3671114 52.2407435, 5.3670804 52.2407577, 5.3670454 52.2407679, 5.3670077 52.2407738, 5.366969 52.2407749)",roundabout,
6972814,False,Schoolstraat,residential,30,True,73.1,,"LINESTRING (5.3755438 52.2414376, 5.3765958 52.2413064)",,
914427160,False,Poststraat,residential,30,True,56.355,,"LINESTRING (5.3755438 52.2414376, 5.3755975 52.2416988, 5.375576 52.2417579, 5.3755344 52.241794, 5.3754607 52.2418373, 5.3753708 52.2418901)",,
1199514237,False,Schoolstraat,residential,30,False,86.572,,"LINESTRING (5.3755438 52.2414376, 5.375307 52.2414454, 5.3743088 52.2416113)",,
6972814,False,Schoolstraat,residential,30,False,56.653,,"LINESTRING (5.3774213 52.2412426, 5.3765958 52.2413064)",,
"[1199514232, 1199514233]",False,Oosterstraat,residential,30,False,60.127,,"LINESTRING (5.3774213 52.2412426, 5.3774329 52.2413007, 5.377438 52.2413611, 5.3774287 52.2415354, 5.3773791 52.2416602, 5.3773443 52.2417333, 5.3773542 52.2417756)",,
"[6973681, 6973673]",True,Westsingel,primary,50,False,52.141000000000005,1,"LINESTRING (5.3673336 52.2411865, 5.3672432 52.2410947, 5.3671835 52.2410231, 5.3671237 52.2409539, 5.3670714 52.2408878, 5.3670459 52.2408494, 5.366969 52.2407749)",,
6973688,False,Westsingel,primary,50,False,194.026,2,"LINESTRING (5.3673336 52.2411865, 5.3675334 52.2415239, 5.3675887 52.2416591, 5.3676206 52.2418318, 5.3676487 52.2423919, 5.3676218 52.2429041)",,
6972814,False,Schoolstraat,residential,30,False,73.1,,"LINESTRING (5.3765958 52.2413064, 5.3755438 52.2414376)",,
6972814,False,Schoolstraat,residential,30,True,56.653,,"LINESTRING (5.3765958 52.2413064, 5.3774213 52.2412426)",,
1199514237,False,Schoolstraat,residential,30,True,86.572,,"LINESTRING (5.3743088 52.2416113, 5.375307 52.2414454, 5.3755438 52.2414376)",,
1199514238,False,Dorpsstraat,residential,30,False,121.05599999999998,,"LINESTRING (5.3743088 52.2416113, 5.3744119 52.2419135, 5.3745463 52.2423255, 5.3746533 52.2426793)",,
6972811,False,Oosterstraat,residential,30,False,87.874,,"LINESTRING (5.3773542 52.2417756, 5.3773858 52.2418047, 5.3775173 52.2418417, 5.3775481 52.2418638, 5.3775642 52.2418959, 5.3776152 52.2422096, 5.377646 52.2424978)",,
"[1199514232, 1199514233]",False,Oosterstraat,residential,30,True,60.127,,"LINESTRING (5.3773542 52.2417756, 5.3773443 52.2417333, 5.3773791 52.2416602, 5.3774287 52.2415354, 5.377438 52.2413611, 5.3774329 52.2413007, 5.3774213 52.2412426)",,
914427160,False,Poststraat,residential,30,False,56.355000000000004,,"LINESTRING (5.3753708 52.2418901, 5.3754607 52.2418373, 5.3755344 52.241794, 5.375576 52.2417579, 5.3755975 52.2416988, 5.3755438 52.2414376)",,
"[1199514229, 827280166]",False,Smeerweg,unclassified,50,True,10.818,,"LINESTRING (5.3800232 52.2424244, 5.3800607 52.2423999, 5.3801215 52.2423482)",,
1024245720,True,Smeerweg,unclassified,50,False,25.023,,"LINESTRING (5.3800232 52.2424244, 5.3799678 52.2425079, 5.3799299 52.2425435, 5.3798357 52.2426157)",,
6973019,True,,tertiary,50,False,11.596,1,"LINESTRING (5.3795835 52.2425801, 5.3796365 52.2425676, 5.3796931 52.2425652, 5.3797484 52.2425731)",roundabout,
230984096,False,Kolkweg,residential,30,False,13.652,,"LINESTRING (5.377646 52.2424978, 5.3778452 52.2424838)",,
6972811,False,Oosterstraat,residential,30,False,63.378,,"LINESTRING (5.377646 52.2424978, 5.3776983 52.243025, 5.3776983 52.2430668)",,
6972811,False,Oosterstraat,residential,30,True,87.874,,"LINESTRING (5.377646 52.2424978, 5.3776152 52.2422096, 5.3775642 52.2418959, 5.3775481 52.2418638, 5.3775173 52.2418417, 5.3773858 52.2418047, 5.3773542 52.2417756)",,
6973362,False,Kolkweg,residential,30,False,148.39,,"LINESTRING (5.377646 52.2424978, 5.3773973 52.2425381, 5.3758845 52.2427786, 5.3755337 52.2428259)",,
6973349,True,Poststraat,residential,30,False,90.53999999999999,,"LINESTRING (5.3751985 52.2426628, 5.3753192 52.2425211, 5.3753896 52.2424329, 5.3754044 52.2423705, 5.375402 52.2423152, 5.3753199 52.242001, 5.3753199 52.241941, 5.3753708 52.2418901)",,
6973397,False,Kostverloren,residential,30,True,37.385999999999996,,"LINESTRING (5.3751985 52.2426628, 5.3750409 52.2426514, 5.37488 52.24266, 5.3746533 52.2426793)",,
1199514235,False,Kostverloren,residential,30,False,26.521,,"LINESTRING (5.3751985 52.2426628, 5.375295 52.2426978, 5.3753969 52.2427684, 5.3754415 52.2428389)",,
6973397,False,Kostverloren,residential,30,False,37.385999999999996,,"LINESTRING (5.3746533 52.2426793, 5.37488 52.24266, 5.3750409 52.2426514, 5.3751985 52.2426628)",,
6973659,False,Kolkplein,residential,30,False,63.699,,"LINESTRING (5.3746533 52.2426793, 5.3747311 52.2429035, 5.3747601 52.2432467)",,
477015886,False,De Steiger,residential,30,False,81.59,,"LINESTRING (5.3746533 52.2426793, 5.3743677 52.2427244, 5.3741839 52.2427416, 5.3740626 52.2427622, 5.3740196 52.2427581, 5.3739874 52.2427441, 5.3739654 52.2427179, 5.373913 52.2424378)",,
1199514238,False,Dorpsstraat,residential,30,True,121.05600000000001,,"LINESTRING (5.3746533 52.2426793, 5.3745463 52.2423255, 5.3744119 52.2419135, 5.3743088 52.2416113)",,
6973019,True,,tertiary,50,False,12.812,1,"LINESTRING (5.3797943 52.242775, 5.3797538 52.2427896, 5.3797086 52.2427977, 5.3796617 52.2427988, 5.3796156 52.2427928)",roundabout,
1199514234,False,Kolkweg,residential,30,False,6.442,,"LINESTRING (5.3755337 52.2428259, 5.3754415 52.2428389)",,
6972818,True,Oosterstraat,residential,30,False,172.261,,"LINESTRING (5.3755337 52.2428259, 5.375586 52.242747, 5.37623 52.2424389, 5.3767763 52.2421775, 5.3769641 52.2420856, 5.3771022 52.2419911, 5.3773542 52.2417756)",,
6973362,False,Kolkweg,residential,30,True,148.39,,"LINESTRING (5.3755337 52.2428259, 5.3758845 52.2427786, 5.3773973 52.2425381, 5.377646 52.2424978)",,
1199514234,False,Kolkweg,residential,30,True,6.442,,"LINESTRING (5.3754415 52.2428389, 5.3755337 52.2428259)",,
1199514235,False,Kostverloren,residential,30,True,26.521,,"LINESTRING (5.3754415 52.2428389, 5.3753969 52.2427684, 5.375295 52.2426978, 5.3751985 52.2426628)",,
1199514236,False,Kostverloren,residential,30,False,40.803,,"LINESTRING (5.3754415 52.2428389, 5.37538 52.2430539, 5.3752797 52.2431893)",,
6972816,False,Kolkkamp,residential,,True,28.597,,"LINESTRING (5.3752797 52.2431893, 5.375373 52.2432643, 5.3754434 52.2434214)",,
1199514236,False,Kostverloren,residential,30,False,39.297000000000004,,"LINESTRING (5.3752797 52.2431893, 5.3751749 52.24324, 5.3748946 52.2433311, 5.37477 52.2433186)",,
1199514236,False,Kostverloren,residential,30,True,40.803,,"LINESTRING (5.3752797 52.2431893, 5.37538 52.2430539, 5.3754415 52.2428389)",,
450201104,False,Kolkplein,residential,30,True,8.023,,"LINESTRING (5.37477 52.2433186, 5.3747601 52.2432467)",,
