osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,tunnel,junction,access
"[6585881, 6585873]",Julianaweg,secondary,50,False,False,218.98400000000004,"LINESTRING (5.0617779 52.4919475, 5.0636367 52.4924346, 5.0641803 52.4925547, 5.0642234 52.4925634, 5.0647829 52.4926718)",,,,,
"[136655418, 60957755, 51201751]",Zuideinde,unclassified,30,True,False,173.034,"LINESTRING (5.0617779 52.4919475, 5.0619306 52.4919372, 5.0621267 52.4919291, 5.0627402 52.4920689, 5.06323 52.4922, 5.0635053 52.4922837, 5.063654 52.4923088, 5.0637642 52.4922926, 5.0641773 52.4922002)",,,,,
6585840,Prinses Beatrixstraat,unclassified,30,False,False,65.533,"LINESTRING (5.0671423 52.4920017, 5.0670276 52.4925869)",,,,,
6585656,Kerkstraat,unclassified,30,False,False,33.927,"LINESTRING (5.0699517 52.4921446, 5.0699217 52.4921761, 5.0696999 52.4924084)",,,,,
"[1137954459, 6585725]","['Burgemeester Kolfschotenplein', 'Kathammerstraat']",unclassified,30,True,False,157.032,"LINESTRING (5.0699517 52.4921446, 5.0716057 52.4927511, 5.07193 52.4928815)",,,,,
6585843,Prinses Marijkestraat,unclassified,30,True,False,55.035,"LINESTRING (5.06795 52.4922, 5.06765 52.49266)",,,,,
6585258,Dokter Weversstraat,unclassified,30,True,False,114.646,"LINESTRING (5.06795 52.4922, 5.06916 52.49249, 5.0695 52.49261)",,,,,
6585657,Kerkstraat,unclassified,30,False,False,26.186,"LINESTRING (5.0696999 52.4924084, 5.0695 52.49261)",,,,,
6585706,Burgemeester Kolfschotenstraat,unclassified,30,False,False,46.965,"LINESTRING (5.0696999 52.4924084, 5.07028 52.49264)",,,,,
6585656,Kerkstraat,unclassified,30,False,True,33.927,"LINESTRING (5.0696999 52.4924084, 5.0699217 52.4921761, 5.0699517 52.4921446)",,,,,
6585835,Prinses Beatrixstraat,unclassified,30,False,False,58.877,"LINESTRING (5.0670276 52.4925869, 5.0667419 52.493087)",,,,,
6585840,Prinses Beatrixstraat,unclassified,30,False,True,65.533,"LINESTRING (5.0670276 52.4925869, 5.0671423 52.4920017)",,,,,
6585657,Kerkstraat,unclassified,30,False,True,26.186,"LINESTRING (5.0695 52.49261, 5.0696999 52.4924084)",,,,,
6585730,Kerkstraat,unclassified,30,False,False,60.155,"LINESTRING (5.0695 52.49261, 5.06906 52.49308)",,,,,
6585706,Burgemeester Kolfschotenstraat,unclassified,30,False,True,46.965,"LINESTRING (5.07028 52.49264, 5.0696999 52.4924084)",,,,,
6585734,Professor Klaas Steurplantsoen,unclassified,30,False,True,26.717,"LINESTRING (5.07028 52.49264, 5.0700791 52.4928468)",,,,,
6585714,Burgemeester Kolfschotenstraat,residential,30,False,False,83.681,"LINESTRING (5.07028 52.49264, 5.07048 52.49272, 5.0712 52.49296, 5.0713563 52.4930091)",,,,,
6585836,Kapelaan Ruiterstraat,unclassified,30,True,False,42.915,"LINESTRING (5.06765 52.49266, 5.0670276 52.4925869)",,,,,
6585880,Julianaweg,secondary,50,False,False,25.578,"LINESTRING (5.0647829 52.4926718, 5.0651433 52.4927408)",,,,,
"[6585873, 6585881]",Julianaweg,secondary,50,False,True,218.984,"LINESTRING (5.0647829 52.4926718, 5.0642234 52.4925634, 5.0641803 52.4925547, 5.0636367 52.4924346, 5.0617779 52.4919475)",,,,,
6585754,Haven,living_street,15,False,False,107.94,"LINESTRING (5.07347 52.4927, 5.0736355 52.4927339, 5.0744737 52.4928759, 5.0749738 52.4930148)",,,,,
