osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width,bridge
6519730,Uranusstraat,residential,30,False,False,50.587,"LINESTRING (5.745916 52.7047917, 5.7457385 52.7051716, 5.7457259 52.7051971, 5.7456727 52.705188)",,,,
"[585520000, 6519727]",Kometenlaan,unclassified,30,False,False,68.213,"LINESTRING (5.743342 52.7048376, 5.7432996 52.7049054, 5.7431617 52.7051276, 5.7430734 52.7052698, 5.7430023 52.7053844, 5.7429848 52.7054116)",,,,
585519996,Capellastraat,residential,30,False,False,37.015,"LINESTRING (5.743342 52.7048376, 5.7434211 52.7048513, 5.7434704 52.7048599, 5.743825 52.7049194, 5.7438711 52.7049272)",,,,
"[6519649, 585519995, 585519996]",Capellastraat,residential,30,False,False,27.461,"LINESTRING (5.7438711 52.7049272, 5.7439179 52.7049352, 5.7439809 52.7049497, 5.7440583 52.7049625, 5.7441434 52.7049764, 5.7442618 52.704997)",,,,
585519996,Capellastraat,residential,30,False,True,37.015,"LINESTRING (5.7438711 52.7049272, 5.743825 52.7049194, 5.7434704 52.7048599, 5.7434211 52.7048513, 5.743342 52.7048376)",,,,
6519649,Capellastraat,residential,30,False,False,47.340999999999994,"LINESTRING (5.7442618 52.704997, 5.7443563 52.705014, 5.7445846 52.705013, 5.7446494 52.7050158, 5.7447265 52.7050293, 5.7449024 52.7050594, 5.7449482 52.7050676)",,,,
"[6519649, 585519995, 585519996]",Capellastraat,residential,30,False,True,27.461,"LINESTRING (5.7442618 52.704997, 5.7441434 52.7049764, 5.7440583 52.7049625, 5.7439809 52.7049497, 5.7439179 52.7049352, 5.7438711 52.7049272)",,,,
276423512,Jupiterstraat,residential,30,False,False,36.566,"LINESTRING (5.7442618 52.704997, 5.7442257 52.7050727, 5.7441278 52.7052847, 5.744128 52.7053146)",,,,
6519649,Capellastraat,residential,30,False,False,50.682,"LINESTRING (5.7449482 52.7050676, 5.7449916 52.7050757, 5.7451948 52.7051106, 5.7452689 52.7051236, 5.7453066 52.7051247, 5.7456139 52.7051777, 5.7456727 52.705188)",,,,
6519649,Capellastraat,residential,30,False,True,47.341,"LINESTRING (5.7449482 52.7050676, 5.7449024 52.7050594, 5.7447265 52.7050293, 5.7446494 52.7050158, 5.7445846 52.705013, 5.7443563 52.705014, 5.7442618 52.704997)",,,,
6519651,Siriusstraat,residential,30,False,False,27.581,"LINESTRING (5.7433038 52.7051405, 5.7435939 52.7051904, 5.7436452 52.7051993, 5.7436307 52.7052311)",,,,
6519649,Capellastraat,residential,30,False,True,50.682,"LINESTRING (5.7456727 52.705188, 5.7456139 52.7051777, 5.7453066 52.7051247, 5.7452689 52.7051236, 5.7451948 52.7051106, 5.7449916 52.7050757, 5.7449482 52.7050676)",,,,
6519730,Uranusstraat,residential,30,False,False,28.321,"LINESTRING (5.7456727 52.705188, 5.7456436 52.7052461, 5.7455639 52.7054119, 5.7455523 52.705432)",,,,
6519730,Uranusstraat,residential,30,False,True,50.586999999999996,"LINESTRING (5.7456727 52.705188, 5.7457259 52.7051971, 5.7457385 52.7051716, 5.745916 52.7047917)",,,,
6519653,Schorpioenstraat,residential,30,False,False,28.259,"LINESTRING (5.7462755 52.7051905, 5.7465064 52.705233, 5.7465578 52.7052216, 5.7466762 52.7052426)",,,,
6519651,Siriusstraat,residential,30,False,False,32.405,"LINESTRING (5.7436307 52.7052311, 5.7436201 52.705253, 5.7435288 52.7054396, 5.743537 52.7055134)",,,,
6519651,Siriusstraat,residential,30,False,True,27.581000000000003,"LINESTRING (5.7436307 52.7052311, 5.7436452 52.7051993, 5.7435939 52.7051904, 5.7433038 52.7051405)",,,,
6519654,Siriusstraat,residential,30,False,False,34.768,"LINESTRING (5.7436307 52.7052311, 5.7437111 52.7052444, 5.7440644 52.7053042, 5.744128 52.7053146)",,,,
6519653,Schorpioenstraat,residential,30,False,False,16.039,"LINESTRING (5.7466762 52.7052426, 5.7467101 52.705239, 5.7469059 52.7052729)",,,,
6519653,Schorpioenstraat,residential,30,False,True,28.259,"LINESTRING (5.7466762 52.7052426, 5.7465578 52.7052216, 5.7465064 52.705233, 5.7462755 52.7051905)",,,,
6519746,Schorpioenstraat,residential,30,False,False,34.63099999999999,"LINESTRING (5.7466762 52.7052426, 5.7466521 52.705293, 5.7466135 52.7053825, 5.7465908 52.7053973, 5.7465489 52.7054862, 5.7465158 52.7055159, 5.7465078 52.7055332)",,,,
6519653,Schorpioenstraat,residential,30,False,True,16.039,"LINESTRING (5.7469059 52.7052729, 5.7467101 52.705239, 5.7466762 52.7052426)",,,,
6519654,Siriusstraat,residential,30,False,True,34.768,"LINESTRING (5.744128 52.7053146, 5.7440644 52.7053042, 5.7437111 52.7052444, 5.7436307 52.7052311)",,,,
276423512,Jupiterstraat,residential,30,False,False,115.135,"LINESTRING (5.744128 52.7053146, 5.7441253 52.7053464, 5.7440705 52.7054662, 5.7440802 52.705488, 5.7440693 52.7055126, 5.7440483 52.7055591, 5.7442794 52.7055982, 5.7445582 52.7056457, 5.7448143 52.7057168, 5.7449244 52.7057356, 5.7449748 52.7057529, 5.7451826 52.7057912, 5.7452698 52.705808)",,,,
276423512,Jupiterstraat,residential,30,False,True,36.566,"LINESTRING (5.744128 52.7053146, 5.7441278 52.7052847, 5.7442257 52.7050727, 5.7442618 52.704997)",,,,
6519757,Schorpioenstraat,residential,30,False,False,7.581,"LINESTRING (5.7455523 52.705432, 5.7454441 52.7054507)",,,,
6519730,Uranusstraat,residential,30,False,True,28.321,"LINESTRING (5.7455523 52.705432, 5.7455639 52.7054119, 5.7456436 52.7052461, 5.7456727 52.705188)",,,,
