osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,tunnel
7434346,Vlaskamp,living_street,15,False,False,35.036,"LINESTRING (4.5368306 52.1576387, 4.5369582 52.1578191, 4.5370356 52.1579276)",,,
7434483,Vlaskamp,living_street,15,False,False,150.00400000000002,"LINESTRING (4.5368306 52.1576387, 4.5365987 52.1576964, 4.5364735 52.1577275, 4.5364441 52.1577535, 4.53639 52.1578979, 4.5363397 52.1579377, 4.5363299 52.1579618, 4.536264 52.1581133, 4.5362057 52.1582472, 4.5361982 52.1582644, 4.5361665 52.1583647, 4.5360171 52.1584398, 4.5359201 52.1585956, 4.5360977 52.1587086)",,,
7434483,Vlaskamp,living_street,15,False,True,22.012999999999998,"LINESTRING (4.5368306 52.1576387, 4.5368576 52.1575889, 4.5370748 52.1575305)",,,
7434346,Vlaskamp,living_street,15,False,True,35.036,"LINESTRING (4.5370356 52.1579276, 4.5369582 52.1578191, 4.5368306 52.1576387)",,,
7434491,Korenbloemkamp,residential,,False,False,116.491,"LINESTRING (4.5370356 52.1579276, 4.5369298 52.1579896, 4.536889 52.1580422, 4.536848 52.1583189, 4.5368458 52.1583406, 4.5368346 52.1583963, 4.5367104 52.1585412, 4.5365054 52.1587803, 4.5364913 52.158798, 4.5364268 52.1588792)",,,
7434493,Bolderikkamp,residential,,False,False,160.537,"LINESTRING (4.5370356 52.1579276, 4.5371132 52.1579039, 4.5371573 52.1578901, 4.5372041 52.1578829, 4.5372663 52.1578854, 4.5372936 52.1578922, 4.5374102 52.1580182, 4.5374624 52.1580746, 4.5374943 52.158109, 4.5378767 52.1584959, 4.5377467 52.1586014, 4.5376854 52.1586512, 4.537314 52.1589526)",,,
7434351,Brunelkamp,living_street,15,False,False,65.924,"LINESTRING (4.5379848 52.157884, 4.5386463 52.1580923, 4.5388445 52.1581548)",,,
7434351,Brunelkamp,living_street,15,False,False,32.309,"LINESTRING (4.5388445 52.1581548, 4.5392645 52.1582891)",,,
7434351,Brunelkamp,living_street,15,False,True,65.924,"LINESTRING (4.5388445 52.1581548, 4.5386463 52.1580923, 4.5379848 52.157884)",,,
7434485,Brunelkamp,living_street,15,False,False,65.186,"LINESTRING (4.5388445 52.1581548, 4.5386228 52.1584421, 4.538486 52.1586158, 4.5384273 52.1586821)",,,
