osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,junction
459395078,busway,30,False,False,4.893,,"LINESTRING (5.9398917 51.6442987, 5.9398346 51.6442726)",,
48932441,residential,30,False,False,42.804,Stationsweg,"LINESTRING (5.9398917 51.6442987, 5.9398575 51.644385, 5.9398316 51.6444942, 5.9398109 51.6445867, 5.9397697 51.6446754)",,
6854935,residential,30,False,False,10.28,Begijnenstraat,"LINESTRING (5.9485453 51.6443441, 5.9484342 51.6444057)",,
6854962,residential,30,False,False,64.013,Hendrikstraat,"LINESTRING (5.9461801 51.6442565, 5.9461044 51.6443789, 5.9460288 51.6445011, 5.9458421 51.6447926)",,
6854970,residential,30,False,False,126.95899999999999,Julianastraat,"LINESTRING (5.9461801 51.6442565, 5.9469006 51.644435, 5.9469633 51.6444492, 5.9474245 51.6445743, 5.9477688 51.6447942)",,
6854935,residential,30,False,True,10.28,Begijnenstraat,"LINESTRING (5.9484342 51.6444057, 5.9485453 51.6443441)",,
6855004,residential,30,False,False,63.041,Begijnenstraat,"LINESTRING (5.9484342 51.6444057, 5.9477688 51.6447942)",,
6854975,residential,30,False,False,93.099,Bilderbeekstraat,"LINESTRING (5.9397697 51.6446754, 5.9409453 51.6450863)",,
"[6855051, 6855053]",residential,30,False,False,146.982,Stationsweg,"LINESTRING (5.9397697 51.6446754, 5.939609 51.6446951, 5.9394112 51.6447826, 5.9393312 51.6448513, 5.9392065 51.6449767, 5.9386227 51.6455638, 5.9384966 51.6456888)",,
48932441,residential,30,False,True,42.803999999999995,Stationsweg,"LINESTRING (5.9397697 51.6446754, 5.9398109 51.6445867, 5.9398316 51.6444942, 5.9398575 51.644385, 5.9398917 51.6442987)",,
6855004,residential,30,False,False,52.628,Begijnenstraat,"LINESTRING (5.9477688 51.6447942, 5.9472382 51.6451342)",,
6855004,residential,30,False,True,63.041,Begijnenstraat,"LINESTRING (5.9477688 51.6447942, 5.9484342 51.6444057)",,
6854970,residential,30,False,True,126.959,Julianastraat,"LINESTRING (5.9477688 51.6447942, 5.9474245 51.6445743, 5.9469633 51.6444492, 5.9469006 51.644435, 5.9461801 51.6442565)",,
6854962,residential,30,False,False,52.08,Hendrikstraat,"LINESTRING (5.9458421 51.6447926, 5.9455587 51.6452267)",,
6854980,residential,30,False,False,48.951,Wilhelminastraat,"LINESTRING (5.9458421 51.6447926, 5.946502 51.6449542)",,
6854962,residential,30,False,True,64.013,Hendrikstraat,"LINESTRING (5.9458421 51.6447926, 5.9460288 51.6445011, 5.9461044 51.6443789, 5.9461801 51.6442565)",,
"[285273645, 6854862]",residential,30,False,False,85.041,'t Pleintje,"LINESTRING (5.9500877 51.6448588, 5.9500937 51.644978, 5.9501 51.64514, 5.95014 51.64521, 5.95038 51.64542, 5.9503689 51.6455716)",,
"[6855061, 506793830]",secondary,50,False,False,160.094,Julie Postelsingel,"LINESTRING (5.9500877 51.6448588, 5.949807 51.6448605, 5.9497123 51.644863, 5.949591 51.6448702, 5.9495078 51.6448829, 5.949431 51.6448983, 5.9492968 51.644931, 5.9491656 51.6449774, 5.9490387 51.6450351, 5.9489367 51.6450972, 5.9488497 51.645162, 5.9486178 51.6453506, 5.9484409 51.64547, 5.9484046 51.6454902, 5.9483587 51.6455117, 5.9482815 51.6455367, 5.9481988 51.6455556)",2,
6855006,residential,30,False,False,44.956,Althof,"LINESTRING (5.95154 51.64488, 5.95107 51.64516)",,
6854976,residential,30,False,False,49.117,Emmastraat,"LINESTRING (5.946502 51.6449542, 5.9462733 51.6453725)",,
6854980,residential,30,False,False,54.599,Wilhelminastraat,"LINESTRING (5.946502 51.6449542, 5.9472382 51.6451342)",,
6854980,residential,30,False,True,48.951,Wilhelminastraat,"LINESTRING (5.946502 51.6449542, 5.9458421 51.6447926)",,
6854975,residential,30,False,True,93.099,Bilderbeekstraat,"LINESTRING (5.9409453 51.6450863, 5.9397697 51.6446754)",,
6855021,residential,30,False,False,131.825,Nassaustraat,"LINESTRING (5.9409453 51.6450863, 5.940032 51.6461276)",,
6854975,residential,30,False,False,68.453,Bilderbeekstraat,"LINESTRING (5.9409453 51.6450863, 5.9416565 51.6453234, 5.941738 51.6453506, 5.9418292 51.645359)",,
6854302,residential,30,False,False,36.909,Althof,"LINESTRING (5.95107 51.64516, 5.9507297 51.6449039)",,
6854302,residential,30,False,True,8.258,Althof,"LINESTRING (5.95107 51.64516, 5.9511579 51.6452104)",,
6855006,residential,30,False,True,44.956,Althof,"LINESTRING (5.95107 51.64516, 5.95154 51.64488)",,
6854980,residential,30,False,True,54.599,Wilhelminastraat,"LINESTRING (5.9472382 51.6451342, 5.946502 51.6449542)",,
6855004,residential,30,False,False,48.295,Begijnenstraat,"LINESTRING (5.9472382 51.6451342, 5.94695 51.64553)",,
