osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,ref,bridge
7172775,Lidwinahof,living_street,15,False,False,64.063,"LINESTRING (5.39731 51.51146, 5.39726 51.51151, 5.39723 51.51161, 5.3969 51.51191, 5.396871 51.5119587)",,,,
7172750,Raadhuisplein,tertiary,30,False,False,74.397,"LINESTRING (5.39573 51.51157, 5.39592 51.51169, 5.3962087 51.5118099, 5.3964898 51.511931, 5.3965644 51.5119858)",,,,
151790919,Hoofdstraat,tertiary,30,False,False,69.97,"LINESTRING (5.3901824 51.5115807, 5.3906183 51.5117167, 5.3911124 51.5118243)",,,,
7172652,Pastoor W. Hellemonsstraat,residential,30,True,False,98.755,"LINESTRING (5.4007122 51.5117294, 5.399927 51.512471)",,,,
7172900,Monseigneur A.F. Diepenstraat,residential,30,False,True,67.865,"LINESTRING (5.4007122 51.5117294, 5.4015266 51.5120694)",,,,
7172534,J.J. de Vlamstraat,residential,30,False,False,14.7,"LINESTRING (5.4027514 51.5118359, 5.4026409 51.5119488)",,,,
7172633,Kerkstraat,tertiary,30,False,False,108.772,"LINESTRING (5.3911124 51.5118243, 5.3910039 51.5120344, 5.39077 51.51227, 5.39056 51.51248, 5.3903354 51.5126667)",,,,
151790919,Hoofdstraat,tertiary,30,False,False,38.009,"LINESTRING (5.3911124 51.5118243, 5.3913368 51.5118821, 5.3914352 51.5118791, 5.3915405 51.5118635, 5.3916209 51.5118269)",,,,
151790919,Hoofdstraat,tertiary,30,False,True,69.97,"LINESTRING (5.3911124 51.5118243, 5.3906183 51.5117167, 5.3901824 51.5115807)",,,,
7172599,Raadhuisplein,residential,30,False,False,21.602,"LINESTRING (5.396871 51.5119587, 5.396788 51.5119562, 5.3966967 51.5119638, 5.3965644 51.5119858)",,,,
7172609,Kapelaan J.A. Heerenstraat,residential,30,False,False,72.944,"LINESTRING (5.396871 51.5119587, 5.3969197 51.5119726, 5.3972369 51.5121053, 5.39775 51.51232)",,,,
7172775,Lidwinahof,living_street,15,False,True,64.063,"LINESTRING (5.396871 51.5119587, 5.3969 51.51191, 5.39723 51.51161, 5.39726 51.51151, 5.39731 51.51146)",,,,
7172534,J.J. de Vlamstraat,residential,30,False,True,14.7,"LINESTRING (5.4026409 51.5119488, 5.4027514 51.5118359)",,,,
7172731,Frater J.M. Reijndersstraat,residential,,False,False,75.41,"LINESTRING (5.4026409 51.5119488, 5.4035403 51.5123317)",,,,
7172761,Pater M. Wolffstraat,residential,30,False,False,52.651,"LINESTRING (5.4026409 51.5119488, 5.402233 51.5123485)",,,,
7172599,Raadhuisplein,residential,30,False,True,21.602,"LINESTRING (5.3965644 51.5119858, 5.3966967 51.5119638, 5.396788 51.5119562, 5.396871 51.5119587)",,,,
7172750,Raadhuisplein,tertiary,30,False,True,74.397,"LINESTRING (5.3965644 51.5119858, 5.3964898 51.511931, 5.3962087 51.5118099, 5.39592 51.51169, 5.39573 51.51157)",,,,
7172894,Raadhuisplein,tertiary,30,False,False,120.891,"LINESTRING (5.3965644 51.5119858, 5.396581 51.5120218, 5.3965622 51.5120635, 5.3965387 51.5121049, 5.3964907 51.5121459, 5.3963738 51.5122365, 5.3962591 51.5123205, 5.3959835 51.5125426, 5.395896 51.5126063, 5.3956394 51.5127624, 5.3955312 51.5128331)",,,,
151790902,Hoofdstraat,living_street,15,False,False,40.616,"LINESTRING (5.3921279 51.5120106, 5.3917274 51.5118605, 5.3916209 51.5118269)",,,,
151790902,Hoofdstraat,living_street,15,False,True,275.35099999999994,"LINESTRING (5.3921279 51.5120106, 5.3921408 51.5120127, 5.3925661 51.5120829, 5.3927767 51.5121198, 5.3931726 51.5121635, 5.3934005 51.5121726, 5.3937708 51.5121509, 5.3940185 51.5121364, 5.3942071 51.5121333, 5.3943404 51.5121341, 5.3944992 51.5121509, 5.3947772 51.5122206, 5.3948734 51.5122588, 5.3949616 51.5122939, 5.3951318 51.5123839, 5.3952212 51.5124485, 5.3952835 51.5125119, 5.3954481 51.5126929, 5.3955312 51.5128331)",,,,
7172900,Monseigneur A.F. Diepenstraat,residential,30,False,False,67.865,"LINESTRING (5.4015266 51.5120694, 5.4007122 51.5117294)",,,,
7172925,Monseigneur A.F. Diepenstraat,residential,30,False,False,57.904,"LINESTRING (5.4015266 51.5120694, 5.402233 51.5123485)",,,,
7172609,Kapelaan J.A. Heerenstraat,residential,30,False,False,67.039,"LINESTRING (5.39775 51.51232, 5.39855 51.51266)",,,,
7172609,Kapelaan J.A. Heerenstraat,residential,30,False,True,72.944,"LINESTRING (5.39775 51.51232, 5.3972369 51.5121053, 5.3969197 51.5119726, 5.396871 51.5119587)",,,,
7172772,Den Ekker,residential,30,False,False,141.625,"LINESTRING (5.39775 51.51232, 5.3975001 51.5125913, 5.3972682 51.5128155, 5.3971568 51.5129184, 5.39711 51.51303, 5.39715 51.51311, 5.3973927 51.5132709, 5.3974921 51.5133533, 5.3975052 51.5134)",,,,
7172731,Frater J.M. Reijndersstraat,residential,,False,True,75.41,"LINESTRING (5.4035403 51.5123317, 5.4026409 51.5119488)",,,,
7172889,Eindhovenseweg,residential,30,False,False,217.821,"LINESTRING (5.4035403 51.5123317, 5.4019234 51.5139468, 5.4018779 51.5139951)",,,,
7172761,Pater M. Wolffstraat,residential,30,False,True,52.651,"LINESTRING (5.402233 51.5123485, 5.4026409 51.5119488)",,,,
7172925,Monseigneur A.F. Diepenstraat,residential,30,False,True,57.904,"LINESTRING (5.402233 51.5123485, 5.4015266 51.5120694)",,,,
7172761,Pater M. Wolffstraat,residential,30,False,False,174.016,"LINESTRING (5.402233 51.5123485, 5.4010353 51.5135943, 5.4008756 51.5136485)",,,,
7172629,Dr. P. van Hoekstraat,residential,30,False,False,67.106,"LINESTRING (5.399927 51.512471, 5.4007368 51.512803)",,,,
7172652,Pastoor W. Hellemonsstraat,residential,30,True,False,71.015,"LINESTRING (5.399927 51.512471, 5.3993452 51.5129971)",,,,
7172627,Willem II-straat,residential,30,False,False,74.068,"LINESTRING (5.3903354 51.5126667, 5.3908914 51.5129458, 5.3909774 51.5130042, 5.39104 51.51306, 5.39108 51.51313)",,,,
