osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,maxspeed,bridge
56176434,True,2,Hoogstraat,tertiary,False,48.864,"LINESTRING (-68.9338945 12.1101555, -68.9342789 12.1103832)",,,
97831759,False,,Kijkduinstraat,residential,False,79.264,"LINESTRING (-68.9338945 12.1101555, -68.9335505 12.110784)",,,
365106467,False,,De Rouvilleweg,tertiary,False,160.802,"LINESTRING (-68.9354762 12.1072701, -68.935951 12.1068345, -68.9360962 12.1067328, -68.9364658 12.1065493, -68.9365469 12.1064905, -68.9366467 12.1064033)",,,
"[27098765, 711116359]",True,1,De Rouvilleweg,tertiary,False,182.142,"LINESTRING (-68.9354762 12.1072701, -68.9349049 12.1077859, -68.9348266 12.1078781, -68.934731 12.1080621, -68.9345957 12.1085975)",,,
106468328,True,,Klipstraat,residential,False,46.417,"LINESTRING (-68.9344846 12.1090229, -68.9347613 12.108705)",,,
364765375,False,2,De Rouvilleweg,tertiary,True,74.438,"LINESTRING (-68.9344846 12.1090229, -68.9343817 12.1092395, -68.9341974 12.1096306)",,,
711116358,True,,De Rouvilleweg,tertiary,False,48.82,"LINESTRING (-68.9345957 12.1085975, -68.9344846 12.1090229)",,,
138650427,True,,,residential,False,26.354000000000003,"LINESTRING (-68.9345957 12.1085975, -68.9346046 12.1086467, -68.9346202 12.1086736, -68.9346502 12.1087034, -68.9346948 12.1087215, -68.9347613 12.108705)",,,
238265347,True,,Breedestraat,tertiary,False,130.28,"LINESTRING (-68.9395077 12.110547, -68.939139 12.1102649, -68.9390545 12.1102065, -68.9389572 12.1101523, -68.9386372 12.1099672, -68.9385078 12.109908)",,,
56019786,True,1,Pater Euwensweg,primary,False,22.622,"LINESTRING (-68.9385449 12.1070103, -68.9385038 12.1070165, -68.938466 12.1070335, -68.9384344 12.10706, -68.9384114 12.1070939, -68.9383988 12.1071327)",roundabout,,
97831682,True,,Pater Euwensweg,tertiary,False,183.845,"LINESTRING (-68.9385449 12.1070103, -68.9384861 12.1069973, -68.938438 12.1069817, -68.9383898 12.1069544, -68.9372809 12.1059318)",,,
30287312,True,1,Pater Euwensweg,residential,False,15.809,"LINESTRING (-68.9387561 12.1074618, -68.9388503 12.1075701)",,40,
56019795,True,,Pater Euwensweg,primary_link,False,15.755,"LINESTRING (-68.9387561 12.1074618, -68.9388984 12.1074886)",,,
"[56019811, 38099709]",True,"['1', '2']",Arubastraat,primary,False,305.14099999999996,"LINESTRING (-68.9383992 12.1071843, -68.9383892 12.1072408, -68.9383768 12.1072761, -68.9383627 12.1073004, -68.93834 12.1073288, -68.9382889 12.1073815, -68.938086 12.107603, -68.9372303 12.1085623, -68.9366178 12.1092903)",,40,yes
1113353485,True,1,Pater Euwensweg,primary,False,19.492,"LINESTRING (-68.9383992 12.1071843, -68.9384099 12.1072178, -68.9384284 12.1072478, -68.9384536 12.1072727, -68.9384842 12.1072911, -68.9385183 12.1073018)",roundabout,,
1113353486,True,1,Pater Euwensweg,primary,False,7.602,"LINESTRING (-68.9385183 12.1073018, -68.9385532 12.1073044, -68.9385877 12.1072991)",roundabout,,
51056561,True,1,Pater Euwensweg,primary,False,40.472,"LINESTRING (-68.9385877 12.1072991, -68.9386357 12.1073109, -68.9386693 12.1073219, -68.9386961 12.1073329, -68.9387304 12.107352, -68.9387675 12.1073764, -68.9388984 12.1074886)",,,
1113353481,True,1,Pater Euwensweg,primary,False,23.435000000000002,"LINESTRING (-68.9385877 12.1072991, -68.9386271 12.107282, -68.93866 12.1072547, -68.9386836 12.1072194, -68.9386959 12.1071791, -68.9386961 12.1071369)",roundabout,,
1113353482,True,1,Pater Euwensweg,primary,False,4.378,"LINESTRING (-68.9386961 12.1071369, -68.9386852 12.107099)",roundabout,,
"[1113353484, 1113353487]",True,1,Pater Euwensweg,primary,False,5.759,"LINESTRING (-68.9383988 12.1071327, -68.9383969 12.1071662, -68.9383992 12.1071843)",roundabout,,
56019817,True,1,Arubastraat,primary_link,False,69.40700000000001,"LINESTRING (-68.9381742 12.1076392, -68.9382736 12.10755, -68.9383464 12.1075075, -68.9384658 12.1074641, -68.9385462 12.1074564, -68.9386549 12.1074518, -68.9387561 12.1074618)",,,
231715271,True,1,Arubastraat,primary,False,54.267,"LINESTRING (-68.9381742 12.1076392, -68.9383929 12.1073679, -68.9384231 12.1073404, -68.9384499 12.1073214, -68.9384774 12.1073109, -68.9385183 12.1073018)",,,
706484669,True,,Baden Powellweg,residential,False,35.393,"LINESTRING (-68.9386852 12.107099, -68.9387159 12.107023, -68.938744 12.1069622, -68.9388108 12.1068054)",,,
