osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,junction
"[775389666, 6501254, 6501226, 1078501138, 1078501139, 6501237, 340573086]","['Bagijnesingel', 'Turfmarkt', 'Menistenbrug']",unclassified,30,False,False,232.45599999999996,yes,"LINESTRING (6.1047269 52.5122176, 6.10461 52.5122902, 6.1045043 52.5123595, 6.1044498 52.5123965, 6.1043298 52.5124786, 6.1042919 52.5125029, 6.1042579 52.5125216, 6.1041854 52.5125501, 6.1041405 52.512565, 6.1041 52.5125767, 6.1040417 52.5125906, 6.1039907 52.5126023, 6.103936 52.5126154, 6.1038754 52.5126313, 6.1038148 52.5126498, 6.1037495 52.5126731, 6.103618 52.5127239, 6.1033411 52.5128252, 6.103272 52.5128505, 6.1024208 52.513165, 6.1023823 52.5131792, 6.1022944 52.5132123, 6.1023182 52.5132345, 6.1023533 52.5132689, 6.1023858 52.5133008, 6.1024042 52.5133163, 6.1024231 52.5133286, 6.1026155 52.5134233)",,
"[6501334, 1078501142]",Turfmarkt,unclassified,30,False,False,121.248,,"LINESTRING (6.104494 52.5130253, 6.1035084 52.513387, 6.1034069 52.5134221, 6.1033677 52.5134378, 6.1033344 52.5134524, 6.1032946 52.5134724, 6.1031459 52.5135585, 6.1030172 52.5136344)",,
"[6503722, 1222516921, 1222516922, 1222516923, 1222516924]",Nieuwstraat,residential,30,True,False,473.1919999999999,,"LINESTRING (6.0918101 52.5133433, 6.0924032 52.5131056, 6.0924611 52.5130857, 6.0928398 52.5129694, 6.0930295 52.5129348, 6.0931295 52.5129209, 6.0932085 52.5129099, 6.0933089 52.5128965, 6.0936734 52.5128929, 6.0941237 52.5128945, 6.0945012 52.5129323, 6.0947011 52.5129755, 6.0949981 52.513011, 6.0951873 52.5130332, 6.0954084 52.5130413, 6.0955566 52.5130551, 6.0956247 52.5130621, 6.0967498 52.513177, 6.096937 52.5132045, 6.0970328 52.5132226, 6.0970919 52.5132394, 6.0971323 52.5132645, 6.0971699 52.5132986, 6.0972395 52.5133834, 6.097266 52.5134157, 6.0973263 52.5134867, 6.0973554 52.513518, 6.097452 52.5136221, 6.0975034 52.5136574, 6.0975482 52.5136976, 6.097783 52.5139814, 6.0978103 52.5140114)",,
6503764,Steenstraat,residential,30,False,False,30.026,,"LINESTRING (6.0918101 52.5133433, 6.0918259 52.5133626, 6.0919718 52.5135728, 6.0919843 52.5135916)",,
6501254,Bagijnesingel,unclassified,30,False,False,35.924,,"LINESTRING (6.1026155 52.5134233, 6.1027719 52.5135027, 6.10294 52.5135903, 6.1030172 52.5136344)",,
"[775389666, 6501254, 6501226, 1078501138, 1078501139, 6501237, 340573086]","['Turfmarkt', 'Bagijnesingel', 'Menistenbrug']",unclassified,30,False,True,232.456,yes,"LINESTRING (6.1026155 52.5134233, 6.1024231 52.5133286, 6.1024042 52.5133163, 6.1023858 52.5133008, 6.1023533 52.5132689, 6.1023182 52.5132345, 6.1022944 52.5132123, 6.1023823 52.5131792, 6.1024208 52.513165, 6.103272 52.5128505, 6.1033411 52.5128252, 6.103618 52.5127239, 6.1037495 52.5126731, 6.1038148 52.5126498, 6.1038754 52.5126313, 6.103936 52.5126154, 6.1039907 52.5126023, 6.1040417 52.5125906, 6.1041 52.5125767, 6.1041405 52.512565, 6.1041854 52.5125501, 6.1042579 52.5125216, 6.1042919 52.5125029, 6.1043298 52.5124786, 6.1044498 52.5123965, 6.1045043 52.5123595, 6.10461 52.5122902, 6.1047269 52.5122176)",,
497487217,Bitterstraat,residential,30,False,True,17.554,,"LINESTRING (6.0919843 52.5135916, 6.0917424 52.5136486)",,
6501240,Bitterstraat,residential,30,False,True,90.324,,"LINESTRING (6.0919843 52.5135916, 6.0927511 52.5134395, 6.0929279 52.5134068, 6.0931891 52.5133658, 6.0932605 52.5133546)",,
6503764,Steenstraat,residential,30,False,False,23.605,,"LINESTRING (6.0919843 52.5135916, 6.0920468 52.513683, 6.0920983 52.5137715, 6.0921068 52.5137902)",,
6503764,Steenstraat,residential,30,False,True,30.026,,"LINESTRING (6.0919843 52.5135916, 6.0919718 52.5135728, 6.0918259 52.5133626, 6.0918101 52.5133433)",,
