osmid,highway,oneway,reversed,length,lanes,geometry
87942922,residential,False,False,22.129,,"LINESTRING (27.5061327 -21.1704981, 27.5063451 -21.1704787)"
220796377,primary,True,False,19.701,2,"LINESTRING (27.5061327 -21.1704981, 27.5061662 -21.1706725)"
459257941,residential,False,False,9.185,,"LINESTRING (27.5061327 -21.1704981, 27.5060454 -21.1705121)"
634570997,primary_link,False,False,9.543,,"LINESTRING (27.5038433 -21.1620953, 27.5039348 -21.1620861)"
270228045,primary,True,False,50.107,2,"LINESTRING (27.5039366 -21.1630225, 27.503901 -21.1625731)"
270228045,primary,True,False,51.859,2,"LINESTRING (27.5040284 -21.1634798, 27.5039978 -21.163383, 27.5039622 -21.1632318, 27.5039366 -21.1630225)"
"[459257930, 459257931]",primary_link,True,False,84.75900000000001,,"LINESTRING (27.5040284 -21.1634798, 27.5039898 -21.1634199, 27.5039388 -21.1633649, 27.5038758 -21.163323, 27.5038081 -21.1632992, 27.5037544 -21.1632911, 27.5036873 -21.1632859, 27.5037491 -21.1632604, 27.5037973 -21.1632335, 27.5038423 -21.1631923, 27.5038818 -21.1631404, 27.5039107 -21.163086, 27.5039366 -21.1630225)"
87885389,primary,True,False,62.095,2,"LINESTRING (27.5057524 -21.1683506, 27.5058027 -21.1686818, 27.5058147 -21.1687443, 27.5058469 -21.1689019)"
459257932,primary_link,True,False,47.802,,"LINESTRING (27.5057524 -21.1683506, 27.5057892 -21.1684074, 27.5058228 -21.1685124, 27.5058516 -21.1685618, 27.5058844 -21.1685856, 27.505928 -21.1686075, 27.505967 -21.168615, 27.5060481 -21.1686175)"
87885389,primary,True,False,160.683,2,"LINESTRING (27.5058469 -21.1689019, 27.5061048 -21.1703268)"
459257933,primary_link,True,False,37.466,,"LINESTRING (27.5060642 -21.1686531, 27.5059763 -21.1687038, 27.5059247 -21.1687425, 27.5058671 -21.168817, 27.5058469 -21.1689019)"
87885389,primary,True,False,19.266,2,"LINESTRING (27.5061048 -21.1703268, 27.5061327 -21.1704981)"
459257938,primary_link,True,False,31.483999999999998,,"LINESTRING (27.5061048 -21.1703268, 27.506148 -21.1703846, 27.5061822 -21.1704215, 27.5062251 -21.1704459, 27.5062787 -21.1704659, 27.5063451 -21.1704787)"
87942922,residential,False,True,22.129,,"LINESTRING (27.5063451 -21.1704787, 27.5061327 -21.1704981)"
459257939,primary_link,True,False,30.811999999999998,,"LINESTRING (27.5063451 -21.1704787, 27.5062821 -21.1704965, 27.5062472 -21.1705184, 27.5062117 -21.1705534, 27.5061848 -21.170594, 27.5061741 -21.1706266, 27.5061662 -21.1706725)"
459257941,residential,False,True,9.185,,"LINESTRING (27.5060454 -21.1705121, 27.5061327 -21.1704981)"
270228045,primary,True,False,244.54000000000002,2,"LINESTRING (27.5060454 -21.1705121, 27.5059153 -21.1697817, 27.5058094 -21.1691414, 27.5057369 -21.1687675, 27.5057249 -21.1687087, 27.5056618 -21.1683423)"
634570997,primary_link,False,True,9.543,,"LINESTRING (27.5039348 -21.1620861, 27.5038433 -21.1620953)"
220796367,primary,True,False,53.581,2,"LINESTRING (27.5039348 -21.1620861, 27.5039393 -21.162123, 27.5039847 -21.1625657)"
634570998,primary_link,False,True,8.718,,"LINESTRING (27.5039847 -21.1625657, 27.503901 -21.1625731)"
"[87885422, 220796367]",primary,True,False,148.587,2,"LINESTRING (27.5039847 -21.1625657, 27.5039965 -21.1626803, 27.5040608 -21.1632105, 27.5040962 -21.1633523, 27.5041542 -21.1635238, 27.5042772 -21.1638673)"
270228045,primary,True,False,53.465,2,"LINESTRING (27.503901 -21.1625731, 27.5038433 -21.1620953)"
634570998,primary_link,False,False,8.718,,"LINESTRING (27.503901 -21.1625731, 27.5039847 -21.1625657)"
634571000,primary_link,False,True,11.59,,"LINESTRING (27.5042772 -21.1638673, 27.5041691 -21.1638938)"
87885422,primary,True,False,167.23,2,"LINESTRING (27.5042772 -21.1638673, 27.5044992 -21.1644868, 27.5048087 -21.1652871)"
634571000,primary_link,False,False,11.59,,"LINESTRING (27.5041691 -21.1638938, 27.5042772 -21.1638673)"
270228045,primary,True,False,48.311,2,"LINESTRING (27.5041691 -21.1638938, 27.5040606 -21.1635586, 27.5040284 -21.1634798)"
87885422,primary,True,False,83.794,2,"LINESTRING (27.5048087 -21.1652871, 27.5050828 -21.165996)"
634571001,primary_link,False,True,12.216,,"LINESTRING (27.5048087 -21.1652871, 27.5046984 -21.1653257)"
634571001,primary_link,False,False,12.216,,"LINESTRING (27.5046984 -21.1653257, 27.5048087 -21.1652871)"
270228045,primary,True,False,168.416,2,"LINESTRING (27.5046984 -21.1653257, 27.5045401 -21.164907, 27.5044018 -21.1645293, 27.5041691 -21.1638938)"
87885389,primary,True,False,2.151,2,"LINESTRING (27.5057499 -21.1683314, 27.5057524 -21.1683506)"
634571003,primary_link,False,True,9.215,,"LINESTRING (27.5057499 -21.1683314, 27.5056618 -21.1683423)"
634571003,primary_link,False,False,9.215,,"LINESTRING (27.5056618 -21.1683423, 27.5057499 -21.1683314)"
270228045,primary,True,False,268.693,2,"LINESTRING (27.5056618 -21.1683423, 27.5056203 -21.1679733, 27.5055653 -21.1676232, 27.5055264 -21.1674431, 27.5054915 -21.1673218, 27.505336 -21.1668916, 27.5052394 -21.1666527, 27.5049832 -21.1660236)"
634571004,primary_link,False,True,10.774,,"LINESTRING (27.5050828 -21.165996, 27.5049832 -21.1660236)"
"[87885438, 87885389, 87885422]",primary,True,False,270.05199999999996,2,"LINESTRING (27.5050828 -21.165996, 27.5053239 -21.1666195, 27.5055764 -21.1673042, 27.5056153 -21.1674177, 27.5056532 -21.167602, 27.5057499 -21.1683314)"
634571004,primary_link,False,False,10.774,,"LINESTRING (27.5049832 -21.1660236, 27.5050828 -21.165996)"
270228045,primary,True,False,83.036,2,"LINESTRING (27.5049832 -21.1660236, 27.5048599 -21.165711, 27.5046984 -21.1653257)"
