osmid,oneway,lanes,highway,maxspeed,reversed,length,ref,name,geometry
635102509,True,2,tertiary,60,False,15.738,,,"LINESTRING (25.8743557 -24.6325239, 25.8742417 -24.6326203)"
26368778,True,3,primary,60,False,51.608000000000004,A12,Molepolole Road,"LINESTRING (25.8743557 -24.6325239, 25.8744314 -24.6326093, 25.8745489 -24.6327342, 25.8746957 -24.6328696)"
26368778,True,3,primary,60,False,12.537,A12,Molepolole Road,"LINESTRING (25.8716946 -24.628598, 25.8717565 -24.6286957)"
641173318,True,,unclassified,,False,40.977000000000004,,,"LINESTRING (25.8716946 -24.628598, 25.871754 -24.6285686, 25.8718124 -24.6285287, 25.871933 -24.6284193, 25.8719944 -24.6283542)"
476754927,False,,tertiary,,False,5.416,,,"LINESTRING (25.8716664 -24.6298288, 25.8716296 -24.6298642)"
476748934,True,,tertiary,,False,55.277,,,"LINESTRING (25.8716664 -24.6298288, 25.8717308 -24.6297648, 25.8717936 -24.6297134, 25.8718582 -24.6296746, 25.8719831 -24.6296057, 25.8721045 -24.6295363)"
379944647,False,,residential,,False,35.217,,,"LINESTRING (25.8711093 -24.6320704, 25.8714558 -24.6321036)"
96435271,False,,tertiary,,True,123.49600000000001,,Old Gabane Road,"LINESTRING (25.8711093 -24.6320704, 25.8706315 -24.6320503, 25.8701809 -24.6320321, 25.8698885 -24.6320272)"
96435320,False,,tertiary,,False,190.84300000000002,,,"LINESTRING (25.8711093 -24.6320704, 25.8710294 -24.6324925, 25.8709885 -24.6326234, 25.8708916 -24.632755, 25.8702749 -24.6335753)"
476754927,False,,tertiary,,True,253.097,,,"LINESTRING (25.8711093 -24.6320704, 25.8712694 -24.6309583, 25.8714331 -24.6302317, 25.8715122 -24.6300245, 25.8715572 -24.6299477, 25.8715914 -24.6299024, 25.8716296 -24.6298642)"
96435271,False,,tertiary,,False,47.688,,Old Gabane Road,"LINESTRING (25.8694171 -24.6320449, 25.8698885 -24.6320272)"
96435271,False,,tertiary,,True,160.52100000000002,,Old Gabane Road,"LINESTRING (25.8694171 -24.6320449, 25.8688921 -24.6320613, 25.8684468 -24.6320686, 25.8678299 -24.6320455)"
96435275,False,,unclassified,,True,130.505,,,"LINESTRING (25.8694171 -24.6320449, 25.8693561 -24.631809, 25.8693105 -24.6316944, 25.8692649 -24.631592, 25.869171 -24.6314603, 25.8690222 -24.631286, 25.8689055 -24.6311738, 25.8687875 -24.6310458)"
26368778,True,3,primary,60,False,8.608,A12,Molepolole Road,"LINESTRING (25.8722665 -24.6294678, 25.8723068 -24.629536)"
476748932,True,,residential,,False,13.228,,,"LINESTRING (25.8722665 -24.6294678, 25.8723973 -24.629464)"
96435271,False,,tertiary,,True,47.688,,Old Gabane Road,"LINESTRING (25.8698885 -24.6320272, 25.8694171 -24.6320449)"
96435271,False,,tertiary,,False,123.49600000000001,,Old Gabane Road,"LINESTRING (25.8698885 -24.6320272, 25.8701809 -24.6320321, 25.8706315 -24.6320503, 25.8711093 -24.6320704)"
99781965,False,,unclassified,,False,254.909,,,"LINESTRING (25.8698885 -24.6320272, 25.8698328 -24.6322653, 25.8697973 -24.6323051, 25.8697536 -24.6323384, 25.869332 -24.6325087, 25.8691375 -24.632594, 25.8689812 -24.6326737, 25.868835 -24.6327713, 25.8687741 -24.6328123, 25.8686855 -24.6328915, 25.8686124 -24.6329455, 25.8678782 -24.6332535)"
96440551,False,,unclassified,,True,84.251,,,"LINESTRING (25.8665226 -24.6344636, 25.866977 -24.6342873, 25.8670496 -24.6342441, 25.8671288 -24.6341771, 25.8671811 -24.6341052, 25.8672022 -24.6340643)"
96435271,False,,tertiary,,False,160.52100000000002,,Old Gabane Road,"LINESTRING (25.8678299 -24.6320455, 25.8684468 -24.6320686, 25.8688921 -24.6320613, 25.8694171 -24.6320449)"
96440551,False,,unclassified,,False,123.072,,,"LINESTRING (25.8678299 -24.6320455, 25.8678165 -24.6322356, 25.8678353 -24.6323649, 25.8678299 -24.6324819, 25.8678004 -24.6325819, 25.8677521 -24.6326745, 25.867692 -24.6327764, 25.867673 -24.63285, 25.8676261 -24.6331182)"
96440545,False,,unclassified,,False,17.829,,,"LINESTRING (25.8678038 -24.6285827, 25.8676334 -24.6286241)"
96435275,False,,unclassified,,False,56.819,,,"LINESTRING (25.8678038 -24.6285827, 25.8678594 -24.6288137, 25.8678836 -24.6288929, 25.8679292 -24.6290807)"
96435275,False,,unclassified,,True,32.411,,,"LINESTRING (25.8678038 -24.6285827, 25.8677548 -24.6284504, 25.8677136 -24.6283032)"
641194328,False,,residential,,True,26.965,,,"LINESTRING (25.8747661 -24.6285849, 25.8746822 -24.6283547)"
96648941,False,,residential,,True,42.399,,,"LINESTRING (25.8747661 -24.6285849, 25.874886 -24.6285818, 25.8749586 -24.6285711, 25.8750279 -24.6285672, 25.8750933 -24.6285827, 25.8751717 -24.6286209)"
96648960,False,,residential,,False,16.063,,,"LINESTRING (25.8747661 -24.6285849, 25.8746997 -24.6285741, 25.8746125 -24.628549)"
476748904,False,,residential,,False,24.3,,,"LINESTRING (25.8747661 -24.6285849, 25.8747366 -24.6286454, 25.8747111 -24.6286838, 25.8746823 -24.6287157, 25.8746312 -24.6287629)"
96648935,False,,residential,,True,28.935,,,"LINESTRING (25.8751717 -24.6286209, 25.8752207 -24.6284404, 25.8752319 -24.6283668)"
96648941,False,,residential,,False,42.399,,,"LINESTRING (25.8751717 -24.6286209, 25.8750933 -24.6285827, 25.8750279 -24.6285672, 25.8749586 -24.6285711, 25.874886 -24.6285818, 25.8747661 -24.6285849)"
96648941,False,,residential,,True,94.78999999999999,,,"LINESTRING (25.8751717 -24.6286209, 25.8754668 -24.6287961, 25.8754913 -24.6288057, 25.8755144 -24.6288094, 25.8755523 -24.628807, 25.8755909 -24.6288158, 25.8756328 -24.6288387, 25.8757001 -24.6289003, 25.8757387 -24.6289554, 25.8757601 -24.6290015, 25.8757765 -24.6290737, 25.8757877 -24.6291242, 25.8758097 -24.6291633)"
96648961,False,,residential,,True,22.725,,,"LINESTRING (25.8746125 -24.628549, 25.8746822 -24.6283547)"
641194329,False,,residential,,True,23.86,,,"LINESTRING (25.8746125 -24.628549, 25.8746312 -24.6287629)"
"[96648960, 96648923]",False,,residential,,"[False, True]",116.65299999999999,,,"LINESTRING (25.8746125 -24.628549, 25.8744713 -24.6285249, 25.8743943 -24.6285162, 25.8743087 -24.6285196, 25.8737334 -24.6286098, 25.873647 -24.6286247, 25.8735873 -24.6286399, 25.8734839 -24.6286822)"
96648960,False,,residential,,True,16.063,,,"LINESTRING (25.8746125 -24.628549, 25.8746997 -24.6285741, 25.8747661 -24.6285849)"
