osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,junction,access,width,tunnel,bridge
144428483,True,residential,False,120.626,"LINESTRING (1.5190029 42.5069732, 1.5187168 42.5069144, 1.5186338 42.5068973, 1.5185026 42.5068656, 1.5183976 42.5068318, 1.5182635 42.506777, 1.5180232 42.5066566, 1.5179748 42.5066408, 1.5179621 42.5066367, 1.5178836 42.5066232, 1.5177533 42.5066054, 1.5177337 42.5066027, 1.517643 42.5065915)",1,,Carrer Ciutat de Valls,30,,,6,,
386982640,False,tertiary,True,66.098,"LINESTRING (1.5190029 42.5069732, 1.5190983 42.5070338, 1.5192794 42.507133, 1.5194172 42.5072003, 1.5196738 42.5072991)",2,,Avinguda del Princep Benlloch,30,,,,,
191582657,False,tertiary,False,91.93799999999999,"LINESTRING (1.5247093 42.5078801, 1.5249659 42.5079523, 1.5250882 42.5079864, 1.525481 42.508091, 1.5255383 42.508107, 1.5257601 42.5081691)",2,,Avinguda Meritxell,30,,,,,
"[270885828, 656712854]",False,tertiary,False,105.82,"LINESTRING (1.5247093 42.5078801, 1.5246501 42.5078643, 1.5245844 42.5078477, 1.5243208 42.507786, 1.5242123 42.5077749, 1.5240984 42.5077718, 1.5238857 42.5077763, 1.5236278 42.5077863, 1.5234405 42.5077903)",2,,Avinguda Meritxell,"['50', '30']",,,,,
25770744,True,tertiary,False,17.054,"LINESTRING (1.5234405 42.5077903, 1.5233532 42.5078172, 1.523315 42.5078337, 1.5232572 42.5078617)",1,,Carrer Mossèn Tremosa,,,,,,
"[270885828, 656712854]",False,tertiary,True,105.82000000000001,"LINESTRING (1.5234405 42.5077903, 1.5236278 42.5077863, 1.5238857 42.5077763, 1.5240984 42.5077718, 1.5242123 42.5077749, 1.5243208 42.507786, 1.5245844 42.5078477, 1.5246501 42.5078643, 1.5247093 42.5078801)",2,,Avinguda Meritxell,"['50', '30']",,,,,
270885824,True,tertiary,False,28.687,"LINESTRING (1.519845 42.5073721, 1.5200286 42.5074148, 1.5201833 42.5074364)",1,,Avinguda del Princep Benlloch,50,,,,,
386982640,False,tertiary,False,16.217,"LINESTRING (1.519845 42.5073721, 1.5197799 42.5073423, 1.5196738 42.5072991)",2,,Avinguda del Princep Benlloch,30,,,,,
25771015,False,residential,False,94.762,"LINESTRING (1.5159065 42.5063439, 1.5159278 42.5063167, 1.5159591 42.5062904, 1.5160218 42.5062707, 1.5161378 42.506266, 1.5163232 42.5062624, 1.5164566 42.50627, 1.5167899 42.5063165, 1.5169073 42.5063365, 1.516928 42.5063497, 1.5169305 42.5063666, 1.5169267 42.506405)",,,Carrer Roc de l'Aldias,,,,,,
144428483,True,residential,False,19.654,"LINESTRING (1.5161152 42.5064309, 1.5160319 42.5063969, 1.5159065 42.5063439)",1,,Carrer Ciutat de Valls,30,,,6,,
1056158798,False,residential,False,140.56300000000002,"LINESTRING (1.5161152 42.5064309, 1.5161937 42.5064863, 1.5162996 42.5065545, 1.516419 42.5066141, 1.5166212 42.506695, 1.5168214 42.5067418, 1.5169909 42.5067589, 1.5171257 42.5067617, 1.5172586 42.5067418, 1.5174126 42.5067035, 1.5175166 42.5066638, 1.517643 42.5065915)",,,Carrer Font del Puial,,,,,,
682619272,False,residential,False,20.63,"LINESTRING (1.5266336 42.5049665, 1.5265818 42.5050904, 1.5265657 42.505145)",2,,Carrer Esteve Dolsa Pujol,,,,,,
144276104,True,residential,False,34.624,"LINESTRING (1.5262412 42.5048513, 1.5266336 42.5049665)",1,,Carrer Esteve Dolsa Pujal,,,,,,
6185394,True,residential,False,255.551,"LINESTRING (1.5262412 42.5048513, 1.5262616 42.5047896, 1.5263732 42.5044517, 1.5268575 42.5045483, 1.5270869 42.5045612, 1.5273189 42.5045256, 1.5275602 42.5045877, 1.5276649 42.5046403, 1.5276689 42.5047273, 1.5275831 42.5047708, 1.5274329 42.5048093, 1.5271861 42.5048578, 1.5268419 42.5049255, 1.5266336 42.5049665)",1,,Carrer Esteve Dolsa Pujal,,,,,,
144276104,True,residential,False,126.422,"LINESTRING (1.5239855 42.5048118, 1.5240068 42.5047396, 1.5241528 42.5045751, 1.524378 42.5045272, 1.5246623 42.504539, 1.5251859 42.5046507, 1.5252926 42.5046735)",1,,Carrer Esteve Dolsa Pujal,,,,,,
341490349,True,primary,False,99.68799999999999,"LINESTRING (1.5239855 42.5048118, 1.5243366 42.5048664, 1.5251825 42.5049689)",4,CG-1,Avinguda de Tarragona,60,,yes,,,
173167308,False,secondary,False,56.576,"LINESTRING (1.5225992 42.5064566, 1.5219417 42.5063019)",2,,Carrer Prat de la Creu,50,,yes,,,
6275514,True,residential,False,367.04400000000004,"LINESTRING (1.5225992 42.5064566, 1.5226347 42.5063769, 1.5229756 42.5056117, 1.5231737 42.5051794, 1.5232169 42.5051437, 1.5232802 42.5051326, 1.523457 42.505177, 1.5235942 42.505241, 1.5238037 42.5053385, 1.5239048 42.5054071, 1.5239369 42.5054502, 1.5239332 42.5055003, 1.5237521 42.5059353, 1.5236231 42.506108, 1.5233915 42.5066483)",1,,Carrer Prada Casadet,50,,yes,,,
173167308,False,secondary,True,68.357,"LINESTRING (1.5225992 42.5064566, 1.5228403 42.5065149, 1.5228754 42.5065234, 1.5231128 42.5065824, 1.5233915 42.5066483)",2,,Carrer Prat de la Creu,50,,yes,,,
191582653,False,residential,True,128.151,"LINESTRING (1.526318 42.5079994, 1.5259667 42.5078903, 1.5259036 42.5078618, 1.525844 42.5078217, 1.5256995 42.5077175, 1.5254849 42.5075601, 1.5253719 42.5074758, 1.5252314 42.5074119, 1.525048 42.5073594)",,,Carrer Fiter i Rossell,50,,yes,,,
191582657,False,tertiary,True,91.938,"LINESTRING (1.5257601 42.5081691, 1.5255383 42.508107, 1.525481 42.508091, 1.5250882 42.5079864, 1.5249659 42.5079523, 1.5247093 42.5078801)",2,,Avinguda Meritxell,30,,,,,
24361367,False,residential,True,167.976,"LINESTRING (1.5252914 42.5102043, 1.5254936 42.5101399, 1.5255908 42.5101271, 1.525737 42.51013, 1.5259251 42.5101716, 1.5259715 42.5101818, 1.5261441 42.5102342, 1.5263167 42.5102993, 1.5265549 42.5104015, 1.5266391 42.5104637, 1.5267561 42.510567, 1.5268415 42.5106338, 1.5270498 42.5107445)",2,,Carrer Parc Guillemó,,,,,,
24361318,False,residential,True,223.02200000000005,"LINESTRING (1.5249431 42.5097364, 1.5243485 42.5098084, 1.524191 42.5098275, 1.5238383 42.5098663, 1.5236427 42.5098663, 1.5234434 42.5098521, 1.5232386 42.5098241, 1.5230675 42.5097874, 1.5230138 42.5097927, 1.5229901 42.5098133, 1.5229645 42.5100253, 1.5229656 42.5100593, 1.5229756 42.510084, 1.5229991 42.5101013, 1.5230226 42.5101137, 1.5230611 42.5101211, 1.5233176 42.5101347)",2,,Passatge les Canals,,,,,,
275873801,False,residential,False,61.092,"LINESTRING (1.5249431 42.5097364, 1.5253268 42.5098022, 1.5253716 42.5098022, 1.5254232 42.5097949, 1.5254611 42.5097827, 1.5254958 42.5097606, 1.5255434 42.5097376, 1.525586 42.5097195, 1.5256442 42.5097067)",2,,Carrer dels Canals,,,,,,
"[275873801, 275873802, 24714892]",False,residential,True,391.8,"LINESTRING (1.5249431 42.5097364, 1.5247489 42.5096983, 1.52455 42.5096686, 1.5242968 42.5096488, 1.5239653 42.5096561, 1.5238188 42.5096506, 1.5236529 42.5096343, 1.523461 42.509604, 1.5233713 42.5095871, 1.5232968 42.5095714, 1.5231615 42.5095408, 1.5230626 42.5095191, 1.5229715 42.5094932, 1.5229314 42.5094868, 1.5228994 42.5094793, 1.5228559 42.5094675, 1.5228136 42.5094566, 1.5227743 42.5094468, 1.5227181 42.509422, 1.5226288 42.5093886, 1.5225428 42.5093498, 1.5224522 42.5093116, 1.522351 42.5092848, 1.5222739 42.5092659, 1.5222385 42.509239, 1.5222196 42.5092042, 1.5222227 42.5091658, 1.5222389 42.5091393, 1.5222758 42.5091172, 1.522328 42.5091103, 1.5223529 42.5091067, 1.5223942 42.5091001, 1.5224311 42.5090957, 1.522489 42.509075, 1.5225231 42.509061, 1.5227064 42.5089113, 1.5229212 42.5087542, 1.5233313 42.5085101, 1.5233445 42.5084881, 1.5233469 42.5084677, 1.5233437 42.5084456, 1.523333 42.5084279, 1.5231586 42.5083222, 1.5231176 42.5082987)",2,,Carrer dels Canals,,,,,yes,
275873801,False,residential,False,35.623000000000005,"LINESTRING (1.5256442 42.5097067, 1.5257037 42.5097042, 1.525761 42.5097092, 1.5258352 42.5097364, 1.5258943 42.5097623, 1.5259501 42.5097759, 1.5260563 42.5097849)",2,,Carrer dels Canals,,,,,,
275873801,False,residential,True,61.092,"LINESTRING (1.5256442 42.5097067, 1.525586 42.5097195, 1.5255434 42.5097376, 1.5254958 42.5097606, 1.5254611 42.5097827, 1.5254232 42.5097949, 1.5253716 42.5098022, 1.5253268 42.5098022, 1.5249431 42.5097364)",2,,Carrer dels Canals,,,,,,
311481253,False,residential,True,49.93399999999999,"LINESTRING (1.5256442 42.5097067, 1.5256434 42.5096754, 1.5256306 42.5096417, 1.5255715 42.5095727, 1.5254567 42.509484, 1.5254416 42.5094525, 1.5254551 42.5094192, 1.5255172 42.5093562, 1.5255533 42.5093375)",2,,Carrer Closes de Guillemó,,,,,,
275873801,False,residential,False,149.25199999999998,"LINESTRING (1.5260563 42.5097849, 1.5261123 42.509798, 1.5261568 42.5098196, 1.5266257 42.510097, 1.5268818 42.5102566, 1.5269628 42.5103033, 1.5270172 42.5103355, 1.5270512 42.5103714, 1.5270586 42.5103982, 1.527061 42.5104324, 1.5270508 42.5104706, 1.5270355 42.5105088, 1.5270124 42.5105697, 1.5269931 42.5106212, 1.5269859 42.5106772, 1.5269963 42.5107062, 1.5270498 42.5107445)",2,,Carrer dels Canals,,,,,,
275873801,False,residential,True,35.623,"LINESTRING (1.5260563 42.5097849, 1.5259501 42.5097759, 1.5258943 42.5097623, 1.5258352 42.5097364, 1.525761 42.5097092, 1.5257037 42.5097042, 1.5256442 42.5097067)",2,,Carrer dels Canals,,,,,,
24361367,False,residential,False,167.976,"LINESTRING (1.5270498 42.5107445, 1.5268415 42.5106338, 1.5267561 42.510567, 1.5266391 42.5104637, 1.5265549 42.5104015, 1.5263167 42.5102993, 1.5261441 42.5102342, 1.5259715 42.5101818, 1.5259251 42.5101716, 1.525737 42.51013, 1.5255908 42.5101271, 1.5254936 42.5101399, 1.5252914 42.5102043)",2,,Carrer Parc Guillemó,,,,,,
275873801,False,residential,True,149.252,"LINESTRING (1.5270498 42.5107445, 1.5269963 42.5107062, 1.5269859 42.5106772, 1.5269931 42.5106212, 1.5270124 42.5105697, 1.5270355 42.5105088, 1.5270508 42.5104706, 1.527061 42.5104324, 1.5270586 42.5103982, 1.5270512 42.5103714, 1.5270172 42.5103355, 1.5269628 42.5103033, 1.5268818 42.5102566, 1.5266257 42.510097, 1.5261568 42.5098196, 1.5261123 42.509798, 1.5260563 42.5097849)",2,,Carrer dels Canals,,,,,,
6185589,False,residential,False,54.803,"LINESTRING (1.5217323 42.5089726, 1.5212345 42.5086436)",,,Carrer de l'Alzinaret,,,,,,
6185589,False,residential,True,54.803,"LINESTRING (1.5212345 42.5086436, 1.5217323 42.5089726)",,,Carrer de l'Alzinaret,,,,,,
271893670,True,residential,False,186.79299999999998,"LINESTRING (1.5212345 42.5086436, 1.5202178 42.5079806, 1.5201446 42.5078976, 1.5200803 42.5078004, 1.5200567 42.5077175, 1.5200544 42.5076906, 1.5200637 42.5076694, 1.5200803 42.5076504, 1.520116 42.5076263, 1.5201615 42.5075998, 1.5202665 42.5075408, 1.5203719 42.5074787, 1.5203919 42.5074686, 1.5204199 42.5074598)",1,,Carrer de l'Alzinaret,,,,,,
"[25770745, 24713918]",True,tertiary,False,132.774,"LINESTRING (1.5217286 42.5082821, 1.5216 42.5081571, 1.5215144 42.5080807, 1.5212518 42.5078951, 1.5211636 42.5078476, 1.5210447 42.5078007, 1.5204404 42.5075967)",2,,"['Plaça Guillemó', 'Carrer Doctor Nequí']",,,,,,
"[24713904, 1058415498]",True,"['living_street', 'residential']",False,31.652,"LINESTRING (1.5217286 42.5082821, 1.5215778 42.5083939, 1.5214575 42.5084848)",1,,Carrer Mossèn Enric Marfany,,,,,,
"[275873801, 275873802, 24714892]",False,residential,False,391.79999999999995,"LINESTRING (1.5231176 42.5082987, 1.5231586 42.5083222, 1.523333 42.5084279, 1.5233437 42.5084456, 1.5233469 42.5084677, 1.5233445 42.5084881, 1.5233313 42.5085101, 1.5229212 42.5087542, 1.5227064 42.5089113, 1.5225231 42.509061, 1.522489 42.509075, 1.5224311 42.5090957, 1.5223942 42.5091001, 1.5223529 42.5091067, 1.522328 42.5091103, 1.5222758 42.5091172, 1.5222389 42.5091393, 1.5222227 42.5091658, 1.5222196 42.5092042, 1.5222385 42.509239, 1.5222739 42.5092659, 1.522351 42.5092848, 1.5224522 42.5093116, 1.5225428 42.5093498, 1.5226288 42.5093886, 1.5227181 42.509422, 1.5227743 42.5094468, 1.5228136 42.5094566, 1.5228559 42.5094675, 1.5228994 42.5094793, 1.5229314 42.5094868, 1.5229715 42.5094932, 1.5230626 42.5095191, 1.5231615 42.5095408, 1.5232968 42.5095714, 1.5233713 42.5095871, 1.523461 42.509604, 1.5236529 42.5096343, 1.5238188 42.5096506, 1.5239653 42.5096561, 1.5242968 42.5096488, 1.52455 42.5096686, 1.5247489 42.5096983, 1.5249431 42.5097364)",2,,Carrer dels Canals,,,,,yes,
"[25770744, 1058415510]",True,tertiary,False,122.41500000000002,"LINESTRING (1.5231176 42.5082987, 1.5230857 42.5083154, 1.5230596 42.508323, 1.5225487 42.5084634, 1.5225054 42.5084729, 1.5224668 42.5084761, 1.521989 42.508381, 1.5218179 42.508342, 1.5217843 42.50833, 1.5217556 42.5083037, 1.5217286 42.5082821)",1,,"['Carrer Mossèn Tremosa', 'Carrer Mossèn Cinto Verdaguer']",,,,,,
6185611,False,residential,False,78.82000000000001,"LINESTRING (1.5193098 42.5074885, 1.5196563 42.5076401, 1.5197074 42.5076536, 1.5197872 42.5076563, 1.5199113 42.5076319, 1.5199974 42.507608, 1.5201877 42.5075538)",,,Carrer del Currubell,,,,,,
6275516,False,residential,True,62.054,"LINESTRING (1.5219037 42.5054647, 1.5215711 42.5054176, 1.5211603 42.5053594)",2,,Carrer de la Grau,,,,,,
176493159,False,secondary,False,66.21600000000001,"LINESTRING (1.5219037 42.5054647, 1.5218894 42.5055205, 1.5217541 42.5060499)",2,,Carrer Doctor Vilanova,50,,yes,,,
176493159,False,secondary,True,57.041,"LINESTRING (1.5219037 42.5054647, 1.5220051 42.5050676, 1.5220103 42.5050462, 1.5220377 42.5049614)",2,,Carrer Doctor Vilanova,50,,yes,,,
25770744,True,tertiary,False,59.13699999999999,"LINESTRING (1.5232572 42.5078617, 1.5231239 42.5079393, 1.5230335 42.5080128, 1.5230228 42.5080306, 1.5230099 42.508057, 1.5230055 42.5080956, 1.5230151 42.5081349, 1.5230444 42.5081919, 1.5230901 42.5082706, 1.5231176 42.5082987)",1,,Carrer Mossèn Tremosa,,,,,,
6182333,True,secondary,False,13.678,"LINESTRING (1.5217487 42.5063372, 1.5217254 42.5063423, 1.5217013 42.5063442, 1.5216771 42.5063429, 1.5216536 42.5063385, 1.5216324 42.5063314, 1.5216131 42.5063218, 1.5215964 42.5063099)",1,,Rotonda de Govern,50,roundabout,,,,
1055348284,True,tertiary,False,12.705,"LINESTRING (1.5217487 42.5063372, 1.5217049 42.5063628, 1.5216762 42.5063883, 1.5216528 42.5064243)",,,,,,,,,
6182278,True,secondary,False,16.442,"LINESTRING (1.5182229 42.5052958, 1.5182752 42.5052943, 1.5183235 42.5053021, 1.5183653 42.5053215, 1.5183957 42.5053502)",1,,,50,roundabout,,,,
1055616943,True,secondary,False,28.814999999999998,"LINESTRING (1.5182229 42.5052958, 1.518313 42.5052516, 1.5183815 42.5052076, 1.5184826 42.5051235)",,,,,,,,,
6182278,True,secondary,False,12.980999999999998,"LINESTRING (1.5183582 42.5054828, 1.5183171 42.5054996, 1.5182708 42.5055056, 1.5182281 42.5055012, 1.5182089 42.5054945)",1,,,50,roundabout,,,,
1055616944,True,residential,False,12.981000000000002,"LINESTRING (1.5183582 42.5054828, 1.5183283 42.5055077, 1.518315 42.5055346, 1.5183095 42.5055656, 1.5183191 42.5055881)",,,,,,,,,
341490349,True,primary,False,53.281,"LINESTRING (1.5265657 42.505145, 1.5270044 42.5051936, 1.5272086 42.5052155)",4,CG-1,Avinguda de Tarragona,60,,yes,,,
682619272,False,residential,True,20.63,"LINESTRING (1.5265657 42.505145, 1.5265818 42.5050904, 1.5266336 42.5049665)",2,,Carrer Esteve Dolsa Pujol,,,,,,
6182303,False,secondary,True,42.35,"LINESTRING (1.5210037 42.5059711, 1.5214573 42.5061534)",2,,Carrer Prat de la Creu,50,,,,,
1055599474,False,residential,False,69.219,"LINESTRING (1.5210037 42.5059711, 1.5211603 42.5053594)",,,Carrer del Consell General,,,,,,
6182303,False,secondary,False,201.63499999999996,"LINESTRING (1.5210037 42.5059711, 1.5207772 42.5058914, 1.5207357 42.5058771, 1.5205909 42.5058243, 1.5204427 42.5057714, 1.5201591 42.5057027, 1.5198829 42.5056281, 1.5197122 42.5055843, 1.5194237 42.5055233, 1.5190213 42.5054452, 1.5187988 42.5054278, 1.5186984 42.5054154, 1.5186769 42.5054146)",2,,Carrer Prat de la Creu,50,,,,,
208583147,False,residential,True,298.265,"LINESTRING (1.5232163 42.5046619, 1.5232242 42.504597, 1.5232347 42.5045261, 1.5232309 42.5044036, 1.5232166 42.5043078, 1.5231948 42.5042434, 1.5231475 42.504179, 1.5227039 42.5036751, 1.5226849 42.503638, 1.5226907 42.5036107, 1.5227224 42.503579, 1.5228244 42.5034913, 1.5228378 42.5034628, 1.5228345 42.5034326, 1.5224197 42.5029652, 1.5223761 42.5029262, 1.5223097 42.5028891, 1.522192 42.5028412, 1.5219127 42.5027193, 1.5217547 42.502637, 1.5216495 42.5025611, 1.521612 42.502527)",,,Carrer Terra Vella,,,,,,
341490349,True,primary,False,65.23,"LINESTRING (1.5232163 42.5046619, 1.5236273 42.5047372, 1.5239855 42.5048118)",4,CG-1,Avinguda de Tarragona,60,,yes,,,
6182932,True,secondary,False,26.743000000000002,"LINESTRING (1.5193541 42.5034625, 1.5194044 42.5034376, 1.5194436 42.5034045, 1.5194794 42.5033697, 1.5195667 42.5032827)",,CS-101,,50,,yes,,,
225345356,True,primary,False,18.491,"LINESTRING (1.5193541 42.5034625, 1.519403 42.5034653, 1.5194495 42.5034738, 1.5195036 42.5034931, 1.5195526 42.5035284)",2,CG-1,Rotonda de la Comella,50,roundabout,yes,,,
225345356,True,primary,False,6.576,"LINESTRING (1.5195526 42.5035284, 1.5195908 42.5035804)",2,CG-1,Rotonda de la Comella,50,roundabout,yes,,,
