osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,bridge,geometry,junction
177513660,True,Մ-3,Մ-3,trunk,40,False,49.765,,,"LINESTRING (44.3577109 40.5904428, 44.3576218 40.5908852)",
"[188984243, 188984244, 363490103]",False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,"['60', '50']",True,140.844,2,yes,"LINESTRING (44.3577109 40.5904428, 44.3577154 40.590422, 44.3577984 40.5900392, 44.3578575 40.5896249, 44.3579259 40.5891871)",
177513633,True,Մ-3,Մ-3,trunk,40,False,45.586,,,"LINESTRING (44.3572603 40.5912988, 44.3574407 40.5909124)",
177513569,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,False,28.408,2,,"LINESTRING (44.3572603 40.5912988, 44.3570979 40.5914037, 44.357004 40.5914643)",
217393902,False,,Գայի փողոց,residential,,True,15.684,,,"LINESTRING (44.3612516 40.5931926, 44.36108 40.5932466)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,False,97.372,,,"LINESTRING (44.3612516 40.5931926, 44.3617547 40.5937311, 44.3619189 40.5939068)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,True,173.208,,,"LINESTRING (44.3612516 40.5931926, 44.3601267 40.5920608, 44.3600779 40.5920394, 44.3599673 40.591991)",
1256798172,False,Տ-1-20,Գայի փողոց,tertiary,,True,93.365,,,"LINESTRING (44.3612516 40.5931926, 44.3619728 40.5929508, 44.3622631 40.5928534)",
1257200286,False,Տ-1-45,Զարզանդ Դարյան փողոց,tertiary,,True,181.879,,,"LINESTRING (44.3581071 40.5881655, 44.3601484 40.5876436)",
177513526,False,,Ավետիք Իսահակյանի փողոց,residential,,True,199.61900000000003,,,"LINESTRING (44.3581071 40.5881655, 44.3569456 40.5878975, 44.3564896 40.5877957, 44.3563126 40.5877876, 44.3560757 40.5876841, 44.3559094 40.58757)",
363490103,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,False,114.631,2,,"LINESTRING (44.3581071 40.5881655, 44.3579869 40.5888838, 44.3579259 40.5891871)",
363490103,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,True,203.381,2,,"LINESTRING (44.3581071 40.5881655, 44.3582 40.58754, 44.358295 40.587082, 44.3585571 40.5863735)",
177501221,False,,40 Աղբյուրների փողոց,living_street,,False,191.74200000000002,,,"LINESTRING (44.3577181 40.5929692, 44.3577449 40.5927941, 44.3577288 40.5926515, 44.3576805 40.5924071, 44.3577548 40.5922466, 44.3577556 40.5921545, 44.357264 40.5917031, 44.357004 40.5914643)",
"[177501217, 177501219]",False,,Բազիլիկի փողոց,living_street,20,False,199.59499999999997,,,"LINESTRING (44.3554111 40.5930163, 44.3557332 40.5930262, 44.3560924 40.5929921, 44.3565057 40.5929529, 44.356757 40.5925521, 44.3567525 40.5923786, 44.3568168 40.5920405)",
177513569,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,False,91.429,2,,"LINESTRING (44.3554111 40.5930163, 44.3553374 40.5934543, 44.3553217 40.5938348)",
177513569,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,True,79.024,2,,"LINESTRING (44.3554111 40.5930163, 44.3554223 40.5929427, 44.3557231 40.5923485)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,True,77.539,,,"LINESTRING (44.3599673 40.591991, 44.3591719 40.5916425)",
177501223,False,,Մահուբի Գևորգի փողոց,residential,,False,126.116,,,"LINESTRING (44.3599673 40.591991, 44.3596171 40.5923582, 44.3595555 40.5924923, 44.3594763 40.5927774, 44.3594348 40.5930228)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,False,173.208,,,"LINESTRING (44.3599673 40.591991, 44.3600779 40.5920394, 44.3601267 40.5920608, 44.3612516 40.5931926)",
177501223,False,,Մահուբի Գևորգի փողոց,residential,,False,63.5,,,"LINESTRING (44.3594348 40.5930228, 44.3596064 40.5935788)",
1243915014,False,,,residential,,True,121.89500000000001,,,"LINESTRING (44.3594348 40.5930228, 44.3591157 40.5930812, 44.3590848 40.5931006, 44.3590727 40.593126, 44.3592444 40.5935985, 44.3592685 40.593623, 44.3593061 40.5936393, 44.3596064 40.5935788)",
177501223,False,,Մահուբի Գևորգի փողոց,residential,,True,126.116,,,"LINESTRING (44.3594348 40.5930228, 44.3594763 40.5927774, 44.3595555 40.5924923, 44.3596171 40.5923582, 44.3599673 40.591991)",
177501221,False,,40 Աղբյուրների փողոց,living_street,,True,191.74199999999996,,,"LINESTRING (44.357004 40.5914643, 44.357264 40.5917031, 44.3577556 40.5921545, 44.3577548 40.5922466, 44.3576805 40.5924071, 44.3577288 40.5926515, 44.3577449 40.5927941, 44.3577181 40.5929692)",
177513569,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,False,146.24,2,,"LINESTRING (44.357004 40.5914643, 44.3565192 40.5917952, 44.3558102 40.5922734, 44.3557231 40.5923485)",
177513569,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,True,28.408,2,,"LINESTRING (44.357004 40.5914643, 44.3570979 40.5914037, 44.3572603 40.5912988)",
"[442028881, 1191054570]",False,,"Մարշալ Բաղրամյան փողոց, 4-րդ փակուղի",living_street,,False,139.794,,,"LINESTRING (44.357004 40.5914643, 44.356591 40.5911139, 44.3564394 40.5911475, 44.3563026 40.5911617, 44.3561336 40.591176, 44.3560626 40.5911251, 44.355966 40.5910324, 44.3559258 40.5909672, 44.3558681 40.5908043)",
"[177501217, 177501219]",False,,Բազիլիկի փողոց,living_street,20,True,199.595,,,"LINESTRING (44.3568168 40.5920405, 44.3567525 40.5923786, 44.356757 40.5925521, 44.3565057 40.5929529, 44.3560924 40.5929921, 44.3557332 40.5930262, 44.3554111 40.5930163)",
177501224,False,,Մահուբի Գևորգի փողոց,residential,,False,84.353,,,"LINESTRING (44.3598874 40.5936222, 44.3600483 40.5943709)",
217393902,False,,Գայի փողոց,residential,,False,13.153,,,"LINESTRING (44.3598874 40.5936222, 44.3600313 40.5935769)",
1256852297,False,,,residential,,True,20.348,,,"LINESTRING (44.3598874 40.5936222, 44.359652 40.5936614)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,False,77.539,,,"LINESTRING (44.3591719 40.5916425, 44.3599673 40.591991)",
177501230,False,,"Գարեգին Նժդեհի փողոց, 1-ին փակուղի",residential,,True,239.976,,,"LINESTRING (44.3591719 40.5916425, 44.3587802 40.5921912, 44.3584744 40.5928511, 44.3580506 40.593621)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,True,153.124,,,"LINESTRING (44.3591719 40.5916425, 44.358874 40.5915052, 44.358298 40.5912399, 44.3576215 40.5909282)",
177501230,False,,"Գարեգին Նժդեհի փողոց, 1-ին փակուղի",residential,,False,239.976,,,"LINESTRING (44.3580506 40.593621, 44.3584744 40.5928511, 44.3587802 40.5921912, 44.3591719 40.5916425)",
177501223,False,,Մահուբի Գևորգի փողոց,residential,,True,9.959,,,"LINESTRING (44.359652 40.5936614, 44.3596064 40.5935788)",
1256852297,False,,,residential,,False,20.348,,,"LINESTRING (44.359652 40.5936614, 44.3598874 40.5936222)",
1191054569,False,,Ավետիք Իսահակյանի փողոց,residential,,True,69.28399999999999,,,"LINESTRING (44.3551324 40.5877305, 44.3553792 40.5876368, 44.3555401 40.5876368, 44.3557493 40.5876205, 44.3559094 40.58757)",
177513635,True,Մ-3,Մ-3,trunk,40,False,49.521,,,"LINESTRING (44.3574779 40.5908515, 44.3577109 40.5904428)",
177513544,True,Մ-3,,trunk,40,False,14.63,,,"LINESTRING (44.3574779 40.5908515, 44.3575182 40.5908386, 44.3575503 40.590839, 44.3575864 40.5908506, 44.3576091 40.590868, 44.3576218 40.5908852)",roundabout
177513537,False,,Մելիքյան փողոց,residential,,False,78.413,,,"LINESTRING (44.3539255 40.5909769, 44.3538932 40.5909895, 44.3533729 40.5912624, 44.3531315 40.5913357)",
177513537,False,,Մելիքյան փողոց,residential,,True,376.814,,,"LINESTRING (44.3539255 40.5909769, 44.3540917 40.5909121, 44.3545799 40.5907491, 44.3548374 40.5905984, 44.3549393 40.5905984, 44.3551324 40.5905006, 44.3554167 40.5903907, 44.3556313 40.5902562, 44.3559263 40.5900974, 44.3566605 40.5898065, 44.3566988 40.58969, 44.35679 40.58958, 44.3568437 40.5895067, 44.3567677 40.589391, 44.3565164 40.5891604, 44.3564727 40.5890325, 44.3564673 40.5889429)",
177513566,False,,"Մելիքյան փողոց, 1-ին փակուղի",living_street,,True,124.835,,,"LINESTRING (44.3539255 40.5909769, 44.3538235 40.590855, 44.3537859 40.5907002, 44.3536786 40.5905984, 44.3532433 40.5903646, 44.352933 40.5902033)",
177513600,False,,"Մեսրոպ Մաշտոցի փողոց, 2-րդ փակուղի",living_street,,False,136.112,,,"LINESTRING (44.352477 40.5895107, 44.352697 40.5893234, 44.3528686 40.5892052, 44.3529062 40.5890789, 44.3529536 40.5889958, 44.3531476 40.5888997, 44.3532656 40.5888956, 44.3536445 40.5887762)",
1137608254,True,Մ-3,,trunk,40,False,4.821,,,"LINESTRING (44.3576218 40.5908852, 44.3576253 40.5909039, 44.3576215 40.5909282)",roundabout
177513648,False,,Ծովակալ Իսակովի փողոց,living_street,,True,107.202,,,"LINESTRING (44.3585571 40.5863735, 44.3581687 40.5863984, 44.3577556 40.5866224, 44.3574176 40.5867406)",
363490103,False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,60,False,203.381,2,,"LINESTRING (44.3585571 40.5863735, 44.358295 40.587082, 44.3582 40.58754, 44.3581071 40.5881655)",
177513602,False,,"Մեսրոպ Մաշտոցի փողոց, 3-րդ փակուղի",living_street,,True,72.737,,,"LINESTRING (44.354246 40.5881736, 44.3534541 40.588431)",
177513602,False,,"Մեսրոպ Մաշտոցի փողոց, 3-րդ փակուղի",living_street,,False,60.648,,,"LINESTRING (44.354246 40.5881736, 44.3547189 40.5879949, 44.3548644 40.5879021)",
1257200282,False,,,living_street,,False,63.387,,,"LINESTRING (44.354246 40.5881736, 44.3544289 40.5883481, 44.3545254 40.5885518, 44.3545799 40.5886756)",
177513637,False,,Այվազովսկու փողոց,living_street,,True,57.592,,,"LINESTRING (44.3606117 40.5867929, 44.3608564 40.5866136, 44.3611621 40.5864972)",
1191054538,False,,Այվազովսկու փողոց,living_street,,False,84.482,,,"LINESTRING (44.3606117 40.5867929, 44.3607371 40.5868947, 44.3612952 40.5873477)",
1257200282,False,,,living_street,,True,63.387,,,"LINESTRING (44.3545799 40.5886756, 44.3545254 40.5885518, 44.3544289 40.5883481, 44.354246 40.5881736)",
1257200286,False,Տ-1-45,Զարզանդ Դարյան փողոց,tertiary,,False,90.615,,,"LINESTRING (44.3612952 40.5873477, 44.3602802 40.5876122)",
1191054538,False,,Այվազովսկու փողոց,living_street,,True,84.482,,,"LINESTRING (44.3612952 40.5873477, 44.3607371 40.5868947, 44.3606117 40.5867929)",
177513531,False,,Եղիշե Չարենցի փողոց,residential,,False,236.36499999999998,,,"LINESTRING (44.3527829 40.587422, 44.3529384 40.5873476, 44.3533729 40.5872131, 44.3536733 40.5871032, 44.3539576 40.586928, 44.3545262 40.5867447, 44.3552509 40.5864393)",
177513535,False,,Մեսրոպ Մաշտոցի փողոց,residential,,True,125.769,,,"LINESTRING (44.3527829 40.587422, 44.3530878 40.5878389, 44.3534541 40.588431)",
1257200284,False,,,residential,,True,61.271,,,"LINESTRING (44.3527829 40.587422, 44.3526916 40.5874657, 44.3524287 40.5874128, 44.3522134 40.5872074)",
177513566,False,,"Մելիքյան փողոց, 1-ին փակուղի",living_street,,False,124.835,,,"LINESTRING (44.352933 40.5902033, 44.3532433 40.5903646, 44.3536786 40.5905984, 44.3537859 40.5907002, 44.3538235 40.590855, 44.3539255 40.5909769)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,False,122.835,,,"LINESTRING (44.3619655 40.5939536, 44.3628444 40.5948339)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,True,6.524,,,"LINESTRING (44.3619655 40.5939536, 44.3619189 40.5939068)",
177513629,False,,Մելիք Սիրեկանի փողոց,living_street,,False,71.129,,,"LINESTRING (44.3619655 40.5939536, 44.3620811 40.5939229, 44.3622661 40.5938979, 44.3627583 40.5937445)",
1191054568,False,,,living_street,,True,107.547,,,"LINESTRING (44.3622631 40.5928534, 44.3627583 40.5937445)",
1256798172,False,Տ-1-20,Գայի փողոց,tertiary,,False,93.365,,,"LINESTRING (44.3622631 40.5928534, 44.3619728 40.5929508, 44.3612516 40.5931926)",
177513535,False,,Մեսրոպ Մաշտոցի փողոց,residential,,False,287.125,,,"LINESTRING (44.361182 40.5885177, 44.3583277 40.589212, 44.3579259 40.5891871)",
442026984,False,,,residential,,True,126.409,,,"LINESTRING (44.361182 40.5885177, 44.361094 40.5884219, 44.360634 40.5880074, 44.360445 40.5878037, 44.3602802 40.5876122)",
177513637,False,,Այվազովսկու փողոց,living_street,,False,57.592,,,"LINESTRING (44.3611621 40.5864972, 44.3608564 40.5866136, 44.3606117 40.5867929)",
177513537,False,,Մելիքյան փողոց,residential,,True,78.413,,,"LINESTRING (44.3531315 40.5913357, 44.3533729 40.5912624, 44.3538932 40.5909895, 44.3539255 40.5909769)",
1257200283,False,,"Մելիքյան փողոց, 3-րդ փակուղի",living_street,,False,129.039,,,"LINESTRING (44.3531315 40.5913357, 44.3528487 40.5912349, 44.35177 40.590809)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,False,6.524,,,"LINESTRING (44.3619189 40.5939068, 44.3619655 40.5939536)",
177857450,False,Տ-1-44,Գարեգին Նժդեհի փողոց,tertiary,,True,97.372,,,"LINESTRING (44.3619189 40.5939068, 44.3617547 40.5937311, 44.3612516 40.5931926)",
177513522,True,Մ-3,Մ-3,trunk,40,False,45.309,,,"LINESTRING (44.357576 40.5909701, 44.3574701 40.5910991, 44.3572603 40.5912988)",
210281237,True,Մ-3,,trunk,40,False,15.439,,,"LINESTRING (44.357576 40.5909701, 44.3575482 40.5909772, 44.3575048 40.5909749, 44.3574764 40.5909635, 44.3574483 40.5909362, 44.3574407 40.5909124)",roundabout
210281236,True,Մ-3,,trunk,40,False,7.747999999999999,,,"LINESTRING (44.3574407 40.5909124, 44.357443 40.5908916, 44.3574558 40.5908692, 44.3574779 40.5908515)",roundabout
177513648,False,,Ծովակալ Իսակովի փողոց,living_street,,False,107.202,,,"LINESTRING (44.3574176 40.5867406, 44.3577556 40.5866224, 44.3581687 40.5863984, 44.3585571 40.5863735)",
177513535,False,,Մեսրոպ Մաշտոցի փողոց,residential,,False,126.625,,,"LINESTRING (44.3579259 40.5891871, 44.3565891 40.5889352, 44.3564673 40.5889429)",
177513535,False,,Մեսրոպ Մաշտոցի փողոց,residential,,True,287.125,,,"LINESTRING (44.3579259 40.5891871, 44.3583277 40.589212, 44.361182 40.5885177)",
"[188984243, 188984244, 363490103]",False,Մ-3,Մարշալ Բաղրամյան փողոց,trunk,"['60', '50']",False,140.844,2,yes,"LINESTRING (44.3579259 40.5891871, 44.3578575 40.5896249, 44.3577984 40.5900392, 44.3577154 40.590422, 44.3577109 40.5904428)",
