osmid,highway,oneway,reversed,length,bridge,name,geometry,lanes,ref,maxspeed
"[372786576, 213116273, 372786575]",tertiary,False,True,271.92199999999997,yes,Զորավար Անդրանիկի փողոց,"LINESTRING (46.2455763 38.8990152, 46.2456715 38.8990967, 46.2458448 38.8992539, 46.245964 38.8992829, 46.2464349 38.8994778, 46.2467862 38.8995891, 46.2473249 38.8998276, 46.2475812 38.8999378, 46.2477153 38.900026, 46.2477259 38.9000952, 46.2477316 38.9001321, 46.2476639 38.9002692, 46.2474593 38.9004212)",,,
528908819,trunk,False,True,320.583,,Երևան-Մեղրի ավտոմայրուղի,"LINESTRING (46.2455763 38.8990152, 46.2452204 38.8992596, 46.2448711 38.8995317, 46.2439351 38.9002587, 46.2435084 38.9006048, 46.2432446 38.900892, 46.243126 38.9011428)",2,Մ-2,60
680762195,secondary,False,True,131.135,,Զորավար Անդրանիկի փողոց,"LINESTRING (46.2455763 38.8990152, 46.2452684 38.8987428, 46.2451446 38.8986103, 46.2456887 38.8981136)",,Հ-50,
733521014,secondary,False,False,49.33,,Մեջլումյան փողոց,"LINESTRING (46.2437185 38.8973722, 46.2442717 38.8974792)",,Հ-50,
289814043,residential,False,False,38.730000000000004,,,"LINESTRING (46.2437185 38.8973722, 46.2437618 38.8972893, 46.2435752 38.8972313, 46.2435138 38.8971407)",,,
733521014,secondary,False,True,124.11599999999999,,Մեջլումյան փողոց,"LINESTRING (46.2437185 38.8973722, 46.2429095 38.8975445, 46.2425762 38.8975857, 46.2423273 38.8976385)",,Հ-50,
393500820,residential,False,True,118.367,,,"LINESTRING (46.2423273 38.8976385, 46.2422619 38.8975274, 46.2420877 38.8973737, 46.2417447 38.8972205, 46.241348 38.8972855, 46.2412016 38.8972905)",,,
733521014,secondary,False,False,124.11599999999999,,Մեջլումյան փողոց,"LINESTRING (46.2423273 38.8976385, 46.2425762 38.8975857, 46.2429095 38.8975445, 46.2437185 38.8973722)",,Հ-50,
289814040,residential,False,False,221.749,,,"LINESTRING (46.2456887 38.8981136, 46.2461864 38.8979122, 46.2464037 38.897666, 46.2472112 38.8975085, 46.2477192 38.8973964, 46.2477721 38.8973857, 46.2479683 38.8973467)",,,
680762195,secondary,False,False,131.135,,Զորավար Անդրանիկի փողոց,"LINESTRING (46.2456887 38.8981136, 46.2451446 38.8986103, 46.2452684 38.8987428, 46.2455763 38.8990152)",,Հ-50,
