osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,width,tunnel
23635109,True,3,Հանրապետության փողոց,residential,60,False,235.07,"LINESTRING (44.5163965 40.1767799, 44.5163113 40.1767431, 44.5161259 40.1766669, 44.5152552 40.1763394, 44.5149116 40.1761884, 44.5148471 40.17616, 44.5141219 40.1758427, 44.514052 40.1758127, 44.5139623 40.1757768)",,,
"[485547441, 132422429]",True,"['2', '3']",Փավստոս Բուզանդի փողոց,residential,20,False,96.161,"LINESTRING (44.5163965 40.1767799, 44.5165011 40.1767021, 44.5166937 40.176563, 44.5167925 40.1764905, 44.5172181 40.1761851)",,,
424578417,False,,Փավստոս Բուզանդի փողոց,residential,,True,98.02199999999999,"LINESTRING (44.5163965 40.1767799, 44.5162969 40.176857, 44.5160189 40.1770661, 44.5155739 40.177398)",,,
119037149,True,,Փավստոս Բուզանդի փողոց,residential,,False,150.833,"LINESTRING (44.5089653 40.1819083, 44.5090581 40.1818446, 44.5094325 40.1815763, 44.5102796 40.1809964)",,,
134194074,True,3,Աբովյան փողոց,secondary,,False,64.378,"LINESTRING (44.5132672 40.17893, 44.5128249 40.1785517, 44.5127624 40.1784982)",,,
688970721,True,3,Հանրապետության հրապարակ,primary,,False,82.34,"LINESTRING (44.5120794 40.177796, 44.5127213 40.1772412)",roundabout,,
31661317,True,3,Վազգեն Սարգսյանի փողոց,secondary,,False,26.264000000000003,"LINESTRING (44.5120794 40.177796, 44.5120666 40.1777302, 44.5120367 40.177668, 44.5119544 40.1775859)",,,
349244308,True,3,Տիգրան Մեծի պողոտա,primary,,False,30.779,"LINESTRING (44.5129188 40.1771973, 44.51302 40.1771404, 44.5132043 40.177027)",,,
380633461,True,3,Հանրապետության հրապարակ,primary,,False,31.23,"LINESTRING (44.5129188 40.1771973, 44.5129673 40.1772052, 44.5129907 40.1772115, 44.5130204 40.1772204, 44.513043 40.177229, 44.5130663 40.1772389, 44.5130908 40.1772504, 44.513115 40.1772674, 44.5131472 40.177296, 44.5131613 40.177312, 44.5131867 40.1773644)",roundabout,,
"[380633460, 424578110]",True,3,Հանրապետության հրապարակ,primary,,False,92.397,"LINESTRING (44.513114 40.177577, 44.5124671 40.1781008, 44.5123958 40.1781436, 44.5123746 40.1781505, 44.5123605 40.1781523, 44.5123436 40.1781533)",roundabout,,
"[1181099241, 668720114, 508912989]",True,2,Պուշկինի փողոց,tertiary,,False,138.94799999999998,"LINESTRING (44.5135978 40.1820544, 44.5143441 40.181526, 44.5145323 40.1813927, 44.5145859 40.1813548, 44.5146317 40.1813233, 44.5148004 40.1812075)",,,
134194074,True,3,Աբովյան փողոց,secondary,,False,77.637,"LINESTRING (44.5138692 40.1794553, 44.5132672 40.17893)",,,
135310448,True,2,Արամի փողոց,tertiary,,False,216.01000000000002,"LINESTRING (44.5138692 40.1794553, 44.5138281 40.1794853, 44.5138055 40.1795017, 44.5125946 40.1803471, 44.5119935 40.1807668)",,,
442772674,True,3,Հանրապետության հրապարակ,primary,,False,17.616,"LINESTRING (44.5127213 40.1772412, 44.5127384 40.1772335, 44.512747 40.1772302, 44.5127571 40.1772268, 44.5127784 40.1772202, 44.5128006 40.1772145, 44.5128239 40.1772102, 44.5128483 40.1772059, 44.5128835 40.1772009, 44.5129188 40.1771973)",roundabout,,
189418139,False,,Եզնիկ Կողբացու փողոց,residential,,False,3.807,"LINESTRING (44.5091282 40.1799692, 44.5090973 40.1799444)",,7,
"[28120899, 592394502, 560098823]",False,,Եզնիկ Կողբացու փողոց,residential,,False,28.877,"LINESTRING (44.5091282 40.1799692, 44.5092006 40.1800304, 44.5092382 40.1800628, 44.5093546 40.1801629)",,5,building_passage
186129404,True,6,Ամիրյան փողոց,primary,60,False,155.13199999999998,"LINESTRING (44.5091282 40.1799692, 44.5090414 40.1800298, 44.5088276 40.1801816, 44.5087329 40.1802492, 44.5084267 40.1804644, 44.5079633 40.1807902, 44.5078842 40.1808458, 44.5077851 40.1809144)",,,
"[224320938, 138007446]",True,"['4', '3']",Տիգրան Մեծի պողոտա,primary,60,False,236.003,"LINESTRING (44.5138228 40.1757214, 44.5138067 40.1754827, 44.5138012 40.1753952, 44.5137812 40.1750786, 44.5137576 40.1747008, 44.5137316 40.1742253, 44.5136831 40.1736017)",,,
31619423,False,,Մհեր Մկրտչյան փողոց,residential,40,False,2.759,"LINESTRING (44.5102706 40.1741526, 44.5102988 40.1741649)",,,
691209603,True,4,Մովսես Խորենացու փողոց,secondary,50,False,30.310000000000002,"LINESTRING (44.5102706 40.1741526, 44.5103284 40.1740813, 44.5104583 40.1739208)",,,
133415092,True,5,Մովսես Խորենացու փողոց,secondary,50,False,67.807,"LINESTRING (44.5086661 40.1762031, 44.5090849 40.175684)",,,
688970721,True,3,Հանրապետության հրապարակ,primary,,False,8.564,"LINESTRING (44.5120374 40.1778658, 44.5120469 40.1778457, 44.5120584 40.1778256, 44.5120633 40.1778173, 44.5120689 40.1778093, 44.5120727 40.1778042, 44.5120794 40.177796)",roundabout,,
31661316,True,3,Վազգեն Սարգսյանի փողոց,secondary,60,False,4.715,"LINESTRING (44.5090849 40.175684, 44.5091337 40.1757042)",,,
691209603,True,4,Մովսես Խորենացու փողոց,secondary,50,False,197.853,"LINESTRING (44.5090849 40.175684, 44.5091419 40.175613, 44.509383 40.1752992, 44.5096723 40.1749265, 44.5099132 40.1746148, 44.5102706 40.1741526)",,,
133084696,True,3,Նալբանդյան փողոց,secondary,,False,66.679,"LINESTRING (44.514473 40.1782104, 44.5150996 40.1785715)",,,
28323727,False,,Վարդանանց փակուղի,residential,,True,2.051,"LINESTRING (44.5177953 40.1786718, 44.5178155 40.1786819)",,,
422985979,True,4,Զաքյան փողոց,tertiary,60,False,3.656,"LINESTRING (44.5100926 40.1793166, 44.5100616 40.1792938)",,,
349244294,True,6,Ամիրյան փողոց,primary,60,False,109.45,"LINESTRING (44.5100926 40.1793166, 44.5099708 40.1793958, 44.5097187 40.1795673, 44.5092192 40.1799069, 44.5091956 40.179923, 44.5091282 40.1799692)",,,
31661316,True,3,Վազգեն Սարգսյանի փողոց,secondary,60,False,134.40300000000002,"LINESTRING (44.510023 40.1760714, 44.5101314 40.1761161, 44.5107471 40.1763741, 44.5113742 40.1766289, 44.5114146 40.1766462)",,,
48275231,True,2,Դեղատան փողոց,residential,40,False,194.47500000000002,"LINESTRING (44.510023 40.1760714, 44.5100829 40.1759963, 44.5103224 40.1756873, 44.5111322 40.1746424, 44.5111551 40.1746129, 44.5111906 40.1745671)",,,
