osmid,name,highway,oneway,reversed,length,geometry,ref,bridge
"[723777409, 723777410, 723777411, 292238811]",2-րդ փողոց,residential,False,False,379.19800000000004,"LINESTRING (44.6495117 41.0010549, 44.6488606 41.0014359, 44.6485387 41.0016242, 44.6483358 41.0017278, 44.6482503 41.0017714, 44.6482173 41.0017883, 44.6481587 41.0018261, 44.6479695 41.0019406, 44.6478148 41.0020501, 44.6477951 41.002064, 44.6476449 41.0021926, 44.6474142 41.0024092, 44.6470146 41.0028261, 44.6466592 41.0031743, 44.6463584 41.0034578)",,
"[723777408, 822510828, 589007860]","['1-ին փողոց', 'Տ-5-85']",tertiary,False,False,409.609,"LINESTRING (44.6495117 41.0010549, 44.6494433 41.0009881, 44.6493506 41.0009241, 44.6493159 41.0009001, 44.6491644 41.0008242, 44.6490383 41.0007817, 44.6488827 41.0007645, 44.648703 41.0007483, 44.6484965 41.0007877, 44.6483517 41.0008363, 44.6480097 41.0010377, 44.6477788 41.0011748, 44.6477334 41.0012017, 44.6476651 41.0012454, 44.6474867 41.0013596, 44.647311 41.0015134, 44.6472228 41.0015984, 44.6471567 41.0016622, 44.6470696 41.0017422, 44.6468684 41.0019395, 44.6466002 41.0022037, 44.6464339 41.0023727, 44.6462944 41.0025195, 44.6461174 41.0026672, 44.645964 41.0028146)",Տ-5-85,
822510828,Տ-5-85,tertiary,False,True,81.89800000000001,"LINESTRING (44.6495117 41.0010549, 44.6495694 41.0011663, 44.6496311 41.0012887, 44.6496364 41.0013404, 44.6496293 41.0014027, 44.649619 41.0014922, 44.6495566 41.0016101, 44.6495104 41.0017609)",Տ-5-85,
514030601,7-րդ փողոց,living_street,False,False,23.875,"LINESTRING (44.6518654 41.0012574, 44.6521497 41.0012493)",,
292238794,6-րդ փողոց,tertiary,False,False,264.99899999999997,"LINESTRING (44.6518654 41.0012574, 44.6517956 41.0013262, 44.6516588 41.0014638, 44.6516561 41.001559, 44.6517205 41.0016622, 44.6518198 41.0017837, 44.6519485 41.0019173, 44.6521148 41.0020124, 44.6523187 41.0020812, 44.6526673 41.0022027, 44.6528202 41.0022816, 44.6530268 41.0024618, 44.6531046 41.002598, 44.6531475 41.0026764, 44.6532059 41.0028437, 44.6532454 41.0030488)",Տ-5-85,
292238794,6-րդ փողոց,tertiary,False,True,20.266,"LINESTRING (44.6518654 41.0012574, 44.651868 41.0011764, 44.6518305 41.0010792)",Տ-5-85,
292238779,Կենտրոնական փողոց,tertiary,False,True,249.7,"LINESTRING (44.6495104 41.0017609, 44.6496887 41.0019476, 44.6497518 41.0020833, 44.6497732 41.0021784, 44.6498725 41.0022907, 44.6500026 41.0024, 44.6501702 41.0025083, 44.6502922 41.0025863, 44.6503235 41.0025966, 44.6504089 41.0026247, 44.6506865 41.0026511, 44.6509387 41.0026936, 44.6513236 41.0027502, 44.6515596 41.0027867, 44.6517259 41.0028373, 44.6518292 41.0028838)",Տ-5-85,
"[1111090721, 292238837, 723777414, 723777415]",3-րդ փողոց,residential,False,True,458.862,"LINESTRING (44.6495104 41.0017609, 44.6493441 41.0018535, 44.6492447 41.0019105, 44.6490963 41.0019955, 44.6489538 41.0020772, 44.6488814 41.0021177, 44.648817 41.0021551, 44.6487386 41.0021986, 44.6486293 41.0022654, 44.64833 41.0024383, 44.6481387 41.0026636, 44.6480151 41.0027958, 44.6475859 41.0032249, 44.6473606 41.0034577, 44.6470159 41.0038099, 44.6470454 41.0039941, 44.647079 41.0042147, 44.6471111 41.0044313, 44.6471093 41.0045211, 44.6470991 41.0045528, 44.6470857 41.004576, 44.6470387 41.0046186, 44.647024 41.0046681, 44.6470495 41.0048422, 44.6470642 41.0050325, 44.6470723 41.0051013)",,
822510828,Տ-5-85,tertiary,False,False,81.898,"LINESTRING (44.6495104 41.0017609, 44.6495566 41.0016101, 44.649619 41.0014922, 44.6496293 41.0014027, 44.6496364 41.0013404, 44.6496311 41.0012887, 44.6495694 41.0011663, 44.6495117 41.0010549)",Տ-5-85,
"[292238792, 768036041, 768036040]",Տ-5-85,tertiary,False,"[False, True]",55.197,"LINESTRING (44.6450137 41.0025898, 44.6451022 41.0026485, 44.6454774 41.002901, 44.6455096 41.0029151)",Տ-5-85,yes
292238779,Կենտրոնական փողոց,tertiary,False,False,249.70000000000002,"LINESTRING (44.6518292 41.0028838, 44.6517259 41.0028373, 44.6515596 41.0027867, 44.6513236 41.0027502, 44.6509387 41.0026936, 44.6506865 41.0026511, 44.6504089 41.0026247, 44.6503235 41.0025966, 44.6502922 41.0025863, 44.6501702 41.0025083, 44.6500026 41.0024, 44.6498725 41.0022907, 44.6497732 41.0021784, 44.6497518 41.0020833, 44.6496887 41.0019476, 44.6495104 41.0017609)",Տ-5-85,
589007861,,residential,False,True,78.519,"LINESTRING (44.6518292 41.0028838, 44.651742 41.0029112, 44.6516937 41.0029152, 44.6516092 41.0029041, 44.6515113 41.0028747, 44.6512149 41.0028717, 44.6509102 41.0028831)",,
822510827,Տ-5-85,tertiary,False,True,124.32399999999998,"LINESTRING (44.6518292 41.0028838, 44.6520638 41.0029304, 44.6522865 41.0029911, 44.652442 41.0030407, 44.6525896 41.0030893, 44.6527277 41.0031207, 44.652894 41.0031126, 44.6530563 41.0030832, 44.6532454 41.0030488)",Տ-5-85,
514030603,Տ-5-85,tertiary,True,False,83.138,"LINESTRING (44.645964 41.0028146, 44.6458921 41.002897, 44.6457888 41.0030023, 44.6457079 41.0030814, 44.6456775 41.0031257, 44.6456574 41.003148, 44.6455984 41.0031612, 44.6455206 41.0031429, 44.6454938 41.0030984, 44.6454951 41.0030296, 44.6455112 41.0029618, 44.6455096 41.0029151)",Տ-5-85,
