osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,lanes,junction
177199400,True,Հ-43,Երևան-Ջերմուկ մայրուղի,primary,False,34.41,"LINESTRING (45.6727372 39.8365428, 45.6730384 39.8367484)",,,
177199398,True,Հ-43,Երևան-Ջերմուկ մայրուղի,primary,False,29.256999999999998,"LINESTRING (45.6727525 39.8372245, 45.6727911 39.8370732, 45.6728184 39.8369663)",,,
"[41274898, 295070646]",False,Հ-43,Երևան-Ջերմուկ մայրուղի,primary,"[False, True]",396.87800000000004,"LINESTRING (45.6727525 39.8372245, 45.6713468 39.8390369, 45.6710854 39.8394307, 45.6710198 39.8395382, 45.6704557 39.840326)",yes,2,
"[41274898, 295070646]",False,Հ-43,Երևան-Ջերմուկ մայրուղի,primary,"[False, True]",396.87800000000004,"LINESTRING (45.6704557 39.840326, 45.6710198 39.8395382, 45.6710854 39.8394307, 45.6713468 39.8390369, 45.6727525 39.8372245)",yes,2,
"[276112196, 1147684806, 1147684807]",False,Հ-44,Շահումյան փողոց,tertiary,False,466.081,"LINESTRING (45.6704557 39.840326, 45.6700444 39.8401358, 45.6698471 39.8400445, 45.6694453 39.8398587, 45.6688793 39.8395274, 45.6686045 39.8393666, 45.6678345 39.8388952, 45.6673166 39.838571, 45.6669608 39.8383483, 45.6668375 39.8382671, 45.6662077 39.8378731, 45.6661005 39.8378097)",yes,2,
295070630,False,,Չարենցի փողոց,residential,True,789.4260000000002,"LINESTRING (45.6735583 39.8369689, 45.673956 39.8369107, 45.6743127 39.8368015, 45.6749269 39.8365915, 45.6750852 39.8365647, 45.675234 39.836575, 45.6754567 39.8366316, 45.6756082 39.8367192, 45.6756974 39.8367473, 45.6758389 39.8367624, 45.6760488 39.8367675, 45.6763558 39.8367803, 45.6764196 39.8368026, 45.6764773 39.8368458, 45.6764987 39.8368798, 45.6764664 39.8369307, 45.6763995 39.8369437, 45.6763163 39.8369395, 45.6761165 39.8369251, 45.6759086 39.8369385, 45.6756069 39.8369735, 45.6754794 39.8370152, 45.6753534 39.8370672, 45.6752139 39.8371733, 45.6751066 39.8373236, 45.6750302 39.8374719, 45.6750114 39.8375389, 45.6750262 39.8375801, 45.6750557 39.8375935, 45.6750959 39.8375904, 45.6751308 39.8375739, 45.6752314 39.8374678, 45.6752944 39.8374122, 45.6753991 39.8373499, 45.6755195 39.8372864, 45.6758818 39.837197, 45.6761046 39.8371661, 45.6762354 39.83715, 45.6763284 39.8371558, 45.6763896 39.8371896, 45.6764022 39.8372207, 45.6763915 39.8372473, 45.6763257 39.8372814, 45.6762501 39.8372979, 45.6761093 39.8373274, 45.6758603 39.8374513, 45.6757852 39.8375255, 45.6757249 39.8375811, 45.6755935 39.8376923, 45.6754178 39.8378087, 45.675395 39.8378571, 45.6754124 39.8378941, 45.6754687 39.8379178, 45.6755479 39.8379261, 45.6756592 39.8378725, 45.6761487 39.8376614, 45.6762057 39.8376449, 45.6762653 39.8376408, 45.676387 39.8376739)",,,
709379835,True,,Չարենցի փողոց,residential,False,34.861,"LINESTRING (45.6735583 39.8369689, 45.673343 39.8369917, 45.6731558 39.8370206)",,,
1041949821,False,Հ-44,Շահումյան փողոց,tertiary,True,26.52,"LINESTRING (45.6658538 39.8376648, 45.6661005 39.8378097)",,,
763970116,False,Հ-44,Շահումյան փողոց,tertiary,False,132.42000000000002,"LINESTRING (45.6658538 39.8376648, 45.6657293 39.8375182, 45.6656536 39.8370136, 45.665578 39.836509)",,,
123570866,False,,Վարդանյան փողոց,residential,True,98.782,"LINESTRING (45.6667284 39.8364149, 45.666465 39.8364365, 45.6659804 39.8364761, 45.665578 39.836509)",,,
123570870,False,,Մյասնիկյանի փողոց,residential,False,176.032,"LINESTRING (45.6667284 39.8364149, 45.6667403 39.8365283, 45.6667887 39.8369877, 45.6667579 39.8372008, 45.6666005 39.8373963, 45.6661005 39.8378097)",,,
123570866,False,,Վարդանյան փողոց,residential,False,98.78199999999998,"LINESTRING (45.665578 39.836509, 45.6659804 39.8364761, 45.666465 39.8364365, 45.6667284 39.8364149)",,,
763970116,False,Հ-44,Շահումյան փողոց,tertiary,True,132.42000000000002,"LINESTRING (45.665578 39.836509, 45.6656536 39.8370136, 45.6657293 39.8375182, 45.6658538 39.8376648)",,,
1041949821,False,Հ-44,Շահումյան փողոց,tertiary,False,26.52,"LINESTRING (45.6661005 39.8378097, 45.6658538 39.8376648)",,,
123570870,False,,Մյասնիկյանի փողոց,residential,True,176.032,"LINESTRING (45.6661005 39.8378097, 45.6666005 39.8373963, 45.6667579 39.8372008, 45.6667887 39.8369877, 45.6667403 39.8365283, 45.6667284 39.8364149)",,,
"[276112196, 1147684806, 1147684807]",False,Հ-44,Շահումյան փողոց,tertiary,True,466.081,"LINESTRING (45.6661005 39.8378097, 45.6662077 39.8378731, 45.6668375 39.8382671, 45.6669608 39.8383483, 45.6673166 39.838571, 45.6678345 39.8388952, 45.6686045 39.8393666, 45.6688793 39.8395274, 45.6694453 39.8398587, 45.6698471 39.8400445, 45.6700444 39.8401358, 45.6704557 39.840326)",yes,2,
1074138405,True,,Երևան-Ջերմուկ մայրուղի,primary,False,15.646999999999998,"LINESTRING (45.6730384 39.8367484, 45.6730971 39.8367614, 45.6731483 39.8367869, 45.6731877 39.8368228)",,,roundabout
177199399,True,Հ-43,Երևան-Ջերմուկ մայրուղի,primary,False,33.636,"LINESTRING (45.6728232 39.836838, 45.6727372 39.8365428)",,,
177199397,True,,Երևան-Ջերմուկ մայրուղի,primary,False,22.293,"LINESTRING (45.6728232 39.836838, 45.6728514 39.8368043, 45.6728896 39.8367769, 45.6729355 39.8367578, 45.6729862 39.8367481, 45.6730384 39.8367484)",,,roundabout
177199397,True,,Երևան-Ջերմուկ մայրուղի,primary,False,23.867,"LINESTRING (45.6731877 39.8368228, 45.6732103 39.836862, 45.6732185 39.8369045, 45.6732117 39.8369471, 45.6731902 39.8369868, 45.6731558 39.8370206)",,,roundabout
295072439,True,,Չարենցի փողոց,residential,False,35.725,"LINESTRING (45.6731877 39.8368228, 45.6733295 39.8368931, 45.6733976 39.8369213, 45.6734913 39.8369493, 45.6735583 39.8369689)",,,
177199397,True,,Երևան-Ջերմուկ մայրուղի,primary,False,14.662,"LINESTRING (45.6728184 39.8369663, 45.6728064 39.8369347, 45.6728033 39.8369018, 45.6728089 39.8368691, 45.6728232 39.836838)",,,roundabout
177199397,True,,Երևան-Ջերմուկ մայրուղի,primary,False,12.004999999999999,"LINESTRING (45.6731558 39.8370206, 45.6731188 39.8370427, 45.6730763 39.8370578, 45.6730304 39.8370652)",,,roundabout
177199401,True,Հ-43,Երևան-Ջերմուկ մայրուղի,primary,False,29.61,"LINESTRING (45.6730304 39.8370652, 45.6727525 39.8372245)",,,
