osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,maxspeed,junction
16178982,residential,False,False,149.106,,,,"LINESTRING (-86.298935 37.477792, -86.29871 37.479121)",,
16180266,primary,False,False,113.588,2,US 62,West White Oak Street,"LINESTRING (-86.298935 37.477792, -86.2986087 37.4777641, -86.298502 37.477755, -86.297655 37.477684)",,
16178982,residential,False,True,149.106,,,,"LINESTRING (-86.29871 37.479121, -86.298935 37.477792)",,
16183102,residential,False,False,108.988,,,West Market Street,"LINESTRING (-86.29871 37.479121, -86.298331 37.479089, -86.297482 37.479016)",,
16179879,residential,False,False,37.955,,,,"LINESTRING (-86.297374 37.481756, -86.297336 37.482096)",,
16180887,residential,False,True,20.792,,,West Walnut Street,"LINESTRING (-86.297374 37.481756, -86.29714 37.481734)",,
16180887,residential,False,False,122.916,,,West Walnut Street,"LINESTRING (-86.297374 37.481756, -86.297979 37.481812, -86.2980447 37.4818172, -86.298759 37.481874)",,
16179879,residential,False,True,37.955,,,,"LINESTRING (-86.297336 37.482096, -86.297374 37.481756)",,
16180068,residential,False,False,6.173,,,East Market Street,"LINESTRING (-86.293018 37.4786914, -86.2930877 37.4786961)",,
16180068,residential,False,True,70.081,,,East Market Street,"LINESTRING (-86.293018 37.4786914, -86.2922268 37.4786368)",,
16180039,residential,False,False,153.776,,,South Heyser Drive,"LINESTRING (-86.293018 37.4786914, -86.2930047 37.4787923, -86.2929675 37.4793374, -86.2929107 37.4797607, -86.2929061 37.4797949, -86.2929028 37.4798193, -86.2928818 37.4799763, -86.2928505 37.480066)",,
16181217,residential,False,False,37.175,,,East Main Street,"LINESTRING (-86.2928505 37.480066, -86.2932713 37.4800822)",,
16181217,residential,False,True,73.246,,,East Main Street,"LINESTRING (-86.2928505 37.480066, -86.2920217 37.4800295)",,
16180039,residential,False,True,153.776,,,South Heyser Drive,"LINESTRING (-86.2928505 37.480066, -86.2928818 37.4799763, -86.2929028 37.4798193, -86.2929061 37.4797949, -86.2929107 37.4797607, -86.2929675 37.4793374, -86.2930047 37.4787923, -86.293018 37.4786914)",,
719940894,residential,False,False,149.962,,,North Heyser Drive,"LINESTRING (-86.2928505 37.480066, -86.2928205 37.4803949, -86.2927457 37.481118, -86.2927104 37.48141)",,
16180048,primary,False,True,191.31799999999998,2,US 62;KY 259,North Main Street,"LINESTRING (-86.2932166 37.4845522, -86.2933037 37.4837986, -86.2934143 37.4828388)",35 mph,
16180599,residential,False,True,77.075,,,Mulberry Street,"LINESTRING (-86.2932166 37.4845522, -86.2934781 37.4845601, -86.2940853 37.4846197)",,
16180068,residential,False,False,70.081,,,East Market Street,"LINESTRING (-86.2922268 37.4786368, -86.293018 37.4786914)",,
16180484,residential,False,False,156.096,,,South Clinton Street,"LINESTRING (-86.2922268 37.4786368, -86.2920356 37.4796848, -86.2920217 37.4800295)",,
16180484,residential,False,True,156.154,,,South Clinton Street,"LINESTRING (-86.2922268 37.4786368, -86.29225 37.4781875, -86.2923504 37.477781, -86.2924257 37.4772439)",,
16180068,residential,False,True,76.1,,,East Market Street,"LINESTRING (-86.2939453 37.4787682, -86.2930877 37.4786961)",,
52323354,primary,False,False,108.941,4,US 62;KY 259,South Main Street,"LINESTRING (-86.2939453 37.4787682, -86.2938179 37.4797427)",,
16183102,residential,False,True,153.599,,,West Market Street,"LINESTRING (-86.2939453 37.4787682, -86.294821 37.478806, -86.295681 37.478869)",,
52323354,primary,False,True,151.711,4,US 62;KY 259,South Main Street,"LINESTRING (-86.2939453 37.4787682, -86.2940394 37.4781407, -86.2941206 37.4774111)",,
16180107,residential,False,False,72.745,,,East Walnut Street,"LINESTRING (-86.2918918 37.4813325, -86.2927104 37.48141)",,
16180580,residential,False,False,149.657,,,North Clinton Street,"LINESTRING (-86.2918918 37.4813325, -86.2918755 37.4814992, -86.2917723 37.4820494, -86.2917401 37.4822442, -86.2916972 37.4826688)",,
16180580,residential,False,True,145.433,,,North Clinton Street,"LINESTRING (-86.2918918 37.4813325, -86.2920048 37.4804812, -86.2920217 37.4800295)",,
16180107,residential,False,False,77.335,,,East Walnut Street,"LINESTRING (-86.2927104 37.48141, -86.2935822 37.4814814)",,
16180107,residential,False,True,72.745,,,East Walnut Street,"LINESTRING (-86.2927104 37.48141, -86.2918918 37.4813325)",,
719940894,residential,False,False,152.388,,,North Heyser Drive,"LINESTRING (-86.2927104 37.48141, -86.2925728 37.4827761)",,
719940894,residential,False,True,149.96200000000002,,,North Heyser Drive,"LINESTRING (-86.2927104 37.48141, -86.2927457 37.481118, -86.2928205 37.4803949, -86.2928505 37.480066)",,
16180107,residential,False,True,77.335,,,East Walnut Street,"LINESTRING (-86.2935822 37.4814814, -86.2927104 37.48141)",,
16180048,primary,False,False,151.662,2,US 62;KY 259,North Main Street,"LINESTRING (-86.2935822 37.4814814, -86.2934807 37.4823209, -86.2934143 37.4828388)",35 mph,
16180048,primary,False,True,104.905,2,US 62;KY 259,North Main Street,"LINESTRING (-86.2935822 37.4814814, -86.2936779 37.4809457, -86.2937293 37.4805454)",35 mph,
16180887,residential,False,False,155.271,,,West Walnut Street,"LINESTRING (-86.2935822 37.4814814, -86.2944785 37.4815366, -86.294933 37.481564, -86.295337 37.481585)",,
