osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width,bridge
17082262,True,Jackson Street,secondary,30 mph,False,6.558,"LINESTRING (-105.2177019 39.7537106, -105.2176978 39.7536829, -105.2176932 39.753652)",,,
17085750,False,15th Street,residential,,True,81.418,"LINESTRING (-105.2177019 39.7537106, -105.2176126 39.7537558, -105.2175213 39.7538019, -105.2170185 39.7540779, -105.2169663 39.7541065, -105.2169221 39.7541308)",,,
17069234,False,Jackson Street,residential,,False,107.775,"LINESTRING (-105.2230177 39.7589219, -105.2229886 39.7588916, -105.2229196 39.7588196, -105.2228027 39.7586977, -105.2226684 39.7585577, -105.2223253 39.7581998, -105.2222691 39.758142)",,,
148759354,False,9th Street,residential,,False,112.289,"LINESTRING (-105.2230177 39.7589219, -105.2234373 39.7587051, -105.224001 39.7584135, -105.2241084 39.7583591)",,,
148759354,False,9th Street,residential,,True,35.528,"LINESTRING (-105.2230177 39.7589219, -105.2230032 39.7589306, -105.2227154 39.7591033, -105.222716 39.759128)",,,
"[17069234, 909878983]",False,"['Water Street', 'Jackson Street']",residential,,"[False, True]",176.878,"LINESTRING (-105.2222691 39.758142, -105.222202 39.7580722, -105.221873 39.7577236, -105.2218075 39.7576683, -105.221386 39.7579042, -105.2212382 39.757987, -105.22108 39.7580742, -105.2208642 39.7582032, -105.2208563 39.7582071, -105.220758 39.758256)",,,
17069234,False,Jackson Street,residential,,True,107.775,"LINESTRING (-105.2222691 39.758142, -105.2223253 39.7581998, -105.2226684 39.7585577, -105.2228027 39.7586977, -105.2229196 39.7588196, -105.2229886 39.7588916, -105.2230177 39.7589219)",,,
"[40525155, 1106864355]",False,10th Street,secondary,,False,110.57,"LINESTRING (-105.2222691 39.758142, -105.2216925 39.7584619, -105.2214602 39.7585841, -105.2213004 39.7586739, -105.2212176 39.758721)",,,
40525155,False,10th Street,secondary,,True,112.307,"LINESTRING (-105.2222691 39.758142, -105.2232368 39.7576121, -105.2233409 39.7575579)",,,
17069238,False,Jackson Street,residential,,False,110.838,"LINESTRING (-105.2202486 39.7560109, -105.220191 39.7559559, -105.2201693 39.7559351, -105.2199479 39.755696, -105.2198733 39.755615, -105.2195411 39.7552559, -105.2194913 39.755202)",,,
"[17088136, 17069238]",False,"['11th Street', 'Jackson Street']",residential,,"[False, True]",217.175,"LINESTRING (-105.2202486 39.7560109, -105.2203182 39.7560703, -105.2205368 39.756257, -105.2205598 39.7562813, -105.2206774 39.7564057, -105.2208058 39.7565461, -105.2209442 39.7567417, -105.2211001 39.7566986, -105.2213112 39.756638, -105.2214643 39.7565732, -105.2215678 39.7565209, -105.2216814 39.7564595, -105.2219923 39.7562914, -105.2221143 39.7562254)",,,
260425062,False,12th Street,tertiary,,False,115.092,"LINESTRING (-105.2202486 39.7560109, -105.2203517 39.7559535, -105.2203815 39.7559381, -105.2208062 39.7557005, -105.221241 39.7554623, -105.221342 39.755407)",,,
260425062,False,12th Street,tertiary,,True,109.27000000000001,"LINESTRING (-105.2202486 39.7560109, -105.2201887 39.7560436, -105.2196737 39.7563244, -105.2193985 39.7564746, -105.2193018 39.7565278, -105.219207 39.7565805)",,,
17069238,False,Jackson Street,residential,,False,110.06400000000001,"LINESTRING (-105.2194913 39.755202, -105.2194339 39.7551368, -105.2194077 39.7551071, -105.2191313 39.7547934, -105.2188464 39.7544872, -105.2188002 39.7544376, -105.2187538 39.7543908)",,,
17069238,False,Jackson Street,residential,,True,110.838,"LINESTRING (-105.2194913 39.755202, -105.2195411 39.7552559, -105.2198733 39.755615, -105.2199479 39.755696, -105.2201693 39.7559351, -105.220191 39.7559559, -105.2202486 39.7560109)",,,
40532847,False,13th Street,tertiary,,False,117.248,"LINESTRING (-105.2194913 39.755202, -105.2195998 39.7551444, -105.2196764 39.7551038, -105.2197825 39.7550451, -105.2199275 39.7549606, -105.220057 39.7548934, -105.220603 39.7545847)",,,
40532847,False,13th Street,tertiary,,True,108.607,"LINESTRING (-105.2194913 39.755202, -105.2194163 39.7552437, -105.2190135 39.7554679, -105.2189843 39.7554845, -105.2188021 39.7555895, -105.2185494 39.7557272, -105.2184622 39.7557747)",,,
17069238,False,Jackson Street,residential,,True,110.064,"LINESTRING (-105.2187538 39.7543908, -105.2188002 39.7544376, -105.2188464 39.7544872, -105.2191313 39.7547934, -105.2194077 39.7551071, -105.2194339 39.7551368, -105.2194913 39.755202)",,,
17085365,False,14th Street,residential,,False,115.523,"LINESTRING (-105.2187538 39.7543908, -105.2188477 39.7543233, -105.2190621 39.7541922, -105.2192098 39.7541098, -105.2192965 39.7540648, -105.2197269 39.7538217, -105.2198302 39.753764)",,,
602965947,True,Jackson Street,residential,,False,127.67699999999999,"LINESTRING (-105.2187538 39.7543908, -105.2186704 39.7543166, -105.2183371 39.7540133, -105.218 39.7537062, -105.2179179 39.7536639, -105.2178379 39.7536483, -105.2177598 39.7536449, -105.2177417 39.7536469, -105.2176932 39.753652)",,,
17086034,False,16th Street,residential,,True,109.079,"LINESTRING (-105.2171975 39.7527344, -105.217157 39.752756, -105.2171294 39.7527717, -105.2169232 39.7528873, -105.216753 39.7529805, -105.2167305 39.7529928, -105.2162598 39.7532505, -105.2162454 39.7532584, -105.2161598 39.7533052)",,,
432760971,True,Jackson Street,secondary,30 mph,False,111.031,"LINESTRING (-105.2171975 39.7527344, -105.2168317 39.7523343, -105.2166535 39.7521444, -105.2164947 39.751973, -105.2164434 39.7519215)",2,,
39040892,False,17th Street,residential,,False,115.28999999999999,"LINESTRING (-105.2164434 39.7519215, -105.2165392 39.7518793, -105.2169351 39.7516617, -105.2174693 39.7513791, -105.2175506 39.7513304)",,,
432760971,True,Jackson Street,secondary,30 mph,False,111.606,"LINESTRING (-105.2164434 39.7519215, -105.2160003 39.7514467, -105.2156827 39.7511058)",2,,
17085957,False,18th Street,residential,,False,116.46499999999999,"LINESTRING (-105.2156827 39.7511058, -105.2157827 39.7510637, -105.2161244 39.7508768, -105.216238 39.7508149, -105.2164227 39.7507149, -105.216711 39.7505533, -105.2168007 39.7505084)",2,,
432760971,True,Jackson Street,secondary,30 mph,False,110.37,"LINESTRING (-105.2156827 39.7511058, -105.2156133 39.7510265, -105.215274 39.7506387, -105.2152117 39.7505675, -105.2151922 39.7505452, -105.2150986 39.7504452, -105.215019 39.7503601, -105.2149515 39.7502879)",2,,
17074694,False,East Street,residential,,False,100.701,"LINESTRING (-105.2173213 39.7562828, -105.2168372 39.755787, -105.2166198 39.7555553)",,,
17085004,False,13th Street,tertiary,25 mph,False,113.28099999999999,"LINESTRING (-105.2173213 39.7562828, -105.2175255 39.7562329, -105.2176619 39.7561687, -105.2177419 39.7561311, -105.2178964 39.7560651, -105.2180337 39.7559991, -105.2181616 39.7559288, -105.2183676 39.7558232, -105.2184622 39.7557747)",,,
17074694,False,East Street,residential,,False,116.251,"LINESTRING (-105.2166198 39.7555553, -105.2165619 39.7554918, -105.2162458 39.7551446, -105.2158398 39.7546989)",,,
17074694,False,East Street,residential,,True,100.701,"LINESTRING (-105.2166198 39.7555553, -105.2168372 39.755787, -105.2173213 39.7562828)",,,
409319901,False,14th Street,residential,,False,111.431,"LINESTRING (-105.2166198 39.7555553, -105.2166906 39.7555163, -105.2170731 39.7553054, -105.2173501 39.7551477, -105.2173995 39.7551193, -105.2175946 39.7550071, -105.2176128 39.7549976, -105.2176737 39.7549657)",,,
17074694,False,East Street,residential,,False,107.246,"LINESTRING (-105.2158398 39.7546989, -105.2158083 39.7546651, -105.2155193 39.754355, -105.2154858 39.7543205, -105.2151073 39.7539159)",,,
17074694,False,East Street,residential,,True,116.251,"LINESTRING (-105.2158398 39.7546989, -105.2162458 39.7551446, -105.2165619 39.7554918, -105.2166198 39.7555553)",,,
17085750,False,15th Street,residential,,False,112.031,"LINESTRING (-105.2158398 39.7546989, -105.2158779 39.7546789, -105.2164001 39.7544048, -105.2168461 39.7541707, -105.2168816 39.754152, -105.2169221 39.7541308)",,,
17074694,False,East Street,residential,,True,107.246,"LINESTRING (-105.2151073 39.7539159, -105.2154858 39.7543205, -105.2155193 39.754355, -105.2158083 39.7546651, -105.2158398 39.7546989)",,,
17086034,False,16th Street,residential,,False,112.72500000000001,"LINESTRING (-105.2151073 39.7539159, -105.2156633 39.7535933, -105.2160774 39.753353, -105.2160834 39.7533495, -105.2161598 39.7533052)",,,
