osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,junction
849871600,Randolph Avenue,tertiary,False,False,114.68,"LINESTRING (-98.2732921 29.5600919, -98.2738908 29.5609821)",,,,
"[672263237, 15258262]","['Colony Drive', 'Aviation Avenue']",residential,False,"[False, True]",529.083,"LINESTRING (-98.2732921 29.5600919, -98.269522 29.562047, -98.268981 29.561233)",,,,
849871600,Randolph Avenue,tertiary,False,True,87.869,"LINESTRING (-98.2743495 29.5616642, -98.2738908 29.5609821)",,,,
15254990,Pecan Drive,residential,False,False,392.362,"LINESTRING (-98.2743495 29.5616642, -98.272619 29.562573, -98.270863 29.563468)",,,,
15258263,Colony Drive,residential,False,True,89.028,"LINESTRING (-98.270863 29.563468, -98.271322 29.564162)",,,,
15254990,Pecan Drive,residential,False,False,147.056,"LINESTRING (-98.270863 29.563468, -98.2704499 29.5636867, -98.2698296 29.5640087, -98.2695615 29.5641517)",,,,
15254990,Pecan Drive,residential,False,True,392.362,"LINESTRING (-98.270863 29.563468, -98.272619 29.562573, -98.2743495 29.5616642)",,,,
"[15257051, 15258263]","['Colony Drive', 'Maple Drive']",residential,False,"[False, True]",480.594,"LINESTRING (-98.270863 29.563468, -98.270402 29.562785, -98.270883 29.562554, -98.2738908 29.5609821)",,,,
370567050,Schertz Parkway,secondary,False,False,48.09,"LINESTRING (-98.2695615 29.5641517, -98.2693134 29.5637769)",4,,,
15254990,Pecan Drive,residential,False,True,147.056,"LINESTRING (-98.2695615 29.5641517, -98.2698296 29.5640087, -98.2704499 29.5636867, -98.270863 29.563468)",,,,
292218748,Community Circle,residential,False,False,436.5080000000001,"LINESTRING (-98.2695615 29.5641517, -98.2694703 29.5641982, -98.2693795 29.5642445, -98.2692184 29.5643266, -98.2690595 29.5644216, -98.2690045 29.5644464, -98.2688766 29.5645181, -98.2686286 29.5646459, -98.2683998 29.5647856, -98.2678737 29.5650525, -98.2677842 29.5650938, -98.2677519 29.5651385, -98.2677366 29.56521, -98.2677392 29.5652377, -98.2677609 29.5652831, -98.2679304 29.5655587, -98.2679576 29.5656262, -98.26796 29.5657266, -98.2679106 29.5659191, -98.2678712 29.566079, -98.2678064 29.5662146, -98.2677539 29.5663293, -98.2676694 29.5665425, -98.2676262 29.5666659, -98.2676149 29.5668694, -98.2676074 29.567107)",,20 mph,,
370567050,Schertz Parkway,secondary,False,True,48.235,"LINESTRING (-98.2695615 29.5641517, -98.2696598 29.5642872, -98.2697356 29.5643792, -98.269845 29.5645083)",4,,,
370567050,Schertz Parkway,secondary,False,True,48.09,"LINESTRING (-98.2693134 29.5637769, -98.2695615 29.5641517)",4,,,
15255012,Garden Circle,residential,False,False,57.080999999999996,"LINESTRING (-98.2693134 29.5637769, -98.2696671 29.5635872, -98.26974 29.5635231, -98.269762 29.5634644)",,,,
370567050,Schertz Parkway,secondary,False,False,44.673,"LINESTRING (-98.2693134 29.5637769, -98.2691407 29.563516, -98.269083 29.5634287)",4,,,
15255012,Garden Circle,residential,False,True,57.080999999999996,"LINESTRING (-98.269762 29.5634644, -98.26974 29.5635231, -98.2696671 29.5635872, -98.2693134 29.5637769)",,,,
15258074,Live Oak Road,tertiary,False,False,11.872,"LINESTRING (-98.2724729 29.5683367, -98.2723664 29.5683898)",,,,
500476556,Live Oak Road,residential,False,True,243.522,"LINESTRING (-98.2724729 29.5683367, -98.2746567 29.5672465)",,35 mph,,
"[370567035, 816519135]",Schertz Parkway,secondary,True,False,105.39999999999999,"LINESTRING (-98.2724729 29.5683367, -98.2720566 29.5677062, -98.2719408 29.5675097)",2,35 mph,yes,
370567060,,unclassified,False,True,11.24,"LINESTRING (-98.269062 29.5633011, -98.2689651 29.5633569)",,,,
370567048,Schertz Parkway,secondary,True,False,50.212,"LINESTRING (-98.269062 29.5633011, -98.2690357 29.5632615, -98.2688671 29.5630082, -98.2688019 29.5629103)",2,,,
15256542,Mitchell Avenue,residential,False,True,11.168,"LINESTRING (-98.267928 29.5617975, -98.2680263 29.5617448)",,,,
370567049,Schertz Parkway,secondary,True,False,149.902,"LINESTRING (-98.267928 29.5617975, -98.2687041 29.5629644)",2,,,
370567027,Elbel Road,tertiary,False,True,11.78,"LINESTRING (-98.2674905 29.5609387, -98.2673864 29.5609937)",4,,,
15255370,Aero Avenue,tertiary,False,True,108.174,"LINESTRING (-98.2674905 29.5609387, -98.2677424 29.560809, -98.267826 29.5607659, -98.2684529 29.5604431)",,,,
370567037,Schertz Parkway,secondary,True,False,100.844,"LINESTRING (-98.2674905 29.5609387, -98.2671804 29.5604715, -98.2671585 29.5604385, -98.2670457 29.5602442, -98.2669879 29.5601445)",2,,,
15258262,Colony Drive,residential,False,False,101.605,"LINESTRING (-98.2684529 29.5604431, -98.268981 29.561233)",,,,
15255370,Aero Avenue,tertiary,False,False,108.174,"LINESTRING (-98.2684529 29.5604431, -98.267826 29.5607659, -98.2677424 29.560809, -98.2674905 29.5609387)",,,,
15258262,Colony Drive,residential,False,True,101.605,"LINESTRING (-98.268981 29.561233, -98.2684529 29.5604431)",,,,
15256542,Mitchell Avenue,residential,False,False,108.471,"LINESTRING (-98.268981 29.561233, -98.2685114 29.5614898, -98.2683449 29.5615773, -98.2680263 29.5617448)",,,,
"[672263237, 15258262]","['Colony Drive', 'Aviation Avenue']",residential,False,"[False, True]",529.083,"LINESTRING (-98.268981 29.561233, -98.269522 29.562047, -98.2732921 29.5600919)",,,,
849871600,Randolph Avenue,tertiary,False,False,87.869,"LINESTRING (-98.2738908 29.5609821, -98.2743495 29.5616642)",,,,
849871600,Randolph Avenue,tertiary,False,True,114.68,"LINESTRING (-98.2738908 29.5609821, -98.2732921 29.5600919)",,,,
"[15257051, 15258263]","['Colony Drive', 'Maple Drive']",residential,False,"[False, True]",480.594,"LINESTRING (-98.2738908 29.5609821, -98.270883 29.562554, -98.270402 29.562785, -98.270863 29.563468)",,,,
15258263,Colony Drive,residential,False,False,89.028,"LINESTRING (-98.271322 29.564162, -98.270863 29.563468)",,,,
15258263,Colony Drive,residential,False,True,50.757,"LINESTRING (-98.271322 29.564162, -98.271581 29.564559)",,,,
15258263,Colony Drive,residential,False,False,50.757,"LINESTRING (-98.271581 29.564559, -98.271322 29.564162)",,,,
189310245,Kramer Parkway,residential,False,False,11.875,"LINESTRING (-98.271567 29.5671474, -98.2716728 29.5670932)",,,,
370567034,Schertz Parkway,secondary,True,False,53.048,"LINESTRING (-98.271567 29.5671474, -98.2718349 29.5675637)",2,35 mph,,
189310254,Hitch Road,residential,False,False,80.251,"LINESTRING (-98.2729397 29.5661136, -98.272522 29.56549)",,,,
189310254,Hitch Road,residential,False,True,31.703,"LINESTRING (-98.2729397 29.5661136, -98.2731006 29.566362)",,,,
189310254,Hitch Road,residential,False,True,80.251,"LINESTRING (-98.272522 29.56549, -98.2729397 29.5661136)",,,,
189310245,Kramer Parkway,residential,False,True,160.248,"LINESTRING (-98.2731006 29.566362, -98.2716728 29.5670932)",,,,
189310254,Hitch Road,residential,False,False,31.703,"LINESTRING (-98.2731006 29.566362, -98.2729397 29.5661136)",,,,
292217295,Community Circle,residential,False,False,11.872,"LINESTRING (-98.2719408 29.5675097, -98.2718349 29.5675637)",,20 mph,,
816519135,Schertz Parkway,secondary,True,False,53.073,"LINESTRING (-98.2719408 29.5675097, -98.2716728 29.5670932)",2,35 mph,,
370567070,,secondary_link,False,False,11.943,"LINESTRING (-98.270296 29.5650359, -98.2701848 29.5650826)",,,,
816519135,Schertz Parkway,secondary,True,False,34.132,"LINESTRING (-98.270296 29.5650359, -98.2701181 29.5647708)",2,35 mph,,
816519137,Elbel Road,tertiary,False,False,190.542,"LINESTRING (-98.2657967 29.5619846, -98.2658883 29.561938, -98.2665186 29.5616172, -98.2666013 29.5615754, -98.2667067 29.5615156, -98.2668077 29.561447, -98.2668887 29.5613824, -98.2670463 29.561226, -98.2671339 29.561144, -98.2672593 29.5610616, -98.2673864 29.5609937)",4,,,
370567056,,secondary_link,False,True,10.945,"LINESTRING (-98.2669879 29.5601445, -98.2668878 29.5601904)",,,,
370567056,,secondary_link,False,False,10.945,"LINESTRING (-98.2668878 29.5601904, -98.2669879 29.5601445)",,,,
816699370,Schertz Parkway,secondary,True,False,101.53699999999999,"LINESTRING (-98.2668878 29.5601904, -98.2670498 29.5604723, -98.2673864 29.5609937)",2,,,
370567027,Elbel Road,tertiary,False,False,11.78,"LINESTRING (-98.2673864 29.5609937, -98.2674905 29.5609387)",4,,,
370567049,Schertz Parkway,secondary,True,False,103.598,"LINESTRING (-98.2673864 29.5609937, -98.2676667 29.5614097, -98.267928 29.5617975)",2,,,
