osmid,oneway,name,highway,reversed,length,lanes,ref,geometry
16071241,False,East Main Street,residential,True,104.966,,,"LINESTRING (-93.6167728 42.845909, -93.6154853 42.8459109)"
16070792,False,River Avenue North,primary,False,104.149,2,US 69,"LINESTRING (-93.6167728 42.845909, -93.6167775 42.8463201, -93.6167836 42.8468456)"
154191340,False,River Avenue South,primary,True,102.09899999999999,2,US 69,"LINESTRING (-93.6167728 42.845909, -93.6167737 42.845421, -93.6167745 42.8449908)"
16070792,False,River Avenue North,primary,False,104.793,2,US 69,"LINESTRING (-93.6167836 42.8468456, -93.6167932 42.847788)"
16070792,False,River Avenue North,primary,True,104.149,2,US 69,"LINESTRING (-93.6167836 42.8468456, -93.6167775 42.8463201, -93.6167728 42.845909)"
154043699,False,1st Street Northeast,residential,True,105.34,,,"LINESTRING (-93.6167836 42.8468456, -93.6159969 42.8468486, -93.6154915 42.8468505)"
16070792,False,River Avenue North,primary,False,105.947,2,US 69,"LINESTRING (-93.6167932 42.847788, -93.6167927 42.8487408)"
16070792,False,River Avenue North,primary,True,104.793,2,US 69,"LINESTRING (-93.6167932 42.847788, -93.6167836 42.8468456)"
16071573,False,2nd Street Northeast,residential,True,105.617,,,"LINESTRING (-93.6167932 42.847788, -93.6163959 42.8477901, -93.6162651 42.8477909, -93.6154977 42.847795)"
16070792,False,River Avenue North,primary,True,105.947,2,US 69,"LINESTRING (-93.6167927 42.8487408, -93.6167932 42.847788)"
16070934,False,3rd Street Northeast,residential,True,105.07,,,"LINESTRING (-93.6167927 42.8487408, -93.6164156 42.8487429, -93.6155039 42.848748)"
16071416,False,5th Street Southeast,residential,True,217.926,,,"LINESTRING (-93.6168263 42.8415957, -93.6141535 42.8416108)"
154191340,False,River Avenue South,primary,False,166.775,2,US 69,"LINESTRING (-93.6168263 42.8415957, -93.6168194 42.8421592, -93.6168116 42.8430955)"
16070991,False,3rd Street Southeast,residential,False,109.245,,,"LINESTRING (-93.6168116 42.8430955, -93.6161296 42.8430991, -93.6154717 42.8431025)"
154191340,False,River Avenue South,primary,False,108.30799999999999,2,US 69,"LINESTRING (-93.6168116 42.8430955, -93.6168057 42.8436099, -93.6168005 42.8440695)"
154191340,False,River Avenue South,primary,True,166.775,2,US 69,"LINESTRING (-93.6168116 42.8430955, -93.6168194 42.8421592, -93.6168263 42.8415957)"
154191340,False,River Avenue South,primary,False,102.466,2,US 69,"LINESTRING (-93.6168005 42.8440695, -93.6167745 42.8449908)"
16071589,False,2nd Street Southeast,residential,True,107.57,,,"LINESTRING (-93.6168005 42.8440695, -93.6161028 42.8440703, -93.6154811 42.8440711)"
154191340,False,River Avenue South,primary,True,108.30799999999999,2,US 69,"LINESTRING (-93.6168005 42.8440695, -93.6168057 42.8436099, -93.6168116 42.8430955)"
154191340,False,River Avenue South,primary,True,102.466,2,US 69,"LINESTRING (-93.6167745 42.8449908, -93.6168005 42.8440695)"
16071672,False,1st Street Southeast,residential,True,104.71000000000001,,,"LINESTRING (-93.6167745 42.8449908, -93.6161028 42.8449948, -93.6154902 42.8449985)"
154191340,False,River Avenue South,primary,False,102.09899999999999,2,US 69,"LINESTRING (-93.6167745 42.8449908, -93.6167737 42.845421, -93.6167728 42.845909)"
16070934,False,3rd Street Northeast,residential,False,105.605,,,"LINESTRING (-93.6090332 42.8487831, -93.6103285 42.8487711)"
16071089,False,6th Avenue Northeast,residential,False,105.693,,,"LINESTRING (-93.6090332 42.8487831, -93.6090419 42.8497336)"
16071089,False,6th Avenue Northeast,residential,True,106.01599999999999,,,"LINESTRING (-93.6090332 42.8487831, -93.6090287 42.848298, -93.6090244 42.8478297)"
16070934,False,3rd Street Northeast,residential,False,104.974,,,"LINESTRING (-93.6103285 42.8487711, -93.6116161 42.8487617)"
16070934,False,3rd Street Northeast,residential,True,105.605,,,"LINESTRING (-93.6103285 42.8487711, -93.6090332 42.8487831)"
16071148,False,5th Avenue Northeast,residential,False,106.348,,,"LINESTRING (-93.6103285 42.8487711, -93.6103304 42.8492427, -93.6103324 42.8497275)"
16071148,False,5th Avenue Northeast,residential,True,105.446,,,"LINESTRING (-93.6103285 42.8487711, -93.610327 42.8482958, -93.6103255 42.8478228)"
16070934,False,3rd Street Northeast,residential,False,108.755,,,"LINESTRING (-93.6116161 42.8487617, -93.6129501 42.8487539)"
16070934,False,3rd Street Northeast,residential,True,104.974,,,"LINESTRING (-93.6116161 42.8487617, -93.6103285 42.8487711)"
16071028,False,4th Avenue Northeast,residential,False,107.59299999999999,,,"LINESTRING (-93.6116161 42.8487617, -93.6116184 42.8492427, -93.6116207 42.8497293)"
16071028,False,4th Avenue Northeast,residential,True,104.982,,,"LINESTRING (-93.6116161 42.8487617, -93.6116207 42.8482936, -93.6116253 42.8478176)"
16070934,False,3rd Street Northeast,residential,False,102.609,,,"LINESTRING (-93.6129501 42.8487539, -93.6142087 42.8487456)"
16070934,False,3rd Street Northeast,residential,True,108.755,,,"LINESTRING (-93.6129501 42.8487539, -93.6116161 42.8487617)"
