osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,ref
10887956,Drake Street,residential,False,True,114.385,"LINESTRING (-75.7375274 41.3490631, -75.736803 41.3499363)",,,,
"[10901059, 10892349]","['Catherine Street', 'Valentine Street']",residential,False,False,398.627,"LINESTRING (-75.7375274 41.3490631, -75.7376389 41.3490943, -75.7382574 41.3495946, -75.7388127 41.3490453, -75.7388519 41.3490289, -75.7388977 41.3490175, -75.7389434 41.3490224, -75.7389826 41.3490322, -75.7394421 41.3493117, -75.7394835 41.3493412, -75.7395118 41.3493886, -75.7395009 41.3494442, -75.7394944 41.3494736, -75.7389216 41.3500507, -75.7384164 41.3505705)",,,,
422922020,Main Street,tertiary,False,False,46.653,"LINESTRING (-75.7407472 41.3549464, -75.7402159 41.3550767)",2,,,
10884417,Stonecrest Drive,residential,False,False,109.132,"LINESTRING (-75.7407472 41.3549464, -75.7407358 41.3548759, -75.7407557 41.3545003, -75.7407756 41.3543253, -75.7408325 41.3540948, -75.7408154 41.353971)",,,,
"[10898720, 422922019, 422922020]",Main Street,tertiary,False,True,76.35900000000001,"LINESTRING (-75.7407472 41.3549464, -75.7411273 41.3548482, -75.7412027 41.3548305, -75.7412697 41.3548168, -75.7413046 41.3548064, -75.7414599 41.3547729, -75.741625 41.3547789)",2,yes,,
10884417,Stonecrest Drive,residential,False,True,109.132,"LINESTRING (-75.7408154 41.353971, -75.7408325 41.3540948, -75.7407756 41.3543253, -75.7407557 41.3545003, -75.7407358 41.3548759, -75.7407472 41.3549464)",,,,
247967071,Main Street,tertiary,False,False,56.356,"LINESTRING (-75.7339376 41.3556796, -75.7332625 41.3556882)",2,,25 mph,
10887684,Park Street,residential,False,False,283.817,"LINESTRING (-75.7339376 41.3556796, -75.7341184 41.3559641, -75.7341616 41.3560288, -75.7341554 41.3560774, -75.73333 41.3569026, -75.7329235 41.3573812, -75.7325663 41.3578227)",,,,
"[247967072, 422922020, 247967071]",Main Street,tertiary,False,True,82.622,"LINESTRING (-75.7339376 41.3556796, -75.7339845 41.3556811, -75.7341855 41.3556787, -75.7349274 41.355674)",2,yes,25 mph,
10887684,Park Street,residential,False,True,283.817,"LINESTRING (-75.7325663 41.3578227, -75.7329235 41.3573812, -75.73333 41.3569026, -75.7341554 41.3560774, -75.7341616 41.3560288, -75.7341184 41.3559641, -75.7339376 41.3556796)",,,,
10887956,Drake Street,residential,False,False,114.385,"LINESTRING (-75.736803 41.3499363, -75.7375274 41.3490631)",,,,
10902508,Stark Street,residential,False,False,9.452,"LINESTRING (-75.736803 41.3499363, -75.7368824 41.3499969)",,,,
10902508,Stark Street,residential,False,True,74.485,"LINESTRING (-75.736803 41.3499363, -75.7362539 41.3495188, -75.7362339 41.3495036, -75.7361761 41.3494596)",,,,
10902508,Stark Street,residential,False,True,9.452,"LINESTRING (-75.7368824 41.3499969, -75.736803 41.3499363)",,,,
10887958,Drake Street,residential,False,False,101.365,"LINESTRING (-75.7368824 41.3499969, -75.7363541 41.3505574, -75.7361584 41.3507278)",,,,
"[10902508, 10899534]","['Stark Street', 'Columbia Street']",residential,False,False,192.156,"LINESTRING (-75.7368824 41.3499969, -75.7374967 41.3504383, -75.7375537 41.3504949, -75.7375737 41.35054, -75.7375922 41.3505874, -75.737586 41.3506406, -75.7375706 41.3507134, -75.7375568 41.3507412, -75.7369609 41.3513619)",,,,
10900262,Spring Street,tertiary,False,False,42.354,"LINESTRING (-75.7358032 41.3504558, -75.7361584 41.3507278)",2,,25 mph,
"[533195706, 10899501]",Shady Lane,residential,True,False,90.72700000000002,"LINESTRING (-75.7358032 41.3504558, -75.7353268 41.3508631, -75.7352853 41.3508905, -75.7352417 41.3509091, -75.7351962 41.3509231, -75.7351503 41.3509314, -75.7351024 41.3509344, -75.7349874 41.3509354)",,,,
10900262,Spring Street,tertiary,False,True,29.833,"LINESTRING (-75.7358032 41.3504558, -75.7356019 41.3503032, -75.7355518 41.3502651)",2,,25 mph,
422922020,Main Street,tertiary,False,False,86.969,"LINESTRING (-75.7378322 41.3554374, -75.7368001 41.3555448)",2,,,
10888605,Montgomery Street,residential,False,False,106.66499999999999,"LINESTRING (-75.7378322 41.3554374, -75.7378014 41.3553426, -75.7375345 41.3550256, -75.7371881 41.3546142)",,,,
422922020,Main Street,tertiary,False,True,203.426,"LINESTRING (-75.7378322 41.3554374, -75.7380341 41.3554166, -75.7382818 41.3553912, -75.7386422 41.3553541, -75.7390425 41.3553125, -75.7394337 41.3552501, -75.7402159 41.3550767)",2,,,
10888605,Montgomery Street,residential,False,False,45.99,"LINESTRING (-75.7371881 41.3546142, -75.736881 41.3542708)",,,,
