osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,tunnel,access
"[352015298, 117679431]","['4', '2']",6th Street,secondary,False,True,82.81400000000001,"LINESTRING (-122.6248374 47.5672978, -122.624314 47.5672966, -122.6238598 47.5672952, -122.6237336 47.5672949)",,,
700014722,4,6th Street,secondary,False,False,74.46000000000001,"LINESTRING (-122.6248374 47.5672978, -122.6251219 47.5672976, -122.6258298 47.5673036)",,,
5911667,,Highland Avenue,residential,True,False,242.803,"LINESTRING (-122.624813 47.569481, -122.6248235 47.5689022, -122.624843 47.567826, -122.624831 47.567631, -122.62483 47.567455, -122.6248334 47.5673826, -122.6248374 47.5672978)",,,
5917203,,9th Street,residential,False,True,52.801,"LINESTRING (-122.624813 47.569481, -122.6242508 47.5694954, -122.6241097 47.569499)",,,
5911675,,McKenzie Avenue,residential,True,False,60.489999999999995,"LINESTRING (-122.629101 47.568008, -122.6291009 47.5680524, -122.6290997 47.5685082, -122.6290996 47.568552)",,,
5916957,,7th Street,residential,False,False,83.804,"LINESTRING (-122.629101 47.568008, -122.6291727 47.5680083, -122.6294473 47.5680096, -122.6296025 47.5680102, -122.6301504 47.5680127, -122.630218 47.568013)",,,
5916957,,7th Street,residential,False,True,162.68300000000002,"LINESTRING (-122.629101 47.568008, -122.6290559 47.5680083, -122.6280337 47.5680144, -122.6278351 47.5680155, -122.6277782 47.5680158, -122.6275421 47.5680172, -122.6270537 47.5680201, -122.6269327 47.5680211)",,,
5911675,,McKenzie Avenue,residential,True,False,41.142999999999994,"LINESTRING (-122.6290996 47.568552, -122.6290995 47.5685896, -122.6290988 47.5688906, -122.6290987 47.568922)",,,
5917058,,8th Street,residential,False,True,81.466,"LINESTRING (-122.6290996 47.568552, -122.6290486 47.5685524, -122.6285767 47.5685595, -122.6281226 47.568567, -122.628014 47.568568)",,,
5911675,,McKenzie Avenue,residential,True,False,97.941,"LINESTRING (-122.6290987 47.568922, -122.6290986 47.5689612, -122.6290966 47.5697601, -122.6290965 47.5698028)",,,
5917059,,8th Street,residential,False,False,85.31099999999999,"LINESTRING (-122.6290987 47.568922, -122.6291745 47.5689223, -122.6301389 47.5689258, -122.6302358 47.5689261)",,,
5917206,,9th Street,residential,False,False,85.565,"LINESTRING (-122.6290965 47.5698028, -122.6291711 47.5698028, -122.6296556 47.569803, -122.630237 47.5697994)",,,
5917206,,9th Street,residential,False,True,80.313,"LINESTRING (-122.6290965 47.5698028, -122.6290158 47.5698024, -122.628564 47.5697993, -122.628026 47.569798)",,,
5918715,2,Washington Avenue,secondary,True,False,78.42099999999999,"LINESTRING (-122.6255564 47.5635056, -122.6254561 47.563619, -122.6253618 47.5637089, -122.6253066 47.5637661, -122.6250576 47.5640362, -122.6249945 47.5641)",,,
"[5914829, 1098639950]",,2nd Street,residential,True,False,53.62,"LINESTRING (-122.6240618 47.5638393, -122.6240463 47.563812, -122.6240182 47.5637897, -122.6239807 47.5637751, -122.6239381 47.5637698, -122.6238953 47.5637744, -122.6238587 47.5637877, -122.6238304 47.5638082, -122.6238134 47.5638337, -122.6238094 47.5638616, -122.6238188 47.5638888, -122.6238407 47.5639126, -122.6238728 47.5639304, -122.6239117 47.5639402, -122.6239531 47.5639412, -122.6239928 47.5639331, -122.6240266 47.5639168, -122.6240509 47.5638941)",,,
"[1098639952, 396448076]",,2nd Street,residential,False,False,16.064,"LINESTRING (-122.6240618 47.5638393, -122.6241329 47.5638489, -122.624266 47.5638815)",,,
821772868,2,Washington Avenue,secondary,True,False,94.967,"LINESTRING (-122.6249945 47.5641, -122.6249185 47.5641904, -122.624768 47.5643844, -122.6247218 47.5644439, -122.6245862 47.5646552, -122.6244942 47.5647987, -122.624447 47.5648692)",,,
1098639951,,2nd Street,residential,False,True,59.828,"LINESTRING (-122.6249945 47.5641, -122.6248933 47.564072, -122.6248232 47.5640483, -122.6244937 47.563951, -122.6244377 47.5639333, -122.624266 47.5638815)",,,
201053059,1,Pacific Avenue,tertiary,True,False,74.775,"LINESTRING (-122.6269264 47.5642463, -122.6269236 47.5641661, -122.6269161 47.5638313, -122.626906 47.5637552, -122.626884 47.5637134, -122.6268302 47.5636556, -122.6267601 47.5636062)",,,
821772869,,2nd Street,residential,True,False,148.228,"LINESTRING (-122.6269264 47.5642463, -122.6268443 47.5642479, -122.6267363 47.5642461, -122.6263369 47.564242, -122.6260997 47.5642396, -122.6254771 47.5642333, -122.6254179 47.5642327, -122.6251241 47.5641398, -122.6249945 47.5641)",,,
700014722,4,6th Street,secondary,False,False,82.958,"LINESTRING (-122.6258298 47.5673036, -122.6264032 47.567306, -122.6268237 47.5673077, -122.6269355 47.5673075)",,,
700014722,4,6th Street,secondary,False,True,74.46000000000001,"LINESTRING (-122.6258298 47.5673036, -122.6251219 47.5672976, -122.6248374 47.5672978)",,,
5916866,,4th Street,residential,True,False,208.495,"LINESTRING (-122.6242041 47.5657109, -122.6242892 47.5657227, -122.6247541 47.5657869, -122.6252946 47.5657822, -122.6254652 47.5657462, -122.6261685 47.5657462, -122.6264012 47.5657804, -122.62682 47.565777, -122.6269579 47.5657759)",,,
50895523,3,Washington Avenue,secondary,False,False,84.007,"LINESTRING (-122.6242041 47.5657109, -122.6241886 47.5657622, -122.6241169 47.5660093, -122.6240085 47.5663748, -122.6239838 47.5664516)",,,
50895523,3,Washington Avenue,secondary,False,True,95.35399999999998,"LINESTRING (-122.6242041 47.5657109, -122.6242146 47.5656746, -122.6242919 47.5654067, -122.6243271 47.5652837, -122.6243292 47.5652773, -122.6243697 47.5651408, -122.6244221 47.5649654, -122.624447 47.5648692)",,,
86711476,,Pacific Avenue,tertiary,False,True,85.66600000000001,"LINESTRING (-122.6269579 47.5657759, -122.6269579 47.565697, -122.6269577 47.5654035, -122.6269576 47.5651137, -122.6269604 47.5650055)",,,
283877157,,4th Street,residential,False,False,247.18600000000004,"LINESTRING (-122.6269579 47.5657759, -122.6270671 47.5657751, -122.6279733 47.5657789, -122.6280681 47.5657793, -122.6288629 47.5657817, -122.6289682 47.565782, -122.6291283 47.5657826, -122.6296908 47.5657843, -122.6301248 47.5657845, -122.6302524 47.565786)",,,
283877159,2,Pacific Avenue,tertiary,False,False,85.239,"LINESTRING (-122.6269579 47.5657759, -122.626956 47.5658671, -122.6269502 47.5661546, -122.6269432 47.5664644, -122.6269423 47.5665424)",,,
"[5920458, 698085507]",,Park Avenue,residential,False,False,85.42,"LINESTRING (-122.6302524 47.565786, -122.6302525 47.5658606, -122.630254 47.5661698, -122.6302556 47.5664861, -122.6302556 47.5665542)",,,
5920458,,Park Avenue,residential,False,True,85.63700000000001,"LINESTRING (-122.6302524 47.565786, -122.6302568 47.5657002, -122.6302606 47.5656245, -122.6302685 47.5654652, -122.6302863 47.5651071, -122.6302918 47.5650163)",,,
