osmid,ref,highway,oneway,reversed,length,name,geometry
5522427,S-248,secondary,False,False,92.174,,"LINESTRING (-105.4219614 48.7952247, -105.4232197 48.7952176)"
5523131,,residential,False,False,97.465,,"LINESTRING (-105.4219614 48.7952247, -105.420631 48.7952105)"
125831151,MT 13,primary,False,True,149.21,Main Street,"LINESTRING (-105.4219614 48.7952247, -105.421439 48.7939277)"
5522427,S-248,secondary,False,False,181.299,,"LINESTRING (-105.4232197 48.7952176, -105.4256947 48.7952303)"
5522427,S-248,secondary,False,True,92.174,,"LINESTRING (-105.4232197 48.7952176, -105.4219614 48.7952247)"
5522745,,residential,False,False,199.73000000000002,,"LINESTRING (-105.4232197 48.7952176, -105.4236191 48.79507, -105.4238067 48.794942, -105.4239248 48.794737, -105.4239033 48.7944755, -105.4238282 48.7936415)"
5522491,,residential,False,False,110.776,Mill Street,"LINESTRING (-105.4255173 48.7884294, -105.4258988 48.7893934)"
5524126,,residential,False,True,54.98,4th Avenue,"LINESTRING (-105.4255173 48.7884294, -105.4262405 48.7882973)"
5524126,,residential,False,False,111.381,4th Avenue,"LINESTRING (-105.4255173 48.7884294, -105.4247623 48.7885654, -105.4240493 48.78869)"
5522491,,residential,False,False,111.13,Mill Street,"LINESTRING (-105.4258988 48.7893934, -105.4262889 48.7903592)"
5522491,,residential,False,True,110.776,Mill Street,"LINESTRING (-105.4258988 48.7893934, -105.4255173 48.7884294)"
5523893,,residential,False,False,111.214,3rd Avenue,"LINESTRING (-105.4258988 48.7893934, -105.4251569 48.7895243, -105.4244322 48.7896517)"
5522491,,residential,False,False,112.117,Mill Street,"LINESTRING (-105.4262889 48.7903592, -105.4266606 48.7913373)"
5522491,,residential,False,True,111.13,Mill Street,"LINESTRING (-105.4262889 48.7903592, -105.4258988 48.7893934)"
5524056,,residential,False,False,111.613,2nd Avenue,"LINESTRING (-105.4262889 48.7903592, -105.4255541 48.7904894, -105.4248176 48.7906199)"
5522491,,residential,False,True,112.117,Mill Street,"LINESTRING (-105.4266606 48.7913373, -105.4262889 48.7903592)"
5524141,,residential,False,False,110.356,1st Avenue West,"LINESTRING (-105.4266606 48.7913373, -105.4259548 48.7914631, -105.4252064 48.7915964)"
5522501,,residential,False,False,111.955,A Street,"LINESTRING (-105.4133294 48.7895455, -105.4137279 48.7905175)"
5524050,,residential,False,True,110.955,5th Avenue,"LINESTRING (-105.4133294 48.7895455, -105.4140531 48.7894168, -105.4147916 48.7892854)"
5522501,,residential,False,False,111.818,A Street,"LINESTRING (-105.4137279 48.7905175, -105.414126 48.7914883)"
5522501,,residential,False,True,111.955,A Street,"LINESTRING (-105.4137279 48.7905175, -105.4133294 48.7895455)"
5524124,,residential,False,True,110.237,4th Avenue,"LINESTRING (-105.4137279 48.7905175, -105.4144601 48.7903884, -105.4151815 48.7902611)"
5522501,,residential,False,False,110.249,A Street,"LINESTRING (-105.414126 48.7914883, -105.4145184 48.7924455)"
5522501,,residential,False,True,111.818,A Street,"LINESTRING (-105.414126 48.7914883, -105.4137279 48.7905175)"
5523891,,residential,False,True,111.071,3rd Avenue,"LINESTRING (-105.414126 48.7914883, -105.4148665 48.7913589, -105.4155914 48.7912319)"
5522501,,residential,False,False,112.808,A Street,"LINESTRING (-105.4145184 48.7924455, -105.41492 48.7934249)"
